Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-4C 1phi 1"
Duration Time,60.035
Ambient Temperature,"97.6"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"709960"
Raw Accumulated Counts,"735940"
Valid Count Last Packet,"11025"
Raw Count Last Packet,"11401"
Live Time,58.319977
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7977
Number of Channels,2048
Vacuum,766
Channel#,Intensity
0,"1784"
1,"1491"
2,"945"
3,"515"
4,"179"
5,"66"
6,"15"
7,"7"
8,"1"
9,"1"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"1"
16,"1"
17,"0"
18,"1"
19,"0"
20,"0"
21,"8"
22,"30"
23,"100"
24,"173"
25,"171"
26,"220"
27,"192"
28,"160"
29,"161"
30,"180"
31,"179"
32,"166"
33,"171"
34,"156"
35,"140"
36,"157"
37,"135"
38,"158"
39,"176"
40,"151"
41,"163"
42,"165"
43,"162"
44,"161"
45,"176"
46,"199"
47,"179"
48,"177"
49,"150"
50,"148"
51,"143"
52,"150"
53,"152"
54,"139"
55,"146"
56,"150"
57,"127"
58,"132"
59,"149"
60,"157"
61,"146"
62,"150"
63,"131"
64,"140"
65,"145"
66,"134"
67,"150"
68,"138"
69,"176"
70,"158"
71,"195"
72,"216"
73,"267"
74,"267"
75,"260"
76,"252"
77,"218"
78,"190"
79,"197"
80,"195"
81,"245"
82,"428"
83,"640"
84,"869"
85,"1180"
86,"1250"
87,"1211"
88,"956"
89,"725"
90,"505"
91,"328"
92,"248"
93,"193"
94,"152"
95,"158"
96,"156"
97,"137"
98,"144"
99,"133"
100,"117"
101,"133"
102,"128"
103,"121"
104,"127"
105,"106"
106,"114"
107,"132"
108,"129"
109,"141"
110,"152"
111,"159"
112,"171"
113,"182"
114,"230"
115,"205"
116,"231"
117,"209"
118,"197"
119,"208"
120,"198"
121,"192"
122,"184"
123,"187"
124,"222"
125,"251"
126,"293"
127,"358"
128,"541"
129,"760"
130,"1046"
131,"1320"
132,"1681"
133,"1864"
134,"1984"
135,"1801"
136,"1584"
137,"1407"
138,"1315"
139,"1297"
140,"1388"
141,"1405"
142,"1546"
143,"1557"
144,"1754"
145,"1755"
146,"1789"
147,"1700"
148,"1636"
149,"1333"
150,"958"
