Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L2-5A 4phi 0"
Duration Time,60.034
Ambient Temperature,"101.7"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"776690"
Raw Accumulated Counts,"806957"
Valid Count Last Packet,"12144"
Raw Count Last Packet,"12659"
Live Time,58.127014
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.0865
Number of Channels,2048
Vacuum,761
Channel#,Intensity
0,"1782"
1,"1425"
2,"960"
3,"520"
4,"200"
5,"71"
6,"15"
7,"6"
8,"2"
9,"0"
10,"0"
11,"1"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"3"
22,"38"
23,"89"
24,"191"
25,"215"
26,"192"
27,"178"
28,"189"
29,"178"
30,"185"
31,"163"
32,"174"
33,"145"
34,"161"
35,"153"
36,"166"
37,"164"
38,"172"
39,"154"
40,"178"
41,"144"
42,"153"
43,"148"
44,"148"
45,"145"
46,"169"
47,"159"
48,"180"
49,"159"
50,"162"
51,"175"
52,"170"
53,"145"
54,"172"
55,"174"
56,"134"
57,"147"
58,"149"
59,"146"
60,"164"
61,"170"
62,"146"
63,"139"
64,"163"
65,"148"
66,"143"
67,"116"
68,"144"
69,"153"
70,"161"
71,"198"
72,"195"
73,"219"
74,"225"
75,"207"
76,"222"
77,"190"
78,"190"
79,"203"
80,"231"
81,"289"
82,"454"
83,"795"
84,"1099"
85,"1397"
86,"1695"
87,"1589"
88,"1380"
89,"1083"
90,"719"
91,"455"
92,"336"
93,"227"
94,"178"
95,"185"
96,"164"
97,"209"
98,"178"
99,"169"
100,"150"
101,"145"
102,"149"
103,"133"
104,"124"
105,"143"
106,"150"
107,"119"
108,"139"
109,"173"
110,"195"
111,"270"
112,"311"
113,"422"
114,"420"
115,"405"
116,"387"
117,"347"
118,"320"
119,"254"
120,"240"
121,"221"
122,"212"
123,"215"
124,"225"
125,"284"
126,"292"
127,"494"
128,"651"
129,"841"
130,"1158"
131,"1552"
132,"1809"
133,"1952"
134,"2069"
135,"1951"
136,"1812"
137,"1596"
138,"1397"
139,"1397"
140,"1406"
141,"1443"
142,"1397"
143,"1526"
144,"1587"
145,"1712"
146,"1751"
147,"1688"
148,"1657"
149,"1333"
150,"1030"
151,"704"
152,"521"
153,"418"
154,"315"
155,"326"
156,"341"
157,"366"
158,"426"
159,"561"
160,"767"
161,"1036"
162,"1508"
163,"1816"
164,"2027"
165,"2187"
166,"1945"
167,"1619"
168,"1207"
169,"811"
170,"510"
171,"339"
172,"274"
173,"286"
174,"282"
175,"331"
176,"433"
177,"739"
178,"986"
179,"1277"
180,"1741"
181,"2330"
182,"2851"
183,"3058"
184,"3085"
185,"2718"
186,"2282"
187,"1565"
188,"1054"
189,"683"
190,"464"
191,"319"
192,"241"
193,"253"
194,"290"
195,"349"
196,"397"
197,"486"
198,"587"
199,"697"
200,"680"
201,"581"
202,"519"
203,"449"
204,"355"
205,"291"
206,"245"
207,"229"
208,"248"
209,"229"
210,"206"
211,"214"
212,"222"
213,"250"
214,"219"
215,"256"
216,"253"
217,"336"
218,"376"
219,"491"
220,"568"
221,"812"
222,"985"
223,"1146"
224,"1181"
225,"1168"
226,"1072"
227,"905"
228,"752"
229,"559"
230,"432"
231,"339"
232,"350"
233,"311"
234,"278"
235,"315"
236,"322"
237,"324"
238,"356"
239,"347"
240,"379"
241,"410"
242,"435"
243,"449"
244,"481"
245,"530"
246,"489"
247,"477"
248,"459"
249,"408"
250,"403"
251,"366"
252,"352"
253,"336"
254,"345"
255,"330"
256,"343"
257,"328"
258,"386"
259,"362"
260,"363"
261,"351"
262,"359"
263,"383"
264,"319"
265,"327"
266,"397"
267,"372"
268,"412"
269,"394"
270,"425"
271,"424"
272,"389"
273,"375"
274,"405"
275,"407"
276,"363"
277,"386"
278,"411"
279,"412"
280,"373"
281,"411"
282,"433"
283,"449"
284,"452"
285,"441"
286,"439"
287,"425"
288,"459"
289,"515"
290,"515"
291,"522"
292,"522"
293,"506"
294,"595"
295,"516"
296,"554"
297,"491"
298,"519"
299,"471"
300,"446"
301,"484"
302,"466"
303,"460"
304,"456"
305,"469"
306,"490"
307,"521"
308,"559"
309,"692"
310,"896"
311,"1195"
312,"1838"
313,"2717"
314,"3703"
315,"5042"
316,"6474"
317,"7385"
318,"7925"
319,"7838"
320,"6958"
321,"6041"
322,"4680"
323,"3299"
324,"2319"
325,"1533"
326,"1058"
327,"789"
328,"614"
329,"564"
330,"539"
331,"518"
332,"506"
333,"522"
334,"493"
335,"522"
336,"545"
337,"539"
338,"554"
339,"529"
340,"572"
341,"577"
342,"648"
343,"651"
344,"715"
345,"808"
346,"967"
347,"1212"
348,"1395"
349,"1553"
350,"1655"
351,"1686"
352,"1685"
