Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-4A -1phi 0"
Duration Time,60.108
Ambient Temperature,"96.9"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"575032"
Raw Accumulated Counts,"593945"
Valid Count Last Packet,"8807"
Raw Count Last Packet,"9092"
Live Time,58.710995
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7856
Number of Channels,2048
Vacuum,758
Channel#,Intensity
0,"1785"
1,"1453"
2,"952"
3,"514"
4,"210"
5,"80"
6,"18"
7,"4"
8,"0"
9,"0"
10,"1"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"1"
19,"0"
20,"1"
21,"7"
22,"30"
23,"89"
24,"168"
25,"164"
26,"159"
27,"148"
28,"166"
29,"177"
30,"168"
31,"142"
32,"143"
33,"137"
34,"134"
35,"143"
36,"167"
37,"144"
38,"149"
39,"122"
40,"129"
41,"140"
42,"153"
43,"146"
44,"139"
45,"150"
46,"160"
47,"145"
48,"144"
49,"129"
50,"107"
51,"128"
52,"135"
53,"147"
54,"130"
55,"118"
56,"130"
57,"139"
58,"124"
59,"135"
60,"110"
61,"151"
62,"131"
63,"142"
64,"105"
65,"105"
66,"124"
67,"123"
68,"132"
69,"138"
70,"139"
71,"137"
72,"162"
73,"155"
74,"184"
75,"157"
76,"156"
77,"143"
78,"148"
79,"157"
80,"166"
81,"239"
82,"388"
83,"602"
84,"922"
85,"1190"
86,"1330"
87,"1183"
88,"1056"
89,"735"
90,"513"
91,"356"
92,"230"
93,"189"
94,"145"
95,"122"
96,"117"
97,"117"
98,"136"
99,"143"
100,"126"
101,"116"
102,"108"
103,"110"
104,"94"
105,"108"
106,"131"
107,"125"
108,"146"
109,"118"
110,"124"
111,"164"
112,"182"
113,"178"
114,"233"
115,"229"
116,"193"
117,"219"
118,"202"
119,"157"
120,"155"
121,"191"
122,"201"
123,"165"
124,"205"
125,"231"
126,"279"
127,"350"
128,"550"
129,"727"
130,"1021"
131,"1460"
132,"1671"
133,"1928"
134,"1989"
135,"1763"
136,"1679"
137,"1468"
138,"1285"
139,"1336"
140,"1413"
141,"1463"
142,"1553"
143,"1635"
144,"1760"
145,"1728"
146,"1841"
147,"1803"
148,"1633"
149,"1341"
150,"984"
151,"682"
152,"453"
153,"397"
