Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-2B 0phi 2"
Duration Time,60.069
Ambient Temperature,"102.6"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"675093"
Raw Accumulated Counts,"699371"
Valid Count Last Packet,"10403"
Raw Count Last Packet,"10800"
Live Time,58.406006
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.0892
Number of Channels,2048
Vacuum,764
Channel#,Intensity
0,"1770"
1,"1467"
2,"958"
3,"550"
4,"212"
5,"74"
6,"20"
7,"1"
8,"0"
9,"0"
10,"1"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"1"
18,"0"
19,"0"
20,"0"
21,"1"
22,"25"
23,"85"
24,"140"
25,"204"
26,"178"
27,"180"
28,"187"
29,"192"
30,"150"
31,"155"
32,"168"
33,"163"
34,"179"
35,"171"
36,"175"
37,"155"
38,"168"
39,"168"
40,"137"
41,"170"
42,"145"
43,"155"
44,"154"
45,"175"
46,"166"
47,"146"
48,"150"
49,"165"
50,"159"
51,"155"
52,"157"
53,"151"
54,"149"
55,"147"
56,"148"
57,"152"
58,"152"
59,"165"
60,"153"
61,"148"
62,"127"
63,"131"
64,"131"
65,"141"
66,"111"
67,"127"
68,"107"
69,"142"
70,"171"
71,"177"
72,"210"
73,"243"
74,"235"
75,"222"
76,"191"
77,"211"
78,"193"
79,"161"
80,"229"
81,"326"
82,"480"
83,"805"
84,"1133"
85,"1433"
86,"1636"
87,"1529"
88,"1360"
89,"927"
90,"684"
91,"443"
92,"312"
93,"177"
94,"169"
95,"138"
96,"133"
97,"155"
98,"121"
99,"128"
100,"131"
101,"128"
102,"136"
103,"123"
104,"139"
105,"109"
106,"124"
107,"133"
108,"120"
109,"154"
110,"127"
111,"175"
112,"180"
113,"194"
114,"211"
115,"247"
116,"253"
117,"215"
118,"195"
119,"192"
120,"176"
121,"180"
122,"184"
123,"207"
124,"196"
125,"227"
126,"228"
127,"384"
128,"472"
129,"718"
130,"1012"
131,"1306"
132,"1675"
133,"1889"
134,"1976"
135,"1889"
136,"1643"
137,"1470"
138,"1316"
139,"1304"
140,"1424"
141,"1422"
142,"1504"
143,"1489"
144,"1568"
145,"1643"
146,"1748"
147,"1759"
148,"1567"
149,"1264"
150,"1022"
151,"725"
152,"515"
153,"334"
154,"332"
155,"316"
156,"368"
157,"427"
158,"557"
159,"789"
160,"1110"
161,"1617"
162,"2319"
163,"2919"
164,"3137"
165,"3283"
166,"3024"
167,"2348"
168,"1619"
169,"1088"
170,"660"
171,"402"
172,"289"
173,"313"
174,"305"
175,"431"
176,"508"
177,"619"
178,"718"
179,"723"
180,"731"
181,"686"
182,"681"
183,"613"
184,"591"
185,"455"
186,"419"
187,"324"
188,"315"
189,"232"
190,"217"
191,"215"
192,"188"
193,"184"
194,"191"
195,"162"
196,"217"
197,"230"
198,"240"
199,"225"
200,"227"
201,"213"
202,"217"
203,"216"
204,"202"
205,"207"
206,"200"
207,"214"
208,"205"
209,"194"
210,"175"
211,"178"
212,"197"
213,"196"
214,"194"
215,"237"
216,"232"
217,"262"
218,"257"
219,"294"
220,"331"
221,"423"
222,"394"
223,"474"
224,"440"
225,"456"
226,"416"
227,"363"
228,"353"
229,"341"
230,"325"
231,"281"
232,"311"
233,"300"
234,"314"
235,"301"
236,"303"
237,"312"
238,"318"
239,"326"
240,"315"
241,"310"
242,"338"
243,"321"
244,"321"
245,"307"
246,"300"
247,"325"
248,"254"
249,"297"
250,"298"
251,"286"
252,"273"
253,"307"
254,"306"
255,"302"
256,"278"
257,"328"
258,"334"
259,"317"
260,"345"
261,"368"
262,"389"
263,"363"
264,"400"
265,"351"
266,"322"
267,"347"
268,"375"
269,"355"
270,"352"
271,"341"
272,"378"
273,"365"
274,"353"
275,"353"
276,"396"
277,"381"
278,"403"
279,"376"
280,"401"
281,"388"
282,"388"
283,"421"
284,"411"
285,"407"
286,"406"
287,"446"
288,"375"
289,"426"
290,"424"
291,"443"
292,"410"
293,"423"
294,"376"
295,"394"
296,"413"
297,"401"
298,"397"
299,"380"
300,"371"
301,"374"
302,"421"
303,"394"
304,"369"
305,"411"
306,"423"
307,"431"
308,"454"
309,"552"
310,"596"
311,"723"
312,"914"
313,"1202"
314,"1697"
315,"1999"
316,"2406"
317,"2623"
318,"2787"
319,"2655"
320,"2425"
321,"1957"
322,"1562"
323,"1222"
324,"849"
325,"759"
326,"603"
327,"529"
328,"517"
329,"499"
330,"473"
331,"495"
332,"530"
333,"458"
334,"479"
335,"480"
336,"491"
337,"492"
338,"506"
339,"480"
340,"508"
341,"491"
342,"508"
343,"560"
344,"549"
345,"610"
346,"667"
347,"707"
348,"715"
349,"838"
350,"812"
351,"885"
352,"762"
353,"797"
354,"729"
355,"695"
356,"676"
357,"686"
358,"781"
359,"752"
360,"804"
361,"834"
362,"849"
363,"891"
364,"920"
365,"954"
366,"1025"
367,"1108"
368,"1188"
369,"1233"
370,"1329"
371,"1313"
372,"1303"
373,"1216"
374,"1077"
375,"902"
376,"718"
377,"656"
378,"515"
379,"485"
380,"448"
381,"396"
382,"435"
383,"402"
384,"427"
385,"446"
386,"408"
387,"435"
388,"403"
389,"462"
390,"445"
391,"437"
392,"451"
393,"520"
394,"532"
395,"532"
396,"583"
397,"697"
398,"674"
399,"715"
400,"680"
401,"727"
402,"699"
403,"644"
404,"602"
405,"550"
406,"579"
407,"568"
408,"567"
409,"580"
410,"575"
411,"507"
412,"558"
413,"599"
414,"589"
415,"543"
416,"501"
417,"516"
418,"519"
419,"507"
420,"510"
421,"532"
422,"538"
423,"530"
424,"560"
425,"498"
426,"514"
427,"500"
428,"529"
429,"540"
430,"505"
431,"512"
432,"509"
433,"511"
434,"516"
435,"461"
436,"511"
437,"485"
438,"487"
439,"509"
440,"468"
441,"489"
442,"495"
443,"495"
444,"478"
445,"506"
446,"477"
447,"487"
448,"536"
449,"520"
450,"560"
451,"500"
452,"513"
453,"494"
454,"562"
455,"540"
456,"536"
457,"583"
458,"527"
459,"517"
460,"537"
461,"525"
462,"540"
463,"518"
464,"500"
465,"544"
466,"514"
467,"494"
468,"471"
469,"502"
470,"540"
471,"510"
472,"526"
473,"489"
474,"513"
475,"518"
476,"530"
477,"528"
478,"485"
479,"483"
480,"497"
481,"483"
482,"465"
483,"503"
484,"468"
485,"527"
486,"506"
487,"492"
488,"480"
489,"469"
490,"545"
491,"514"
492,"514"
493,"466"
494,"520"
495,"554"
496,"507"
497,"530"
498,"554"
499,"552"
500,"521"
501,"493"
502,"531"
503,"500"
504,"547"
505,"495"
506,"529"
507,"515"
508,"509"
509,"499"
510,"479"
511,"501"
512,"473"
513,"452"
514,"529"
515,"477"
516,"472"
517,"500"
518,"493"
519,"507"
520,"480"
521,"577"
522,"532"
523,"528"
524,"519"
525,"519"
526,"513"
527,"512"
528,"475"
529,"501"
530,"519"
531,"481"
532,"473"
533,"456"
534,"494"
535,"418"
536,"471"
537,"442"
538,"476"
539,"446"
540,"468"
541,"469"
542,"461"
543,"469"
544,"450"
545,"465"
546,"446"
547,"482"
548,"492"
549,"539"
550,"509"
551,"508"
552,"502"
553,"484"
554,"484"
555,"461"
556,"488"
557,"499"
558,"489"
559,"475"
560,"491"
561,"503"
562,"451"
563,"530"
564,"532"
565,"495"
566,"494"
567,"507"
568,"451"
569,"515"
570,"530"
571,"526"
572,"475"
573,"525"
574,"481"
575,"498"
576,"498"
577,"494"
578,"488"
579,"467"
580,"495"
581,"462"
582,"495"
583,"544"
584,"505"
585,"485"
586,"525"
587,"509"
588,"527"
589,"528"
590,"469"
591,"492"
592,"482"
593,"511"
594,"504"
595,"512"
596,"447"
597,"492"
598,"481"
599,"481"
600,"505"
601,"473"
602,"543"
603,"504"
604,"507"
605,"500"
606,"469"
607,"497"
608,"464"
609,"554"
610,"498"
611,"525"
612,"481"
613,"478"
614,"483"
615,"468"
616,"486"
617,"474"
618,"467"
619,"499"
620,"518"
621,"535"
622,"511"
623,"555"
624,"533"
625,"517"
626,"534"
627,"529"
628,"539"
629,"505"
630,"513"
631,"535"
632,"531"
633,"510"
634,"504"
635,"513"
636,"468"
637,"482"
638,"501"
639,"476"
640,"466"
641,"508"
642,"486"
643,"497"
644,"473"
645,"499"
646,"469"
647,"506"
648,"474"
649,"547"
650,"502"
651,"547"
652,"517"
653,"561"
654,"553"
655,"590"
656,"625"
657,"692"
658,"718"
659,"861"
660,"953"
661,"1067"
662,"1156"
663,"1259"
664,"1281"
665,"1230"
666,"1218"
667,"1166"
668,"1087"
669,"1012"
670,"893"
671,"707"
672,"714"
673,"589"
674,"591"
675,"526"
676,"504"
677,"539"
678,"479"
679,"478"
680,"472"
681,"519"
682,"487"
683,"486"
684,"553"
685,"479"
686,"500"
687,"478"
688,"535"
689,"478"
690,"502"
691,"456"
692,"524"
693,"475"
694,"495"
695,"562"
696,"562"
697,"587"
698,"589"
699,"602"
700,"572"
701,"640"
702,"616"
703,"643"
704,"618"
705,"629"
706,"543"
707,"593"
708,"582"
709,"529"
710,"503"
711,"504"
712,"476"
713,"499"
714,"434"
715,"457"
716,"487"
717,"474"
718,"428"
719,"468"
720,"439"
721,"487"
722,"482"
723,"462"
724,"459"
725,"438"
726,"477"
727,"438"
728,"451"
729,"501"
730,"475"
731,"480"
732,"473"
733,"459"
734,"501"
735,"489"
736,"527"
737,"538"
738,"487"
739,"500"
740,"550"
741,"578"
742,"566"
743,"590"
744,"588"
745,"611"
746,"537"
747,"529"
748,"502"
749,"508"
750,"505"
751,"490"
752,"488"
753,"454"
754,"482"
755,"428"
756,"430"
757,"458"
758,"496"
759,"481"
760,"410"
761,"442"
762,"425"
763,"445"
764,"420"
765,"403"
766,"417"
767,"428"
768,"407"
769,"410"
770,"438"
771,"430"
772,"435"
773,"408"
774,"450"
775,"434"
776,"467"
777,"517"
778,"511"
779,"504"
780,"530"
781,"569"
782,"550"
783,"558"
784,"565"
785,"587"
786,"514"
787,"512"
788,"519"
789,"492"
790,"497"
791,"493"
792,"417"
793,"455"
794,"442"
795,"430"
796,"447"
797,"406"
798,"445"
799,"464"
800,"389"
801,"408"
802,"448"
803,"396"
804,"463"
805,"441"
806,"369"
807,"423"
808,"476"
809,"462"
810,"396"
811,"441"
812,"426"
813,"407"
814,"423"
815,"436"
816,"422"
817,"440"
818,"431"
819,"420"
820,"434"
821,"462"
822,"397"
823,"417"
824,"419"
825,"399"
826,"373"
827,"396"
828,"412"
829,"425"
830,"409"
831,"411"
832,"417"
833,"393"
834,"444"
835,"425"
836,"399"
837,"410"
838,"431"
839,"454"
840,"381"
841,"405"
842,"385"
843,"409"
844,"416"
845,"399"
846,"376"
847,"420"
848,"415"
849,"422"
850,"425"
851,"410"
852,"454"
853,"370"
854,"425"
855,"449"
856,"380"
857,"424"
858,"419"
859,"393"
860,"448"
861,"400"
862,"472"
863,"425"
864,"419"
865,"412"
866,"420"
867,"490"
868,"427"
869,"445"
870,"431"
871,"445"
872,"460"
873,"472"
874,"430"
875,"439"
876,"451"
877,"462"
878,"478"
879,"466"
880,"493"
881,"468"
882,"437"
883,"465"
884,"456"
885,"452"
886,"445"
887,"460"
888,"429"
889,"429"
890,"473"
891,"468"
892,"532"
893,"473"
894,"492"
895,"514"
896,"492"
897,"516"
898,"492"
899,"503"
900,"514"
901,"525"
902,"499"
903,"546"
904,"551"
905,"535"
906,"536"
907,"524"
908,"593"
909,"621"
910,"658"
911,"607"
912,"670"
913,"683"
914,"673"
915,"759"
916,"709"
917,"766"
918,"803"
919,"781"
920,"842"
