Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L2-2A -1phi 2"
Duration Time,60.151
Ambient Temperature,"101.7"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"601483"
Raw Accumulated Counts,"621215"
Valid Count Last Packet,"9562"
Raw Count Last Packet,"9866"
Live Time,58.674000
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.085
Number of Channels,2048
Vacuum,752
Channel#,Intensity
0,"1772"
1,"1477"
2,"1002"
3,"517"
4,"209"
5,"64"
6,"18"
7,"6"
8,"1"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"1"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"4"
22,"29"
23,"84"
24,"147"
25,"167"
26,"138"
27,"169"
28,"152"
29,"148"
30,"134"
31,"150"
32,"168"
33,"152"
34,"152"
35,"128"
36,"138"
37,"128"
38,"137"
39,"132"
40,"134"
41,"132"
42,"125"
43,"120"
44,"137"
45,"150"
46,"135"
47,"142"
48,"155"
49,"144"
50,"139"
51,"137"
52,"144"
53,"131"
54,"147"
55,"125"
56,"140"
57,"125"
58,"133"
59,"142"
60,"129"
61,"150"
62,"118"
63,"124"
64,"123"
65,"123"
66,"109"
67,"114"
68,"126"
69,"127"
70,"147"
71,"159"
72,"174"
73,"223"
74,"224"
75,"213"
76,"187"
77,"155"
78,"160"
79,"179"
80,"175"
81,"246"
82,"365"
83,"561"
84,"831"
85,"1092"
86,"1183"
87,"1152"
88,"1003"
89,"699"
90,"502"
91,"299"
92,"236"
93,"164"
94,"138"
95,"136"
96,"136"
97,"117"
98,"162"
99,"118"
100,"113"
101,"114"
102,"136"
103,"123"
104,"111"
105,"111"
106,"102"
107,"131"
108,"110"
109,"112"
110,"152"
111,"145"
112,"172"
113,"214"
114,"233"
115,"246"
116,"246"
117,"222"
118,"213"
119,"182"
120,"163"
121,"171"
122,"180"
123,"208"
124,"205"
125,"242"
126,"276"
127,"389"
128,"509"
129,"738"
130,"1028"
131,"1334"
132,"1713"
133,"1904"
134,"2000"
135,"1944"
136,"1645"
137,"1469"
138,"1392"
139,"1220"
140,"1344"
141,"1414"
142,"1468"
143,"1534"
144,"1627"
145,"1715"
146,"1787"
147,"1825"
148,"1676"
149,"1326"
150,"1005"
151,"656"
152,"506"
153,"367"
154,"333"
155,"321"
156,"320"
157,"384"
158,"530"
159,"671"
160,"1013"
161,"1397"
162,"1979"
163,"2441"
164,"2631"
165,"2749"
166,"2463"
167,"1996"
168,"1342"
169,"866"
170,"557"
171,"352"
172,"257"
173,"255"
174,"272"
175,"366"
176,"454"
177,"517"
178,"629"
179,"606"
180,"622"
181,"641"
182,"638"
183,"567"
184,"535"
185,"434"
186,"342"
187,"278"
188,"242"
189,"198"
190,"195"
191,"158"
192,"199"
193,"186"
194,"180"
195,"216"
196,"204"
197,"207"
198,"246"
199,"254"
200,"225"
201,"236"
202,"246"
203,"220"
204,"233"
205,"201"
206,"207"
207,"187"
208,"214"
209,"210"
210,"208"
211,"220"
212,"188"
213,"212"
214,"205"
215,"226"
216,"274"
217,"269"
218,"349"
219,"438"
220,"591"
221,"761"
222,"890"
223,"1014"
224,"1044"
225,"967"
226,"838"
227,"736"
228,"549"
229,"458"
230,"358"
231,"302"
232,"292"
233,"256"
234,"277"
235,"285"
236,"306"
237,"305"
238,"349"
239,"374"
240,"382"
241,"382"
242,"426"
243,"466"
244,"425"
245,"377"
246,"382"
247,"369"
248,"353"
249,"354"
250,"285"
251,"315"
252,"283"
253,"283"
254,"286"
255,"274"
256,"279"
257,"307"
258,"296"
259,"278"
260,"301"
261,"284"
262,"274"
263,"273"
264,"302"
265,"312"
266,"279"
267,"338"
268,"320"
269,"359"
270,"350"
271,"316"
272,"335"
273,"340"
274,"352"
275,"329"
276,"314"
277,"282"
278,"338"
279,"326"
280,"314"
281,"346"
282,"346"
283,"323"
284,"314"
285,"340"
286,"350"
287,"408"
288,"401"
289,"411"
290,"414"
291,"424"
292,"431"
293,"451"
294,"439"
295,"436"
296,"420"
297,"406"
298,"386"
299,"403"
300,"425"
301,"418"
302,"414"
303,"406"
304,"415"
305,"407"
306,"430"
307,"406"
308,"503"
309,"559"
310,"739"
311,"962"
312,"1281"
313,"1776"
314,"2399"
315,"3058"
316,"3710"
317,"4029"
