Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-4B -1phi 4"
Duration Time,60.099
Ambient Temperature,"99.9"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"624099"
Raw Accumulated Counts,"645200"
Valid Count Last Packet,"9816"
Raw Count Last Packet,"10127"
Live Time,58.592007
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.085
Number of Channels,2048
Vacuum,764
Channel#,Intensity
0,"1851"
1,"1407"
2,"998"
3,"521"
4,"215"
5,"73"
6,"25"
7,"2"
8,"0"
9,"1"
10,"0"
11,"0"
12,"1"
13,"1"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"0"
22,"30"
23,"77"
24,"166"
25,"155"
26,"165"
27,"145"
28,"153"
29,"162"
30,"157"
31,"146"
32,"175"
33,"145"
34,"141"
35,"149"
36,"141"
37,"128"
38,"136"
39,"145"
40,"124"
41,"137"
42,"144"
43,"159"
44,"137"
45,"159"
46,"139"
47,"141"
48,"149"
49,"160"
50,"170"
51,"145"
52,"154"
53,"125"
54,"159"
55,"123"
56,"116"
57,"122"
58,"118"
59,"148"
60,"142"
61,"140"
62,"156"
63,"132"
64,"143"
65,"107"
66,"124"
67,"92"
68,"125"
69,"118"
70,"141"
71,"136"
72,"177"
73,"180"
74,"202"
75,"185"
76,"181"
77,"168"
78,"163"
79,"181"
80,"188"
81,"251"
82,"405"
83,"641"
84,"962"
85,"1099"
86,"1317"
87,"1304"
88,"1055"
89,"793"
90,"573"
91,"350"
92,"236"
93,"164"
94,"126"
95,"142"
96,"119"
97,"132"
98,"142"
99,"131"
100,"158"
101,"155"
102,"122"
103,"109"
104,"125"
105,"139"
106,"124"
107,"116"
108,"96"
109,"142"
110,"135"
111,"156"
112,"208"
113,"198"
114,"222"
115,"225"
116,"206"
117,"228"
118,"229"
119,"182"
120,"181"
121,"190"
122,"182"
123,"197"
124,"170"
125,"226"
126,"285"
127,"335"
128,"485"
129,"714"
130,"956"
131,"1348"
132,"1662"
133,"1949"
134,"2008"
135,"1933"
136,"1670"
137,"1481"
138,"1296"
139,"1287"
140,"1339"
141,"1407"
142,"1520"
143,"1497"
144,"1596"
145,"1698"
146,"1808"
147,"1817"
148,"1631"
149,"1349"
150,"988"
151,"681"
152,"490"
153,"361"
154,"335"
155,"252"
156,"339"
157,"423"
158,"518"
159,"673"
160,"942"
161,"1293"
162,"1738"
163,"2129"
164,"2407"
165,"2324"
166,"2121"
167,"1702"
168,"1182"
169,"826"
170,"510"
171,"358"
172,"248"
173,"234"
174,"280"
175,"314"
176,"457"
177,"519"
178,"622"
179,"698"
180,"762"
181,"826"
182,"865"
183,"850"
184,"885"
185,"701"
186,"554"
187,"391"
188,"351"
189,"268"
190,"216"
191,"182"
192,"161"
193,"176"
194,"196"
195,"212"
196,"223"
197,"238"
198,"287"
199,"304"
200,"287"
201,"280"
202,"268"
203,"237"
204,"271"
205,"235"
206,"239"
207,"235"
208,"227"
209,"235"
210,"229"
211,"218"
212,"233"
213,"191"
214,"218"
215,"226"
216,"225"
217,"273"
218,"262"
219,"287"
220,"334"
221,"368"
222,"424"
223,"464"
224,"514"
225,"488"
226,"436"
227,"366"
228,"319"
229,"341"
230,"272"
231,"260"
232,"292"
233,"293"
234,"269"
235,"272"
236,"242"
237,"252"
238,"271"
239,"283"
240,"284"
241,"286"
242,"305"
243,"302"
244,"315"
245,"339"
246,"346"
247,"384"
248,"385"
249,"364"
250,"354"
251,"370"
252,"399"
253,"378"
254,"373"
255,"378"
256,"368"
257,"357"
258,"338"
259,"315"
260,"294"
261,"332"
262,"309"
263,"331"
264,"334"
265,"327"
266,"306"
267,"336"
268,"374"
269,"342"
270,"349"
271,"373"
272,"344"
273,"275"
274,"313"
275,"363"
276,"341"
277,"341"
278,"350"
279,"397"
280,"376"
281,"356"
282,"411"
283,"403"
284,"389"
285,"394"
286,"392"
287,"389"
288,"388"
289,"418"
290,"441"
291,"452"
292,"441"
293,"430"
294,"441"
295,"455"
296,"426"
297,"466"
298,"432"
299,"441"
300,"454"
301,"434"
302,"445"
303,"434"
304,"409"
305,"413"
306,"447"
307,"431"
308,"480"
309,"537"
310,"701"
311,"875"
312,"1331"
313,"1744"
314,"2436"
315,"3162"
316,"3648"
317,"4084"
318,"4249"
319,"4038"
320,"3541"
321,"2836"
322,"2186"
323,"1519"
324,"1117"
325,"855"
326,"652"
327,"508"
328,"433"
329,"407"
330,"408"
331,"373"
332,"423"
333,"391"
334,"436"
335,"419"
336,"408"
337,"407"
338,"492"
339,"414"
340,"439"
341,"492"
342,"504"
343,"569"
344,"597"
345,"648"
346,"725"
347,"856"
348,"888"
349,"976"
350,"1024"
351,"1020"
352,"1033"
353,"950"
354,"804"
355,"783"
356,"718"
357,"673"
358,"637"
359,"761"
360,"766"
361,"759"
362,"860"
363,"836"
364,"889"
365,"927"
366,"956"
367,"1063"
368,"1194"
369,"1199"
370,"1340"
371,"1335"
372,"1245"
373,"1130"
374,"1023"
375,"828"
376,"737"
377,"627"
378,"548"
379,"482"
380,"443"
381,"423"
382,"444"
383,"386"
384,"439"
385,"397"
386,"388"
387,"403"
388,"408"
389,"423"
390,"446"
391,"494"
392,"487"
393,"506"
394,"537"
395,"524"
396,"591"
397,"646"
398,"646"
399,"657"
400,"654"
401,"661"
402,"643"
403,"566"
404,"551"
405,"559"
406,"550"
407,"558"
408,"540"
409,"514"
410,"560"
411,"572"
412,"567"
413,"498"
414,"552"
415,"542"
416,"511"
417,"567"
418,"523"
419,"576"
420,"524"
421,"521"
422,"514"
423,"539"
424,"551"
425,"566"
426,"587"
427,"598"
428,"541"
429,"606"
430,"532"
431,"550"
432,"493"
433,"510"
434,"519"
435,"467"
436,"442"
437,"425"
438,"441"
439,"430"
440,"481"
441,"447"
442,"467"
443,"421"
444,"400"
445,"414"
446,"438"
447,"404"
448,"425"
449,"401"
450,"439"
451,"456"
452,"461"
453,"485"
454,"397"
455,"451"
456,"462"
457,"518"
458,"475"
459,"437"
460,"476"
461,"522"
462,"458"
463,"461"
464,"454"
465,"410"
466,"414"
467,"435"
468,"440"
469,"443"
470,"409"
471,"432"
472,"455"
473,"452"
474,"436"
475,"458"
476,"434"
477,"443"
478,"433"
479,"439"
480,"403"
481,"444"
482,"479"
483,"491"
484,"490"
485,"462"
486,"527"
487,"496"
488,"474"
489,"482"
490,"511"
491,"484"
492,"472"
493,"550"
494,"519"
495,"543"
496,"481"
497,"540"
498,"519"
499,"529"
500,"499"
501,"493"
502,"481"
503,"465"
504,"514"
505,"492"
506,"508"
507,"483"
508,"486"
509,"482"
510,"412"
511,"477"
512,"427"
513,"452"
514,"466"
515,"454"
516,"470"
517,"456"
518,"413"
519,"467"
520,"457"
521,"465"
522,"476"
523,"445"
524,"508"
525,"482"
526,"491"
527,"454"
528,"453"
529,"466"
530,"469"
531,"464"
532,"456"
533,"482"
534,"445"
535,"410"
536,"434"
537,"419"
538,"452"
539,"430"
540,"422"
541,"442"
542,"442"
543,"428"
544,"412"
545,"427"
546,"417"
547,"426"
548,"411"
549,"411"
550,"460"
551,"413"
552,"436"
553,"429"
554,"420"
555,"420"
556,"397"
557,"426"
558,"430"
559,"460"
560,"441"
561,"425"
562,"434"
563,"447"
564,"458"
565,"440"
566,"455"
567,"474"
568,"423"
569,"486"
570,"411"
571,"422"
572,"450"
573,"443"
574,"416"
575,"451"
576,"427"
577,"402"
578,"424"
579,"434"
580,"402"
581,"441"
582,"452"
583,"416"
584,"381"
585,"450"
586,"439"
587,"405"
588,"473"
589,"452"
590,"467"
591,"414"
592,"453"
593,"422"
594,"418"
595,"420"
596,"445"
597,"391"
598,"433"
599,"446"
600,"445"
601,"427"
602,"424"
603,"385"
604,"396"
605,"374"
606,"395"
607,"412"
608,"412"
609,"422"
610,"428"
611,"432"
612,"424"
613,"376"
614,"405"
615,"440"
616,"374"
617,"430"
618,"431"
619,"434"
620,"453"
621,"390"
622,"435"
623,"420"
624,"445"
625,"448"
626,"447"
627,"450"
628,"467"
629,"463"
630,"471"
631,"469"
632,"442"
633,"434"
634,"459"
635,"477"
636,"452"
637,"453"
638,"487"
639,"447"
640,"436"
641,"470"
642,"411"
643,"469"
644,"461"
645,"448"
646,"464"
647,"474"
648,"466"
649,"442"
650,"482"
651,"432"
652,"473"
653,"488"
654,"432"
655,"482"
656,"529"
657,"548"
658,"599"
659,"638"
660,"691"
661,"779"
662,"794"
663,"840"
664,"897"
665,"901"
666,"884"
667,"829"
668,"750"
669,"646"
670,"593"
671,"572"
672,"477"
673,"481"
674,"464"
675,"430"
676,"435"
677,"422"
678,"412"
679,"391"
680,"418"
681,"412"
682,"411"
683,"414"
684,"381"
685,"411"
686,"395"
687,"383"
688,"406"
689,"394"
690,"407"
691,"457"
692,"416"
693,"459"
694,"428"
695,"419"
696,"433"
697,"481"
698,"455"
699,"503"
700,"505"
701,"560"
702,"508"
703,"515"
704,"504"
705,"523"
706,"453"
707,"527"
708,"434"
709,"448"
710,"438"
711,"459"
712,"414"
713,"397"
714,"427"
715,"405"
716,"387"
717,"404"
718,"403"
719,"365"
720,"409"
721,"406"
722,"424"
723,"383"
724,"431"
725,"402"
726,"373"
727,"374"
728,"357"
729,"401"
730,"388"
731,"412"
732,"385"
733,"398"
734,"376"
735,"385"
736,"415"
737,"433"
738,"406"
739,"452"
740,"477"
741,"475"
742,"486"
743,"447"
744,"408"
745,"433"
746,"467"
747,"467"
748,"456"
749,"429"
750,"416"
751,"365"
752,"396"
753,"434"
754,"346"
755,"380"
756,"398"
757,"355"
758,"376"
759,"368"
760,"369"
761,"356"
762,"365"
763,"388"
764,"358"
765,"379"
766,"357"
767,"391"
768,"367"
769,"372"
770,"385"
771,"407"
772,"416"
773,"382"
774,"400"
775,"418"
776,"399"
777,"464"
778,"446"
779,"466"
780,"457"
781,"487"
782,"484"
783,"425"
784,"466"
785,"502"
786,"436"
787,"414"
788,"457"
789,"463"
790,"412"
791,"400"
792,"364"
793,"356"
794,"361"
795,"373"
796,"361"
797,"368"
798,"365"
799,"371"
800,"361"
801,"374"
802,"355"
803,"355"
804,"373"
805,"361"
806,"347"
807,"381"
808,"342"
809,"332"
810,"366"
811,"353"
812,"355"
813,"371"
814,"383"
815,"351"
816,"397"
817,"368"
818,"336"
819,"337"
820,"312"
821,"350"
822,"347"
823,"344"
824,"356"
825,"352"
826,"383"
827,"360"
828,"384"
829,"363"
830,"396"
831,"333"
832,"362"
833,"376"
834,"376"
835,"356"
836,"354"
837,"307"
838,"358"
839,"365"
840,"372"
841,"356"
842,"372"
843,"357"
844,"345"
845,"352"
846,"395"
847,"345"
848,"361"
849,"319"
850,"353"
851,"343"
852,"363"
853,"349"
854,"360"
855,"383"
856,"338"
857,"370"
858,"330"
859,"370"
860,"371"
861,"381"
862,"377"
863,"368"
864,"326"
865,"380"
866,"374"
867,"356"
868,"380"
869,"364"
870,"365"
871,"376"
872,"353"
873,"378"
874,"392"
875,"404"
876,"397"
877,"419"
878,"411"
879,"417"
880,"393"
881,"393"
882,"397"
883,"394"
884,"403"
885,"407"
886,"444"
887,"415"
888,"399"
889,"441"
890,"418"
891,"432"
892,"443"
893,"419"
894,"419"
895,"435"
896,"390"
897,"439"
898,"429"
899,"423"
900,"463"
901,"484"
902,"466"
903,"476"
904,"487"
905,"517"
906,"475"
907,"516"
908,"544"
909,"523"
910,"573"
911,"560"
912,"576"
913,"591"
914,"597"
915,"623"
916,"678"
917,"633"
918,"698"
919,"741"
920,"763"
921,"846"
922,"763"
923,"867"
924,"873"
