Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-2A 0phi 1"
Duration Time,60.084
Ambient Temperature,"98.1"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"649124"
Raw Accumulated Counts,"671622"
Valid Count Last Packet,"10170"
Raw Count Last Packet,"10493"
Live Time,58.478996
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7984
Number of Channels,2048
Vacuum,763
Channel#,Intensity
0,"1759"
1,"1475"
2,"931"
3,"527"
4,"210"
5,"65"
6,"30"
7,"2"
8,"1"
9,"0"
10,"0"
11,"1"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"4"
22,"14"
23,"84"
24,"148"
25,"204"
26,"164"
27,"180"
28,"193"
29,"150"
30,"179"
31,"147"
32,"177"
33,"171"
34,"173"
35,"130"
36,"171"
37,"161"
38,"145"
39,"146"
40,"135"
41,"131"
42,"164"
43,"156"
44,"175"
45,"147"
46,"161"
47,"183"
48,"134"
49,"175"
50,"138"
51,"148"
52,"155"
53,"139"
54,"140"
55,"143"
56,"162"
57,"152"
58,"143"
59,"163"
60,"150"
61,"138"
62,"150"
63,"114"
64,"143"
65,"112"
66,"105"
67,"120"
68,"119"
69,"151"
70,"140"
71,"164"
72,"190"
73,"219"
74,"189"
75,"197"
76,"187"
77,"174"
78,"189"
79,"168"
80,"202"
81,"292"
82,"399"
83,"651"
84,"903"
85,"1217"
86,"1357"
87,"1335"
88,"1109"
89,"816"
90,"506"
91,"388"
92,"245"
93,"198"
94,"135"
95,"114"
96,"134"
97,"125"
98,"147"
99,"118"
100,"134"
101,"119"
102,"124"
103,"114"
104,"117"
105,"95"
106,"110"
107,"112"
108,"101"
109,"124"
110,"123"
111,"179"
112,"197"
113,"210"
114,"243"
115,"232"
116,"229"
117,"222"
118,"217"
119,"215"
120,"181"
121,"192"
122,"187"
123,"186"
124,"200"
125,"243"
126,"269"
127,"358"
128,"469"
129,"753"
130,"967"
131,"1359"
132,"1673"
133,"1849"
134,"1939"
135,"1895"
136,"1712"
137,"1443"
138,"1355"
139,"1331"
140,"1388"
141,"1408"
142,"1429"
143,"1518"
144,"1614"
145,"1759"
146,"1785"
147,"1683"
148,"1566"
149,"1267"
150,"930"
151,"740"
152,"502"
153,"346"
154,"303"
155,"309"
156,"372"
157,"396"
158,"494"
159,"656"
160,"978"
161,"1409"
162,"1852"
163,"2309"
164,"2471"
165,"2540"
166,"2218"
167,"1846"
168,"1266"
169,"834"
170,"528"
171,"327"
172,"287"
173,"246"
174,"282"
175,"376"
176,"437"
177,"518"
178,"594"
179,"656"
180,"691"
181,"631"
182,"658"
183,"682"
184,"554"
185,"451"
186,"421"
187,"313"
188,"275"
189,"232"
190,"191"
191,"186"
192,"172"
193,"162"
194,"179"
195,"185"
196,"210"
197,"241"
198,"238"
199,"208"
200,"249"
201,"234"
202,"211"
203,"217"
204,"183"
205,"200"
206,"180"
207,"193"
208,"187"
209,"195"
210,"209"
211,"194"
212,"189"
213,"202"
214,"186"
215,"214"
216,"210"
217,"232"
218,"262"
219,"275"
220,"352"
221,"388"
222,"438"
223,"469"
224,"443"
225,"460"
226,"410"
227,"365"
228,"331"
229,"324"
230,"310"
231,"302"
232,"297"
233,"309"
234,"306"
235,"295"
236,"295"
237,"279"
238,"279"
239,"272"
240,"273"
241,"282"
242,"309"
243,"319"
244,"306"
245,"309"
246,"344"
247,"320"
248,"317"
249,"325"
250,"289"
251,"304"
252,"322"
253,"331"
254,"338"
255,"321"
256,"310"
257,"315"
258,"328"
259,"305"
260,"301"
261,"304"
262,"308"
263,"304"
264,"335"
265,"323"
266,"316"
267,"288"
268,"352"
269,"355"
270,"336"
271,"331"
272,"335"
273,"365"
274,"351"
275,"371"
276,"350"
277,"381"
278,"384"
279,"441"
280,"418"
281,"466"
282,"477"
283,"469"
284,"456"
285,"453"
286,"467"
287,"436"
288,"454"
289,"506"
290,"410"
291,"445"
292,"440"
293,"424"
294,"412"
295,"423"
296,"424"
297,"460"
298,"405"
299,"402"
300,"420"
301,"401"
302,"394"
303,"458"
304,"401"
305,"410"
306,"432"
307,"441"
308,"483"
309,"500"
310,"573"
311,"702"
312,"943"
313,"1181"
314,"1506"
315,"1894"
316,"2098"
317,"2367"
318,"2299"
319,"2255"
320,"2001"
321,"1662"
322,"1302"
323,"1052"
324,"767"
325,"612"
326,"556"
327,"461"
328,"442"
329,"416"
330,"450"
331,"423"
332,"458"
333,"433"
334,"429"
335,"447"
336,"483"
337,"465"
338,"488"
339,"462"
340,"513"
341,"527"
342,"536"
343,"535"
344,"586"
345,"577"
346,"634"
347,"678"
348,"715"
349,"730"
350,"795"
351,"776"
352,"807"
353,"731"
354,"671"
355,"653"
356,"613"
357,"647"
358,"633"
359,"715"
360,"760"
361,"806"
362,"851"
363,"857"
364,"896"
365,"1000"
366,"1020"
367,"1133"
368,"1198"
369,"1216"
370,"1384"
371,"1333"
372,"1331"
373,"1127"
374,"984"
375,"868"
376,"721"
377,"641"
378,"537"
379,"443"
380,"435"
381,"473"
382,"440"
383,"359"
384,"406"
385,"426"
386,"439"
387,"386"
388,"432"
389,"463"
390,"482"
391,"496"
392,"517"
393,"529"
394,"563"
395,"595"
396,"622"
397,"679"
398,"722"
399,"711"
400,"698"
401,"700"
402,"682"
403,"619"
404,"640"
405,"621"
406,"612"
407,"607"
408,"597"
409,"619"
410,"540"
411,"649"
412,"569"
413,"591"
414,"517"
415,"511"
416,"538"
417,"468"
418,"471"
419,"445"
420,"424"
421,"429"
422,"440"
423,"437"
424,"441"
425,"479"
426,"476"
427,"549"
428,"491"
429,"483"
430,"509"
431,"437"
432,"436"
433,"458"
434,"443"
435,"478"
436,"456"
437,"428"
438,"508"
439,"485"
440,"447"
441,"498"
442,"511"
443,"464"
444,"505"
445,"429"
446,"491"
447,"481"
448,"527"
449,"452"
450,"488"
451,"468"
452,"470"
453,"495"
454,"492"
455,"456"
456,"518"
457,"525"
458,"503"
459,"488"
460,"550"
461,"482"
462,"499"
463,"514"
464,"454"
465,"453"
466,"483"
467,"482"
468,"498"
469,"510"
470,"462"
471,"491"
472,"471"
473,"462"
474,"473"
475,"488"
476,"471"
477,"438"
478,"483"
479,"459"
480,"471"
481,"449"
482,"424"
483,"456"
484,"455"
485,"431"
486,"448"
487,"500"
488,"478"
489,"470"
490,"474"
491,"477"
492,"480"
493,"518"
494,"484"
495,"469"
496,"458"
497,"487"
498,"473"
499,"512"
500,"454"
501,"477"
502,"511"
503,"462"
504,"473"
505,"455"
506,"500"
507,"521"
508,"497"
509,"454"
510,"483"
511,"496"
512,"449"
513,"505"
514,"480"
515,"496"
516,"438"
517,"515"
518,"469"
519,"516"
520,"523"
521,"489"
522,"512"
523,"494"
524,"458"
525,"490"
526,"510"
527,"493"
528,"505"
529,"465"
530,"486"
531,"487"
532,"494"
533,"535"
534,"438"
535,"487"
536,"470"
537,"434"
538,"439"
539,"473"
540,"450"
541,"481"
542,"506"
543,"441"
544,"462"
545,"465"
546,"457"
547,"509"
548,"461"
549,"482"
550,"424"
551,"483"
552,"451"
553,"445"
554,"461"
555,"418"
556,"479"
557,"443"
558,"462"
559,"526"
560,"442"
561,"437"
562,"475"
563,"460"
564,"456"
565,"465"
566,"466"
567,"456"
568,"447"
569,"489"
570,"474"
571,"443"
572,"469"
573,"454"
574,"483"
575,"484"
576,"446"
577,"456"
578,"469"
579,"452"
580,"470"
581,"444"
582,"465"
583,"467"
584,"453"
585,"482"
586,"488"
587,"473"
588,"461"
589,"449"
590,"463"
591,"485"
592,"487"
593,"474"
594,"480"
595,"486"
596,"458"
597,"440"
598,"493"
599,"493"
600,"452"
601,"467"
602,"459"
603,"528"
604,"500"
605,"465"
606,"458"
607,"477"
608,"463"
609,"474"
610,"492"
611,"482"
612,"444"
613,"485"
614,"484"
615,"444"
616,"450"
617,"488"
618,"500"
619,"493"
620,"465"
621,"478"
622,"522"
623,"487"
624,"486"
625,"485"
626,"491"
627,"535"
628,"452"
629,"449"
630,"502"
631,"466"
632,"487"
633,"471"
634,"505"
635,"469"
636,"517"
637,"454"
638,"492"
639,"468"
640,"479"
641,"456"
642,"476"
643,"496"
644,"481"
645,"482"
646,"520"
647,"521"
648,"475"
649,"472"
650,"484"
651,"476"
652,"529"
653,"521"
654,"549"
655,"571"
656,"572"
657,"677"
658,"727"
659,"785"
660,"899"
661,"922"
662,"993"
663,"1014"
664,"1096"
665,"1092"
666,"1063"
667,"985"
668,"875"
669,"810"
670,"712"
671,"676"
672,"608"
673,"537"
674,"494"
675,"540"
676,"461"
677,"461"
678,"475"
679,"446"
680,"498"
681,"476"
682,"465"
683,"436"
684,"459"
685,"451"
686,"463"
687,"477"
688,"434"
689,"438"
690,"464"
691,"509"
692,"445"
693,"473"
694,"511"
695,"498"
696,"549"
697,"558"
698,"571"
699,"513"
700,"605"
701,"653"
702,"622"
703,"591"
704,"594"
705,"577"
706,"542"
707,"534"
708,"544"
709,"553"
710,"493"
711,"494"
712,"429"
713,"447"
714,"452"
715,"426"
716,"443"
717,"422"
718,"434"
719,"466"
720,"461"
721,"421"
722,"438"
723,"420"
724,"463"
725,"452"
726,"461"
727,"412"
728,"444"
729,"414"
730,"426"
731,"442"
732,"468"
733,"452"
734,"438"
735,"485"
736,"500"
737,"509"
738,"474"
739,"545"
740,"549"
741,"550"
742,"516"
743,"536"
744,"573"
745,"507"
746,"472"
747,"486"
748,"484"
749,"499"
750,"447"
751,"426"
752,"459"
753,"466"
754,"470"
755,"414"
756,"445"
757,"467"
758,"438"
759,"463"
760,"441"
761,"419"
762,"421"
763,"405"
764,"443"
765,"450"
766,"427"
767,"416"
768,"401"
769,"431"
770,"449"
771,"425"
772,"485"
773,"430"
774,"449"
775,"440"
776,"434"
777,"508"
778,"520"
779,"517"
780,"520"
781,"557"
782,"564"
783,"533"
784,"533"
785,"519"
786,"486"
787,"536"
788,"499"
789,"461"
790,"458"
791,"439"
792,"466"
793,"444"
794,"392"
795,"432"
796,"398"
797,"419"
798,"397"
799,"407"
800,"408"
801,"420"
802,"408"
803,"453"
804,"406"
805,"378"
806,"401"
807,"413"
808,"408"
809,"403"
810,"436"
811,"414"
812,"398"
813,"444"
814,"433"
815,"445"
816,"380"
817,"416"
818,"411"
819,"447"
820,"389"
821,"457"
822,"432"
823,"420"
824,"402"
825,"454"
826,"414"
827,"406"
828,"430"
829,"405"
830,"397"
831,"435"
832,"369"
833,"427"
834,"400"
835,"437"
836,"414"
837,"467"
838,"442"
839,"376"
840,"436"
841,"410"
842,"383"
843,"430"
844,"407"
845,"428"
846,"433"
847,"403"
848,"413"
849,"429"
850,"420"
851,"426"
852,"424"
853,"406"
854,"419"
855,"424"
856,"421"
857,"442"
858,"398"
859,"398"
860,"407"
861,"417"
862,"408"
863,"417"
864,"405"
865,"403"
866,"454"
867,"420"
868,"397"
869,"408"
870,"446"
871,"456"
872,"431"
873,"443"
874,"458"
875,"437"
876,"462"
877,"419"
878,"451"
879,"466"
880,"459"
881,"461"
882,"461"
883,"451"
884,"480"
885,"456"
886,"457"
887,"475"
888,"466"
889,"430"
890,"463"
891,"477"
892,"476"
893,"457"
894,"496"
895,"510"
896,"517"
897,"506"
898,"439"
899,"490"
900,"594"
901,"525"
902,"538"
903,"568"
904,"557"
905,"564"
906,"594"
907,"573"
908,"606"
909,"575"
910,"589"
911,"632"
912,"604"
913,"633"
914,"681"
915,"688"
916,"749"
917,"726"
918,"741"
919,"793"
920,"845"
921,"808"
922,"910"
923,"959"
924,"1005"
925,"1053"
926,"1071"
927,"1103"
928,"1209"
929,"1227"
930,"1262"
931,"1218"
932,"1308"
933,"1340"
934,"1363"
935,"1405"
936,"1411"
937,"1428"
938,"1436"
939,"1457"
940,"1465"
941,"1410"
942,"1412"
943,"1477"
944,"1394"
945,"1380"
946,"1341"
947,"1349"
948,"1326"
949,"1175"
950,"1173"
951,"1123"
952,"1102"
953,"1064"
954,"1025"
955,"1031"
956,"948"
957,"910"
958,"844"
959,"856"
960,"788"
961,"755"
962,"693"
963,"700"
964,"671"
965,"630"
966,"638"
967,"634"
968,"587"
969,"585"
970,"558"
971,"551"
972,"525"
973,"516"
974,"478"
975,"487"
976,"500"
977,"482"
978,"457"
979,"409"
980,"464"
981,"384"
982,"463"
983,"430"
984,"417"
985,"413"
986,"393"
987,"433"
988,"456"
989,"489"
990,"513"
991,"534"
992,"542"
993,"587"
994,"634"
995,"708"
996,"713"
997,"772"
998,"837"
999,"884"
1000,"890"
1001,"929"
1002,"861"
1003,"918"
1004,"871"
1005,"854"
1006,"803"
1007,"801"
1008,"743"
1009,"605"
1010,"539"
1011,"481"
1012,"480"
1013,"413"
1014,"445"
1015,"384"
1016,"388"
1017,"368"
1018,"398"
1019,"376"
1020,"402"
1021,"357"
1022,"360"
1023,"335"
1024,"338"
1025,"368"
1026,"374"
1027,"374"
1028,"373"
1029,"411"
1030,"397"
1031,"402"
1032,"382"
1033,"420"
1034,"424"
1035,"407"
1036,"497"
1037,"466"
1038,"458"
1039,"494"
1040,"530"
1041,"531"
1042,"586"
1043,"604"
1044,"615"
1045,"636"
1046,"643"
1047,"664"
1048,"702"
1049,"681"
1050,"642"
1051,"682"
1052,"657"
1053,"692"
1054,"612"
1055,"605"
1056,"576"
1057,"549"
1058,"518"
1059,"538"
1060,"482"
1061,"456"
1062,"495"
1063,"442"
1064,"467"
1065,"425"
1066,"407"
1067,"415"
1068,"373"
1069,"380"
1070,"395"
1071,"341"
1072,"351"
1073,"365"
1074,"366"
1075,"352"
1076,"349"
1077,"354"
1078,"339"
1079,"316"
1080,"305"
1081,"331"
1082,"330"
1083,"333"
1084,"319"
1085,"292"
1086,"289"
1087,"301"
1088,"283"
1089,"282"
1090,"278"
1091,"270"
1092,"289"
1093,"300"
1094,"264"
1095,"265"
1096,"304"
1097,"279"
1098,"274"
1099,"270"
1100,"237"
1101,"275"
1102,"245"
1103,"243"
1104,"272"
1105,"266"
1106,"273"
1107,"209"
1108,"253"
1109,"272"
1110,"251"
1111,"251"
1112,"269"
1113,"258"
1114,"260"
1115,"240"
1116,"264"
1117,"299"
1118,"254"
1119,"270"
1120,"261"
1121,"288"
1122,"290"
1123,"295"
1124,"295"
1125,"302"
1126,"300"
1127,"357"
1128,"329"
1129,"317"
1130,"348"
1131,"344"
1132,"291"
1133,"275"
1134,"286"
1135,"293"
1136,"270"
1137,"258"
1138,"227"
1139,"234"
1140,"227"
1141,"221"
1142,"249"
1143,"245"
1144,"219"
1145,"269"
1146,"248"
1147,"230"
1148,"248"
1149,"237"
1150,"223"
1151,"249"
1152,"231"
1153,"232"
1154,"228"
1155,"239"
1156,"238"
1157,"198"
1158,"219"
1159,"205"
1160,"205"
1161,"207"
1162,"219"
1163,"218"
1164,"206"
1165,"180"
1166,"199"
1167,"207"
1168,"207"
1169,"201"
1170,"190"
1171,"226"
1172,"237"
1173,"186"
1174,"203"
1175,"209"
1176,"215"
1177,"229"
1178,"216"
1179,"253"
1180,"238"
1181,"216"
1182,"246"
1183,"227"
1184,"226"
1185,"219"
1186,"233"
1187,"218"
1188,"221"
1189,"220"
1190,"230"
1191,"218"
1192,"183"
1193,"198"
1194,"197"
1195,"208"
1196,"200"
1197,"214"
1198,"197"
1199,"217"
1200,"221"
1201,"189"
1202,"220"
1203,"172"
1204,"184"
1205,"189"
1206,"185"
1207,"195"
1208,"190"
1209,"228"
1210,"201"
1211,"183"
1212,"199"
1213,"185"
1214,"209"
1215,"198"
1216,"203"
1217,"157"
1218,"172"
1219,"217"
1220,"161"
1221,"185"
1222,"166"
1223,"186"
1224,"183"
1225,"165"
1226,"157"
1227,"192"
1228,"194"
1229,"169"
1230,"188"
1231,"186"
1232,"184"
1233,"176"
1234,"182"
1235,"177"
1236,"172"
1237,"176"
1238,"172"
1239,"166"
1240,"171"
1241,"173"
1242,"175"
1243,"188"
1244,"154"
1245,"187"
1246,"202"
1247,"184"
1248,"158"
1249,"166"
1250,"196"
1251,"203"
1252,"167"
1253,"176"
1254,"170"
1255,"196"
1256,"197"
1257,"187"
1258,"167"
1259,"202"
1260,"157"
1261,"163"
1262,"149"
1263,"147"
1264,"184"
1265,"164"
1266,"191"
1267,"159"
1268,"166"
1269,"171"
1270,"145"
1271,"152"
1272,"165"
1273,"161"
1274,"176"
1275,"170"
1276,"160"
1277,"171"
1278,"136"
1279,"146"
1280,"148"
1281,"162"
1282,"146"
1283,"162"
1284,"184"
1285,"160"
1286,"146"
1287,"174"
1288,"165"
1289,"156"
1290,"176"
1291,"144"
1292,"175"
1293,"155"
1294,"149"
1295,"155"
1296,"154"
1297,"168"
1298,"136"
1299,"150"
1300,"150"
1301,"155"
1302,"132"
1303,"147"
1304,"142"
1305,"153"
1306,"140"
1307,"165"
1308,"148"
1309,"147"
1310,"155"
1311,"139"
1312,"147"
1313,"136"
1314,"149"
1315,"166"
1316,"166"
1317,"141"
1318,"138"
1319,"136"
1320,"146"
1321,"143"
1322,"151"
1323,"150"
1324,"172"
1325,"149"
1326,"143"
1327,"167"
1328,"148"
1329,"135"
1330,"150"
1331,"145"
1332,"118"
1333,"138"
1334,"144"
1335,"135"
1336,"139"
1337,"152"
1338,"138"
1339,"136"
1340,"129"
1341,"121"
1342,"127"
1343,"116"
1344,"137"
1345,"139"
1346,"122"
1347,"145"
1348,"144"
1349,"121"
1350,"116"
1351,"120"
1352,"126"
1353,"118"
1354,"120"
1355,"136"
1356,"121"
1357,"125"
1358,"159"
1359,"135"
1360,"134"
1361,"124"
1362,"125"
1363,"124"
1364,"123"
1365,"132"
1366,"132"
1367,"136"
1368,"133"
1369,"118"
1370,"124"
1371,"116"
1372,"117"
1373,"123"
1374,"148"
1375,"96"
1376,"115"
1377,"93"
1378,"97"
1379,"128"
1380,"112"
1381,"130"
1382,"130"
1383,"111"
1384,"131"
1385,"106"
1386,"99"
1387,"132"
1388,"113"
1389,"129"
1390,"121"
1391,"113"
1392,"120"
1393,"118"
1394,"106"
1395,"95"
