Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-2B -1phi 2"
Duration Time,60.161
Ambient Temperature,"101.9"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"560637"
Raw Accumulated Counts,"578454"
Valid Count Last Packet,"8684"
Raw Count Last Packet,"8950"
Live Time,58.808971
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.085
Number of Channels,2048
Vacuum,762
Channel#,Intensity
0,"1826"
1,"1478"
2,"966"
3,"479"
4,"215"
5,"73"
6,"21"
7,"5"
8,"1"
9,"0"
10,"1"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"1"
21,"0"
22,"18"
23,"86"
24,"136"
25,"162"
26,"144"
27,"156"
28,"142"
29,"144"
30,"137"
31,"131"
32,"131"
33,"117"
34,"143"
35,"149"
36,"124"
37,"132"
38,"119"
39,"122"
40,"126"
41,"132"
42,"125"
43,"143"
44,"149"
45,"146"
46,"139"
47,"158"
48,"152"
49,"137"
50,"140"
51,"123"
52,"126"
53,"122"
54,"120"
55,"122"
56,"133"
57,"143"
58,"128"
59,"132"
60,"120"
61,"133"
62,"131"
63,"95"
64,"112"
65,"116"
66,"111"
67,"97"
68,"117"
69,"124"
70,"126"
71,"133"
72,"140"
73,"168"
74,"181"
75,"163"
76,"166"
77,"150"
78,"154"
79,"142"
80,"145"
81,"194"
82,"296"
83,"466"
84,"659"
85,"796"
86,"851"
87,"906"
88,"758"
89,"553"
90,"431"
91,"273"
92,"228"
93,"142"
94,"108"
95,"113"
96,"113"
97,"112"
98,"110"
99,"111"
100,"127"
101,"108"
102,"112"
103,"114"
104,"86"
105,"102"
106,"118"
107,"111"
108,"120"
109,"119"
110,"125"
111,"180"
112,"164"
113,"181"
114,"233"
115,"244"
116,"220"
117,"211"
118,"210"
119,"178"
120,"160"
121,"179"
122,"219"
123,"195"
124,"193"
125,"227"
126,"277"
127,"329"
128,"491"
129,"756"
130,"973"
131,"1327"
132,"1693"
133,"1927"
134,"1944"
135,"1912"
136,"1624"
137,"1446"
138,"1357"
139,"1354"
140,"1362"
141,"1361"
142,"1394"
143,"1530"
144,"1585"
145,"1732"
146,"1775"
147,"1785"
148,"1624"
149,"1375"
150,"997"
151,"679"
152,"499"
153,"366"
154,"323"
155,"327"
156,"294"
157,"352"
158,"422"
159,"490"
160,"678"
161,"936"
162,"1247"
163,"1510"
164,"1738"
165,"1759"
166,"1511"
167,"1275"
168,"860"
169,"563"
170,"410"
171,"255"
172,"222"
173,"196"
174,"212"
175,"276"
176,"324"
177,"420"
178,"427"
179,"494"
180,"507"
181,"520"
182,"601"
183,"578"
184,"528"
185,"430"
186,"384"
187,"344"
188,"293"
189,"216"
190,"210"
191,"184"
192,"156"
193,"198"
194,"149"
195,"209"
196,"215"
197,"221"
198,"221"
199,"215"
200,"218"
201,"214"
202,"207"
203,"231"
204,"204"
205,"187"
206,"198"
207,"211"
208,"199"
209,"183"
210,"210"
211,"213"
212,"219"
213,"211"
214,"242"
215,"238"
216,"231"
217,"279"
218,"243"
219,"311"
220,"346"
221,"383"
222,"393"
223,"409"
224,"451"
225,"409"
226,"371"
227,"328"
228,"330"
229,"273"
230,"245"
231,"235"
232,"254"
233,"240"
234,"249"
235,"237"
236,"246"
237,"280"
238,"276"
239,"282"
240,"304"
241,"278"
242,"319"
243,"300"
244,"283"
245,"311"
246,"347"
247,"284"
248,"299"
249,"286"
250,"294"
251,"284"
252,"275"
253,"320"
254,"288"
255,"264"
256,"295"
257,"290"
258,"266"
259,"273"
260,"277"
261,"263"
262,"281"
263,"266"
264,"297"
265,"282"
266,"313"
267,"332"
268,"351"
269,"356"
270,"340"
271,"396"
272,"379"
273,"354"
274,"351"
275,"378"
276,"387"
277,"385"
278,"330"
279,"363"
280,"361"
281,"361"
282,"351"
283,"338"
284,"360"
285,"374"
286,"319"
287,"352"
288,"338"
289,"345"
290,"318"
291,"364"
292,"344"
293,"348"
294,"391"
295,"369"
296,"370"
297,"378"
298,"371"
299,"394"
300,"396"
301,"406"
302,"394"
303,"401"
304,"423"
305,"450"
306,"476"
307,"486"
308,"508"
309,"550"
310,"583"
311,"746"
312,"843"
313,"1086"
314,"1376"
315,"1684"
316,"1995"
317,"2287"
318,"2250"
319,"2166"
320,"1862"
321,"1578"
322,"1206"
323,"988"
324,"760"
325,"600"
326,"487"
327,"408"
328,"413"
329,"427"
330,"410"
331,"399"
332,"440"
333,"445"
334,"424"
335,"433"
336,"446"
337,"483"
338,"446"
339,"462"
340,"474"
341,"508"
342,"486"
343,"484"
344,"503"
345,"548"
346,"595"
347,"604"
348,"686"
349,"699"
350,"715"
351,"736"
352,"710"
353,"689"
354,"661"
355,"645"
356,"634"
357,"676"
358,"627"
359,"713"
360,"735"
361,"727"
