Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L2-2B 4phi 0"
Duration Time,60.907
Ambient Temperature,"99.4"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"1023822"
Raw Accumulated Counts,"1073344"
Valid Count Last Packet,"15578"
Raw Count Last Packet,"16305"
Live Time,58.377991
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.085
Number of Channels,2048
Vacuum,755
Channel#,Intensity
0,"1813"
1,"1463"
2,"924"
3,"508"
4,"200"
5,"77"
6,"26"
7,"6"
8,"1"
9,"0"
10,"0"
11,"0"
12,"1"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"1"
21,"6"
22,"46"
23,"103"
24,"198"
25,"195"
26,"189"
27,"189"
28,"182"
29,"177"
30,"172"
31,"180"
32,"190"
33,"165"
34,"172"
35,"179"
36,"178"
37,"176"
38,"159"
39,"193"
40,"147"
41,"155"
42,"174"
43,"200"
44,"171"
45,"178"
46,"165"
47,"178"
48,"172"
49,"182"
50,"148"
51,"138"
52,"168"
53,"160"
54,"175"
55,"160"
56,"141"
57,"167"
58,"158"
59,"178"
60,"150"
61,"163"
62,"165"
63,"134"
64,"145"
65,"144"
66,"123"
67,"153"
68,"137"
69,"175"
70,"190"
71,"216"
72,"262"
73,"265"
74,"301"
75,"304"
76,"250"
77,"245"
78,"236"
79,"204"
80,"204"
81,"269"
82,"393"
83,"574"
84,"879"
85,"1093"
86,"1216"
87,"1184"
88,"999"
89,"711"
90,"492"
91,"334"
92,"256"
93,"212"
94,"190"
95,"157"
96,"140"
97,"162"
98,"188"
99,"194"
100,"206"
101,"227"
102,"174"
103,"152"
104,"133"
105,"161"
106,"119"
107,"146"
108,"150"
109,"167"
110,"177"
111,"184"
112,"197"
113,"213"
114,"238"
115,"247"
116,"263"
117,"240"
118,"229"
119,"223"
120,"212"
121,"184"
122,"241"
123,"220"
124,"233"
125,"235"
126,"316"
127,"419"
128,"601"
129,"701"
130,"1012"
131,"1373"
132,"1671"
133,"1992"
134,"2087"
135,"1975"
136,"1817"
137,"1450"
138,"1488"
139,"1330"
140,"1400"
141,"1482"
142,"1475"
143,"1546"
144,"1657"
145,"1677"
146,"1799"
147,"1758"
148,"1536"
149,"1290"
150,"971"
151,"753"
152,"531"
153,"373"
154,"358"
155,"363"
156,"418"
157,"485"
158,"563"
159,"783"
160,"1151"
161,"1774"
162,"2323"
163,"3000"
164,"3347"
165,"3431"
166,"2970"
167,"2390"
168,"1687"
169,"1117"
170,"707"
171,"459"
172,"327"
173,"331"
174,"391"
175,"475"
176,"601"
177,"705"
178,"836"
179,"1005"
180,"1134"
181,"1252"
182,"1319"
183,"1343"
184,"1289"
185,"1053"
186,"852"
187,"666"
188,"470"
189,"321"
190,"275"
191,"239"
192,"237"
193,"221"
194,"227"
195,"261"
196,"269"
197,"353"
198,"381"
199,"427"
200,"402"
201,"382"
202,"358"
203,"309"
204,"279"
205,"283"
206,"240"
207,"253"
208,"231"
209,"256"
210,"254"
211,"280"
212,"271"
213,"261"
214,"270"
215,"327"
216,"340"
217,"392"
218,"578"
219,"748"
220,"1037"
221,"1383"
222,"1664"
223,"1956"
224,"2028"
225,"1930"
226,"1630"
227,"1374"
228,"1005"
229,"805"
230,"655"
231,"563"
232,"508"
233,"453"
234,"387"
235,"418"
236,"327"
237,"391"
238,"390"
239,"427"
240,"475"
241,"532"
242,"522"
243,"607"
244,"684"
245,"651"
246,"662"
247,"583"
248,"559"
249,"504"
250,"429"
251,"468"
252,"431"
253,"375"
254,"423"
255,"392"
256,"369"
257,"402"
258,"386"
259,"452"
260,"388"
261,"415"
262,"429"
263,"414"
264,"455"
265,"452"
266,"434"
267,"448"
268,"493"
269,"467"
270,"503"
271,"468"
272,"436"
273,"474"
274,"482"
275,"497"
276,"489"
277,"450"
278,"442"
279,"491"
280,"444"
281,"459"
282,"499"
