Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-4D 0phi 2"
Duration Time,60.082
Ambient Temperature,"102.8"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"657060"
Raw Accumulated Counts,"680330"
Valid Count Last Packet,"10177"
Raw Count Last Packet,"10563"
Live Time,58.446999
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.0872
Number of Channels,2048
Vacuum,759
Channel#,Intensity
0,"1807"
1,"1458"
2,"955"
3,"547"
4,"200"
5,"69"
6,"24"
7,"6"
8,"2"
9,"1"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"1"
16,"1"
17,"0"
18,"0"
19,"0"
20,"0"
21,"2"
22,"21"
23,"104"
24,"156"
25,"190"
26,"168"
27,"200"
28,"170"
29,"176"
30,"150"
31,"167"
32,"163"
33,"156"
34,"159"
35,"170"
36,"179"
37,"166"
38,"163"
39,"146"
40,"151"
41,"148"
42,"137"
43,"167"
44,"155"
45,"140"
46,"152"
47,"146"
48,"151"
49,"158"
50,"158"
51,"154"
52,"155"
53,"164"
54,"139"
55,"166"
56,"142"
57,"143"
58,"158"
59,"170"
60,"171"
61,"151"
62,"146"
63,"143"
64,"133"
65,"118"
66,"147"
67,"122"
68,"138"
69,"145"
70,"145"
71,"160"
72,"184"
73,"191"
74,"198"
75,"193"
76,"193"
77,"197"
78,"197"
79,"182"
80,"224"
81,"327"
82,"493"
83,"804"
84,"1220"
85,"1569"
86,"1772"
87,"1765"
88,"1473"
89,"1036"
90,"756"
91,"454"
92,"317"
93,"201"
94,"175"
95,"153"
96,"127"
97,"136"
98,"127"
99,"127"
100,"136"
101,"121"
102,"150"
103,"133"
104,"111"
105,"140"
106,"119"
107,"120"
108,"122"
109,"128"
110,"137"
111,"153"
112,"176"
113,"193"
114,"219"
115,"251"
116,"231"
117,"230"
118,"221"
119,"203"
120,"162"
121,"203"
122,"192"
123,"181"
124,"220"
125,"250"
126,"263"
127,"402"
128,"505"
129,"713"
130,"980"
131,"1309"
132,"1763"
133,"1955"
134,"1967"
135,"1925"
136,"1650"
137,"1433"
138,"1386"
139,"1322"
140,"1334"
141,"1353"
142,"1459"
143,"1523"
144,"1659"
145,"1652"
146,"1710"
147,"1748"
148,"1596"
149,"1421"
150,"990"
151,"727"
152,"527"
153,"371"
154,"348"
155,"316"
156,"301"
157,"435"
158,"539"
159,"777"
160,"1129"
161,"1590"
162,"2255"
163,"2692"
164,"3240"
165,"3425"
166,"2984"
167,"2395"
168,"1699"
169,"1165"
170,"696"
171,"416"
172,"352"
173,"271"
174,"304"
175,"398"
176,"460"
177,"615"
178,"696"
179,"733"
180,"776"
181,"745"
182,"721"
183,"725"
184,"650"
185,"584"
186,"511"
187,"371"
188,"304"
189,"230"
190,"219"
191,"215"
192,"200"
193,"184"
194,"170"
195,"200"
196,"203"
197,"241"
198,"210"
199,"226"
200,"234"
201,"212"
202,"250"
203,"188"
204,"199"
205,"202"
206,"203"
207,"194"
208,"198"
209,"220"
210,"204"
211,"198"
212,"182"
213,"236"
214,"215"
215,"220"
216,"212"
217,"233"
218,"302"
219,"345"
220,"338"
221,"435"
222,"455"
223,"429"
224,"418"
225,"446"
226,"399"
227,"338"
228,"278"
229,"290"
230,"250"
231,"259"
232,"230"
233,"280"
234,"280"
235,"306"
236,"341"
237,"332"
238,"360"
239,"336"
240,"423"
241,"370"
242,"443"
243,"427"
244,"417"
245,"376"
