Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-4A -1phi 4"
Duration Time,60.161
Ambient Temperature,"100.5"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"578367"
Raw Accumulated Counts,"596691"
Valid Count Last Packet,"8919"
Raw Count Last Packet,"9237"
Live Time,58.761982
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.0898
Number of Channels,2048
Vacuum,-1
Channel#,Intensity
0,"1755"
1,"1449"
2,"940"
3,"508"
4,"207"
5,"64"
6,"12"
7,"5"
8,"2"
9,"1"
10,"0"
11,"0"
12,"1"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"2"
22,"20"
23,"78"
24,"124"
25,"158"
26,"144"
27,"162"
28,"166"
29,"148"
30,"150"
31,"148"
32,"144"
33,"137"
34,"143"
35,"138"
36,"137"
37,"136"
38,"119"
39,"135"
40,"101"
41,"141"
42,"120"
43,"154"
44,"132"
45,"146"
46,"131"
47,"154"
48,"144"
49,"145"
50,"118"
51,"123"
52,"130"
53,"122"
54,"132"
55,"128"
56,"128"
57,"144"
58,"129"
59,"143"
60,"134"
61,"124"
62,"131"
63,"130"
64,"110"
65,"102"
66,"105"
67,"132"
68,"120"
69,"108"
70,"126"
71,"132"
72,"147"
73,"146"
74,"141"
75,"139"
76,"136"
77,"152"
78,"129"
79,"139"
80,"151"
81,"228"
82,"310"
83,"473"
84,"767"
85,"946"
86,"1116"
87,"976"
88,"874"
89,"681"
90,"405"
91,"306"
92,"198"
93,"163"
94,"126"
95,"119"
96,"144"
97,"101"
98,"132"
99,"130"
100,"110"
101,"132"
102,"118"
103,"111"
104,"107"
105,"111"
106,"117"
107,"110"
108,"133"
109,"122"
110,"130"
111,"132"
112,"170"
113,"173"
114,"218"
115,"213"
116,"217"
117,"218"
118,"204"
119,"182"
120,"182"
121,"184"
122,"171"
123,"181"
124,"198"
125,"206"
126,"287"
127,"344"
128,"456"
129,"754"
130,"978"
131,"1361"
132,"1699"
133,"1888"
134,"1957"
135,"1834"
136,"1634"
137,"1416"
138,"1344"
139,"1257"
140,"1391"
141,"1414"
142,"1446"
143,"1570"
144,"1639"
145,"1800"
146,"1808"
147,"1719"
148,"1644"
149,"1361"
150,"1005"
151,"716"
152,"501"
153,"349"
154,"299"
155,"257"
156,"325"
157,"354"
158,"370"
159,"455"
160,"567"
161,"753"
162,"949"
163,"1190"
164,"1349"
165,"1245"
166,"1197"
167,"948"
168,"738"
169,"476"
170,"354"
171,"223"
172,"191"
173,"198"
174,"219"
175,"261"
176,"312"
177,"341"
178,"389"
179,"445"
180,"443"
181,"487"
182,"486"
183,"499"
184,"474"
185,"385"
186,"344"
187,"273"
188,"227"
189,"189"
190,"180"
191,"165"
192,"179"
193,"172"
194,"180"
195,"217"
196,"200"
197,"219"
198,"220"
199,"212"
200,"244"
201,"252"
202,"222"
203,"202"
204,"198"
205,"224"
206,"214"
207,"208"
208,"177"
209,"204"
210,"203"
211,"184"
212,"208"
213,"221"
214,"210"
215,"232"
216,"246"
217,"269"
218,"246"
219,"341"
220,"363"
221,"446"
222,"502"
223,"566"
224,"546"
225,"567"
226,"469"
227,"404"
228,"349"
229,"294"
230,"289"
231,"268"
232,"251"
233,"239"
234,"271"
235,"274"
236,"267"
237,"270"
238,"292"
239,"282"
240,"300"
241,"326"
242,"331"
243,"353"
244,"395"
245,"377"
246,"356"
247,"365"
248,"345"
249,"295"
250,"338"
251,"324"
252,"314"
253,"307"
254,"299"
255,"290"
256,"341"
257,"283"
258,"280"
259,"306"
260,"249"
261,"290"
262,"296"
263,"306"
264,"314"
265,"318"
266,"339"
267,"360"
268,"326"
269,"345"
270,"348"
271,"354"
272,"351"
273,"339"
274,"335"
275,"295"
276,"351"
277,"346"
278,"317"
279,"370"
280,"325"
281,"334"
282,"320"
283,"375"
284,"356"
285,"356"
286,"318"
287,"359"
288,"403"
289,"387"
290,"352"
291,"420"
292,"421"
293,"409"
294,"379"
295,"404"
296,"381"
297,"364"
298,"365"
299,"379"
300,"352"
301,"381"
302,"378"
303,"406"
304,"414"
305,"400"
306,"418"
307,"470"
308,"498"
309,"626"
310,"766"
311,"1054"
312,"1654"
313,"2249"
314,"3188"
315,"4127"
316,"5015"
317,"5610"
318,"5775"
319,"5461"
320,"4828"
321,"3854"
322,"3011"
323,"2112"
324,"1364"
325,"1030"
326,"730"
327,"571"
328,"464"
329,"413"
330,"481"
331,"441"
332,"422"
333,"428"
334,"422"
335,"447"
336,"424"
337,"468"
338,"481"
339,"451"
340,"476"
341,"494"
342,"544"
343,"592"
344,"611"
345,"754"
346,"889"
347,"984"
348,"1120"
349,"1197"
350,"1287"
351,"1312"
352,"1154"
353,"1121"
354,"916"
355,"859"
356,"768"
357,"751"
358,"740"
359,"689"
360,"729"
361,"818"
362,"715"
363,"798"
364,"853"
365,"868"
366,"942"
367,"980"
368,"1101"
369,"1152"
370,"1166"
371,"1120"
372,"1193"
373,"1016"
374,"894"
375,"778"
376,"647"
377,"559"
378,"502"
379,"431"
380,"424"
381,"408"
382,"390"
383,"386"
384,"389"
385,"397"
386,"399"
387,"391"
388,"380"
389,"387"
390,"379"
391,"377"
392,"409"
393,"425"
394,"526"
395,"484"
396,"558"
397,"551"
398,"602"
399,"625"
400,"620"
401,"571"
402,"627"
403,"589"
404,"554"
405,"493"
406,"482"
407,"549"
408,"509"
409,"515"
410,"530"
411,"521"
412,"458"
413,"499"
414,"498"
415,"448"
416,"412"
417,"455"
418,"415"
419,"418"
420,"414"
421,"391"
422,"452"
423,"435"
424,"460"
425,"474"
426,"471"
427,"446"
428,"523"
429,"495"
430,"519"
431,"508"
432,"505"
433,"457"
434,"446"
435,"423"
436,"458"
437,"448"
438,"435"
439,"435"
