Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-5B 3phi 0"
Duration Time,60.034
Ambient Temperature,"99.9"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"718464"
Raw Accumulated Counts,"744903"
Valid Count Last Packet,"11087"
Raw Count Last Packet,"11515"
Live Time,58.302982
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.085
Number of Channels,2048
Vacuum,764
Channel#,Intensity
0,"1748"
1,"1479"
2,"944"
3,"500"
4,"221"
5,"66"
6,"20"
7,"7"
8,"2"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"5"
22,"32"
23,"118"
24,"160"
25,"175"
26,"171"
27,"197"
28,"189"
29,"166"
30,"153"
31,"172"
32,"177"
33,"145"
34,"162"
35,"143"
36,"151"
37,"174"
38,"163"
39,"147"
40,"145"
41,"139"
42,"154"
43,"159"
44,"149"
45,"167"
46,"170"
47,"158"
48,"169"
49,"170"
50,"141"
51,"151"
52,"142"
53,"158"
54,"157"
55,"130"
56,"176"
57,"160"
58,"143"
59,"143"
60,"140"
61,"124"
62,"166"
63,"136"
64,"136"
65,"134"
66,"136"
67,"136"
68,"140"
69,"130"
70,"181"
71,"162"
72,"192"
73,"233"
74,"234"
75,"232"
76,"234"
77,"202"
78,"204"
79,"189"
80,"217"
81,"271"
82,"428"
83,"675"
84,"1005"
85,"1308"
86,"1426"
87,"1340"
88,"1170"
89,"880"
90,"609"
91,"373"
92,"246"
93,"194"
94,"168"
95,"123"
96,"137"
97,"141"
98,"145"
99,"154"
100,"135"
101,"141"
102,"138"
103,"123"
104,"145"
105,"122"
106,"122"
107,"118"
108,"131"
109,"113"
110,"148"
111,"172"
112,"184"
113,"194"
114,"217"
115,"209"
116,"231"
117,"240"
118,"209"
119,"170"
120,"206"
121,"186"
122,"180"
123,"225"
124,"186"
125,"245"
126,"299"
127,"364"
128,"493"
129,"716"
130,"995"
131,"1328"
132,"1688"
133,"1842"
134,"1933"
135,"1927"
136,"1647"
137,"1480"
138,"1314"
139,"1310"
140,"1340"
141,"1383"
142,"1396"
143,"1548"
144,"1702"
145,"1733"
146,"1839"
147,"1701"
148,"1569"
149,"1328"
150,"1025"
151,"695"
152,"486"
153,"387"
154,"312"
155,"374"
156,"363"
157,"425"
158,"548"
159,"847"
160,"1202"
161,"1701"
162,"2369"
163,"2890"
164,"3365"
165,"3329"
166,"2918"
167,"2369"
168,"1674"
169,"1075"
170,"666"
171,"394"
172,"300"
173,"299"
174,"360"
175,"404"
176,"527"
177,"629"
178,"713"
179,"803"
180,"851"
181,"942"
182,"862"
183,"860"
184,"787"
185,"645"
186,"523"
187,"380"
188,"327"
189,"262"
190,"204"
191,"187"
192,"218"
193,"207"
194,"220"
195,"212"
196,"225"
197,"264"
198,"274"
199,"235"
200,"262"
201,"261"
202,"242"
203,"238"
204,"252"
205,"213"
206,"197"
207,"203"
208,"215"
209,"218"
210,"202"
211,"205"
212,"210"
213,"201"
214,"239"
215,"241"
216,"229"
217,"249"
218,"324"
219,"357"
220,"457"
221,"502"
222,"557"
223,"632"
224,"654"
225,"599"
226,"561"
227,"476"
228,"405"
229,"379"
230,"358"
231,"315"
232,"290"
233,"301"
234,"295"
235,"293"
236,"313"
237,"319"
238,"316"
