Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L2-2C -1phi 0"
Duration Time,60.136
Ambient Temperature,"102.3"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"615354"
Raw Accumulated Counts,"636088"
Valid Count Last Packet,"9573"
Raw Count Last Packet,"9849"
Live Time,58.603001
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.0898
Number of Channels,2048
Vacuum,754
Channel#,Intensity
0,"1764"
1,"1564"
2,"935"
3,"522"
4,"198"
5,"69"
6,"11"
7,"6"
8,"1"
9,"2"
10,"0"
11,"0"
12,"1"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"1"
21,"5"
22,"23"
23,"101"
24,"170"
25,"172"
26,"163"
27,"150"
28,"168"
29,"177"
30,"146"
31,"160"
32,"125"
33,"175"
34,"144"
35,"132"
36,"152"
37,"121"
38,"128"
39,"152"
40,"145"
41,"125"
42,"131"
43,"138"
44,"154"
45,"141"
46,"129"
47,"175"
48,"160"
49,"159"
50,"146"
51,"146"
52,"136"
53,"115"
54,"142"
55,"133"
56,"152"
57,"133"
58,"124"
59,"138"
60,"139"
61,"138"
62,"142"
63,"128"
64,"131"
65,"115"
66,"116"
67,"100"
68,"122"
69,"135"
70,"146"
71,"156"
72,"190"
73,"231"
74,"240"
75,"252"
76,"216"
77,"192"
78,"204"
79,"202"
80,"239"
81,"253"
82,"378"
83,"548"
84,"829"
85,"1102"
86,"1224"
87,"1150"
88,"995"
89,"763"
90,"567"
91,"321"
92,"223"
93,"178"
94,"151"
95,"136"
96,"105"
97,"123"
98,"147"
99,"152"
100,"128"
101,"116"
102,"118"
103,"118"
104,"128"
105,"111"
106,"131"
107,"110"
108,"125"
109,"128"
110,"147"
111,"178"
112,"198"
113,"249"
114,"214"
115,"224"
116,"232"
117,"204"
118,"188"
119,"204"
120,"204"
121,"166"
122,"186"
123,"173"
124,"207"
125,"232"
126,"289"
127,"368"
128,"523"
129,"731"
130,"1022"
131,"1335"
132,"1669"
133,"1912"
134,"1945"
135,"1871"
136,"1653"
137,"1498"
138,"1353"
139,"1305"
140,"1321"
141,"1412"
142,"1459"
143,"1585"
144,"1590"
145,"1746"
146,"1847"
147,"1775"
148,"1641"
149,"1226"
150,"1008"
151,"704"
152,"508"
153,"345"
154,"345"
155,"365"
156,"351"
157,"447"
158,"631"
159,"905"
160,"1441"
161,"2146"
162,"3068"
163,"3845"
164,"4565"
165,"4504"
166,"3923"
167,"3249"
168,"2263"
169,"1469"
170,"861"
171,"495"
172,"332"
173,"345"
174,"423"
175,"527"
176,"626"
177,"798"
178,"900"
179,"900"
180,"899"
181,"862"
182,"754"
183,"682"
184,"637"
185,"521"
186,"434"
187,"296"
188,"258"
189,"207"
190,"171"
191,"167"
192,"153"
193,"176"
194,"200"
195,"185"
196,"237"
197,"203"
198,"228"
199,"238"
200,"244"
201,"209"
202,"194"
203,"222"
204,"179"
205,"213"
206,"198"
207,"197"
208,"186"
209,"207"
210,"222"
211,"190"
212,"222"
213,"190"
214,"173"
215,"210"
216,"225"
217,"245"
218,"277"
219,"308"
220,"385"
221,"403"
222,"472"
223,"482"
224,"540"
225,"487"
226,"461"
227,"411"
228,"329"
229,"337"
230,"309"
231,"252"
232,"240"
233,"259"
234,"253"
235,"261"
236,"299"
237,"278"
238,"284"
239,"344"
240,"358"
241,"348"
242,"368"
243,"331"
244,"333"
245,"353"
246,"294"
247,"337"
248,"315"
249,"309"
250,"304"
251,"315"
252,"336"
253,"368"
254,"357"
255,"369"
256,"370"
257,"385"
258,"407"
259,"408"
260,"397"
261,"350"
262,"374"
263,"360"
264,"320"
265,"343"
266,"378"
267,"343"
268,"381"
269,"421"
270,"354"
271,"402"
272,"353"
273,"377"
274,"323"
275,"364"
276,"358"
277,"380"
278,"357"
279,"360"
280,"351"
281,"351"
282,"340"
283,"332"
284,"323"
285,"339"
286,"345"
287,"322"
288,"364"
289,"378"
290,"371"
291,"357"
292,"389"
293,"372"
294,"340"
295,"374"
296,"376"
297,"373"
298,"374"
299,"366"
300,"370"
301,"361"
302,"391"
303,"404"
304,"352"
305,"396"
306,"390"
307,"436"
308,"470"
309,"574"
310,"654"
311,"905"
312,"1252"
313,"1711"
314,"2413"
315,"3087"
316,"3590"
317,"4222"
318,"4119"
319,"4122"
320,"3387"
321,"2912"
322,"2264"
323,"1611"
324,"1179"
325,"830"
326,"667"
327,"507"
328,"462"
329,"423"
330,"451"
331,"420"
332,"431"
333,"435"
334,"412"
335,"440"
336,"419"
337,"438"
338,"443"
339,"443"
340,"461"
341,"475"
342,"493"
343,"494"
344,"569"
345,"609"
346,"709"
347,"796"
348,"869"
349,"970"
350,"1002"
351,"1002"
352,"1004"
353,"934"
354,"836"
355,"783"
356,"699"
357,"724"
358,"632"
359,"696"
360,"726"
361,"717"
362,"740"
363,"814"
364,"860"
365,"959"
366,"960"
367,"1105"
368,"1083"
369,"1201"
370,"1345"
371,"1281"
372,"1203"
373,"1127"
374,"947"
375,"788"
376,"639"
377,"587"
378,"487"
379,"468"
380,"416"
381,"408"
382,"406"
383,"364"
384,"371"
385,"396"
386,"379"
387,"362"
388,"376"
389,"366"
390,"404"
391,"357"
392,"401"
393,"459"
394,"428"
395,"482"
396,"508"
397,"613"
398,"647"
399,"692"
400,"647"
401,"681"
402,"582"
403,"578"
404,"560"
405,"485"
406,"502"
407,"491"
408,"500"
409,"575"
410,"520"
411,"494"
412,"507"
413,"490"
414,"492"
415,"436"
416,"439"
417,"423"
418,"403"
419,"380"
420,"369"
421,"410"
422,"381"
423,"408"
424,"408"
425,"403"
426,"403"
427,"428"
428,"454"
429,"420"
430,"433"
431,"431"
432,"426"
433,"442"
434,"416"
435,"408"
436,"420"
437,"434"
438,"439"
439,"437"
440,"411"
441,"409"
442,"431"
443,"438"
444,"414"
445,"472"
446,"418"
447,"444"
448,"444"
449,"395"
450,"463"
451,"442"
452,"377"
453,"449"
454,"410"
455,"461"
456,"451"
457,"443"
458,"489"
459,"490"
460,"446"
461,"411"
462,"478"
463,"384"
464,"416"
465,"484"
466,"414"
467,"484"
468,"401"
469,"429"
470,"392"
471,"446"
472,"425"
473,"447"
474,"432"
475,"454"
476,"433"
477,"427"
478,"423"
479,"425"
480,"418"
481,"412"
482,"424"
483,"437"
484,"461"
485,"441"
486,"453"
487,"474"
488,"455"
489,"467"
490,"447"
491,"448"
492,"474"
493,"479"
494,"439"
495,"394"
496,"470"
497,"433"
498,"427"
499,"397"
500,"421"
501,"416"
502,"412"
503,"442"
504,"427"
505,"410"
506,"406"
507,"407"
508,"384"
509,"434"
510,"388"
511,"388"
512,"433"
513,"438"
514,"419"
515,"433"
516,"415"
517,"426"
518,"453"
519,"445"
520,"472"
521,"480"
522,"426"
523,"485"
524,"504"
525,"419"
526,"440"
527,"432"
528,"458"
529,"428"
530,"429"
531,"413"
532,"429"
533,"397"
534,"398"
535,"428"
536,"421"
537,"435"
538,"429"
539,"413"
540,"396"
541,"447"
542,"402"
543,"419"
544,"417"
545,"484"
546,"379"
547,"414"
548,"405"
549,"380"
550,"406"
551,"413"
552,"437"
553,"398"
554,"391"
555,"431"
556,"420"
557,"387"
558,"392"
559,"413"
560,"413"
561,"418"
562,"405"
563,"417"
564,"424"
565,"438"
566,"412"
567,"414"
568,"409"
569,"396"
570,"409"
571,"405"
572,"423"
573,"398"
574,"403"
575,"404"
576,"416"
577,"421"
578,"397"
579,"411"
580,"374"
581,"378"
582,"422"
583,"426"
584,"385"
585,"394"
586,"361"
587,"375"
588,"425"
589,"404"
590,"392"
591,"382"
592,"433"
593,"420"
594,"428"
595,"392"
596,"398"
597,"408"
598,"414"
599,"408"
600,"381"
601,"410"
602,"436"
603,"405"
604,"441"
605,"407"
606,"406"
607,"441"
608,"426"
609,"430"
610,"456"
611,"457"
612,"435"
613,"443"
614,"414"
615,"374"
616,"406"
617,"426"
618,"417"
619,"416"
620,"401"
621,"440"
622,"442"
623,"396"
624,"428"
625,"371"
626,"449"
627,"471"
628,"433"
629,"472"
630,"450"
631,"405"
632,"416"
633,"415"
634,"411"
635,"401"
636,"392"
637,"391"
638,"413"
639,"414"
640,"410"
641,"402"
642,"386"
643,"393"
644,"382"
645,"360"
646,"392"
647,"388"
648,"413"
649,"407"
650,"435"
651,"414"
652,"416"
653,"471"
654,"427"
655,"439"
656,"514"
657,"572"
658,"599"
659,"705"
660,"772"
661,"874"
662,"1023"
663,"1004"
664,"1092"
665,"1110"
666,"1079"
667,"1030"
668,"957"
669,"772"
670,"737"
671,"671"
672,"602"
673,"515"
674,"467"
675,"472"
676,"424"
677,"459"
678,"396"
679,"377"
680,"406"
681,"349"
682,"374"
683,"383"
684,"348"
685,"408"
