Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L2-3D 0phi 0"
273,"361"
274,"376"
275,"351"
276,"375"
277,"338"
278,"365"
279,"370"
280,"361"
281,"374"
282,"359"
283,"435"
284,"379"
285,"376"
286,"384"
287,"358"
288,"396"
289,"393"
290,"415"
291,"418"
292,"431"
293,"417"
294,"453"
295,"417"
296,"447"
297,"414"
298,"414"
299,"413"
300,"417"
301,"446"
302,"461"
303,"463"
304,"462"
305,"501"
306,"518"
307,"597"
308,"634"
309,"726"
310,"1018"
311,"1410"
312,"2167"
313,"3151"
314,"4357"
315,"5921"
316,"7452"
317,"8538"
318,"8657"
319,"8410"
320,"7596"
321,"6337"
322,"4744"
323,"3392"
324,"2208"
325,"1486"
326,"1003"
327,"724"
328,"530"
329,"518"
330,"461"
331,"474"
332,"464"
333,"509"
334,"502"
335,"461"
336,"449"
337,"483"
338,"460"
339,"504"
340,"499"
341,"533"
342,"583"
343,"654"
344,"712"
345,"839"
346,"971"
347,"1189"
348,"1407"
349,"1519"
350,"1650"
351,"1646"
352,"1549"
353,"1410"
354,"1309"
355,"1102"
356,"922"
357,"846"
358,"715"
359,"696"
360,"721"
361,"758"
362,"805"
363,"793"
364,"853"
365,"885"
366,"909"
367,"971"
368,"1002"
369,"1093"
370,"1167"
371,"1177"
372,"1142"
373,"1132"
374,"992"
375,"793"
376,"715"
377,"623"
378,"517"
379,"454"
380,"446"
381,"406"
382,"414"
383,"419"
384,"386"
385,"421"
386,"400"
387,"426"
388,"456"
389,"399"
390,"432"
391,"454"
392,"463"
393,"456"
394,"468"
395,"505"
396,"517"
397,"610"
398,"676"
399,"701"
400,"724"
401,"691"
402,"669"
403,"651"
404,"605"
405,"608"
406,"554"
407,"573"
408,"545"
409,"573"
410,"553"
411,"569"
412,"534"
413,"541"
414,"523"
415,"494"
416,"489"
417,"476"
418,"417"
419,"440"
420,"443"
421,"424"
422,"426"
423,"416"
424,"442"
425,"460"
426,"503"
427,"497"
428,"466"
429,"468"
430,"493"
431,"482"
432,"466"
433,"485"
434,"442"
435,"426"
436,"483"
437,"502"
438,"495"
439,"447"
440,"502"
441,"468"
442,"488"
443,"442"
444,"466"
445,"475"
446,"462"
447,"426"
448,"447"
449,"455"
450,"384"
451,"482"
452,"465"
453,"409"
454,"525"
455,"488"
456,"494"
457,"439"
458,"473"
459,"488"
460,"495"
461,"457"
462,"483"
463,"488"
464,"465"
465,"462"
466,"448"
467,"466"
468,"456"
469,"462"
470,"458"
471,"472"
472,"496"
473,"468"
474,"456"
475,"481"
476,"493"
477,"487"
478,"421"
479,"460"
480,"428"
481,"468"
482,"499"
483,"465"
484,"450"
485,"470"
486,"477"
487,"450"
488,"494"
489,"446"
490,"444"
491,"504"
492,"448"
493,"448"
494,"473"
495,"421"
496,"455"
497,"487"
498,"455"
499,"482"
500,"438"
501,"496"
502,"473"
503,"443"
504,"459"
505,"490"
506,"468"
507,"420"
508,"435"
509,"458"
510,"470"
511,"481"
512,"462"
513,"446"
514,"405"
515,"459"
516,"469"
517,"444"
518,"429"
519,"477"
520,"490"
521,"490"
522,"472"
523,"481"
524,"481"
525,"486"
526,"500"
527,"490"
528,"541"
529,"479"
530,"479"
531,"489"
532,"440"
533,"461"
534,"468"
535,"451"
536,"460"
537,"462"
538,"448"
539,"421"
540,"495"
541,"457"
542,"494"
543,"473"
544,"471"
545,"469"
546,"487"
547,"471"
548,"475"
549,"483"
550,"491"
551,"457"
552,"440"
553,"428"
554,"431"
555,"438"
556,"452"
557,"433"
558,"451"
559,"477"
560,"432"
561,"421"
562,"412"
563,"438"
564,"429"
565,"436"
566,"452"
567,"464"
568,"445"
569,"429"
570,"446"
571,"410"
572,"440"
573,"461"
574,"470"
575,"465"
576,"446"
577,"461"
578,"436"
579,"441"
580,"417"
581,"449"
582,"469"
583,"459"
584,"458"
585,"391"
586,"417"
587,"442"
588,"397"
589,"431"
590,"413"
591,"441"
592,"438"
593,"458"
594,"440"
595,"442"
596,"462"
597,"418"
598,"472"
599,"409"
600,"459"
601,"426"
602,"428"
603,"425"
604,"434"
605,"402"
606,"450"
607,"434"
608,"466"
609,"486"
610,"417"
611,"423"
612,"424"
613,"419"
614,"492"
615,"423"
616,"416"
617,"477"
618,"463"
619,"446"
620,"417"
621,"425"
622,"421"
623,"454"
624,"491"
625,"491"
626,"490"
627,"458"
628,"465"
629,"467"
630,"471"
631,"513"
632,"429"
633,"456"
634,"421"
635,"451"
636,"470"
637,"471"
638,"465"
639,"421"
640,"448"
641,"439"
642,"468"
643,"408"
644,"463"
645,"391"
646,"436"
647,"461"
648,"466"
649,"413"
650,"423"
651,"449"
652,"452"
653,"483"
654,"471"
655,"502"
656,"545"
657,"539"
658,"594"
659,"659"
660,"750"
661,"791"
662,"884"
663,"893"
664,"929"
665,"960"
666,"955"
667,"858"
668,"835"
669,"808"
670,"749"
671,"655"
672,"614"
673,"544"
674,"520"
675,"506"
676,"472"
677,"435"
678,"421"
679,"435"
680,"411"
681,"416"
682,"454"
683,"410"
684,"465"
685,"441"
686,"462"
687,"415"
688,"425"
689,"443"
690,"419"
691,"447"
692,"396"
693,"496"
694,"427"
695,"475"
696,"448"
697,"504"
698,"538"
699,"558"
700,"574"
701,"601"
702,"617"
703,"593"
704,"570"
705,"571"
706,"567"
707,"545"
708,"514"
709,"527"
710,"432"
711,"470"
712,"442"
713,"408"
714,"443"
715,"435"
716,"396"
717,"444"
718,"380"
719,"450"
720,"415"
721,"394"
722,"430"
723,"411"
724,"405"
725,"384"
726,"409"
727,"434"
728,"439"
729,"390"
730,"430"
731,"417"
732,"393"
733,"439"
734,"410"
735,"430"
736,"451"
737,"426"
738,"497"
739,"472"
740,"501"
741,"430"
742,"491"
743,"487"
744,"498"
745,"522"
746,"436"
747,"456"
748,"466"
749,"447"
750,"428"
751,"422"
752,"432"
753,"434"
754,"430"
755,"381"
756,"399"
757,"376"
758,"405"
759,"383"
760,"377"
761,"414"
762,"388"
763,"392"
764,"400"
765,"385"
766,"417"
767,"419"
768,"401"
769,"374"
770,"387"
771,"431"
772,"359"
773,"417"
774,"395"
775,"424"
776,"469"
777,"452"
778,"514"
779,"513"
780,"511"
781,"522"
782,"545"
783,"545"
784,"568"
785,"509"
786,"570"
787,"529"
788,"439"
789,"497"
790,"437"
791,"483"
792,"419"
793,"400"
794,"405"
795,"397"
796,"370"
797,"386"
798,"373"
799,"392"
800,"387"
801,"404"
802,"358"
803,"370"
804,"406"
805,"362"
806,"390"
807,"379"
808,"391"
809,"391"
810,"383"
811,"409"
812,"368"
813,"381"
814,"364"
815,"374"
816,"380"
817,"385"
818,"382"
819,"391"
820,"382"
821,"376"
822,"368"
823,"422"
824,"376"
825,"355"
826,"374"
827,"385"
828,"379"
829,"402"
830,"365"
831,"407"
832,"401"
833,"392"
834,"389"
835,"368"
836,"380"
837,"380"
838,"345"
839,"348"
840,"358"
841,"372"
842,"418"
843,"364"
844,"378"
845,"377"
846,"373"
847,"397"
848,"400"
849,"352"
850,"401"
851,"388"
852,"387"
853,"378"
854,"380"
855,"405"
856,"355"
857,"361"
858,"361"
859,"382"
860,"389"
861,"398"
862,"372"
863,"350"
864,"366"
865,"374"
866,"393"
867,"387"
868,"400"
869,"388"
870,"417"
871,"419"
872,"401"
873,"430"
874,"438"
875,"412"
876,"342"
877,"408"
878,"424"
879,"404"
880,"427"
881,"401"
882,"429"
883,"425"
884,"403"
885,"415"
886,"452"
887,"405"
888,"387"
889,"459"
890,"415"
891,"461"
892,"432"
893,"417"
894,"436"
895,"442"
896,"409"
897,"483"
898,"508"
899,"479"
900,"460"
901,"478"
902,"491"
903,"494"
904,"523"
905,"469"
906,"499"
907,"522"
908,"555"
909,"558"
910,"575"
911,"576"
912,"555"
913,"606"
914,"618"
915,"607"
916,"624"
917,"657"
918,"682"
919,"724"
920,"755"
921,"760"
922,"797"
923,"872"
924,"830"
925,"930"
926,"968"
927,"1036"
928,"1041"
929,"1060"
930,"1122"
931,"1178"
932,"1191"
933,"1203"
934,"1276"
935,"1257"
936,"1290"
937,"1289"
938,"1354"
939,"1308"
940,"1345"
941,"1414"
942,"1339"
943,"1363"
944,"1297"
945,"1259"
946,"1242"
947,"1209"
948,"1270"
949,"1135"
950,"1120"
951,"1114"
952,"1065"
953,"1037"
954,"1007"
955,"925"
956,"978"
957,"869"
958,"842"
959,"811"
960,"772"
961,"734"
962,"706"
963,"691"
964,"686"
965,"595"
966,"684"
967,"575"
968,"580"
969,"566"
970,"473"
971,"501"
972,"523"
973,"502"
974,"469"
975,"476"
976,"468"
977,"440"
978,"446"
979,"435"
980,"399"
981,"439"
982,"396"
983,"426"
984,"421"
985,"370"
986,"320"
987,"405"
988,"389"
989,"412"
990,"426"
991,"458"
992,"476"
993,"533"
994,"530"
995,"594"
996,"607"
997,"698"
998,"660"
999,"753"
1000,"767"
1001,"847"
1002,"842"
1003,"772"
1004,"797"
1005,"776"
1006,"793"
1007,"742"
1008,"701"
1009,"655"
1010,"571"
1011,"586"
1012,"525"
1013,"435"
1014,"426"
1015,"376"
1016,"398"
1017,"355"
1018,"315"
1019,"316"
1020,"321"
1021,"310"
1022,"295"
1023,"346"
1024,"325"
1025,"391"
1026,"361"
1027,"356"
1028,"343"
1029,"377"
1030,"362"
1031,"361"
1032,"369"
1033,"387"
1034,"390"
1035,"384"
1036,"402"
1037,"404"
1038,"411"
1039,"448"
1040,"544"
1041,"464"
1042,"543"
1043,"516"
1044,"538"
1045,"523"
1046,"541"
1047,"568"
1048,"586"
1049,"602"
1050,"646"
1051,"663"
1052,"620"
1053,"667"
1054,"615"
1055,"569"
1056,"549"
1057,"557"
1058,"513"
1059,"492"
1060,"457"
1061,"464"
1062,"446"
1063,"401"
1064,"384"
1065,"401"
1066,"405"
1067,"366"
1068,"373"
1069,"370"
1070,"366"
1071,"336"
1072,"352"
1073,"315"
1074,"331"
1075,"293"
1076,"324"
1077,"298"
1078,"318"
1079,"317"
1080,"312"
1081,"283"
1082,"330"
1083,"278"
1084,"304"
1085,"278"
1086,"283"
1087,"260"
1088,"285"
1089,"252"
1090,"254"
1091,"247"
1092,"266"
1093,"252"
1094,"296"
1095,"258"
1096,"261"
1097,"268"
1098,"266"
1099,"253"
1100,"238"
1101,"272"
1102,"245"
1103,"248"
1104,"241"
1105,"234"
1106,"239"
1107,"207"
1108,"231"
1109,"254"
1110,"254"
1111,"231"
1112,"225"
1113,"231"
1114,"262"
1115,"233"
1116,"213"
1117,"227"
1118,"241"
1119,"213"
1120,"207"
1121,"235"
1122,"286"
1123,"255"
1124,"280"
1125,"290"
1126,"253"
1127,"298"
1128,"301"
1129,"278"
1130,"291"
1131,"281"
1132,"303"
1133,"273"
1134,"284"
1135,"278"
1136,"234"
1137,"265"
1138,"270"
1139,"247"
1140,"233"
1141,"215"
1142,"212"
1143,"208"
1144,"224"
1145,"218"
1146,"209"
1147,"229"
1148,"209"
1149,"224"
1150,"227"
1151,"210"
1152,"208"
1153,"209"
1154,"248"
1155,"223"
1156,"233"
1157,"169"
1158,"200"
1159,"209"
1160,"211"
1161,"198"
1162,"188"
1163,"188"
1164,"215"
1165,"201"
1166,"231"
1167,"154"
1168,"182"
1169,"191"
1170,"190"
1171,"214"
1172,"207"
1173,"193"
1174,"188"
1175,"200"
1176,"190"
1177,"190"
1178,"204"
1179,"191"
1180,"221"
1181,"243"
1182,"203"
1183,"202"
1184,"232"
1185,"227"
1186,"200"
1187,"225"
1188,"228"
1189,"196"
1190,"206"
1191,"198"
1192,"191"
1193,"216"
1194,"208"
1195,"206"
1196,"198"
1197,"188"
1198,"190"
1199,"193"
1200,"200"
1201,"170"
1202,"176"
1203,"175"
1204,"158"
1205,"178"
1206,"177"
1207,"174"
1208,"181"
1209,"197"
1210,"163"
1211,"166"
1212,"187"
1213,"190"
1214,"175"
1215,"172"
1216,"185"
1217,"154"
1218,"150"
1219,"175"
1220,"174"
1221,"160"
1222,"157"
1223,"170"
1224,"175"
1225,"186"
1226,"163"
1227,"203"
1228,"162"
1229,"186"
1230,"161"
1231,"171"
1232,"164"
1233,"170"
1234,"179"
1235,"170"
1236,"200"
1237,"189"
1238,"153"
1239,"137"
1240,"156"
1241,"152"
1242,"163"
1243,"188"
1244,"169"
1245,"138"
1246,"182"
1247,"158"
1248,"152"
1249,"172"
1250,"160"
1251,"169"
1252,"175"
1253,"148"
1254,"197"
1255,"165"
1256,"144"
1257,"169"
1258,"167"
1259,"148"
1260,"184"
1261,"167"
1262,"177"
1263,"137"
1264,"164"
1265,"143"
1266,"155"
1267,"166"
1268,"174"
1269,"168"
1270,"178"
1271,"159"
1272,"162"
1273,"153"
1274,"136"
1275,"155"
1276,"158"
1277,"161"
1278,"147"
1279,"148"
1280,"157"
1281,"130"
1282,"143"
1283,"155"
1284,"163"
1285,"167"
1286,"129"
1287,"153"
1288,"145"
1289,"148"
1290,"135"
1291,"153"
1292,"150"
1293,"158"
1294,"155"
1295,"156"
1296,"142"
1297,"129"
1298,"169"
1299,"139"
1300,"127"
1301,"161"
1302,"145"
1303,"158"
1304,"144"
1305,"155"
1306,"131"
1307,"147"
1308,"119"
1309,"134"
1310,"142"
1311,"135"
1312,"156"
1313,"112"
1314,"147"
1315,"144"
1316,"118"
1317,"146"
1318,"131"
1319,"126"
1320,"129"
1321,"130"
1322,"141"
1323,"159"
1324,"154"
1325,"132"
1326,"132"
1327,"137"
1328,"121"
1329,"119"
1330,"145"
1331,"144"
1332,"134"
1333,"114"
1334,"115"
1335,"128"
1336,"110"
1337,"138"
1338,"149"
1339,"130"
1340,"129"
1341,"118"
1342,"132"
1343,"143"
1344,"145"
1345,"136"
1346,"126"
1347,"118"
1348,"110"
1349,"129"
1350,"127"
1351,"131"
1352,"124"
1353,"122"
1354,"111"
1355,"134"
1356,"122"
1357,"95"
1358,"105"
1359,"136"
1360,"130"
1361,"98"
1362,"120"
1363,"124"
1364,"110"
1365,"131"
1366,"108"
1367,"101"
1368,"111"
1369,"116"
1370,"110"
1371,"108"
1372,"109"
1373,"100"
1374,"109"
1375,"110"
1376,"121"
1377,"109"
1378,"126"
1379,"119"
1380,"125"
1381,"81"
1382,"112"
1383,"107"
1384,"113"
1385,"122"
1386,"118"
1387,"106"
1388,"116"
1389,"106"
1390,"90"
1391,"117"
1392,"97"
1393,"110"
1394,"112"
1395,"109"
1396,"104"
1397,"127"
1398,"108"
1399,"88"
1400,"109"
1401,"96"
1402,"122"
1403,"116"
1404,"100"
1405,"96"
1406,"95"
1407,"72"
1408,"96"
1409,"110"
1410,"105"
1411,"102"
1412,"95"
1413,"123"
1414,"93"
1415,"125"
1416,"114"
1417,"94"
1418,"101"
1419,"94"
1420,"90"
1421,"91"
1422,"82"
1423,"97"
1424,"89"
1425,"102"
1426,"99"
1427,"91"
1428,"105"
1429,"96"
1430,"107"
1431,"91"
1432,"92"
1433,"95"
1434,"74"
1435,"95"
1436,"89"
1437,"93"
1438,"95"
1439,"89"
1440,"92"
1441,"104"
1442,"87"
1443,"82"
1444,"83"
1445,"99"
1446,"86"
1447,"80"
1448,"75"
1449,"71"
1450,"83"
1451,"81"
1452,"88"
1453,"83"
1454,"67"
1455,"79"
1456,"62"
1457,"75"
1458,"72"
1459,"78"
1460,"90"
1461,"96"
1462,"82"
1463,"77"
1464,"85"
1465,"70"
1466,"78"
1467,"84"
1468,"87"
1469,"72"
1470,"91"
1471,"81"
1472,"77"
1473,"64"
1474,"81"
1475,"70"
1476,"80"
1477,"86"
1478,"82"
1479,"74"
1480,"83"
1481,"81"
1482,"72"
1483,"76"
1484,"60"
1485,"66"
1486,"69"
1487,"69"
1488,"67"
1489,"68"
1490,"60"
1491,"66"
1492,"70"
1493,"89"
1494,"56"
1495,"69"
1496,"73"
1497,"72"
1498,"62"
1499,"73"
1500,"76"
1501,"70"
1502,"63"
1503,"60"
1504,"71"
1505,"78"
1506,"55"
1507,"66"
1508,"81"
1509,"67"
1510,"63"
1511,"54"
1512,"70"
1513,"62"
1514,"63"
1515,"58"
1516,"57"
1517,"60"
1518,"63"
1519,"61"
1520,"56"
1521,"74"
1522,"47"
1523,"48"
1524,"55"
1525,"70"
1526,"71"
1527,"60"
1528,"63"
1529,"80"
1530,"73"
1531,"58"
1532,"60"
1533,"48"
1534,"51"
1535,"63"
1536,"59"
1537,"56"
1538,"60"
1539,"49"
1540,"58"
1541,"59"
1542,"58"
1543,"54"
1544,"44"
1545,"51"
1546,"45"
1547,"55"
1548,"59"
1549,"56"
1550,"52"
1551,"55"
1552,"51"
1553,"55"
1554,"50"
1555,"49"
1556,"61"
1557,"53"
1558,"58"
1559,"46"
1560,"46"
1561,"56"
1562,"57"
1563,"50"
1564,"52"
1565,"55"
1566,"46"
1567,"54"
1568,"47"
1569,"51"
1570,"43"
1571,"45"
1572,"39"
1573,"41"
1574,"46"
1575,"46"
1576,"41"
1577,"49"
1578,"51"
1579,"45"
1580,"50"
1581,"42"
1582,"37"
1583,"47"
1584,"42"
1585,"55"
1586,"44"
1587,"37"
1588,"50"
1589,"33"
1590,"52"
1591,"43"
1592,"43"
1593,"34"
1594,"44"
1595,"50"
1596,"45"
1597,"42"
1598,"36"
1599,"31"
1600,"46"
1601,"39"
1602,"30"
1603,"45"
1604,"30"
1605,"42"
1606,"39"
1607,"41"
1608,"40"
1609,"31"
1610,"47"
1611,"40"
1612,"36"
1613,"36"
1614,"42"
1615,"33"
1616,"36"
1617,"35"
1618,"40"
1619,"33"
1620,"32"
1621,"27"
1622,"22"
1623,"32"
1624,"30"
1625,"31"
1626,"23"
1627,"38"
1628,"24"
1629,"40"
1630,"21"
1631,"23"
1632,"25"
1633,"29"
1634,"28"
1635,"23"
1636,"30"
1637,"32"
1638,"28"
1639,"29"
1640,"32"
1641,"33"
1642,"24"
1643,"28"
1644,"32"
1645,"26"
1646,"29"
1647,"20"
1648,"28"
1649,"24"
1650,"23"
1651,"28"
1652,"29"
1653,"21"
1654,"23"
1655,"24"
1656,"32"
1657,"26"
1658,"27"
1659,"20"
1660,"17"
1661,"15"
1662,"26"
1663,"18"
1664,"14"
1665,"17"
1666,"18"
1667,"23"
1668,"14"
1669,"12"
1670,"24"
1671,"13"
1672,"24"
1673,"15"
1674,"22"
1675,"19"
1676,"21"
1677,"16"
1678,"18"
1679,"18"
1680,"14"
1681,"15"
1682,"15"
1683,"10"
1684,"20"
1685,"8"
1686,"11"
1687,"13"
1688,"11"
1689,"15"
1690,"16"
1691,"6"
1692,"13"
1693,"13"
1694,"15"
1695,"11"
1696,"9"
1697,"16"
1698,"14"
1699,"11"
1700,"6"
1701,"15"
1702,"15"
1703,"12"
1704,"10"
1705,"5"
1706,"9"
1707,"9"
1708,"12"
1709,"8"
1710,"8"
1711,"3"
1712,"11"
1713,"11"
1714,"11"
1715,"9"
1716,"5"
1717,"14"
1718,"13"
1719,"10"
1720,"8"
1721,"10"
1722,"7"
1723,"9"
1724,"4"
1725,"13"
1726,"3"
1727,"7"
1728,"7"
1729,"8"
1730,"5"
1731,"4"
1732,"9"
1733,"8"
1734,"2"
1735,"6"
1736,"1"
1737,"8"
1738,"6"
1739,"1"
1740,"11"
1741,"5"
1742,"6"
1743,"1"
1744,"2"
1745,"4"
1746,"3"
1747,"6"
1748,"4"
1749,"5"
1750,"8"
1751,"8"
1752,"4"
1753,"3"
1754,"7"
1755,"5"
1756,"2"
1757,"2"
1758,"3"
1759,"3"
1760,"7"
1761,"0"
1762,"2"
1763,"2"
1764,"2"
1765,"1"
1766,"4"
1767,"2"
1768,"2"
1769,"7"
1770,"5"
1771,"4"
1772,"0"
1773,"1"
1774,"3"
1775,"4"
1776,"1"
1777,"3"
1778,"1"
1779,"2"
1780,"2"
1781,"2"
1782,"2"
1783,"3"
1784,"2"
1785,"4"
1786,"3"
1787,"0"
1788,"3"
1789,"2"
1790,"0"
1791,"1"
1792,"0"
1793,"3"
1794,"2"
1795,"1"
1796,"3"
1797,"2"
1798,"1"
1799,"1"
1800,"0"
1801,"2"
1802,"0"
1803,"2"
1804,"7"
1805,"1"
1806,"5"
1807,"2"
1808,"3"
1809,"2"
1810,"0"
1811,"3"
1812,"1"
1813,"1"
1814,"2"
1815,"5"
1816,"2"
1817,"1"
1818,"1"
1819,"1"
1820,"2"
1821,"3"
1822,"1"
1823,"3"
1824,"1"
1825,"2"
1826,"1"
1827,"2"
1828,"2"
1829,"2"
1830,"1"
1831,"1"
1832,"3"
1833,"3"
1834,"1"
1835,"0"
1836,"0"
1837,"0"
1838,"1"
1839,"1"
1840,"0"
1841,"1"
1842,"0"
1843,"3"
1844,"1"
1845,"1"
1846,"0"
1847,"1"
1848,"0"
1849,"0"
1850,"1"
1851,"3"
1852,"1"
1853,"3"
1854,"0"
1855,"0"
1856,"1"
1857,"2"
1858,"0"
1859,"0"
1860,"0"
1861,"0"
1862,"0"
1863,"0"
1864,"0"
1865,"3"
1866,"0"
1867,"0"
1868,"0"
1869,"1"
1870,"1"
1871,"0"
1872,"0"
1873,"0"
1874,"1"
1875,"0"
1876,"1"
1877,"0"
1878,"1"
1879,"0"
1880,"1"
1881,"1"
1882,"2"
1883,"1"
1884,"1"
1885,"0"
1886,"1"
1887,"1"
1888,"0"
1889,"0"
1890,"1"
1891,"1"
1892,"1"
1893,"1"
1894,"1"
1895,"0"
1896,"0"
1897,"0"
1898,"0"
1899,"0"
1900,"0"
1901,"0"
1902,"0"
1903,"1"
1904,"0"
1905,"2"
1906,"0"
1907,"1"
1908,"0"
1909,"0"
1910,"1"
1911,"0"
1912,"0"
1913,"3"
1914,"0"
1915,"2"
1916,"0"
1917,"0"
1918,"1"
1919,"1"
1920,"0"
1921,"0"
1922,"0"
1923,"1"
1924,"0"
1925,"0"
1926,"0"
1927,"0"
1928,"0"
1929,"1"
1930,"0"
1931,"0"
1932,"0"
1933,"0"
1934,"0"
1935,"2"
1936,"0"
1937,"0"
1938,"0"
1939,"0"
1940,"0"
1941,"0"
1942,"0"
1943,"0"
1944,"0"
1945,"0"
1946,"1"
1947,"1"
1948,"0"
1949,"0"
1950,"1"
1951,"1"
1952,"1"
1953,"0"
1954,"0"
1955,"0"
1956,"0"
1957,"0"
1958,"2"
1959,"0"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"1"
1967,"0"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"0"
1976,"0"
1977,"0"
1978,"1"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"0"
1988,"1"
1989,"0"
1990,"0"
1991,"0"
1992,"0"
1993,"0"
1994,"0"
1995,"0"
1996,"0"
1997,"0"
1998,"0"
1999,"2"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"1"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"1"
2015,"1"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


