Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-4C -1phi 1"
Duration Time,60.2
Ambient Temperature,"94.5"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"495434"
Raw Accumulated Counts,"510299"
Valid Count Last Packet,"7681"
Raw Count Last Packet,"7947"
Live Time,58.988007
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7948
Number of Channels,2048
Vacuum,766
Channel#,Intensity
0,"1864"
1,"1484"
2,"972"
3,"530"
4,"248"
5,"68"
6,"17"
7,"2"
8,"0"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"2"
22,"24"
23,"82"
24,"125"
25,"138"
26,"144"
27,"126"
28,"126"
29,"127"
30,"147"
31,"143"
32,"116"
33,"119"
34,"101"
35,"114"
36,"113"
37,"132"
38,"86"
39,"110"
40,"105"
41,"129"
42,"121"
43,"118"
44,"135"
45,"133"
46,"119"
47,"131"
48,"113"
49,"142"
50,"111"
51,"120"
52,"111"
53,"101"
54,"106"
55,"115"
56,"121"
57,"122"
58,"120"
59,"110"
60,"116"
61,"101"
62,"109"
63,"105"
64,"110"
65,"99"
66,"114"
67,"101"
68,"95"
69,"113"
70,"113"
71,"116"
72,"129"
73,"134"
74,"147"
75,"143"
76,"122"
77,"119"
78,"116"
79,"120"
80,"157"
81,"170"
82,"218"
83,"324"
84,"479"
85,"606"
86,"636"
87,"659"
88,"558"
89,"368"
90,"285"
91,"199"
92,"134"
93,"128"
94,"111"
95,"99"
96,"105"
97,"125"
98,"107"
99,"121"
100,"132"
101,"102"
102,"129"
103,"102"
104,"99"
105,"104"
106,"100"
107,"104"
108,"112"
109,"95"
110,"122"
111,"126"
112,"161"
113,"190"
114,"183"
115,"226"
116,"201"
117,"212"
118,"185"
119,"194"
120,"167"
121,"152"
122,"174"
123,"175"
124,"200"
125,"230"
126,"285"
127,"355"
128,"532"
129,"673"
130,"1041"
131,"1383"
132,"1664"
133,"1869"
134,"1941"
135,"1846"
136,"1619"
137,"1328"
138,"1334"
139,"1319"
140,"1318"
141,"1404"
142,"1426"
143,"1551"
144,"1638"
145,"1757"
146,"1895"
147,"1790"
148,"1673"
149,"1313"
150,"933"
151,"653"
152,"448"
153,"305"
154,"300"
155,"285"
156,"320"
157,"337"
158,"362"
159,"450"
160,"549"
161,"696"
162,"954"
163,"1075"
164,"1204"
165,"1137"
166,"1036"
167,"844"
168,"626"
169,"393"
170,"259"
171,"173"
172,"187"
173,"175"
174,"188"
175,"236"
176,"265"
177,"290"
178,"347"
179,"397"
180,"400"
181,"429"
182,"491"
183,"494"
184,"446"
185,"404"
186,"332"
187,"260"
188,"244"
189,"204"
190,"163"
191,"164"
192,"154"
193,"157"
194,"180"
195,"146"
196,"160"
197,"211"
198,"237"
199,"213"
200,"234"
201,"230"
202,"191"
203,"181"
204,"196"
205,"171"
206,"226"
207,"191"
208,"204"
209,"183"
210,"241"
211,"204"
212,"193"
213,"202"
214,"226"
215,"186"
216,"200"
217,"231"
218,"234"
219,"246"
220,"265"
221,"335"
222,"351"
223,"401"
224,"379"
225,"392"
226,"321"
227,"299"
228,"245"
229,"231"
230,"220"
231,"215"
232,"228"
233,"230"
234,"216"
235,"217"
236,"224"
237,"241"
238,"248"
239,"215"
240,"260"
241,"255"
242,"265"
243,"270"
244,"284"
245,"282"
246,"286"
247,"257"
248,"248"
249,"253"
250,"267"
251,"264"
252,"278"
253,"256"
254,"240"
255,"236"
256,"260"
257,"226"
258,"263"
259,"236"
260,"258"
261,"263"
262,"258"
263,"253"
264,"271"
265,"261"
266,"292"
267,"307"
268,"336"
269,"311"
270,"313"
271,"316"
272,"295"
273,"313"
274,"335"
275,"319"
276,"330"
277,"311"
278,"363"
279,"314"
280,"343"
281,"338"
282,"355"
283,"321"
284,"341"
285,"320"
286,"363"
287,"355"
288,"339"
289,"341"
290,"348"
291,"335"
292,"362"
293,"355"
294,"394"
295,"343"
296,"323"
297,"323"
298,"364"
299,"352"
300,"381"
301,"332"
302,"379"
303,"405"
304,"381"
305,"365"
306,"380"
307,"407"
308,"422"
309,"489"
310,"608"
311,"736"
312,"1033"
313,"1356"
314,"1801"
315,"2086"
316,"2408"
317,"2763"
318,"2760"
319,"2474"
320,"2170"
321,"1798"
322,"1318"
323,"1048"
324,"787"
325,"621"
326,"492"
327,"465"
328,"425"
329,"406"
330,"366"
331,"399"
332,"406"
333,"378"
