Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-2B 3phi 0"
Duration Time,60.039
Ambient Temperature,"102.8"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"720636"
Raw Accumulated Counts,"746562"
Valid Count Last Packet,"11450"
Raw Count Last Packet,"11850"
Live Time,58.311981
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.085
Number of Channels,2048
Vacuum,762
Channel#,Intensity
0,"1811"
1,"1453"
2,"976"
3,"512"
4,"223"
5,"74"
6,"18"
7,"4"
8,"0"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"3"
22,"21"
23,"89"
24,"164"
25,"190"
26,"176"
27,"195"
28,"189"
29,"178"
30,"174"
31,"137"
32,"180"
33,"171"
34,"147"
35,"139"
36,"146"
37,"152"
38,"167"
39,"146"
40,"164"
41,"142"
42,"137"
43,"139"
44,"145"
45,"172"
46,"159"
47,"156"
48,"162"
49,"151"
50,"168"
51,"165"
52,"140"
53,"149"
54,"145"
55,"147"
56,"183"
57,"148"
58,"141"
59,"152"
60,"147"
61,"142"
62,"146"
63,"144"
64,"127"
65,"115"
66,"133"
67,"138"
68,"146"
69,"157"
70,"181"
71,"193"
72,"223"
73,"267"
74,"252"
75,"265"
76,"263"
77,"226"
78,"220"
79,"208"
80,"227"
81,"290"
82,"386"
83,"618"
84,"942"
85,"1198"
86,"1342"
87,"1351"
88,"1081"
89,"797"
90,"544"
91,"362"
92,"266"
93,"189"
94,"171"
95,"123"
96,"139"
97,"125"
98,"137"
99,"141"
100,"150"
101,"138"
102,"121"
103,"116"
104,"129"
105,"134"
106,"120"
107,"134"
108,"115"
109,"152"
110,"150"
111,"163"
112,"194"
113,"200"
114,"218"
115,"212"
116,"234"
117,"213"
118,"206"
119,"191"
120,"196"
121,"190"
122,"186"
123,"197"
124,"212"
125,"230"
126,"283"
127,"340"
128,"483"
129,"695"
130,"993"
131,"1341"
132,"1617"
133,"1915"
134,"1959"
135,"1868"
136,"1705"
137,"1489"
138,"1409"
139,"1314"
140,"1383"
141,"1474"
142,"1481"
143,"1517"
144,"1637"
145,"1707"
146,"1861"
147,"1741"
148,"1628"
149,"1335"
150,"989"
151,"713"
152,"520"
153,"360"
154,"347"
155,"341"
156,"365"
157,"492"
158,"606"
159,"890"
160,"1266"
161,"2020"
162,"2795"
163,"3447"
164,"3934"
165,"3974"
166,"3561"
167,"2696"
168,"2018"
169,"1249"
170,"767"
171,"470"
172,"314"
173,"341"
174,"360"
175,"465"
176,"608"
177,"663"
178,"802"
179,"850"
180,"947"
181,"915"
182,"942"
183,"893"
184,"780"
185,"690"
186,"572"
187,"438"
188,"326"
189,"268"
190,"226"
191,"200"
192,"171"
193,"186"
194,"180"
195,"199"
196,"221"
197,"256"
198,"269"
199,"285"
200,"282"
201,"260"
202,"248"
203,"254"
204,"208"
205,"202"
206,"186"
207,"205"
208,"193"
209,"241"
210,"196"
211,"206"
212,"221"
213,"215"
214,"222"
215,"229"
216,"235"
217,"238"
218,"294"
219,"330"
220,"448"
221,"519"
222,"565"
223,"682"
224,"686"
225,"613"
226,"618"
227,"527"
228,"410"
229,"361"
230,"331"
231,"316"
232,"272"
233,"286"
234,"276"
235,"319"
236,"285"
237,"290"
238,"319"
239,"345"
240,"362"
241,"359"
242,"365"
243,"381"
244,"389"
245,"388"
246,"385"
247,"372"
248,"352"
249,"314"
250,"313"
251,"330"
252,"361"
253,"316"
254,"332"
255,"316"
256,"332"
257,"319"
