Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-4B 3phi 0"
Duration Time,60.034
Ambient Temperature,"100.8"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"742180"
Raw Accumulated Counts,"770286"
Valid Count Last Packet,"11685"
Raw Count Last Packet,"12148"
Live Time,58.218994
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.0892
Number of Channels,2048
Vacuum,764
Channel#,Intensity
0,"1804"
1,"1468"
2,"967"
3,"535"
4,"209"
5,"71"
6,"19"
7,"8"
8,"0"
9,"0"
10,"0"
11,"1"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"6"
22,"20"
23,"90"
24,"159"
25,"189"
26,"175"
27,"175"
28,"178"
29,"160"
30,"168"
31,"164"
32,"183"
33,"177"
34,"163"
35,"157"
36,"184"
37,"158"
38,"149"
39,"171"
40,"174"
41,"145"
42,"166"
43,"137"
44,"172"
45,"161"
46,"163"
47,"191"
48,"176"
49,"151"
50,"168"
51,"151"
52,"152"
53,"148"
54,"129"
55,"154"
56,"148"
57,"159"
58,"153"
59,"153"
60,"152"
61,"170"
62,"136"
63,"131"
64,"149"
65,"130"
66,"131"
67,"122"
68,"140"
69,"158"
70,"182"
71,"192"
72,"205"
73,"266"
74,"280"
75,"250"
76,"202"
77,"234"
78,"172"
79,"197"
80,"193"
81,"289"
82,"408"
83,"595"
84,"923"
85,"1226"
86,"1375"
87,"1224"
88,"1082"
89,"783"
90,"525"
91,"362"
92,"257"
93,"177"
94,"157"
95,"173"
96,"131"
97,"129"
98,"152"
99,"117"
100,"124"
101,"115"
102,"138"
103,"122"
104,"118"
105,"118"
106,"130"
107,"141"
108,"139"
109,"129"
110,"134"
111,"164"
112,"184"
113,"182"
114,"227"
115,"240"
116,"217"
117,"229"
118,"195"
119,"232"
120,"194"
121,"170"
122,"211"
123,"197"
124,"188"
125,"244"
126,"271"
127,"369"
128,"468"
129,"766"
130,"988"
131,"1339"
132,"1660"
133,"1929"
134,"1959"
135,"1853"
136,"1686"
137,"1412"
138,"1313"
139,"1253"
140,"1365"
141,"1376"
142,"1435"
143,"1528"
144,"1626"
145,"1712"
146,"1746"
147,"1696"
148,"1518"
149,"1319"
150,"1015"
151,"654"
152,"477"
153,"383"
154,"363"
155,"317"
156,"371"
157,"451"
158,"643"
159,"872"
160,"1253"
161,"1935"
162,"2655"
163,"3328"
164,"3834"
165,"3840"
166,"3373"
167,"2711"
168,"1887"
169,"1220"
170,"727"
171,"424"
172,"286"
173,"298"
174,"358"
175,"448"
176,"593"
177,"697"
178,"856"
179,"1008"
180,"990"
181,"1027"
182,"1003"
183,"1000"
184,"921"
185,"768"
186,"645"
187,"492"
188,"370"
189,"262"
190,"220"
191,"192"
192,"194"
193,"200"
194,"229"
195,"233"
196,"250"
197,"260"
198,"298"
199,"319"
200,"276"
201,"261"
202,"279"
203,"250"
204,"213"
205,"213"
206,"230"
207,"219"
208,"222"
209,"224"
210,"196"
211,"183"
212,"218"
213,"229"
214,"225"
215,"189"
216,"241"
217,"245"
218,"279"
219,"364"
220,"386"
221,"456"
222,"543"
223,"559"
224,"630"
225,"574"
226,"569"
227,"537"
228,"438"
229,"432"
230,"353"
231,"365"
232,"328"
233,"297"
234,"296"
235,"317"
236,"320"
237,"295"
238,"319"
239,"304"
240,"300"
241,"310"
242,"320"
243,"369"
244,"384"
245,"375"
246,"382"
247,"351"
248,"335"
249,"346"
250,"346"
251,"331"
252,"325"
253,"334"
254,"331"
255,"341"
256,"351"
257,"351"
258,"341"
259,"355"
260,"342"
261,"321"
262,"345"
263,"375"
264,"318"
265,"340"
266,"402"
267,"400"
268,"396"
269,"375"
270,"394"
271,"380"
272,"381"
273,"438"
274,"414"
275,"407"
276,"356"
277,"371"
278,"354"
279,"414"
280,"390"
281,"368"
282,"375"
283,"388"
284,"401"
285,"426"
286,"400"
287,"452"
288,"472"
289,"443"
290,"482"
291,"506"
292,"541"
293,"560"
294,"531"
295,"495"
296,"485"
297,"472"
298,"433"
299,"408"
300,"416"
301,"451"
302,"458"
303,"465"
304,"515"
305,"476"
306,"534"
307,"539"
308,"620"
309,"716"
310,"938"
311,"1336"
312,"2023"
313,"2986"
314,"3986"
315,"5319"
316,"6375"
317,"7157"
318,"7314"
319,"6991"
320,"6035"
321,"4862"
322,"3725"
323,"2487"
324,"1771"
325,"1152"
326,"864"
327,"696"
328,"581"
329,"523"
330,"515"
331,"508"
332,"507"
333,"523"
334,"495"
335,"495"
336,"528"
337,"544"
338,"531"
339,"521"
340,"543"
341,"604"
342,"625"
343,"660"
344,"783"
345,"852"
346,"1022"
347,"1155"
348,"1356"
349,"1453"
350,"1564"
351,"1575"
352,"1451"
353,"1381"
354,"1216"
355,"1080"
356,"938"
357,"809"
358,"819"
359,"787"
360,"773"
361,"796"
362,"898"
363,"917"
364,"954"
365,"1027"
366,"1103"
367,"1163"
368,"1278"
369,"1371"
370,"1492"
371,"1452"
372,"1388"
373,"1204"
374,"1129"
375,"985"
376,"793"
377,"716"
378,"572"
379,"577"
380,"517"
381,"480"
382,"455"
383,"496"
384,"490"
385,"471"
386,"480"
387,"497"
388,"505"
389,"478"
390,"508"
391,"551"
392,"518"
393,"532"
394,"577"
395,"594"
396,"638"
397,"720"
398,"708"
399,"760"
400,"758"
401,"766"
402,"672"
403,"706"
404,"643"
405,"625"
406,"597"
407,"676"
408,"658"
409,"612"
410,"596"
411,"646"
412,"604"
413,"609"
414,"590"
415,"546"
416,"562"
417,"523"
418,"531"
419,"511"
420,"505"
421,"563"
422,"503"
423,"532"
424,"471"
425,"552"
426,"551"
427,"547"
428,"597"
429,"668"
430,"621"
431,"557"
432,"666"
433,"577"
434,"558"
435,"546"
436,"526"
437,"560"
