Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L2-4D 1phi 1"
624,"389"
625,"370"
626,"378"
627,"392"
628,"393"
629,"390"
630,"389"
631,"369"
632,"405"
633,"356"
634,"335"
635,"395"
636,"405"
637,"371"
638,"368"
639,"385"
640,"397"
641,"380"
642,"401"
643,"383"
644,"377"
645,"372"
646,"396"
647,"393"
648,"383"
649,"380"
650,"347"
651,"373"
652,"374"
653,"387"
654,"384"
655,"471"
656,"487"
657,"535"
658,"584"
659,"629"
660,"744"
661,"770"
662,"929"
663,"995"
664,"1065"
665,"1050"
666,"1071"
667,"939"
668,"934"
669,"854"
670,"768"
671,"619"
672,"601"
673,"517"
674,"450"
675,"419"
676,"423"
677,"386"
678,"400"
679,"374"
680,"340"
681,"337"
682,"327"
683,"360"
684,"332"
685,"359"
686,"352"
687,"358"
688,"349"
689,"347"
690,"331"
691,"358"
692,"330"
693,"362"
694,"331"
695,"372"
696,"375"
697,"382"
698,"399"
699,"398"
700,"436"
701,"440"
702,"461"
703,"430"
704,"475"
705,"420"
706,"416"
707,"441"
708,"387"
709,"426"
710,"370"
711,"375"
712,"359"
713,"313"
714,"347"
715,"310"
716,"355"
717,"329"
718,"325"
719,"359"
720,"312"
721,"310"
722,"313"
723,"307"
724,"308"
725,"290"
726,"296"
727,"312"
728,"310"
729,"321"
730,"335"
731,"307"
732,"336"
733,"307"
734,"333"
735,"329"
736,"356"
737,"399"
738,"374"
739,"384"
740,"381"
741,"403"
742,"402"
743,"419"
744,"410"
745,"398"
746,"437"
747,"426"
748,"385"
749,"352"
750,"383"
751,"328"
752,"345"
753,"335"
754,"318"
755,"312"
756,"273"
757,"329"
758,"302"
759,"291"
760,"318"
761,"298"
762,"276"
763,"269"
764,"315"
765,"312"
766,"282"
767,"295"
768,"293"
769,"311"
770,"287"
771,"337"
772,"278"
773,"281"
774,"299"
775,"344"
776,"328"
777,"343"
778,"352"
779,"343"
780,"404"
781,"415"
782,"438"
783,"400"
784,"392"
785,"404"
786,"403"
787,"349"
788,"356"
789,"326"
790,"333"
791,"350"
792,"334"
793,"316"
794,"324"
795,"317"
796,"285"
797,"279"
798,"288"
799,"269"
800,"269"
801,"288"
802,"280"
803,"289"
804,"286"
805,"276"
806,"253"
807,"290"
808,"264"
809,"263"
810,"307"
811,"315"
812,"301"
813,"308"
814,"247"
815,"288"
816,"296"
817,"278"
818,"294"
819,"305"
820,"318"
821,"301"
822,"320"
823,"323"
824,"320"
825,"310"
826,"337"
827,"340"
828,"285"
829,"322"
830,"283"
831,"291"
832,"270"
833,"292"
834,"265"
835,"312"
836,"282"
837,"246"
838,"270"
839,"281"
840,"280"
841,"279"
842,"258"
843,"251"
844,"275"
845,"249"
846,"234"
847,"260"
848,"239"
849,"253"
850,"271"
851,"255"
852,"239"
853,"285"
854,"248"
855,"240"
856,"268"
857,"277"
858,"287"
859,"261"
860,"269"
861,"294"
862,"244"
863,"234"
864,"243"
865,"265"
866,"284"
867,"255"
868,"293"
869,"268"
870,"285"
871,"281"
872,"273"
873,"279"
874,"307"
875,"284"
876,"295"
877,"291"
878,"293"
879,"289"
880,"293"
881,"308"
882,"288"
883,"301"
884,"264"
885,"302"
886,"276"
887,"297"
888,"284"
889,"291"
890,"286"
891,"273"
892,"297"
893,"302"
894,"260"
895,"300"
896,"298"
897,"314"
898,"315"
899,"311"
900,"296"
901,"301"
902,"322"
903,"351"
904,"316"
905,"323"
906,"363"
907,"347"
908,"351"
909,"363"
910,"347"
911,"373"
912,"387"
913,"371"
914,"413"
915,"465"
916,"433"
917,"450"
918,"524"
919,"502"
920,"499"
921,"557"
922,"579"
923,"645"
924,"659"
925,"651"
926,"682"
927,"749"
928,"775"
929,"790"
930,"759"
931,"781"
932,"831"
933,"845"
934,"871"
935,"834"
936,"849"
937,"893"
938,"814"
939,"866"
940,"826"
941,"823"
942,"884"
943,"817"
944,"851"
945,"786"
946,"773"
947,"801"
948,"730"
949,"741"
950,"690"
951,"693"
952,"679"
953,"569"
954,"631"
955,"572"
956,"595"
957,"556"
958,"505"
959,"526"
960,"466"
961,"436"
962,"425"
963,"431"
964,"384"
965,"398"
966,"382"
967,"362"
968,"344"
969,"343"
970,"307"
971,"298"
972,"322"
973,"298"
974,"310"
975,"280"
976,"256"
977,"245"
978,"267"
979,"257"
980,"239"
981,"263"
982,"239"
983,"234"
984,"234"
985,"230"
986,"255"
987,"233"
988,"234"
989,"255"
990,"254"
991,"256"
992,"289"
993,"291"
994,"332"
995,"378"
996,"304"
997,"422"
998,"457"
999,"449"
1000,"476"
1001,"478"
1002,"470"
1003,"518"
1004,"515"
1005,"469"
1006,"483"
1007,"447"
1008,"394"
1009,"409"
1010,"349"
1011,"354"
1012,"264"
1013,"257"
1014,"249"
1015,"231"
1016,"257"
1017,"230"
1018,"213"
1019,"221"
1020,"188"
1021,"207"
1022,"217"
1023,"194"
1024,"208"
1025,"202"
1026,"225"
1027,"195"
1028,"198"
1029,"216"
1030,"206"
1031,"224"
1032,"259"
1033,"230"
1034,"226"
1035,"277"
1036,"259"
1037,"271"
1038,"241"
1039,"255"
1040,"283"
1041,"310"
1042,"307"
1043,"311"
1044,"340"
1045,"384"
1046,"370"
1047,"349"
1048,"330"
1049,"368"
1050,"368"
1051,"344"
1052,"371"
1053,"357"
1054,"345"
1055,"323"
1056,"338"
1057,"315"
1058,"323"
1059,"246"
1060,"265"
1061,"308"
1062,"267"
1063,"235"
1064,"243"
1065,"223"
1066,"216"
1067,"241"
1068,"243"
1069,"225"
1070,"227"
1071,"223"
1072,"184"
1073,"188"
1074,"196"
1075,"188"
1076,"161"
1077,"170"
1078,"193"
1079,"161"
1080,"193"
1081,"189"
1082,"168"
1083,"156"
1084,"161"
1085,"164"
1086,"168"
1087,"172"
1088,"163"
1089,"158"
1090,"141"
1091,"161"
1092,"156"
1093,"136"
1094,"161"
1095,"139"
1096,"156"
1097,"129"
1098,"143"
1099,"140"
1100,"108"
1101,"146"
1102,"137"
1103,"142"
1104,"149"
1105,"123"
1106,"129"
1107,"144"
1108,"118"
1109,"146"
1110,"122"
1111,"137"
1112,"127"
1113,"120"
1114,"147"
1115,"135"
1116,"122"
1117,"126"
1118,"124"
1119,"125"
1120,"116"
1121,"138"
1122,"145"
1123,"153"
1124,"161"
1125,"150"
1126,"164"
1127,"174"
1128,"129"
1129,"175"
1130,"161"
1131,"175"
1132,"173"
1133,"156"
1134,"165"
1135,"125"
1136,"125"
1137,"121"
1138,"147"
1139,"128"
1140,"144"
1141,"144"
1142,"126"
1143,"162"
1144,"105"
1145,"129"
1146,"135"
1147,"127"
1148,"129"
1149,"122"
1150,"132"
1151,"159"
1152,"141"
1153,"139"
1154,"121"
1155,"132"
1156,"165"
1157,"125"
1158,"155"
1159,"132"
1160,"102"
1161,"96"
1162,"92"
1163,"106"
1164,"113"
1165,"109"
1166,"101"
1167,"117"
1168,"103"
1169,"107"
1170,"111"
1171,"116"
1172,"109"
1173,"102"
1174,"107"
1175,"125"
1176,"93"
1177,"96"
1178,"126"
1179,"138"
1180,"116"
1181,"119"
1182,"118"
1183,"118"
1184,"116"
1185,"139"
1186,"123"
1187,"118"
1188,"107"
1189,"86"
1190,"108"
1191,"96"
1192,"128"
1193,"100"
1194,"96"
1195,"92"
1196,"88"
1197,"115"
1198,"97"
1199,"98"
1200,"92"
1201,"114"
1202,"94"
1203,"103"
1204,"95"
1205,"93"
1206,"84"
1207,"86"
1208,"78"
1209,"90"
1210,"101"
1211,"113"
1212,"99"
1213,"93"
1214,"94"
1215,"96"
1216,"100"
1217,"75"
1218,"80"
1219,"93"
1220,"88"
1221,"102"
1222,"96"
1223,"86"
1224,"89"
1225,"91"
1226,"88"
1227,"80"
1228,"88"
1229,"80"
1230,"71"
1231,"88"
1232,"91"
1233,"91"
1234,"76"
1235,"86"
1236,"93"
1237,"91"
1238,"94"
1239,"96"
1240,"85"
1241,"74"
1242,"87"
1243,"96"
1244,"88"
1245,"85"
1246,"103"
1247,"107"
1248,"95"
1249,"85"
1250,"96"
1251,"83"
1252,"108"
1253,"102"
1254,"119"
1255,"104"
1256,"89"
1257,"79"
1258,"83"
1259,"106"
1260,"75"
1261,"107"
1262,"95"
1263,"82"
1264,"78"
1265,"86"
1266,"86"
1267,"82"
1268,"79"
1269,"83"
1270,"96"
1271,"81"
1272,"84"
1273,"86"
1274,"86"
1275,"65"
1276,"77"
1277,"81"
1278,"78"
1279,"83"
1280,"64"
1281,"79"
1282,"80"
1283,"79"
1284,"90"
1285,"68"
1286,"75"
1287,"75"
1288,"77"
1289,"74"
1290,"86"
1291,"61"
1292,"75"
1293,"73"
1294,"85"
1295,"71"
1296,"70"
1297,"66"
1298,"73"
1299,"58"
1300,"77"
1301,"62"
1302,"89"
1303,"66"
1304,"71"
1305,"80"
1306,"63"
1307,"67"
1308,"67"
1309,"74"
1310,"71"
1311,"63"
1312,"67"
1313,"80"
1314,"68"
1315,"71"
1316,"70"
1317,"79"
1318,"59"
1319,"64"
1320,"63"
1321,"55"
1322,"72"
1323,"67"
1324,"60"
1325,"68"
1326,"59"
1327,"69"
1328,"60"
1329,"59"
1330,"65"
1331,"62"
1332,"58"
1333,"60"
1334,"52"
1335,"64"
1336,"72"
1337,"54"
1338,"65"
1339,"51"
1340,"62"
1341,"53"
1342,"84"
1343,"59"
1344,"61"
1345,"72"
1346,"59"
1347,"63"
1348,"51"
1349,"45"
1350,"40"
1351,"66"
1352,"57"
1353,"51"
1354,"59"
1355,"55"
1356,"50"
1357,"55"
1358,"52"
1359,"62"
1360,"59"
1361,"62"
1362,"66"
1363,"56"
1364,"67"
1365,"62"
1366,"58"
1367,"59"
1368,"55"
1369,"50"
1370,"50"
1371,"55"
1372,"48"
1373,"52"
1374,"62"
1375,"55"
1376,"52"
1377,"55"
1378,"48"
1379,"53"
1380,"55"
1381,"42"
1382,"40"
1383,"60"
1384,"35"
1385,"48"
1386,"47"
1387,"67"
1388,"47"
1389,"51"
1390,"58"
1391,"53"
1392,"52"
1393,"46"
1394,"52"
1395,"44"
1396,"34"
1397,"47"
1398,"59"
1399,"36"
1400,"64"
1401,"49"
1402,"46"
1403,"48"
1404,"55"
1405,"44"
1406,"33"
1407,"46"
1408,"47"
1409,"46"
1410,"53"
1411,"42"
1412,"43"
1413,"38"
1414,"44"
1415,"41"
1416,"46"
1417,"44"
1418,"45"
1419,"55"
1420,"40"
1421,"35"
1422,"42"
1423,"50"
1424,"39"
1425,"62"
1426,"39"
1427,"50"
1428,"46"
1429,"36"
1430,"41"
1431,"44"
1432,"48"
1433,"45"
1434,"45"
1435,"57"
1436,"56"
1437,"40"
1438,"42"
1439,"37"
1440,"45"
1441,"39"
1442,"42"
1443,"35"
1444,"40"
1445,"43"
1446,"51"
1447,"42"
1448,"41"
1449,"39"
1450,"36"
1451,"38"
1452,"27"
1453,"44"
1454,"45"
1455,"42"
1456,"32"
1457,"41"
1458,"32"
1459,"32"
1460,"33"
1461,"31"
1462,"36"
1463,"30"
1464,"40"
1465,"29"
1466,"34"
1467,"42"
1468,"27"
1469,"29"
1470,"30"
1471,"27"
1472,"31"
1473,"31"
1474,"42"
1475,"33"
1476,"32"
1477,"32"
1478,"26"
1479,"31"
1480,"37"
1481,"33"
1482,"44"
1483,"39"
1484,"35"
1485,"33"
1486,"32"
1487,"33"
1488,"23"
1489,"33"
1490,"39"
1491,"40"
1492,"30"
1493,"37"
1494,"27"
1495,"33"
1496,"31"
1497,"34"
1498,"28"
1499,"41"
1500,"37"
1501,"33"
1502,"34"
1503,"32"
1504,"31"
1505,"27"
1506,"29"
1507,"28"
1508,"27"
1509,"26"
1510,"21"
1511,"32"
1512,"29"
1513,"22"
1514,"25"
1515,"28"
1516,"37"
1517,"25"
1518,"30"
1519,"33"
1520,"25"
1521,"29"
1522,"35"
1523,"22"
1524,"17"
1525,"17"
1526,"31"
1527,"32"
1528,"20"
1529,"30"
1530,"20"
1531,"23"
1532,"28"
1533,"29"
1534,"27"
1535,"22"
1536,"31"
1537,"25"
1538,"23"
1539,"27"
1540,"20"
1541,"30"
1542,"20"
1543,"31"
1544,"26"
1545,"21"
1546,"18"
1547,"24"
1548,"23"
1549,"34"
1550,"19"
1551,"23"
1552,"23"
1553,"22"
1554,"23"
1555,"17"
1556,"25"
1557,"25"
1558,"20"
1559,"15"
1560,"27"
1561,"24"
1562,"32"
1563,"25"
1564,"23"
1565,"22"
1566,"20"
1567,"25"
1568,"17"
1569,"17"
1570,"26"
1571,"18"
1572,"18"
1573,"21"
1574,"13"
1575,"18"
1576,"14"
1577,"20"
1578,"17"
1579,"15"
1580,"19"
1581,"29"
1582,"18"
1583,"12"
1584,"17"
1585,"13"
1586,"16"
1587,"22"
1588,"20"
1589,"21"
1590,"14"
1591,"20"
1592,"17"
1593,"15"
1594,"18"
1595,"15"
1596,"18"
1597,"8"
1598,"24"
1599,"13"
1600,"21"
1601,"22"
1602,"24"
1603,"16"
1604,"21"
1605,"14"
1606,"18"
1607,"11"
1608,"13"
1609,"13"
1610,"16"
1611,"16"
1612,"16"
1613,"19"
1614,"12"
1615,"12"
1616,"20"
1617,"12"
1618,"20"
1619,"9"
1620,"13"
1621,"12"
1622,"10"
1623,"11"
1624,"16"
1625,"13"
1626,"7"
1627,"14"
1628,"18"
1629,"11"
1630,"11"
1631,"7"
1632,"14"
1633,"9"
1634,"11"
1635,"7"
1636,"7"
1637,"12"
1638,"5"
1639,"17"
1640,"9"
1641,"12"
1642,"10"
1643,"10"
1644,"9"
1645,"10"
1646,"14"
1647,"10"
1648,"7"
1649,"10"
1650,"5"
1651,"7"
1652,"4"
1653,"14"
1654,"9"
1655,"9"
1656,"2"
1657,"6"
1658,"9"
1659,"9"
1660,"7"
1661,"10"
1662,"9"
1663,"4"
1664,"6"
1665,"6"
1666,"6"
1667,"9"
1668,"7"
1669,"8"
1670,"5"
1671,"8"
1672,"8"
1673,"8"
1674,"10"
1675,"3"
1676,"9"
1677,"8"
1678,"5"
1679,"6"
1680,"8"
1681,"7"
1682,"6"
1683,"5"
1684,"6"
1685,"5"
1686,"6"
1687,"8"
1688,"3"
1689,"8"
1690,"6"
1691,"7"
1692,"7"
1693,"9"
1694,"4"
1695,"8"
1696,"6"
1697,"2"
1698,"5"
1699,"9"
1700,"4"
1701,"8"
1702,"7"
1703,"3"
1704,"5"
1705,"3"
1706,"3"
1707,"5"
1708,"5"
1709,"4"
1710,"4"
1711,"3"
1712,"1"
1713,"7"
1714,"7"
1715,"2"
1716,"6"
1717,"3"
1718,"1"
1719,"3"
1720,"4"
1721,"3"
1722,"6"
1723,"4"
1724,"3"
1725,"3"
1726,"6"
1727,"2"
1728,"1"
1729,"2"
1730,"2"
1731,"2"
1732,"2"
1733,"2"
1734,"2"
1735,"0"
1736,"3"
1737,"0"
1738,"1"
1739,"2"
1740,"1"
1741,"3"
1742,"4"
1743,"1"
1744,"5"
1745,"0"
1746,"1"
1747,"4"
1748,"1"
1749,"1"
1750,"6"
1751,"1"
1752,"0"
1753,"0"
1754,"1"
1755,"1"
1756,"2"
1757,"1"
1758,"2"
1759,"1"
1760,"0"
1761,"0"
1762,"1"
1763,"0"
1764,"1"
1765,"1"
1766,"1"
1767,"1"
1768,"0"
1769,"0"
1770,"1"
1771,"1"
1772,"1"
1773,"0"
1774,"2"
1775,"1"
1776,"1"
1777,"2"
1778,"2"
1779,"0"
1780,"0"
1781,"2"
1782,"0"
1783,"2"
1784,"0"
1785,"2"
1786,"1"
1787,"3"
1788,"1"
1789,"0"
1790,"2"
1791,"1"
1792,"1"
1793,"0"
1794,"1"
1795,"0"
1796,"2"
1797,"0"
1798,"0"
1799,"1"
1800,"0"
1801,"0"
1802,"0"
1803,"0"
1804,"0"
1805,"1"
1806,"1"
1807,"2"
1808,"0"
1809,"0"
1810,"1"
1811,"0"
1812,"0"
1813,"1"
1814,"0"
1815,"1"
1816,"0"
1817,"1"
1818,"1"
1819,"0"
1820,"0"
1821,"0"
1822,"0"
1823,"2"
1824,"0"
1825,"1"
1826,"2"
1827,"0"
1828,"1"
1829,"0"
1830,"1"
1831,"0"
1832,"3"
1833,"0"
1834,"1"
1835,"1"
1836,"0"
1837,"2"
1838,"0"
1839,"0"
1840,"0"
1841,"1"
1842,"0"
1843,"1"
1844,"0"
1845,"0"
1846,"0"
1847,"0"
1848,"1"
1849,"0"
1850,"1"
1851,"1"
1852,"1"
1853,"0"
1854,"0"
1855,"0"
1856,"0"
1857,"0"
1858,"0"
1859,"0"
1860,"0"
1861,"0"
1862,"1"
1863,"0"
1864,"0"
1865,"0"
1866,"0"
1867,"0"
1868,"1"
1869,"0"
1870,"0"
1871,"0"
1872,"0"
1873,"0"
1874,"0"
1875,"0"
1876,"0"
1877,"0"
1878,"0"
1879,"0"
1880,"0"
1881,"0"
1882,"0"
1883,"1"
1884,"0"
1885,"1"
1886,"0"
1887,"0"
1888,"0"
1889,"0"
1890,"0"
1891,"0"
1892,"0"
1893,"0"
1894,"0"
1895,"0"
1896,"0"
1897,"0"
1898,"0"
1899,"1"
1900,"0"
1901,"0"
1902,"0"
1903,"0"
1904,"0"
1905,"0"
1906,"0"
1907,"1"
1908,"0"
1909,"0"
1910,"1"
1911,"0"
1912,"0"
1913,"0"
1914,"0"
1915,"0"
1916,"0"
1917,"0"
1918,"0"
1919,"0"
1920,"0"
1921,"0"
1922,"0"
1923,"0"
1924,"1"
1925,"0"
1926,"0"
1927,"0"
1928,"0"
1929,"0"
1930,"0"
1931,"0"
1932,"0"
1933,"0"
1934,"0"
1935,"0"
1936,"0"
1937,"0"
1938,"0"
1939,"0"
1940,"0"
1941,"0"
1942,"0"
1943,"0"
1944,"0"
1945,"0"
1946,"0"
1947,"0"
1948,"0"
1949,"0"
1950,"0"
1951,"0"
1952,"0"
1953,"0"
1954,"1"
1955,"0"
1956,"0"
1957,"0"
1958,"0"
1959,"0"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"0"
1967,"0"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"0"
1992,"0"
1993,"0"
1994,"2"
1995,"0"
1996,"0"
1997,"0"
1998,"0"
1999,"0"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"1"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"2"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"1"
2047,"0"


