Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-4C 0phi 0"
Duration Time,60.097
Ambient Temperature,"100.5"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"656457"
Raw Accumulated Counts,"678845"
Valid Count Last Packet,"10204"
Raw Count Last Packet,"10540"
Live Time,58.483013
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.085
Number of Channels,2048
Vacuum,754
Channel#,Intensity
0,"1768"
1,"1487"
2,"960"
3,"549"
4,"176"
5,"76"
6,"17"
7,"1"
8,"1"
9,"1"
10,"1"
11,"1"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"1"
21,"1"
22,"26"
23,"98"
24,"180"
25,"180"
26,"169"
27,"164"
28,"188"
29,"172"
30,"185"
31,"162"
32,"140"
33,"168"
34,"160"
35,"171"
36,"136"
37,"140"
38,"160"
39,"162"
40,"135"
41,"133"
42,"151"
43,"150"
44,"184"
45,"170"
46,"160"
47,"167"
48,"139"
49,"162"
50,"143"
51,"173"
52,"162"
53,"144"
54,"134"
55,"137"
56,"142"
57,"154"
58,"131"
59,"157"
60,"150"
61,"148"
62,"152"
63,"152"
64,"127"
65,"114"
66,"124"
67,"121"
68,"134"
69,"141"
70,"175"
71,"183"
72,"210"
73,"229"
74,"251"
75,"242"
76,"245"
77,"226"
78,"252"
79,"216"
80,"226"
81,"284"
82,"469"
83,"720"
84,"1041"
85,"1335"
86,"1517"
87,"1453"
88,"1254"
89,"904"
90,"647"
91,"388"
92,"272"
93,"235"
94,"166"
95,"133"
96,"155"
97,"133"
98,"131"
99,"112"
100,"144"
101,"134"
102,"132"
103,"116"
104,"114"
105,"95"
106,"118"
107,"141"
108,"143"
109,"131"
110,"141"
111,"163"
112,"175"
113,"213"
114,"205"
115,"237"
116,"245"
117,"223"
118,"188"
119,"204"
120,"199"
121,"211"
122,"168"
123,"212"
124,"225"
125,"267"
126,"318"
127,"408"
128,"637"
129,"823"
130,"1166"
131,"1463"
132,"1845"
133,"2089"
134,"2076"
135,"2121"
136,"1730"
137,"1529"
138,"1361"
139,"1341"
140,"1383"
141,"1431"
142,"1436"
143,"1532"
144,"1585"
145,"1769"
146,"1740"
147,"1656"
148,"1520"
149,"1278"
150,"941"
151,"762"
152,"548"
153,"347"
154,"339"
155,"362"
156,"426"
157,"530"
158,"748"
159,"1130"
160,"1802"
161,"2702"
162,"3653"
163,"4705"
164,"5380"
165,"5266"
166,"4714"
167,"3695"
168,"2618"
169,"1698"
170,"991"
171,"543"
172,"375"
173,"372"
174,"448"
175,"629"
176,"733"
177,"915"
178,"996"
179,"1031"
180,"997"
181,"965"
182,"860"
183,"809"
184,"708"
185,"612"
186,"473"
187,"339"
188,"304"
189,"234"
190,"212"
191,"214"
192,"222"
193,"218"
194,"222"
195,"245"
196,"231"
197,"257"
198,"259"
199,"247"
200,"255"
201,"260"
202,"220"
203,"212"
204,"217"
205,"186"
206,"209"
207,"187"
208,"215"
209,"205"
210,"225"
211,"213"
212,"245"
213,"220"
214,"261"
215,"299"
216,"309"
217,"340"
218,"358"
219,"397"
220,"435"
221,"425"
222,"445"
223,"416"
224,"445"
225,"356"
226,"359"
227,"289"
228,"266"
229,"232"
230,"261"
231,"253"
232,"258"
233,"274"
234,"300"
235,"316"
236,"356"
237,"346"
238,"389"
239,"402"
240,"369"
241,"395"
242,"391"
243,"350"
244,"362"
245,"337"
246,"286"
247,"290"
248,"294"
249,"269"
250,"277"
251,"275"
252,"263"
253,"287"
254,"301"
255,"294"
256,"284"
257,"279"
258,"313"
259,"316"
260,"316"
261,"274"
262,"312"
263,"311"
264,"314"
265,"320"
266,"325"
267,"325"
268,"365"
269,"330"
270,"364"
271,"367"
272,"395"
273,"357"
274,"385"
275,"388"
276,"401"
277,"422"
278,"385"
279,"385"
280,"341"
281,"353"
282,"364"
283,"367"
284,"345"
285,"345"
286,"334"
287,"358"
288,"336"
289,"352"
290,"368"
291,"356"
292,"338"
293,"358"
294,"370"
295,"404"
296,"355"
297,"378"
298,"387"
299,"403"
300,"352"
301,"383"
302,"379"
303,"376"
304,"393"
305,"380"
306,"433"
307,"433"
308,"460"
309,"485"
310,"544"
311,"583"
312,"676"
313,"796"
314,"912"
315,"1003"
316,"1131"
317,"1213"
318,"1266"
319,"1158"
320,"1108"
321,"972"
322,"795"
323,"622"
324,"544"
325,"531"
326,"444"
327,"460"
328,"412"
329,"381"
330,"419"
331,"422"
332,"402"
333,"385"
334,"385"
335,"434"
336,"420"
337,"434"
338,"397"
