Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-2A -1phi 2"
Duration Time,60.161
Ambient Temperature,"96.9"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"593671"
Raw Accumulated Counts,"612833"
Valid Count Last Packet,"9390"
Raw Count Last Packet,"9645"
Live Time,58.702984
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.798
Number of Channels,2048
Vacuum,764
Channel#,Intensity
0,"1798"
1,"1506"
2,"940"
3,"528"
4,"211"
5,"62"
6,"26"
7,"4"
8,"0"
9,"1"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"1"
19,"0"
20,"1"
21,"5"
22,"36"
23,"71"
24,"135"
25,"166"
26,"145"
27,"143"
28,"149"
29,"145"
30,"128"
31,"173"
32,"143"
33,"149"
34,"138"
35,"136"
36,"144"
37,"114"
38,"127"
39,"125"
40,"120"
41,"150"
42,"127"
43,"106"
44,"128"
45,"117"
46,"143"
47,"160"
48,"125"
49,"173"
50,"140"
51,"117"
52,"146"
53,"109"
54,"144"
55,"126"
56,"112"
57,"145"
58,"129"
59,"149"
60,"143"
61,"124"
62,"137"
63,"116"
64,"122"
65,"104"
66,"104"
67,"95"
68,"131"
69,"128"
70,"166"
71,"150"
72,"151"
73,"205"
74,"211"
75,"170"
76,"180"
77,"174"
78,"143"
79,"173"
80,"181"
81,"205"
82,"291"
83,"403"
84,"614"
85,"775"
86,"803"
87,"756"
88,"653"
89,"510"
90,"341"
91,"236"
92,"196"
93,"143"
94,"106"
95,"105"
96,"140"
97,"119"
98,"107"
99,"116"
100,"122"
101,"124"
102,"86"
103,"104"
104,"100"
105,"91"
106,"111"
107,"139"
108,"101"
109,"126"
110,"123"
111,"143"
112,"157"
113,"192"
114,"227"
115,"241"
116,"233"
117,"232"
118,"211"
119,"166"
120,"192"
121,"192"
122,"195"
123,"193"
124,"205"
125,"205"
126,"275"
127,"362"
128,"508"
129,"713"
130,"1002"
131,"1354"
132,"1665"
133,"1891"
134,"1948"
135,"1953"
136,"1633"
137,"1515"
138,"1334"
139,"1283"
140,"1290"
141,"1395"
142,"1433"
143,"1563"
144,"1609"
145,"1735"
146,"1845"
147,"1787"
148,"1610"
149,"1318"
150,"1025"
151,"704"
152,"467"
153,"380"
154,"324"
155,"305"
156,"317"
157,"377"
158,"505"
159,"645"
160,"939"
161,"1361"
162,"1800"
163,"2210"
164,"2531"
165,"2517"
166,"2243"
167,"1851"
168,"1302"
169,"818"
170,"537"
171,"340"
172,"264"
173,"242"
174,"285"
175,"359"
176,"454"
177,"537"
178,"571"
179,"618"
180,"671"
181,"712"
182,"736"
183,"722"
184,"597"
185,"578"
186,"433"
187,"354"
188,"253"
189,"228"
190,"193"
191,"164"
192,"202"
193,"189"
194,"200"
195,"229"
196,"201"
197,"224"
198,"226"
199,"239"
200,"215"
201,"224"
202,"209"
203,"243"
204,"185"
205,"214"
206,"192"
207,"209"
208,"212"
209,"176"
210,"216"
211,"192"
212,"219"
213,"209"
214,"209"
215,"243"
216,"219"
217,"227"
218,"317"
219,"321"
220,"460"
221,"498"
222,"654"
223,"700"
224,"708"
225,"687"
226,"584"
227,"506"
228,"446"
229,"365"
230,"343"
231,"308"
232,"290"
233,"297"
234,"266"
235,"249"
236,"249"
237,"249"
238,"313"
239,"271"
240,"298"
241,"295"
242,"346"
243,"355"
244,"323"
245,"352"
246,"337"
247,"290"
248,"327"
249,"311"
250,"301"
251,"291"
252,"298"
253,"273"
254,"290"
255,"321"
256,"302"
257,"293"
258,"298"
259,"314"
260,"326"
261,"296"
262,"325"
263,"317"
264,"314"
265,"301"
266,"363"
267,"315"
268,"330"
269,"297"
270,"307"
271,"346"
272,"300"
273,"320"
274,"336"
275,"305"
276,"289"
277,"345"
278,"355"
279,"320"
280,"350"
281,"351"
282,"346"
283,"322"
284,"371"
285,"357"
286,"376"
287,"396"
288,"347"
289,"369"
290,"419"
291,"398"
292,"394"
293,"427"
294,"399"
295,"412"
296,"416"
297,"410"
298,"414"
299,"395"
300,"426"
301,"440"
302,"503"
303,"468"
304,"507"
305,"500"
306,"472"
307,"522"
308,"550"
309,"655"
310,"831"
311,"1169"
312,"1619"
313,"2363"
314,"3287"
315,"4112"
316,"4901"
317,"5532"
318,"5454"
319,"5073"
320,"4612"
321,"3582"
322,"2738"
323,"1862"
324,"1292"
325,"907"
326,"600"
327,"510"
328,"411"
329,"432"
330,"440"
331,"420"
332,"452"
333,"460"
334,"477"
335,"456"
336,"508"
337,"449"
338,"485"
339,"508"
340,"494"
341,"485"
342,"533"
343,"567"
344,"639"
345,"727"
346,"895"
347,"1003"
348,"1083"
349,"1153"
350,"1191"
351,"1226"
352,"1096"
