Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-4C 0phi 1"
Duration Time,60.034
Ambient Temperature,"97.2"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"698159"
Raw Accumulated Counts,"723280"
Valid Count Last Packet,"11174"
Raw Count Last Packet,"11567"
Live Time,58.340977
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.8007
Number of Channels,2048
Vacuum,764
Channel#,Intensity
0,"1761"
1,"1509"
2,"940"
3,"524"
4,"207"
5,"75"
6,"23"
7,"5"
8,"0"
9,"0"
10,"0"
11,"1"
12,"0"
13,"0"
14,"0"
15,"0"
16,"1"
17,"0"
18,"0"
19,"0"
20,"0"
21,"11"
22,"42"
23,"109"
24,"166"
25,"189"
26,"156"
27,"163"
28,"183"
29,"162"
30,"141"
31,"161"
32,"153"
33,"175"
34,"144"
35,"143"
36,"123"
37,"148"
38,"144"
39,"143"
40,"143"
41,"146"
42,"153"
43,"161"
44,"154"
45,"162"
46,"143"
47,"154"
48,"174"
49,"149"
50,"147"
51,"156"
52,"153"
53,"138"
54,"148"
55,"143"
56,"152"
57,"145"
58,"132"
59,"152"
60,"138"
61,"147"
62,"150"
63,"148"
64,"127"
65,"147"
66,"145"
67,"122"
68,"123"
69,"132"
70,"143"
71,"178"
72,"198"
73,"258"
74,"219"
75,"245"
76,"240"
77,"202"
78,"209"
79,"208"
80,"235"
81,"284"
82,"419"
83,"691"
84,"971"
85,"1242"
86,"1338"
87,"1223"
88,"1072"
89,"830"
90,"589"
91,"337"
92,"246"
93,"185"
94,"171"
95,"127"
96,"104"
97,"110"
98,"130"
99,"136"
100,"151"
101,"153"
102,"142"
103,"128"
104,"105"
105,"130"
106,"134"
107,"137"
108,"120"
109,"124"
110,"148"
111,"169"
112,"189"
113,"206"
114,"230"
115,"209"
116,"234"
117,"214"
118,"199"
119,"209"
120,"203"
121,"216"
122,"185"
123,"215"
124,"232"
125,"244"
126,"300"
127,"365"
128,"563"
129,"747"
130,"1035"
131,"1381"
132,"1718"
133,"1880"
134,"1977"
135,"1814"
136,"1569"
137,"1458"
138,"1333"
139,"1386"
140,"1297"
141,"1428"
142,"1446"
143,"1567"
144,"1584"
145,"1785"
146,"1796"
147,"1761"
148,"1560"
149,"1296"
150,"1000"
151,"671"
152,"467"
153,"388"
154,"345"
155,"354"
156,"358"
157,"451"
158,"620"
159,"925"
160,"1377"
161,"1978"
162,"2824"
163,"3313"
164,"3735"
165,"3758"
166,"3157"
167,"2537"
168,"1729"
169,"1150"
170,"709"
171,"401"
172,"329"
173,"331"
174,"389"
175,"489"
176,"585"
177,"708"
178,"746"
179,"778"
180,"769"
181,"704"
182,"706"
183,"613"
184,"511"
185,"454"
186,"389"
187,"307"
188,"270"
189,"249"
190,"186"
191,"175"
192,"182"
193,"209"
194,"195"
195,"219"
196,"207"
197,"212"
198,"248"
199,"238"
200,"260"
201,"245"
202,"213"
203,"204"
204,"228"
205,"217"
206,"202"
207,"202"
208,"218"
209,"225"
210,"212"
211,"223"
212,"233"
213,"210"
214,"242"
215,"221"
216,"266"
217,"286"
218,"335"
219,"444"
220,"575"
221,"732"
222,"888"
223,"927"
224,"975"
225,"851"
226,"791"
227,"631"
228,"514"
229,"465"
230,"357"
231,"344"
232,"344"
233,"333"
234,"316"
235,"338"
236,"336"
237,"321"
238,"336"
239,"337"
240,"336"
241,"369"
242,"383"
243,"371"
244,"390"
245,"389"
246,"369"
247,"375"
248,"316"
249,"340"
250,"302"
251,"300"
252,"298"
253,"308"
254,"286"
255,"284"
256,"303"
257,"302"
258,"295"
259,"306"
260,"316"
261,"258"
262,"302"
263,"310"
264,"290"
265,"316"
266,"317"
267,"336"
268,"321"
269,"325"
270,"337"
271,"373"
272,"343"
273,"380"
274,"390"
275,"331"
276,"384"
277,"348"
278,"346"
279,"379"
280,"388"
281,"364"
282,"406"
283,"452"
284,"453"
285,"424"
286,"478"
287,"504"
288,"539"
289,"537"
290,"587"
291,"538"
292,"561"
293,"544"
294,"537"
295,"510"
296,"493"
297,"491"
298,"459"
299,"437"
300,"487"
301,"465"
302,"447"
303,"457"
304,"429"
305,"485"
306,"521"
307,"549"
308,"614"
309,"740"
310,"972"
311,"1433"
312,"2149"
313,"3011"
314,"4240"
315,"5243"
316,"6276"
317,"6740"
318,"7058"
319,"6302"
320,"5449"
321,"4437"
322,"3123"
323,"2231"
324,"1513"
325,"1090"
326,"774"
327,"562"
328,"563"
329,"536"
330,"516"
331,"470"
332,"506"
333,"473"
334,"459"
335,"470"
336,"449"
337,"452"
338,"472"
339,"464"
340,"537"
341,"546"
342,"572"
343,"627"
344,"718"
345,"798"
346,"925"
347,"1146"
348,"1302"
349,"1345"
350,"1466"
351,"1384"
352,"1351"
353,"1194"
354,"974"
355,"916"
356,"834"
357,"786"
358,"753"
359,"746"
360,"759"
361,"765"
362,"812"
363,"841"
364,"927"
365,"985"
366,"1036"
367,"1094"
368,"1241"
369,"1327"
370,"1385"
371,"1341"
372,"1275"
373,"1240"
374,"984"
375,"893"
376,"695"
377,"628"
378,"552"
379,"490"
380,"441"
381,"416"
382,"432"
383,"401"
384,"426"
385,"423"
386,"458"
387,"403"
388,"437"
389,"399"
390,"452"
391,"451"
392,"478"
393,"526"
394,"575"
395,"583"
396,"629"
397,"662"
398,"686"
399,"709"
400,"720"
401,"652"
402,"631"
403,"584"
404,"608"
405,"590"
406,"562"
407,"546"
408,"553"
409,"524"
410,"566"
411,"531"
412,"555"
413,"532"
414,"493"
415,"471"
416,"439"
417,"455"
418,"487"
419,"474"
420,"456"
421,"478"
422,"520"
423,"491"
424,"499"
425,"511"
426,"520"
427,"563"
428,"523"
429,"543"
430,"507"
431,"472"
432,"454"
433,"487"
434,"438"
435,"446"
436,"450"
437,"441"
438,"451"
439,"420"
440,"502"
441,"459"
442,"461"
443,"479"
444,"521"
445,"494"
446,"481"
447,"459"
448,"464"
449,"494"
450,"480"
451,"498"
452,"509"
453,"509"
454,"510"
455,"475"
456,"515"
457,"520"
458,"534"
459,"552"
460,"536"
461,"511"
462,"539"
463,"515"
464,"513"
465,"515"
466,"471"
467,"512"
468,"496"
469,"539"
470,"520"
471,"545"
472,"506"
473,"536"
474,"533"
475,"483"
476,"504"
477,"514"
478,"476"
479,"501"
480,"484"
481,"441"
482,"501"
483,"491"
484,"455"
485,"479"
486,"438"
487,"505"
488,"432"
489,"454"
490,"468"
491,"448"
492,"471"
493,"490"
494,"467"
495,"472"
496,"470"
497,"422"
498,"457"
499,"451"
500,"418"
501,"417"
502,"450"
503,"488"
504,"465"
505,"486"
506,"469"
507,"509"
508,"472"
509,"453"
510,"485"
511,"458"
512,"444"
513,"462"
514,"449"
515,"497"
516,"516"
517,"468"
518,"476"
519,"532"
520,"492"
521,"501"
522,"534"
523,"521"
524,"557"
525,"523"
526,"551"
527,"509"
528,"477"
529,"504"
530,"477"
531,"509"
532,"437"
533,"506"
534,"472"
535,"466"
536,"492"
537,"464"
538,"451"
539,"447"
540,"438"
541,"450"
542,"431"
543,"452"
544,"458"
545,"433"
546,"416"
547,"433"
548,"440"
549,"430"
550,"450"
551,"440"
552,"486"
553,"471"
554,"448"
555,"460"
556,"456"
557,"444"
558,"442"
559,"472"
560,"422"
561,"448"
562,"489"
563,"448"
564,"449"
565,"458"
566,"458"
567,"507"
568,"479"
569,"494"
570,"460"
571,"463"
572,"439"
573,"479"
574,"461"
575,"477"
576,"475"
577,"466"
578,"456"
579,"469"
580,"498"
581,"439"
582,"478"
583,"483"
