Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-4G -1phi 0"
631,"523"
632,"542"
633,"547"
634,"588"
635,"554"
636,"551"
637,"518"
638,"546"
639,"557"
640,"526"
641,"561"
642,"593"
643,"561"
644,"586"
645,"543"
646,"514"
647,"513"
648,"565"
649,"528"
650,"527"
651,"567"
652,"545"
653,"502"
654,"522"
655,"505"
656,"534"
657,"516"
658,"587"
659,"579"
660,"543"
661,"590"
662,"577"
663,"580"
664,"563"
665,"534"
666,"568"
667,"560"
668,"599"
669,"531"
670,"589"
671,"562"
672,"568"
673,"554"
674,"537"
675,"500"
676,"495"
677,"532"
678,"518"
679,"508"
680,"550"
681,"573"
682,"545"
683,"529"
684,"550"
685,"523"
686,"585"
687,"562"
688,"521"
689,"538"
690,"539"
691,"555"
692,"575"
693,"532"
694,"568"
695,"598"
696,"622"
697,"603"
698,"606"
699,"655"
700,"596"
701,"725"
702,"668"
703,"711"
704,"652"
705,"649"
706,"655"
707,"581"
708,"565"
709,"605"
710,"571"
711,"547"
712,"561"
713,"507"
714,"512"
715,"476"
716,"510"
717,"519"
718,"513"
719,"515"
720,"502"
721,"525"
722,"481"
723,"511"
724,"526"
725,"527"
726,"501"
727,"478"
728,"499"
729,"453"
730,"497"
731,"522"
732,"499"
733,"502"
734,"517"
735,"533"
736,"500"
737,"511"
738,"520"
739,"514"
740,"507"
741,"515"
742,"514"
743,"472"
744,"489"
745,"495"
746,"466"
747,"509"
748,"527"
749,"462"
750,"525"
751,"553"
752,"515"
753,"471"
754,"581"
755,"485"
756,"494"
757,"571"
758,"518"
759,"521"
760,"487"
761,"518"
762,"512"
763,"489"
764,"532"
765,"487"
766,"480"
767,"483"
768,"501"
769,"481"
770,"483"
771,"510"
772,"497"
773,"524"
774,"532"
775,"556"
776,"497"
777,"532"
778,"572"
779,"625"
780,"649"
781,"676"
782,"663"
783,"643"
784,"656"
785,"636"
786,"662"
787,"565"
788,"614"
789,"557"
790,"582"
791,"572"
792,"524"
793,"469"
794,"505"
795,"521"
796,"500"
797,"512"
798,"492"
799,"476"
800,"477"
801,"487"
802,"484"
803,"524"
804,"457"
805,"515"
806,"527"
807,"472"
808,"462"
809,"520"
810,"457"
811,"516"
812,"474"
813,"514"
814,"474"
815,"477"
816,"451"
817,"483"
818,"442"
819,"447"
820,"495"
821,"485"
822,"463"
823,"460"
824,"475"
825,"471"
826,"501"
827,"491"
828,"513"
829,"529"
830,"490"
831,"477"
832,"491"
833,"445"
834,"452"
835,"460"
836,"455"
837,"457"
838,"482"
839,"449"
840,"455"
841,"480"
842,"507"
843,"462"
844,"497"
845,"492"
846,"515"
847,"504"
848,"479"
849,"462"
850,"564"
851,"454"
852,"474"
853,"499"
854,"487"
855,"477"
856,"507"
857,"471"
858,"490"
859,"464"
860,"527"
861,"504"
862,"463"
863,"440"
864,"495"
865,"482"
866,"495"
867,"512"
868,"508"
869,"501"
870,"520"
871,"489"
872,"552"
873,"549"
874,"512"
875,"500"
876,"539"
877,"510"
878,"517"
879,"515"
880,"567"
881,"572"
882,"556"
883,"549"
884,"553"
885,"548"
886,"524"
887,"555"
888,"556"
889,"543"
890,"558"
891,"613"
892,"556"
893,"601"
894,"604"
895,"580"
896,"629"
897,"585"
898,"589"
899,"568"
900,"629"
901,"614"
902,"627"
903,"635"
904,"668"
905,"656"
906,"628"
907,"666"
908,"690"
909,"693"
910,"712"
911,"739"
912,"766"
913,"780"
914,"839"
915,"802"
916,"796"
917,"830"
918,"863"
919,"891"
920,"956"
921,"1027"
922,"1061"
923,"1052"
924,"1137"
925,"1181"
926,"1278"
927,"1162"
928,"1362"
929,"1311"
930,"1453"
931,"1523"
932,"1534"
933,"1551"
934,"1577"
935,"1629"
936,"1653"
937,"1693"
938,"1710"
939,"1768"
940,"1737"
941,"1738"
942,"1729"
943,"1781"
944,"1779"
945,"1780"
946,"1620"
947,"1624"
948,"1609"
949,"1545"
950,"1455"
951,"1373"
952,"1408"
953,"1380"
954,"1297"
955,"1236"
956,"1227"
957,"1143"
958,"1138"
959,"1048"
960,"1040"
961,"956"
962,"911"
963,"903"
964,"850"
965,"817"
966,"816"
967,"799"
968,"773"
969,"733"
970,"686"
971,"659"
972,"695"
973,"644"
974,"589"
975,"584"
976,"613"
977,"566"
978,"573"
979,"550"
980,"534"
981,"528"
982,"511"
983,"534"
984,"497"
985,"503"
986,"485"
987,"478"
988,"514"
989,"585"
990,"516"
991,"578"
992,"647"
993,"686"
994,"757"
995,"725"
996,"851"
997,"884"
998,"970"
999,"962"
1000,"1039"
1001,"1090"
1002,"1097"
1003,"1056"
1004,"1019"
1005,"953"
1006,"978"
1007,"957"
1008,"837"
1009,"704"
1010,"759"
1011,"660"
1012,"590"
1013,"537"
1014,"546"
1015,"459"
1016,"469"
1017,"452"
1018,"419"
1019,"460"
1020,"456"
1021,"440"
1022,"421"
1023,"450"
1024,"453"
1025,"434"
1026,"481"
1027,"464"
1028,"444"
1029,"462"
1030,"454"
1031,"457"
1032,"502"
1033,"459"
1034,"500"
1035,"511"
1036,"542"
1037,"509"
1038,"551"
1039,"593"
1040,"615"
1041,"654"
1042,"638"
1043,"693"
1044,"697"
1045,"725"
1046,"777"
1047,"795"
1048,"753"
1049,"847"
1050,"791"
1051,"831"
1052,"752"
1053,"770"
1054,"810"
1055,"755"
1056,"746"
1057,"756"
1058,"713"
1059,"653"
1060,"610"
1061,"618"
1062,"586"
1063,"555"
1064,"535"
1065,"540"
1066,"492"
1067,"483"
1068,"495"
1069,"464"
1070,"470"
1071,"482"
1072,"474"
1073,"486"
1074,"400"
1075,"468"
1076,"419"
1077,"442"
1078,"419"
1079,"400"
1080,"419"
1081,"401"
1082,"403"
1083,"388"
1084,"404"
1085,"312"
1086,"405"
1087,"377"
1088,"383"
1089,"362"
1090,"337"
1091,"342"
1092,"347"
1093,"362"
1094,"374"
1095,"323"
1096,"335"
1097,"322"
1098,"304"
1099,"321"
1100,"338"
1101,"302"
1102,"301"
1103,"297"
1104,"341"
1105,"319"
1106,"291"
1107,"308"
1108,"288"
1109,"316"
1110,"303"
1111,"301"
1112,"311"
1113,"286"
1114,"307"
1115,"289"
1116,"313"
1117,"278"
1118,"306"
1119,"335"
1120,"319"
1121,"334"
1122,"342"
1123,"320"
1124,"388"
1125,"380"
1126,"374"
1127,"374"
1128,"375"
1129,"410"
1130,"396"
1131,"351"
1132,"350"
1133,"303"
1134,"305"
1135,"352"
1136,"308"
1137,"335"
1138,"324"
1139,"310"
1140,"274"
1141,"256"
1142,"282"
1143,"266"
1144,"295"
1145,"269"
1146,"264"
1147,"287"
1148,"301"
1149,"282"
1150,"301"
1151,"298"
1152,"280"
1153,"298"
1154,"303"
1155,"297"
1156,"292"
1157,"295"
1158,"279"
1159,"292"
1160,"284"
1161,"272"
1162,"239"
1163,"201"
1164,"260"
1165,"273"
1166,"274"
1167,"269"
1168,"273"
1169,"270"
1170,"237"
1171,"272"
1172,"281"
1173,"233"
1174,"293"
1175,"252"
1176,"263"
1177,"241"
1178,"276"
1179,"286"
1180,"259"
1181,"301"
1182,"271"
1183,"297"
1184,"281"
1185,"292"
1186,"258"
1187,"263"
1188,"279"
1189,"280"
1190,"247"
1191,"254"
1192,"275"
1193,"267"
1194,"257"
1195,"234"
1196,"213"
1197,"224"
1198,"242"
1199,"241"
1200,"235"
1201,"243"
1202,"255"
1203,"220"
1204,"246"
1205,"220"
1206,"282"
1207,"236"
1208,"249"
1209,"245"
1210,"217"
1211,"255"
1212,"246"
1213,"231"
1214,"216"
1215,"234"
1216,"212"
1217,"243"
1218,"225"
1219,"223"
1220,"214"
1221,"233"
1222,"217"
1223,"226"
1224,"247"
1225,"243"
1226,"239"
1227,"219"
1228,"241"
1229,"218"
1230,"221"
1231,"223"
1232,"218"
1233,"209"
1234,"210"
1235,"259"
1236,"235"
1237,"221"
1238,"211"
1239,"227"
1240,"256"
1241,"225"
1242,"235"
1243,"198"
1244,"221"
1245,"222"
1246,"206"
1247,"245"
1248,"222"
1249,"219"
1250,"230"
1251,"221"
1252,"223"
1253,"222"
1254,"257"
1255,"237"
1256,"229"
1257,"219"
1258,"219"
1259,"207"
1260,"236"
1261,"205"
1262,"234"
1263,"205"
1264,"216"
1265,"216"
1266,"216"
1267,"210"
1268,"197"
1269,"201"
1270,"216"
1271,"219"
1272,"187"
1273,"206"
1274,"180"
1275,"206"
1276,"223"
1277,"232"
1278,"181"
1279,"227"
1280,"207"
1281,"181"
1282,"201"
1283,"217"
1284,"185"
1285,"174"
1286,"195"
1287,"225"
1288,"211"
1289,"183"
1290,"209"
1291,"209"
1292,"183"
1293,"145"
1294,"198"
1295,"183"
1296,"189"
1297,"185"
1298,"219"
1299,"186"
1300,"188"
1301,"210"
1302,"199"
1303,"185"
1304,"193"
1305,"188"
1306,"169"
1307,"171"
1308,"178"
1309,"176"
1310,"172"
1311,"216"
1312,"181"
1313,"188"
1314,"186"
1315,"155"
1316,"174"
1317,"159"
1318,"172"
1319,"192"
1320,"161"
1321,"168"
1322,"167"
1323,"201"
1324,"151"
1325,"170"
1326,"199"
1327,"184"
1328,"171"
1329,"159"
1330,"212"
1331,"172"
1332,"176"
1333,"142"
1334,"167"
1335,"192"
1336,"160"
1337,"179"
1338,"190"
1339,"166"
1340,"161"
1341,"151"
1342,"157"
1343,"179"
1344,"159"
1345,"149"
1346,"148"
1347,"163"
1348,"178"
1349,"157"
1350,"178"
1351,"154"
1352,"157"
1353,"158"
1354,"146"
1355,"155"
1356,"157"
1357,"165"
1358,"134"
1359,"152"
1360,"141"
1361,"163"
1362,"159"
1363,"176"
1364,"161"
1365,"135"
1366,"170"
1367,"135"
1368,"165"
1369,"146"
1370,"131"
1371,"129"
1372,"170"
1373,"142"
1374,"151"
1375,"154"
1376,"173"
1377,"146"
1378,"166"
1379,"139"
1380,"150"
1381,"150"
1382,"120"
1383,"150"
1384,"140"
1385,"148"
1386,"138"
1387,"153"
1388,"141"
1389,"158"
1390,"146"
1391,"148"
1392,"154"
1393,"129"
1394,"156"
1395,"133"
1396,"160"
1397,"142"
1398,"149"
1399,"143"
1400,"128"
1401,"146"
1402,"134"
1403,"144"
1404,"121"
1405,"145"
1406,"154"
1407,"129"
1408,"131"
1409,"152"
1410,"145"
1411,"133"
1412,"145"
1413,"114"
1414,"147"
1415,"127"
1416,"121"
1417,"156"
1418,"132"
1419,"141"
1420,"151"
1421,"131"
1422,"125"
1423,"117"
1424,"109"
1425,"114"
1426,"120"
1427,"118"
1428,"143"
1429,"122"
1430,"138"
1431,"123"
1432,"114"
1433,"99"
1434,"127"
1435,"132"
1436,"130"
1437,"105"
1438,"118"
1439,"123"
1440,"124"
1441,"107"
1442,"108"
1443,"128"
1444,"113"
1445,"125"
1446,"129"
1447,"115"
1448,"120"
1449,"109"
1450,"93"
1451,"110"
1452,"111"
1453,"101"
1454,"112"
1455,"125"
1456,"128"
1457,"125"
1458,"119"
1459,"118"
1460,"89"
1461,"104"
1462,"95"
1463,"114"
1464,"122"
1465,"101"
1466,"115"
1467,"117"
1468,"104"
1469,"109"
1470,"111"
1471,"91"
1472,"88"
1473,"132"
1474,"99"
1475,"93"
1476,"98"
1477,"94"
1478,"99"
1479,"112"
1480,"129"
1481,"105"
1482,"97"
1483,"86"
1484,"98"
1485,"98"
1486,"101"
1487,"89"
1488,"84"
1489,"113"
1490,"87"
1491,"102"
1492,"98"
1493,"96"
1494,"117"
1495,"91"
1496,"99"
1497,"92"
1498,"77"
1499,"94"
1500,"92"
1501,"107"
1502,"87"
1503,"98"
1504,"94"
1505,"86"
1506,"105"
1507,"92"
1508,"80"
1509,"84"
1510,"78"
1511,"89"
1512,"91"
1513,"87"
1514,"97"
1515,"92"
1516,"82"
1517,"81"
1518,"82"
1519,"83"
1520,"70"
1521,"93"
1522,"91"
1523,"83"
1524,"74"
1525,"81"
1526,"82"
1527,"88"
1528,"85"
1529,"67"
1530,"82"
1531,"75"
1532,"74"
1533,"84"
1534,"76"
1535,"89"
1536,"77"
1537,"75"
1538,"90"
1539,"72"
1540,"87"
1541,"88"
1542,"83"
1543,"78"
1544,"71"
1545,"79"
1546,"82"
1547,"83"
1548,"66"
1549,"66"
1550,"64"
1551,"72"
1552,"56"
1553,"65"
1554,"78"
1555,"64"
1556,"77"
1557,"71"
1558,"63"
1559,"82"
1560,"67"
1561,"51"
1562,"60"
1563,"60"
1564,"60"
1565,"83"
1566,"64"
1567,"62"
1568,"82"
1569,"72"
1570,"64"
1571,"59"
1572,"83"
1573,"83"
1574,"63"
1575,"77"
1576,"81"
1577,"65"
1578,"59"
1579,"67"
1580,"71"
1581,"73"
1582,"60"
1583,"55"
1584,"60"
1585,"46"
1586,"59"
1587,"55"
1588,"54"
1589,"55"
1590,"62"
1591,"56"
1592,"57"
1593,"62"
1594,"48"
1595,"57"
1596,"54"
1597,"45"
1598,"54"
1599,"61"
1600,"49"
1601,"54"
1602,"47"
1603,"56"
1604,"70"
1605,"59"
1606,"40"
1607,"55"
1608,"45"
1609,"47"
1610,"51"
1611,"41"
1612,"48"
1613,"48"
1614,"36"
1615,"40"
1616,"39"
1617,"44"
1618,"45"
1619,"57"
1620,"37"
1621,"47"
1622,"47"
1623,"36"
1624,"42"
1625,"37"
1626,"38"
1627,"38"
1628,"44"
1629,"48"
1630,"35"
1631,"34"
1632,"43"
1633,"38"
1634,"37"
1635,"38"
1636,"33"
1637,"39"
1638,"38"
1639,"34"
1640,"43"
1641,"38"
1642,"33"
1643,"36"
1644,"38"
1645,"49"
1646,"32"
1647,"44"
1648,"37"
1649,"26"
1650,"41"
1651,"30"
1652,"25"
1653,"20"
1654,"32"
1655,"39"
1656,"35"
1657,"32"
1658,"35"
1659,"24"
1660,"31"
1661,"44"
1662,"27"
1663,"28"
1664,"30"
1665,"26"
1666,"25"
1667,"26"
1668,"27"
1669,"36"
1670,"27"
1671,"32"
1672,"31"
1673,"18"
1674,"19"
1675,"27"
1676,"25"
1677,"19"
1678,"18"
1679,"24"
1680,"20"
1681,"20"
1682,"21"
1683,"21"
1684,"26"
1685,"33"
1686,"27"
1687,"21"
1688,"25"
1689,"18"
1690,"16"
1691,"19"
1692,"22"
1693,"25"
1694,"15"
1695,"13"
1696,"18"
1697,"12"
1698,"15"
1699,"15"
1700,"20"
1701,"20"
1702,"18"
1703,"18"
1704,"16"
1705,"21"
1706,"15"
1707,"14"
1708,"14"
1709,"17"
1710,"10"
1711,"11"
1712,"10"
1713,"13"
1714,"10"
1715,"15"
1716,"11"
1717,"17"
1718,"15"
1719,"15"
1720,"12"
1721,"7"
1722,"14"
1723,"8"
1724,"8"
1725,"9"
1726,"13"
1727,"7"
1728,"14"
1729,"15"
1730,"8"
1731,"7"
1732,"10"
1733,"7"
1734,"7"
1735,"9"
1736,"5"
1737,"10"
1738,"11"
1739,"11"
1740,"11"
1741,"9"
1742,"7"
1743,"8"
1744,"7"
1745,"7"
1746,"13"
1747,"7"
1748,"5"
1749,"5"
1750,"3"
1751,"10"
1752,"4"
1753,"9"
1754,"2"
1755,"3"
1756,"3"
1757,"3"
1758,"5"
1759,"2"
1760,"6"
1761,"7"
1762,"6"
1763,"3"
1764,"4"
1765,"3"
1766,"7"
1767,"1"
1768,"4"
1769,"7"
1770,"4"
1771,"4"
1772,"2"
1773,"2"
1774,"3"
1775,"4"
1776,"5"
1777,"6"
1778,"1"
1779,"1"
1780,"4"
1781,"3"
1782,"3"
1783,"9"
1784,"3"
1785,"5"
1786,"4"
1787,"0"
1788,"1"
1789,"5"
1790,"5"
1791,"3"
1792,"1"
1793,"3"
1794,"2"
1795,"0"
1796,"1"
1797,"2"
1798,"0"
1799,"2"
1800,"4"
1801,"1"
1802,"1"
1803,"3"
1804,"2"
1805,"2"
1806,"1"
1807,"2"
1808,"2"
1809,"3"
1810,"2"
1811,"1"
1812,"3"
1813,"1"
1814,"1"
1815,"1"
1816,"3"
1817,"0"
1818,"1"
1819,"0"
1820,"2"
1821,"1"
1822,"1"
1823,"0"
1824,"0"
1825,"1"
1826,"4"
1827,"2"
1828,"3"
1829,"3"
1830,"4"
1831,"4"
1832,"3"
1833,"2"
1834,"1"
1835,"0"
1836,"1"
1837,"0"
1838,"1"
1839,"3"
1840,"3"
1841,"1"
1842,"0"
1843,"1"
1844,"0"
1845,"3"
1846,"4"
1847,"2"
1848,"3"
1849,"3"
1850,"2"
1851,"2"
1852,"2"
1853,"4"
1854,"1"
1855,"1"
1856,"2"
1857,"1"
1858,"1"
1859,"0"
1860,"0"
1861,"1"
1862,"1"
1863,"0"
1864,"2"
1865,"0"
1866,"2"
1867,"1"
1868,"1"
1869,"1"
1870,"0"
1871,"2"
1872,"1"
1873,"1"
1874,"0"
1875,"0"
1876,"0"
1877,"2"
1878,"0"
1879,"0"
1880,"1"
1881,"0"
1882,"1"
1883,"0"
1884,"1"
1885,"2"
1886,"1"
1887,"3"
1888,"0"
1889,"1"
1890,"1"
1891,"1"
1892,"0"
1893,"1"
1894,"0"
1895,"1"
1896,"0"
1897,"1"
1898,"0"
1899,"0"
1900,"0"
1901,"0"
1902,"0"
1903,"0"
1904,"0"
1905,"1"
1906,"2"
1907,"0"
1908,"1"
1909,"1"
1910,"0"
1911,"1"
1912,"0"
1913,"0"
1914,"2"
1915,"0"
1916,"0"
1917,"0"
1918,"1"
1919,"0"
1920,"1"
1921,"1"
1922,"0"
1923,"2"
1924,"2"
1925,"0"
1926,"0"
1927,"0"
1928,"0"
1929,"0"
1930,"0"
1931,"0"
1932,"0"
1933,"1"
1934,"0"
1935,"0"
1936,"0"
1937,"0"
1938,"1"
1939,"0"
1940,"0"
1941,"0"
1942,"0"
1943,"0"
1944,"1"
1945,"0"
1946,"1"
1947,"2"
1948,"0"
1949,"0"
1950,"0"
1951,"0"
1952,"0"
1953,"0"
1954,"0"
1955,"0"
1956,"0"
1957,"0"
1958,"0"
1959,"0"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"1"
1965,"0"
1966,"0"
1967,"0"
1968,"1"
1969,"1"
1970,"2"
1971,"1"
1972,"0"
1973,"1"
1974,"0"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"0"
1992,"0"
1993,"0"
1994,"1"
1995,"1"
1996,"0"
1997,"0"
1998,"0"
1999,"0"
2000,"1"
2001,"0"
2002,"0"
2003,"1"
2004,"0"
2005,"0"
2006,"1"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"1"
2016,"0"
2017,"1"
2018,"0"
2019,"0"
2020,"1"
2021,"0"
2022,"1"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"1"
2031,"1"
2032,"0"
2033,"0"
2034,"1"
2035,"0"
2036,"0"
2037,"1"
2038,"1"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"1"
2044,"1"
2045,"0"
2046,"0"
2047,"0"


