Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-3AE 2phi 0"
Duration Time,60.034
Ambient Temperature,"102.6"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"695181"
Raw Accumulated Counts,"720608"
Valid Count Last Packet,"10882"
Raw Count Last Packet,"11314"
Live Time,58.321980
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.0881
Number of Channels,2048
Vacuum,762
Channel#,Intensity
0,"1775"
1,"1475"
2,"979"
3,"477"
4,"204"
5,"73"
6,"20"
7,"5"
8,"0"
9,"1"
10,"0"
11,"1"
12,"0"
13,"0"
14,"3"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"2"
21,"3"
22,"41"
23,"103"
24,"172"
25,"175"
26,"159"
27,"173"
28,"225"
29,"199"
30,"172"
31,"186"
32,"187"
33,"159"
34,"150"
35,"158"
36,"154"
37,"144"
38,"148"
39,"139"
40,"166"
41,"157"
42,"154"
43,"141"
44,"168"
45,"158"
46,"173"
47,"193"
48,"159"
49,"166"
50,"141"
51,"147"
52,"139"
53,"158"
54,"158"
55,"164"
56,"141"
57,"131"
58,"167"
59,"179"
60,"140"
61,"155"
62,"131"
63,"144"
64,"132"
65,"124"
66,"121"
67,"135"
68,"142"
69,"187"
70,"145"
71,"162"
72,"201"
73,"203"
74,"213"
75,"184"
76,"188"
77,"184"
78,"155"
79,"174"
80,"223"
81,"321"
82,"470"
83,"782"
84,"1151"
85,"1489"
86,"1721"
87,"1665"
88,"1426"
89,"1043"
90,"715"
91,"468"
92,"286"
93,"216"
94,"170"
95,"131"
96,"132"
97,"122"
98,"142"
99,"113"
100,"119"
101,"114"
102,"121"
103,"115"
104,"103"
105,"111"
106,"105"
107,"131"
108,"145"
109,"132"
110,"120"
111,"169"
112,"202"
113,"204"
114,"188"
115,"241"
116,"250"
117,"227"
118,"188"
119,"183"
120,"188"
121,"179"
122,"172"
123,"189"
124,"234"
125,"246"
126,"294"
127,"351"
128,"507"
129,"696"
130,"1026"
131,"1268"
132,"1673"
133,"1904"
134,"1943"
135,"1941"
136,"1710"
137,"1448"
138,"1407"
139,"1305"
140,"1349"
141,"1368"
142,"1440"
143,"1539"
144,"1662"
145,"1710"
146,"1772"
147,"1776"
148,"1607"
149,"1355"
150,"1015"
151,"651"
152,"492"
153,"379"
154,"291"
155,"310"
156,"318"
157,"377"
158,"432"
159,"593"
160,"885"
161,"1218"
162,"1628"
163,"2113"
164,"2354"
165,"2503"
166,"2178"
167,"1848"
168,"1208"
169,"793"
170,"527"
171,"407"
172,"252"
173,"255"
174,"288"
175,"345"
176,"409"
177,"491"
178,"596"
179,"635"
180,"756"
181,"822"
182,"865"
183,"894"
184,"870"
185,"762"
186,"612"
187,"475"
188,"346"
189,"288"
190,"232"
191,"216"
192,"201"
193,"192"
194,"183"
195,"245"
196,"255"
197,"273"
198,"267"
199,"281"
200,"278"
201,"278"
202,"273"
203,"240"
204,"216"
205,"203"
206,"225"
207,"205"
208,"223"
209,"185"
210,"229"
211,"235"
212,"197"
213,"204"
214,"225"
215,"240"
216,"229"
217,"242"
218,"275"
219,"328"
220,"404"
221,"408"
222,"500"
223,"512"
224,"539"
225,"520"
226,"492"
227,"438"
228,"355"
229,"333"
230,"333"
231,"309"
232,"306"
233,"288"
234,"323"
235,"290"
236,"258"
237,"266"
238,"320"
239,"287"
240,"330"
241,"370"
242,"364"
243,"388"
244,"372"
245,"410"
246,"362"
247,"342"
248,"347"
249,"316"
250,"347"
251,"316"
252,"306"
253,"298"
254,"334"
255,"315"
256,"297"
257,"285"
258,"327"
259,"320"
260,"334"
261,"347"
262,"333"
263,"318"
264,"315"
265,"360"
266,"310"
267,"321"
268,"367"
269,"338"
270,"319"
271,"348"
272,"333"
273,"348"
274,"377"
275,"363"
276,"361"
277,"356"
278,"392"
279,"408"
280,"403"
281,"387"
282,"366"
283,"410"
284,"398"
285,"408"
286,"441"
287,"420"
288,"448"
289,"435"
290,"470"
291,"447"
292,"437"
293,"447"
294,"477"
295,"499"
296,"456"
297,"459"
298,"421"
299,"450"
300,"476"
301,"453"
302,"451"
303,"459"
304,"437"
305,"458"
306,"482"
307,"497"
308,"525"
309,"520"
310,"604"
311,"686"
312,"874"
313,"1126"
314,"1482"
315,"1873"
316,"2181"
317,"2463"
318,"2513"
319,"2546"
320,"2187"
321,"1901"
322,"1468"
323,"1074"
324,"895"
325,"679"
326,"573"
327,"468"
328,"450"
329,"521"
330,"462"
331,"472"
332,"486"
333,"475"
334,"496"
335,"488"
336,"463"
337,"473"
338,"484"
339,"479"
340,"515"
341,"523"
342,"566"
343,"553"
344,"569"
345,"678"
346,"652"
347,"673"
348,"776"
349,"783"
350,"817"
351,"796"
352,"773"
353,"814"
354,"775"
355,"731"
356,"677"
357,"706"
358,"714"
359,"738"
360,"784"
361,"853"
362,"877"
363,"935"
364,"942"
365,"944"
366,"991"
367,"1144"
368,"1218"
369,"1265"
370,"1383"
371,"1308"
372,"1341"
373,"1221"
374,"1084"
375,"947"
376,"799"
377,"686"
378,"642"
379,"531"
380,"476"
381,"498"
382,"478"
383,"508"
384,"489"
385,"461"
386,"489"
387,"430"
388,"460"
389,"451"
390,"471"
391,"517"
392,"529"
393,"546"
394,"582"
395,"584"
396,"600"
397,"680"
398,"683"
399,"758"
400,"755"
401,"714"
402,"747"
403,"691"
404,"675"
405,"629"
406,"629"
407,"570"
408,"642"
409,"623"
410,"530"
411,"649"
412,"624"
413,"611"
414,"618"
415,"554"
416,"558"
417,"521"
418,"523"
419,"523"
420,"525"
421,"517"
422,"506"
423,"510"
424,"538"
425,"544"
426,"525"
427,"548"
428,"512"
429,"532"
430,"518"
431,"545"
432,"574"
433,"515"
434,"519"
435,"527"
436,"517"
437,"514"
438,"518"
439,"485"
440,"540"
441,"532"
442,"502"
443,"517"
444,"545"
445,"554"
446,"541"
447,"527"
448,"547"
449,"544"
450,"516"
451,"515"
452,"537"
453,"519"
454,"555"
455,"598"
456,"552"
457,"528"
458,"575"
459,"578"
460,"522"
461,"575"
462,"598"
463,"576"
464,"506"
465,"534"
466,"577"
467,"598"
468,"545"
469,"557"
470,"559"
471,"561"
472,"602"
473,"543"
474,"571"
475,"582"
476,"570"
477,"595"
478,"538"
479,"562"
480,"563"
481,"547"
482,"577"
483,"590"
484,"538"
485,"582"
486,"544"
487,"552"
488,"582"
489,"542"
490,"515"
491,"546"
492,"555"
493,"532"
494,"548"
495,"586"
496,"534"
497,"569"
498,"527"
499,"537"
500,"505"
501,"557"
502,"528"
503,"542"
504,"486"
505,"485"
506,"528"
507,"498"
508,"556"
509,"522"
510,"525"
511,"536"
512,"521"
513,"499"
514,"503"
515,"543"
516,"542"
517,"525"
518,"506"
519,"502"
520,"523"
521,"554"
522,"547"
523,"568"
524,"589"
525,"578"
526,"588"
527,"609"
528,"566"
529,"548"
530,"512"
531,"536"
532,"523"
533,"512"
534,"510"
535,"502"
536,"517"
537,"544"
538,"534"
539,"546"
540,"544"
541,"528"
542,"529"
543,"544"
544,"521"
545,"513"
546,"505"
547,"528"
548,"572"
549,"513"
550,"497"
551,"553"
552,"516"
553,"550"
554,"539"
555,"546"
556,"559"
557,"518"
558,"535"
559,"511"
560,"571"
561,"533"
562,"520"
563,"541"
564,"495"
565,"546"
566,"565"
567,"514"
568,"494"
569,"525"
570,"490"
571,"544"
572,"565"
573,"537"
574,"559"
575,"515"
576,"536"
577,"535"
578,"566"
579,"544"
580,"521"
581,"538"
582,"564"
583,"520"
584,"513"
585,"478"
586,"529"
587,"547"
588,"571"
589,"542"
590,"517"
591,"531"
592,"539"
593,"539"
594,"535"
595,"577"
596,"561"
597,"508"
598,"533"
599,"512"
600,"522"
601,"517"
602,"524"
603,"544"
604,"550"
605,"528"
606,"538"
607,"540"
608,"499"
609,"481"
610,"512"
611,"525"
612,"521"
613,"519"
614,"501"
615,"524"
616,"500"
617,"507"
618,"518"
619,"492"
620,"576"
621,"491"
622,"529"
623,"537"
624,"539"
625,"572"
626,"590"
627,"556"
628,"570"
629,"577"
630,"574"
631,"534"
632,"574"
633,"575"
634,"532"
635,"558"
636,"506"
637,"570"
638,"545"
639,"545"
640,"556"
641,"546"
642,"521"
643,"521"
644,"568"
645,"526"
646,"593"
647,"473"
648,"507"
649,"507"
650,"572"
651,"498"
652,"569"
653,"535"
654,"571"
655,"578"
656,"602"
657,"605"
658,"619"
659,"705"
660,"758"
661,"741"
662,"837"
663,"841"
664,"871"
665,"904"
666,"868"
667,"837"
668,"798"
669,"742"
670,"677"
671,"645"
672,"643"
673,"566"
674,"660"
675,"544"
676,"616"
677,"529"
678,"536"
679,"564"
680,"526"
681,"512"
682,"534"
683,"566"
684,"538"
685,"499"
686,"580"
687,"533"
688,"545"
689,"527"
690,"545"
691,"507"
692,"546"
693,"593"
694,"606"
695,"663"
696,"661"
697,"700"
698,"731"
699,"853"
700,"925"
701,"896"
702,"876"
703,"913"
704,"966"
705,"928"
706,"878"
707,"793"
708,"756"
709,"686"
710,"670"
711,"612"
712,"533"
713,"558"
714,"532"
715,"543"
716,"471"
717,"493"
718,"506"
719,"476"
720,"482"
721,"481"
722,"479"
723,"475"
724,"484"
725,"498"
726,"481"
727,"462"
728,"485"
729,"513"
730,"498"
731,"516"
732,"459"
733,"519"
734,"482"
735,"510"
736,"570"
737,"496"
738,"517"
739,"547"
740,"515"
741,"510"
742,"592"
743,"576"
744,"508"
745,"473"
746,"553"
747,"535"
748,"509"
749,"522"
750,"509"
751,"471"
752,"490"
753,"496"
754,"494"
755,"500"
756,"488"
757,"500"
758,"483"
759,"521"
760,"507"
761,"470"
762,"463"
763,"451"
764,"461"
765,"490"
766,"426"
767,"416"
768,"462"
769,"485"
770,"502"
771,"425"
772,"448"
773,"485"
774,"495"
775,"485"
776,"503"
777,"501"
778,"546"
779,"528"
780,"522"
781,"583"
782,"584"
783,"577"
784,"570"
785,"581"
786,"603"
787,"590"
788,"533"
789,"557"
790,"546"
791,"530"
792,"527"
793,"530"
794,"469"
795,"508"
796,"463"
797,"455"
798,"461"
799,"452"
800,"479"
801,"463"
802,"484"
803,"465"
804,"445"
805,"425"
806,"467"
807,"461"
808,"429"
809,"415"
810,"463"
811,"435"
812,"445"
813,"438"
814,"431"
815,"474"
816,"440"
817,"437"
818,"421"
819,"440"
820,"467"
821,"443"
822,"415"
823,"460"
824,"420"
825,"458"
826,"414"
827,"421"
828,"466"
829,"448"
830,"458"
831,"505"
832,"458"
833,"453"
834,"448"
835,"466"
836,"434"
