Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-4C -1phi 3"
Duration Time,60.036
Ambient Temperature,"95.4"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"648677"
Raw Accumulated Counts,"670979"
Valid Count Last Packet,"10109"
Raw Count Last Packet,"10465"
Live Time,58.466003
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7948
Number of Channels,2048
Vacuum,765
Channel#,Intensity
0,"1792"
1,"1497"
2,"958"
3,"530"
4,"199"
5,"62"
6,"24"
7,"2"
8,"0"
9,"1"
10,"0"
11,"1"
12,"0"
13,"0"
14,"0"
15,"1"
16,"0"
17,"0"
18,"0"
19,"0"
20,"1"
21,"4"
22,"25"
23,"106"
24,"198"
25,"168"
26,"177"
27,"169"
28,"155"
29,"177"
30,"169"
31,"184"
32,"130"
33,"172"
34,"149"
35,"164"
36,"138"
37,"147"
38,"157"
39,"157"
40,"148"
41,"149"
42,"148"
43,"167"
44,"143"
45,"135"
46,"154"
47,"174"
48,"180"
49,"147"
50,"144"
51,"141"
52,"163"
53,"160"
54,"152"
55,"169"
56,"151"
57,"153"
58,"134"
59,"173"
60,"144"
61,"141"
62,"139"
63,"140"
64,"135"
65,"149"
66,"113"
67,"121"
68,"131"
69,"125"
70,"136"
71,"146"
72,"179"
73,"199"
74,"173"
75,"155"
76,"170"
77,"150"
78,"180"
79,"175"
80,"268"
81,"386"
82,"637"
83,"1080"
84,"1594"
85,"2104"
86,"2202"
87,"2154"
88,"1727"
89,"1376"
90,"883"
91,"556"
92,"334"
93,"220"
94,"170"
95,"123"
96,"133"
97,"127"
98,"95"
99,"104"
100,"132"
101,"112"
102,"118"
103,"133"
104,"130"
105,"108"
106,"120"
107,"121"
108,"126"
109,"127"
110,"132"
111,"163"
112,"200"
113,"216"
114,"234"
115,"225"
116,"218"
117,"234"
118,"193"
119,"163"
120,"185"
121,"177"
122,"177"
123,"178"
124,"197"
125,"227"
126,"278"
127,"365"
128,"543"
129,"701"
130,"965"
131,"1386"
132,"1665"
133,"1825"
134,"1923"
135,"1726"
136,"1537"
137,"1365"
138,"1327"
139,"1279"
140,"1326"
141,"1396"
142,"1466"
143,"1521"
144,"1541"
145,"1756"
146,"1804"
147,"1675"
148,"1522"
149,"1287"
150,"963"
151,"672"
152,"479"
153,"301"
154,"267"
155,"251"
156,"311"
157,"323"
158,"364"
159,"448"
160,"520"
161,"669"
162,"860"
163,"1028"
164,"1120"
165,"1115"
166,"988"
167,"735"
168,"545"
169,"411"
170,"265"
171,"227"
172,"181"
173,"191"
174,"197"
175,"231"
176,"266"
177,"338"
178,"359"
179,"380"
180,"456"
181,"464"
182,"528"
183,"514"
184,"473"
185,"450"
186,"367"
187,"265"
188,"244"
189,"211"
190,"184"
191,"216"
192,"193"
193,"191"
194,"175"
195,"177"
196,"215"
197,"219"
198,"213"
199,"229"
200,"238"
201,"220"
202,"248"
203,"185"
204,"226"
205,"212"
206,"206"
207,"194"
208,"210"
209,"196"
210,"219"
211,"203"
212,"229"
213,"205"
214,"237"
215,"220"
216,"230"
217,"237"
218,"257"
219,"281"
220,"367"
221,"357"
222,"389"
223,"392"
224,"403"
225,"445"
226,"357"
227,"395"
228,"301"
229,"290"
230,"270"
231,"256"
232,"261"
233,"277"
234,"256"
235,"219"
236,"260"
237,"279"
238,"248"
239,"261"
240,"251"
241,"288"
242,"323"
243,"350"
244,"314"
245,"387"
246,"373"
247,"334"
248,"340"
249,"361"
250,"339"
251,"377"
252,"345"
253,"318"
254,"305"
255,"271"
256,"330"
257,"320"
258,"281"
259,"290"
260,"253"
261,"298"
262,"284"
263,"330"
264,"304"
265,"340"
266,"340"
267,"357"
268,"382"
269,"395"
270,"391"
271,"398"
272,"416"
273,"438"
274,"417"
275,"427"
276,"419"
277,"435"
278,"443"
279,"451"
280,"435"
281,"477"
282,"472"
283,"507"
284,"448"
285,"435"
286,"459"
287,"457"
288,"439"
289,"477"
290,"513"
291,"492"
292,"512"
293,"458"
294,"499"
295,"492"
296,"468"
297,"458"
298,"396"
299,"407"
300,"428"
301,"359"
302,"393"
303,"420"
304,"402"
305,"412"
306,"392"
307,"438"
308,"519"
309,"542"
310,"700"
311,"903"
312,"1182"
313,"1631"
314,"2158"
315,"2732"
316,"3161"
317,"3308"
318,"3405"
319,"3114"
320,"2694"
321,"2268"
322,"1697"
323,"1208"
324,"900"
325,"720"
326,"560"
327,"532"
328,"454"
329,"420"
330,"452"
331,"479"
332,"453"
333,"446"
334,"446"
335,"434"
336,"461"
337,"458"
338,"476"
339,"460"
340,"456"
341,"495"
342,"462"
343,"497"
344,"527"
345,"623"
346,"633"
347,"747"
348,"798"
349,"914"
350,"867"
351,"875"
352,"873"
353,"812"
354,"755"
355,"737"
356,"653"
357,"757"
358,"733"
359,"699"
360,"814"
361,"801"
362,"833"
363,"923"
364,"960"
365,"1014"
366,"1087"
367,"1154"
368,"1334"
369,"1365"
370,"1362"
371,"1429"
372,"1335"
373,"1123"
374,"1055"
375,"910"
376,"705"
377,"612"
378,"533"
379,"488"
380,"415"
381,"418"
382,"411"
383,"449"
384,"413"
385,"392"
386,"404"
387,"397"
388,"447"
389,"426"
390,"433"
391,"426"
392,"439"
393,"462"
394,"512"
395,"581"
396,"586"
397,"656"
398,"676"
399,"635"
400,"669"
401,"675"
402,"641"
403,"623"
404,"607"
405,"588"
406,"554"
407,"540"
408,"586"
409,"609"
410,"560"
411,"548"
412,"570"
413,"520"
414,"499"
415,"542"
416,"437"
417,"485"
418,"487"
419,"489"
420,"484"
421,"451"
422,"468"
423,"461"
424,"490"
425,"495"
426,"492"
427,"500"
428,"528"
429,"519"
430,"510"
431,"499"
432,"521"
433,"465"
434,"470"
435,"476"
436,"486"
437,"467"
438,"527"
439,"500"
440,"539"
441,"512"
442,"466"
443,"538"
444,"537"
445,"501"
446,"457"
447,"449"
448,"452"
449,"441"
450,"484"
451,"487"
452,"497"
453,"470"
454,"479"
455,"456"
456,"464"
457,"480"
458,"512"
459,"471"
460,"491"
461,"464"
462,"478"
463,"483"
464,"490"
465,"480"
466,"468"
467,"481"
468,"469"
469,"455"
470,"463"
471,"475"
472,"509"
473,"500"
474,"461"
475,"443"
476,"447"
477,"515"
478,"468"
479,"496"
480,"456"
481,"460"
482,"491"
483,"442"
484,"489"
485,"475"
486,"473"
487,"492"
