Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L2-2C 3phi 0"
Duration Time,60.929
Ambient Temperature,"99.9"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"863535"
Raw Accumulated Counts,"899305"
Valid Count Last Packet,"13306"
Raw Count Last Packet,"13885"
Live Time,58.827995
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.089
Number of Channels,2048
Vacuum,754
Channel#,Intensity
0,"1798"
1,"1479"
2,"950"
3,"490"
4,"217"
5,"89"
6,"24"
7,"7"
8,"1"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"3"
22,"35"
23,"103"
24,"185"
25,"219"
26,"196"
27,"229"
28,"219"
29,"207"
30,"161"
31,"190"
32,"170"
33,"162"
34,"170"
35,"182"
36,"160"
37,"149"
38,"163"
39,"154"
40,"161"
41,"142"
42,"153"
43,"183"
44,"160"
45,"174"
46,"171"
47,"186"
48,"180"
49,"149"
50,"187"
51,"173"
52,"156"
53,"160"
54,"161"
55,"164"
56,"168"
57,"172"
58,"173"
59,"157"
60,"152"
61,"152"
62,"151"
63,"137"
64,"145"
65,"130"
66,"130"
67,"148"
68,"150"
69,"178"
70,"169"
71,"195"
72,"221"
73,"240"
74,"275"
75,"246"
76,"253"
77,"224"
78,"216"
79,"188"
80,"251"
81,"287"
82,"518"
83,"738"
84,"1123"
85,"1362"
86,"1567"
87,"1583"
88,"1289"
89,"1033"
90,"652"
91,"441"
92,"303"
93,"208"
94,"168"
95,"168"
96,"128"
97,"152"
98,"151"
99,"168"
100,"169"
101,"149"
102,"138"
103,"147"
104,"139"
105,"129"
106,"147"
107,"154"
108,"126"
109,"115"
110,"182"
111,"195"
112,"203"
113,"235"
114,"226"
115,"260"
116,"238"
117,"226"
118,"239"
119,"216"
120,"220"
121,"205"
122,"195"
123,"211"
124,"204"
125,"265"
126,"322"
127,"404"
128,"567"
129,"741"
130,"1115"
131,"1381"
132,"1763"
133,"1907"
134,"2052"
135,"2077"
136,"1729"
137,"1594"
138,"1416"
139,"1400"
140,"1437"
141,"1487"
142,"1561"
143,"1567"
144,"1627"
145,"1678"
146,"1797"
147,"1775"
148,"1652"
149,"1319"
150,"957"
151,"722"
152,"495"
153,"421"
154,"323"
155,"303"
156,"382"
157,"393"
158,"552"
159,"851"
160,"1088"
161,"1566"
162,"2275"
163,"2919"
164,"3262"
165,"3377"
166,"3095"
167,"2304"
168,"1730"
169,"1107"
170,"660"
171,"475"
172,"307"
173,"337"
174,"354"
175,"433"
176,"503"
177,"645"
178,"747"
179,"804"
180,"960"
181,"971"
182,"964"
183,"985"
184,"964"
185,"832"
186,"610"
187,"489"
188,"389"
189,"261"
190,"250"
191,"198"
192,"200"
193,"215"
194,"203"
195,"231"
196,"250"
197,"298"
198,"336"
199,"323"
200,"307"
201,"304"
202,"296"
203,"287"
204,"235"
205,"234"
206,"211"
207,"263"
208,"227"
209,"242"
210,"248"
211,"235"
212,"228"
213,"233"
214,"247"
215,"249"
216,"262"
217,"362"
218,"447"
219,"613"
220,"868"
221,"1083"
222,"1338"
223,"1514"
224,"1568"
225,"1554"
226,"1354"
227,"1068"
228,"828"
229,"682"
230,"538"
231,"416"
232,"412"
233,"408"
234,"379"
235,"354"
236,"386"
237,"377"
238,"376"
239,"433"
240,"470"
241,"477"
242,"492"
243,"603"
244,"614"
245,"607"
246,"535"
247,"547"
248,"543"
249,"440"
250,"407"
251,"336"
252,"393"
253,"352"
254,"363"
255,"388"
256,"318"
257,"373"
258,"382"
259,"378"
260,"425"
261,"398"
262,"398"
263,"417"
264,"363"
265,"372"
266,"408"
267,"382"
268,"419"
269,"395"
270,"425"
271,"408"
272,"407"
273,"446"
274,"430"
275,"454"
276,"402"
277,"422"
278,"436"
279,"432"
280,"429"
281,"436"
282,"394"
283,"471"
284,"425"
285,"444"
286,"497"
287,"516"
288,"504"
289,"542"
290,"598"
291,"571"
292,"624"
293,"645"
294,"598"
295,"612"
296,"539"
297,"554"
298,"570"
299,"542"
300,"524"
301,"527"
302,"550"
303,"552"
304,"576"
305,"596"
306,"624"
307,"692"
308,"778"
309,"1082"
310,"1664"
311,"2614"
312,"4187"
313,"6423"
314,"9211"
315,"12436"
316,"15323"
317,"17080"
318,"17912"
319,"17040"
320,"14833"
321,"11893"
322,"8902"
323,"5974"
324,"3915"
325,"2432"
326,"1415"
327,"1016"
328,"709"
329,"629"
330,"565"
331,"553"
332,"578"
333,"539"
334,"557"
335,"529"
336,"559"
337,"535"
338,"591"
339,"561"
