Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-3FG 3phi 0"
Duration Time,60.034
Ambient Temperature,"98.7"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"697108"
Raw Accumulated Counts,"722417"
Valid Count Last Packet,"10691"
Raw Count Last Packet,"11092"
Live Time,58.303986
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.085
Number of Channels,2048
Vacuum,762
Channel#,Intensity
0,"1785"
1,"1427"
2,"900"
3,"500"
4,"204"
5,"73"
6,"22"
7,"5"
8,"1"
9,"0"
10,"0"
11,"0"
12,"2"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"1"
20,"0"
21,"3"
22,"35"
23,"102"
24,"168"
25,"167"
26,"176"
27,"162"
28,"175"
29,"176"
30,"154"
31,"152"
32,"184"
33,"174"
34,"163"
35,"193"
36,"171"
37,"181"
38,"151"
39,"147"
40,"140"
41,"167"
42,"159"
43,"180"
44,"172"
45,"149"
46,"152"
47,"175"
48,"171"
49,"149"
50,"153"
51,"141"
52,"149"
53,"147"
54,"164"
55,"146"
56,"135"
57,"163"
58,"152"
59,"153"
60,"144"
61,"151"
62,"152"
63,"126"
64,"128"
65,"121"
66,"140"
67,"126"
68,"132"
69,"115"
70,"142"
71,"163"
72,"173"
73,"204"
74,"184"
75,"202"
76,"173"
77,"191"
78,"160"
79,"184"
80,"218"
81,"273"
82,"499"
83,"792"
84,"1128"
85,"1531"
86,"1771"
87,"1653"
88,"1381"
89,"1020"
90,"670"
91,"433"
92,"278"
93,"211"
94,"164"
95,"144"
96,"166"
97,"115"
98,"146"
99,"120"
100,"144"
101,"125"
102,"126"
103,"121"
104,"120"
105,"108"
106,"118"
107,"110"
108,"116"
109,"114"
110,"149"
111,"173"
112,"205"
113,"190"
114,"173"
115,"254"
116,"218"
117,"216"
118,"178"
119,"186"
120,"215"
121,"186"
122,"167"
123,"185"
124,"207"
125,"224"
126,"268"
127,"329"
128,"492"
129,"676"
130,"985"
131,"1320"
132,"1555"
133,"1831"
134,"1959"
135,"1799"
136,"1600"
137,"1413"
138,"1269"
139,"1336"
140,"1302"
141,"1360"
142,"1418"
143,"1481"
144,"1568"
145,"1780"
146,"1899"
147,"1733"
148,"1549"
149,"1328"
150,"1055"
151,"704"
152,"504"
153,"367"
154,"352"
155,"299"
156,"338"
157,"357"
158,"440"
159,"549"
160,"700"
161,"1059"
162,"1388"
163,"1694"
164,"1962"
165,"1925"
166,"1684"
167,"1412"
168,"1007"
169,"663"
170,"407"
171,"277"
172,"232"
173,"231"
174,"273"
175,"327"
176,"434"
177,"440"
178,"542"
179,"634"
180,"821"
181,"883"
182,"973"
183,"992"
184,"964"
185,"785"
186,"691"
187,"469"
188,"380"
189,"279"
190,"222"
191,"196"
192,"194"
193,"184"
194,"219"
195,"212"
196,"241"
197,"269"
198,"267"
199,"326"
200,"338"
201,"283"
202,"257"
203,"294"
204,"230"
205,"205"
206,"206"
207,"216"
208,"225"
209,"197"
210,"203"
211,"194"
212,"219"
213,"240"
214,"206"
215,"215"
216,"237"
217,"251"
218,"274"
219,"289"
220,"324"
221,"366"
222,"385"
223,"459"
224,"410"
225,"389"
226,"381"
227,"354"
228,"316"
229,"269"
230,"291"
231,"287"
232,"297"
233,"267"
234,"255"
235,"324"
236,"288"
237,"300"
238,"317"
239,"311"
240,"343"
241,"328"
242,"348"
243,"341"
244,"349"
245,"365"
246,"394"
247,"329"
248,"351"
249,"311"
250,"310"
251,"357"
252,"350"
253,"351"
254,"337"
255,"356"
256,"323"
257,"331"
258,"309"
259,"317"
260,"325"
261,"336"
262,"312"
263,"309"
264,"309"
265,"382"
266,"307"
267,"343"
268,"334"
269,"331"
270,"328"
271,"398"
272,"332"
273,"366"
274,"394"
275,"371"
276,"359"
277,"370"
278,"368"
279,"407"
280,"391"
281,"420"
282,"414"
283,"394"
284,"420"
285,"391"
286,"462"
287,"438"
288,"452"
289,"464"
290,"455"
291,"480"
292,"501"
293,"471"
294,"452"
295,"446"
296,"447"
297,"480"
298,"445"
299,"420"
300,"408"
301,"412"
302,"442"
303,"431"
304,"462"
305,"425"
306,"446"
307,"491"
308,"474"
309,"537"
310,"672"
311,"792"
312,"1029"
313,"1385"
314,"1752"
315,"2280"
316,"2594"
317,"2730"
318,"2920"
319,"2833"
320,"2457"
321,"1982"
322,"1638"
323,"1174"
324,"935"
325,"760"
326,"621"
327,"560"
328,"479"
329,"498"
330,"514"
331,"548"
332,"530"
333,"477"
334,"495"
335,"508"
336,"529"
337,"544"
338,"541"
339,"592"
340,"533"
341,"553"
342,"572"
343,"580"
344,"605"
345,"695"
346,"713"
347,"778"
348,"837"
349,"882"
350,"888"
351,"917"
352,"891"
353,"867"
354,"802"
355,"782"
356,"758"
357,"779"
358,"822"
359,"822"
360,"864"
361,"886"
362,"889"
363,"931"
364,"1030"
365,"989"
366,"1130"
367,"1214"
368,"1300"
369,"1338"
370,"1506"
371,"1410"
372,"1422"
373,"1190"
374,"1078"
375,"1017"
376,"799"
377,"654"
378,"597"
379,"528"
380,"468"
381,"480"
382,"503"
383,"511"
384,"472"
385,"482"
386,"479"
387,"492"
388,"471"
389,"499"
390,"463"
391,"492"
392,"522"
393,"555"
394,"550"
395,"571"
396,"654"
397,"678"
398,"746"
399,"729"
400,"788"
401,"803"
402,"723"
403,"701"
404,"691"
405,"672"
406,"620"
407,"637"
408,"646"
409,"679"
410,"668"
411,"648"
412,"736"
413,"661"
414,"579"
415,"603"
416,"548"
417,"554"
418,"568"
419,"546"
420,"491"
421,"543"
422,"549"
423,"572"
424,"574"
425,"548"
426,"539"
427,"582"
428,"592"
429,"528"
430,"567"
431,"550"
432,"540"
433,"549"
434,"579"
435,"621"
436,"548"
437,"558"
438,"564"
439,"614"
440,"565"
441,"573"
442,"566"
443,"553"
444,"564"
445,"589"
446,"549"
447,"561"
448,"542"
449,"506"
450,"553"
451,"550"
452,"562"
453,"585"
454,"546"
455,"553"
456,"572"
457,"573"
458,"570"
459,"574"
460,"612"
461,"633"
462,"560"
463,"552"
464,"582"
465,"531"
466,"546"
467,"564"
468,"568"
469,"559"
470,"563"
471,"582"
472,"578"
473,"624"
474,"577"
475,"584"
476,"597"
477,"600"
478,"588"
479,"558"
480,"576"
481,"555"
482,"583"
483,"569"
484,"584"
485,"576"
486,"573"
487,"596"
488,"608"
489,"563"
490,"550"
491,"589"
492,"578"
493,"588"
494,"597"
495,"556"
496,"578"
497,"556"
498,"539"
499,"534"
500,"560"
501,"582"
502,"587"
503,"543"
504,"508"
505,"570"
506,"523"
507,"569"
508,"595"
509,"545"
510,"542"
511,"553"
512,"546"
513,"515"
514,"569"
515,"534"
516,"579"
517,"539"
518,"525"
519,"590"
520,"590"
521,"534"
522,"594"
523,"531"
524,"584"
525,"536"
526,"565"
527,"580"
528,"563"
529,"571"
530,"516"
531,"583"
532,"572"
533,"527"
534,"550"
535,"586"
536,"593"
537,"550"
538,"574"
539,"562"
540,"521"
541,"562"
542,"533"
543,"518"
544,"550"
545,"562"
546,"554"
547,"523"
548,"572"
549,"519"
550,"566"
551,"594"
552,"496"
553,"501"
554,"561"
555,"568"
556,"578"
557,"538"
558,"549"
559,"544"
560,"569"
561,"568"
562,"528"
563,"547"
564,"553"
565,"592"
566,"543"
567,"565"
568,"543"
569,"542"
570,"538"
571,"535"
572,"577"
573,"535"
574,"541"
575,"539"
576,"544"
577,"535"
578,"565"
579,"557"
580,"573"
581,"526"
582,"522"
583,"578"
584,"544"
585,"592"
586,"570"
587,"575"
588,"519"
589,"564"
590,"558"
591,"534"
592,"553"
593,"548"
594,"508"
595,"535"
596,"536"
597,"573"
598,"536"
599,"532"
600,"519"
601,"510"
602,"554"
603,"530"
604,"510"
605,"557"
606,"532"
607,"587"
608,"572"
609,"521"
610,"524"
611,"563"
612,"538"
613,"549"
614,"538"
615,"546"
616,"564"
617,"555"
618,"559"
619,"524"
620,"548"
621,"556"
622,"554"
623,"541"
624,"554"
625,"563"
626,"596"
627,"546"
628,"606"
629,"573"
630,"567"
631,"577"
632,"548"
633,"578"
634,"566"
635,"536"
636,"549"
637,"528"
638,"558"
639,"562"
640,"544"
641,"546"
642,"563"
643,"572"
644,"483"
645,"522"
646,"584"
647,"618"
648,"528"
649,"550"
650,"547"
651,"566"
652,"541"
653,"573"
654,"584"
655,"594"
656,"603"
657,"612"
658,"686"
659,"712"
660,"749"
661,"781"
662,"808"
663,"830"
664,"887"
665,"851"
666,"819"
667,"775"
668,"753"
669,"687"
670,"662"
671,"647"
672,"570"
673,"552"
674,"572"
675,"537"
676,"530"
677,"513"
678,"499"
679,"536"
680,"550"
681,"568"
682,"541"
683,"487"
684,"544"
685,"532"
686,"486"
687,"578"
688,"521"
689,"484"
690,"552"
691,"575"
692,"543"
693,"639"
694,"606"
695,"670"
696,"663"
697,"692"
698,"821"
699,"884"
700,"896"
701,"945"
702,"899"
703,"968"
704,"926"
705,"867"
706,"853"
707,"816"
708,"694"
709,"679"
710,"605"
711,"588"
712,"556"
713,"586"
714,"526"
715,"539"
716,"508"
717,"458"
718,"501"
719,"450"
720,"510"
721,"483"
722,"496"
723,"482"
724,"495"
725,"461"
726,"480"
727,"469"
728,"513"
729,"499"
730,"478"
731,"469"
732,"504"
733,"494"
734,"480"
735,"542"
736,"505"
737,"546"
738,"511"
739,"519"
740,"557"
741,"523"
742,"498"
743,"508"
744,"536"
745,"513"
746,"515"
747,"495"
748,"512"
749,"485"
750,"496"
751,"494"
752,"466"
753,"462"
754,"510"
755,"481"
756,"519"
757,"460"
758,"508"
759,"464"
760,"478"
761,"481"
762,"504"
763,"448"
764,"495"
765,"501"
766,"447"
767,"484"
768,"479"
769,"448"
770,"440"
771,"466"
772,"477"
773,"455"
774,"494"
775,"507"
776,"480"
777,"502"
778,"496"
779,"518"
780,"543"
781,"567"
782,"577"
783,"548"
784,"609"
785,"582"
786,"581"
787,"577"
788,"517"
789,"545"
790,"531"
791,"506"
792,"539"
793,"494"
794,"485"
795,"509"
796,"419"
797,"494"
798,"427"
799,"443"
800,"449"
801,"460"
802,"425"
803,"440"
804,"452"
805,"479"
806,"414"
807,"442"
808,"452"
809,"445"
810,"446"
811,"444"
812,"452"
813,"429"
814,"453"
815,"408"
816,"448"
817,"454"
818,"441"
819,"475"
820,"420"
821,"455"
822,"467"
823,"457"
824,"451"
825,"449"
826,"429"
827,"420"
828,"451"
829,"439"
830,"418"
831,"433"
832,"442"
833,"449"
834,"475"
835,"436"
836,"441"
837,"494"
838,"465"
839,"403"
840,"468"
841,"394"
842,"406"
843,"432"
844,"451"
845,"421"
846,"434"
847,"408"
848,"466"
849,"448"
850,"427"
851,"428"
852,"461"
853,"402"
854,"403"
855,"475"
856,"450"
857,"485"
858,"423"
859,"437"
860,"443"
861,"480"
862,"466"
863,"478"
864,"440"
865,"428"
866,"444"
867,"465"
868,"505"
869,"485"
870,"459"
871,"474"
872,"478"
873,"446"
874,"496"
875,"474"
876,"481"
877,"451"
878,"469"
879,"495"
880,"461"
881,"500"
882,"469"
883,"434"
884,"442"
885,"492"
886,"470"
887,"476"
888,"487"
889,"528"
890,"511"
891,"511"
892,"491"
893,"503"
894,"526"
895,"511"
896,"537"
897,"510"
898,"520"
899,"525"
900,"518"
901,"580"
902,"556"
903,"600"
904,"604"
905,"587"
906,"650"
907,"656"
908,"673"
909,"684"
910,"645"
911,"725"
912,"702"
913,"734"
914,"754"
915,"775"
916,"795"
917,"852"
918,"900"
919,"854"
920,"821"
921,"970"
922,"982"
923,"1059"
924,"1082"
925,"1186"
926,"1086"
927,"1168"
928,"1239"
929,"1256"
930,"1357"
931,"1364"
932,"1403"
933,"1392"
934,"1454"
935,"1530"
936,"1479"
937,"1547"
938,"1588"
939,"1573"
940,"1507"
941,"1595"
942,"1479"
943,"1509"
944,"1532"
945,"1425"
946,"1436"
947,"1389"
948,"1365"
949,"1276"
950,"1241"
951,"1228"
952,"1168"
953,"1125"
954,"1022"
955,"976"
956,"947"
957,"957"
958,"915"
959,"790"
960,"796"
961,"773"
962,"802"
963,"736"
964,"696"
965,"664"
966,"641"
967,"640"
968,"582"
969,"607"
970,"563"
971,"582"
972,"533"
973,"563"
974,"569"
975,"513"
976,"495"
977,"478"
978,"484"
979,"491"
980,"443"
981,"441"
982,"453"
983,"431"
984,"411"
985,"444"
986,"407"
987,"427"
988,"451"
989,"496"
990,"515"
991,"550"
992,"593"
993,"581"
994,"601"
995,"726"
996,"791"
997,"796"
998,"861"
999,"858"
1000,"934"
1001,"939"
1002,"935"
1003,"943"
1004,"954"
1005,"904"
1006,"806"
1007,"823"
1008,"756"
1009,"657"
1010,"612"
1011,"522"
1012,"494"
1013,"431"
1014,"482"
1015,"400"
1016,"381"
1017,"403"
1018,"392"
1019,"376"
1020,"348"
1021,"357"
1022,"355"
1023,"403"
1024,"386"
1025,"385"
1026,"369"
1027,"400"
1028,"419"
1029,"441"
1030,"434"
1031,"428"
1032,"464"
1033,"446"
1034,"481"
1035,"441"
1036,"457"
1037,"457"
1038,"473"
1039,"557"
1040,"583"
1041,"575"
1042,"575"
1043,"587"
1044,"640"
1045,"639"
1046,"673"
1047,"671"
1048,"672"
1049,"697"
1050,"735"
1051,"690"
1052,"715"
1053,"675"
1054,"633"
1055,"604"
1056,"661"
1057,"530"
1058,"547"
1059,"515"
1060,"440"
1061,"473"
1062,"465"
1063,"452"
1064,"437"
1065,"436"
1066,"413"
1067,"396"
1068,"405"
1069,"403"
1070,"386"
1071,"399"
1072,"333"
1073,"353"
1074,"349"
1075,"360"
1076,"334"
1077,"340"
1078,"335"
1079,"334"
1080,"312"
1081,"290"
1082,"324"
1083,"308"
1084,"328"
1085,"284"
1086,"313"
1087,"281"
1088,"299"
1089,"308"
1090,"299"
1091,"313"
1092,"333"
1093,"310"
1094,"320"
1095,"280"
1096,"257"
1097,"314"
1098,"263"
1099,"259"
1100,"251"
1101,"277"
1102,"294"
1103,"250"
1104,"229"
1105,"260"
1106,"286"
1107,"256"
1108,"259"
1109,"248"
1110,"289"
1111,"244"
1112,"240"
1113,"284"
1114,"264"
1115,"243"
1116,"240"
1117,"276"
1118,"250"
1119,"242"
1120,"285"
1121,"293"
1122,"296"
1123,"302"
1124,"308"
1125,"310"
1126,"320"
1127,"346"
1128,"314"
1129,"336"
1130,"326"
1131,"334"
1132,"287"
1133,"312"
1134,"299"
1135,"286"
1136,"248"
1137,"244"
1138,"254"
1139,"257"
1140,"216"
1141,"227"
1142,"214"
1143,"258"
1144,"230"
1145,"224"
1146,"228"
1147,"254"
1148,"236"
1149,"263"
1150,"263"
1151,"233"
1152,"212"
1153,"233"
1154,"239"
1155,"256"
1156,"232"
1157,"231"
1158,"221"
1159,"219"
1160,"224"
1161,"196"
1162,"212"
1163,"206"
1164,"228"
1165,"182"
1166,"231"
1167,"216"
1168,"228"
1169,"200"
1170,"218"
1171,"209"
1172,"209"
1173,"227"
1174,"245"
1175,"221"
1176,"213"
1177,"225"
1178,"197"
1179,"237"
1180,"245"
1181,"224"
1182,"235"
1183,"275"
1184,"232"
1185,"244"
1186,"239"
1187,"249"
1188,"240"
1189,"219"
1190,"219"
1191,"236"
1192,"229"
1193,"218"
1194,"218"
1195,"206"
1196,"187"
1197,"206"
1198,"190"
1199,"197"
1200,"205"
1201,"198"
1202,"207"
1203,"198"
1204,"179"
1205,"183"
1206,"204"
1207,"195"
1208,"186"
1209,"217"
1210,"200"
1211,"193"
1212,"204"
1213,"181"
1214,"208"
1215,"176"
1216,"201"
1217,"180"
1218,"199"
1219,"197"
1220,"191"
1221,"184"
1222,"181"
1223,"172"
1224,"173"
1225,"206"
1226,"167"
1227,"192"
1228,"193"
1229,"180"
1230,"167"
1231,"197"
1232,"154"
1233,"180"
1234,"162"
1235,"169"
1236,"186"
1237,"186"
1238,"165"
1239,"189"
1240,"181"
1241,"180"
1242,"179"
1243,"178"
1244,"182"
1245,"167"
1246,"191"
1247,"172"
1248,"161"
1249,"189"
1250,"189"
1251,"182"
1252,"184"
1253,"195"
1254,"159"
1255,"167"
1256,"166"
1257,"173"
1258,"200"
1259,"187"
1260,"182"
1261,"161"
1262,"170"
1263,"167"
1264,"170"
1265,"162"
1266,"161"
1267,"166"
1268,"181"
1269,"186"
1270,"162"
1271,"194"
1272,"182"
1273,"152"
1274,"174"
1275,"164"
1276,"166"
1277,"142"
1278,"172"
1279,"140"
1280,"152"
1281,"208"
1282,"171"
1283,"141"
1284,"159"
1285,"153"
1286,"141"
1287,"136"
1288,"154"
1289,"159"
1290,"155"
1291,"144"
1292,"133"
1293,"138"
1294,"164"
1295,"167"
1296,"167"
1297,"137"
1298,"144"
1299,"156"
1300,"137"
1301,"164"
1302,"147"
1303,"138"
1304,"142"
1305,"153"
