Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-3CDAE 6phi 0"
673,"506"
674,"514"
675,"484"
676,"472"
677,"483"
678,"458"
679,"415"
680,"479"
681,"453"
682,"432"
683,"470"
684,"448"
685,"445"
686,"435"
687,"433"
688,"420"
689,"447"
690,"464"
691,"503"
692,"489"
693,"454"
694,"441"
695,"470"
696,"490"
697,"501"
698,"531"
699,"584"
700,"568"
701,"549"
702,"608"
703,"598"
704,"572"
705,"503"
706,"561"
707,"501"
708,"532"
709,"475"
710,"464"
711,"449"
712,"440"
713,"433"
714,"447"
715,"420"
716,"404"
717,"421"
718,"400"
719,"429"
720,"404"
721,"376"
722,"422"
723,"389"
724,"414"
725,"421"
726,"418"
727,"440"
728,"414"
729,"408"
730,"377"
731,"423"
732,"436"
733,"386"
734,"422"
735,"383"
736,"442"
737,"398"
738,"480"
739,"460"
740,"445"
741,"484"
742,"500"
743,"454"
744,"491"
745,"472"
746,"450"
747,"436"
748,"439"
749,"450"
750,"400"
751,"403"
752,"427"
753,"376"
754,"381"
755,"406"
756,"410"
757,"365"
758,"383"
759,"383"
760,"373"
761,"366"
762,"376"
763,"387"
764,"363"
765,"395"
766,"354"
767,"378"
768,"376"
769,"400"
770,"390"
771,"404"
772,"452"
773,"430"
774,"483"
775,"500"
776,"464"
777,"562"
778,"573"
779,"600"
780,"635"
781,"626"
782,"702"
783,"677"
784,"643"
785,"624"
786,"697"
787,"560"
788,"576"
789,"556"
790,"474"
791,"462"
792,"436"
793,"419"
794,"383"
795,"381"
796,"397"
797,"387"
798,"334"
799,"368"
800,"394"
801,"347"
802,"377"
803,"345"
804,"412"
805,"358"
806,"351"
807,"379"
808,"349"
809,"356"
810,"341"
811,"319"
812,"374"
813,"360"
814,"370"
815,"376"
816,"338"
817,"406"
818,"389"
819,"335"
820,"341"
821,"366"
822,"400"
823,"349"
824,"391"
825,"368"
826,"346"
827,"365"
828,"393"
829,"369"
830,"338"
831,"361"
832,"378"
833,"341"
834,"330"
835,"300"
836,"371"
837,"319"
838,"341"
839,"333"
840,"322"
841,"372"
842,"386"
843,"370"
844,"375"
845,"374"
846,"294"
847,"339"
848,"328"
849,"355"
850,"348"
851,"351"
852,"350"
853,"323"
854,"314"
855,"351"
856,"374"
857,"338"
858,"338"
859,"358"
860,"357"
861,"349"
862,"323"
863,"342"
864,"330"
865,"351"
866,"357"
867,"365"
868,"356"
869,"334"
870,"368"
871,"395"
872,"364"
873,"385"
874,"354"
875,"391"
876,"379"
877,"389"
878,"420"
879,"404"
880,"409"
881,"404"
882,"385"
883,"398"
884,"378"
885,"370"
886,"375"
887,"362"
888,"380"
889,"411"
890,"373"
891,"368"
892,"366"
893,"381"
894,"365"
895,"403"
896,"413"
897,"424"
898,"404"
899,"377"
900,"415"
901,"421"
902,"406"
903,"441"
904,"428"
905,"433"
906,"451"
907,"470"
908,"455"
909,"516"
910,"507"
911,"499"
912,"493"
913,"540"
914,"528"
915,"579"
916,"590"
917,"627"
918,"652"
919,"626"
920,"727"
921,"694"
922,"748"
923,"787"
924,"820"
925,"936"
926,"916"
927,"939"
928,"915"
929,"978"
930,"1013"
931,"1056"
932,"1072"
933,"996"
934,"1077"
935,"1046"
936,"1153"
937,"1143"
938,"1154"
939,"1080"
940,"1147"
941,"1155"
942,"1109"
943,"1086"
944,"1029"
945,"1088"
946,"1032"
947,"1006"
948,"960"
949,"881"
950,"883"
951,"819"
952,"843"
953,"785"
954,"739"
955,"707"
956,"717"
957,"669"
958,"638"
959,"618"
960,"586"
961,"541"
962,"546"
963,"499"
964,"483"
965,"491"
966,"504"
967,"477"
968,"449"
969,"424"
970,"410"
971,"376"
972,"405"
973,"354"
974,"378"
975,"353"
976,"350"
977,"331"
978,"301"
979,"316"
980,"326"
981,"308"
982,"315"
983,"289"
984,"287"
985,"308"
986,"321"
987,"325"
988,"326"
989,"350"
990,"351"
991,"356"
992,"405"
993,"450"
994,"451"
995,"470"
996,"486"
997,"535"
998,"642"
999,"588"
1000,"662"
1001,"614"
1002,"636"
1003,"598"
1004,"649"
1005,"622"
1006,"619"
1007,"564"
1008,"528"
1009,"466"
1010,"458"
1011,"394"
1012,"354"
1013,"365"
1014,"331"
1015,"287"
1016,"252"
1017,"273"
1018,"232"
1019,"266"
1020,"226"
1021,"250"
1022,"255"
1023,"251"
1024,"275"
1025,"273"
1026,"276"
1027,"290"
1028,"274"
1029,"297"
1030,"327"
1031,"316"
1032,"269"
1033,"280"
1034,"345"
1035,"318"
1036,"339"
1037,"323"
1038,"321"
1039,"372"
1040,"380"
1041,"377"
1042,"394"
1043,"416"
1044,"422"
1045,"476"
1046,"443"
1047,"447"
1048,"479"
1049,"468"
1050,"483"
1051,"446"
1052,"435"
1053,"425"
1054,"424"
1055,"428"
1056,"383"
1057,"409"
1058,"390"
1059,"362"
1060,"338"
1061,"319"
1062,"317"
1063,"310"
1064,"298"
1065,"295"
1066,"295"
1067,"278"
1068,"292"
1069,"257"
1070,"248"
1071,"253"
1072,"268"
1073,"237"
1074,"229"
1075,"227"
1076,"229"
1077,"241"
1078,"248"
1079,"230"
1080,"225"
1081,"199"
1082,"210"
1083,"208"
1084,"190"
1085,"186"
1086,"193"
1087,"204"
1088,"196"
1089,"198"
1090,"183"
1091,"174"
1092,"197"
1093,"180"
1094,"187"
1095,"186"
1096,"204"
1097,"196"
1098,"157"
1099,"195"
1100,"168"
1101,"199"
1102,"190"
1103,"168"
1104,"166"
1105,"171"
1106,"146"
1107,"202"
1108,"173"
1109,"169"
1110,"168"
1111,"180"
1112,"171"
1113,"168"
1114,"197"
1115,"182"
1116,"155"
1117,"182"
1118,"154"
1119,"211"
1120,"159"
1121,"189"
1122,"192"
1123,"179"
1124,"154"
1125,"178"
1126,"192"
1127,"204"
1128,"237"
1129,"224"
1130,"198"
1131,"197"
1132,"201"
1133,"189"
1134,"199"
1135,"170"
1136,"162"
1137,"166"
1138,"164"
1139,"189"
1140,"146"
1141,"153"
1142,"153"
1143,"178"
1144,"174"
1145,"172"
1146,"159"
1147,"163"
1148,"199"
1149,"140"
1150,"183"
1151,"170"
1152,"159"
1153,"180"
1154,"171"
1155,"152"
1156,"163"
1157,"148"
1158,"153"
1159,"154"
1160,"149"
1161,"133"
1162,"133"
1163,"143"
1164,"154"
1165,"119"
1166,"128"
1167,"153"
1168,"150"
1169,"127"
1170,"127"
1171,"130"
1172,"129"
1173,"149"
1174,"117"
1175,"130"
1176,"147"
1177,"147"
1178,"151"
1179,"158"
1180,"150"
1181,"155"
1182,"163"
1183,"159"
1184,"173"
1185,"161"
1186,"142"
1187,"168"
1188,"138"
1189,"140"
1190,"140"
1191,"150"
1192,"123"
1193,"146"
1194,"126"
1195,"128"
1196,"121"
1197,"133"
1198,"142"
1199,"106"
1200,"114"
1201,"136"
1202,"134"
1203,"115"
1204,"131"
1205,"125"
1206,"119"
1207,"130"
1208,"117"
1209,"118"
1210,"116"
1211,"129"
1212,"111"
1213,"115"
1214,"115"
1215,"114"
1216,"110"
1217,"102"
1218,"100"
1219,"112"
1220,"125"
1221,"110"
1222,"130"
1223,"97"
1224,"120"
1225,"101"
1226,"118"
1227,"114"
1228,"101"
1229,"102"
1230,"122"
1231,"110"
1232,"121"
1233,"114"
1234,"114"
1235,"117"
1236,"109"
1237,"107"
1238,"103"
1239,"101"
1240,"93"
1241,"103"
1242,"100"
1243,"129"
1244,"110"
1245,"93"
1246,"117"
1247,"126"
1248,"93"
1249,"102"
1250,"95"
1251,"100"
1252,"116"
1253,"122"
1254,"112"
1255,"102"
1256,"113"
1257,"114"
1258,"111"
1259,"95"
1260,"118"
1261,"105"
1262,"108"
1263,"108"
1264,"102"
1265,"87"
1266,"89"
1267,"99"
1268,"79"
1269,"85"
1270,"110"
1271,"82"
1272,"116"
1273,"94"
1274,"92"
1275,"80"
1276,"77"
1277,"94"
1278,"98"
1279,"98"
1280,"101"
1281,"104"
1282,"91"
1283,"98"
1284,"92"
1285,"100"
1286,"99"
1287,"103"
1288,"88"
1289,"97"
1290,"97"
1291,"116"
1292,"97"
1293,"82"
1294,"94"
1295,"87"
1296,"93"
1297,"101"
1298,"99"
1299,"88"
1300,"93"
1301,"67"
1302,"99"
1303,"93"
1304,"78"
1305,"90"
1306,"82"
1307,"75"
1308,"96"
1309,"82"
1310,"81"
1311,"85"
1312,"77"
1313,"86"
1314,"87"
1315,"92"
1316,"82"
1317,"69"
1318,"84"
1319,"77"
1320,"89"
1321,"86"
1322,"84"
1323,"95"
1324,"84"
1325,"75"
1326,"82"
1327,"77"
1328,"76"
1329,"106"
1330,"69"
1331,"80"
1332,"83"
1333,"83"
1334,"85"
1335,"77"
1336,"75"
1337,"83"
1338,"93"
1339,"68"
1340,"66"
1341,"67"
1342,"69"
1343,"77"
1344,"76"
1345,"71"
1346,"76"
1347,"75"
1348,"71"
1349,"93"
1350,"82"
1351,"68"
1352,"75"
1353,"79"
1354,"67"
1355,"65"
1356,"83"
1357,"59"
1358,"83"
1359,"73"
1360,"51"
1361,"68"
1362,"58"
1363,"66"
1364,"62"
1365,"78"
1366,"68"
1367,"78"
1368,"85"
1369,"58"
1370,"74"
1371,"66"
1372,"65"
1373,"70"
1374,"69"
1375,"56"
1376,"66"
1377,"66"
1378,"63"
1379,"67"
1380,"67"
1381,"58"
1382,"58"
1383,"71"
1384,"65"
1385,"62"
1386,"62"
1387,"69"
1388,"39"
1389,"59"
1390,"58"
1391,"58"
1392,"64"
1393,"58"
1394,"48"
1395,"56"
1396,"55"
1397,"54"
1398,"64"
1399,"69"
1400,"52"
1401,"69"
1402,"59"
1403,"67"
1404,"56"
1405,"52"
1406,"52"
1407,"47"
1408,"65"
1409,"58"
1410,"53"
1411,"63"
1412,"62"
1413,"61"
1414,"50"
1415,"59"
1416,"67"
1417,"59"
1418,"64"
1419,"65"
1420,"53"
1421,"57"
1422,"60"
1423,"46"
1424,"64"
1425,"53"
1426,"54"
1427,"55"
1428,"50"
1429,"62"
1430,"58"
1431,"55"
1432,"70"
1433,"55"
1434,"46"
1435,"53"
1436,"50"
1437,"52"
1438,"53"
1439,"47"
1440,"56"
1441,"47"
1442,"48"
1443,"63"
1444,"45"
1445,"64"
1446,"35"
1447,"55"
1448,"38"
1449,"56"
1450,"50"
1451,"38"
1452,"57"
1453,"47"
1454,"45"
1455,"44"
1456,"43"
1457,"48"
1458,"46"
1459,"57"
1460,"26"
1461,"55"
1462,"61"
1463,"44"
1464,"35"
1465,"40"
1466,"36"
1467,"50"
1468,"51"
1469,"41"
1470,"51"
1471,"50"
1472,"32"
1473,"32"
1474,"41"
1475,"37"
1476,"48"
1477,"53"
1478,"39"
1479,"40"
1480,"47"
1481,"34"
1482,"40"
1483,"35"
1484,"39"
1485,"36"
1486,"39"
1487,"38"
1488,"41"
1489,"45"
1490,"42"
1491,"40"
1492,"40"
1493,"40"
1494,"50"
1495,"32"
1496,"38"
1497,"52"
1498,"45"
1499,"43"
1500,"43"
1501,"41"
1502,"42"
1503,"40"
1504,"29"
1505,"41"
1506,"37"
1507,"35"
1508,"37"
1509,"34"
1510,"38"
1511,"31"
1512,"30"
1513,"33"
1514,"40"
1515,"31"
1516,"42"
1517,"39"
1518,"26"
1519,"39"
1520,"39"
1521,"33"
1522,"32"
1523,"38"
1524,"33"
1525,"36"
1526,"31"
1527,"28"
1528,"31"
1529,"34"
1530,"34"
1531,"41"
1532,"32"
1533,"29"
1534,"34"
1535,"28"
1536,"40"
1537,"25"
1538,"30"
1539,"36"
1540,"33"
1541,"33"
1542,"25"
1543,"37"
1544,"27"
1545,"36"
1546,"40"
1547,"25"
1548,"33"
1549,"28"
1550,"25"
1551,"34"
1552,"28"
1553,"27"
1554,"21"
1555,"14"
1556,"27"
1557,"34"
1558,"26"
1559,"36"
1560,"27"
1561,"25"
1562,"27"
1563,"18"
1564,"25"
1565,"36"
1566,"19"
1567,"26"
1568,"27"
1569,"13"
1570,"28"
1571,"27"
1572,"17"
1573,"29"
1574,"20"
1575,"27"
1576,"21"
1577,"17"
1578,"28"
1579,"30"
1580,"26"
1581,"18"
1582,"18"
1583,"27"
1584,"25"
1585,"25"
1586,"21"
1587,"31"
1588,"14"
1589,"14"
1590,"14"
1591,"21"
1592,"17"
1593,"19"
1594,"25"
1595,"26"
1596,"20"
1597,"12"
1598,"23"
1599,"17"
1600,"19"
1601,"23"
1602,"25"
1603,"24"
1604,"25"
1605,"17"
1606,"31"
1607,"17"
1608,"15"
1609,"16"
1610,"20"
1611,"16"
1612,"18"
1613,"14"
1614,"15"
1615,"18"
1616,"20"
1617,"10"
1618,"16"
1619,"12"
1620,"21"
1621,"12"
1622,"19"
1623,"11"
1624,"14"
1625,"17"
1626,"16"
1627,"15"
1628,"11"
1629,"13"
1630,"15"
1631,"17"
1632,"17"
1633,"8"
1634,"21"
1635,"10"
1636,"24"
1637,"20"
1638,"20"
1639,"10"
1640,"12"
1641,"11"
1642,"14"
1643,"13"
1644,"18"
1645,"9"
1646,"18"
1647,"8"
1648,"13"
1649,"11"
1650,"13"
1651,"5"
1652,"13"
1653,"16"
1654,"7"
1655,"11"
1656,"10"
1657,"9"
1658,"12"
1659,"15"
1660,"12"
1661,"10"
1662,"13"
1663,"8"
1664,"15"
1665,"7"
1666,"14"
1667,"14"
1668,"11"
1669,"8"
1670,"10"
1671,"7"
1672,"12"
1673,"9"
1674,"7"
1675,"5"
1676,"3"
1677,"6"
1678,"8"
1679,"7"
1680,"4"
1681,"9"
1682,"6"
1683,"7"
1684,"6"
1685,"12"
1686,"11"
1687,"7"
1688,"6"
1689,"7"
1690,"3"
1691,"8"
1692,"7"
1693,"7"
1694,"8"
1695,"8"
1696,"4"
1697,"9"
1698,"7"
1699,"9"
1700,"10"
1701,"5"
1702,"5"
1703,"5"
1704,"3"
1705,"6"
1706,"4"
1707,"4"
1708,"2"
1709,"3"
1710,"4"
1711,"7"
1712,"2"
1713,"4"
1714,"1"
1715,"2"
1716,"4"
1717,"3"
1718,"4"
1719,"2"
1720,"3"
1721,"2"
1722,"4"
1723,"8"
1724,"3"
1725,"3"
1726,"3"
1727,"3"
1728,"2"
1729,"2"
1730,"4"
1731,"5"
1732,"3"
1733,"3"
1734,"2"
1735,"2"
1736,"2"
1737,"5"
1738,"3"
1739,"6"
1740,"3"
1741,"1"
1742,"3"
1743,"1"
1744,"4"
1745,"1"
1746,"3"
1747,"2"
1748,"4"
1749,"3"
1750,"4"
1751,"2"
1752,"0"
1753,"2"
1754,"1"
1755,"5"
1756,"1"
1757,"0"
1758,"2"
1759,"1"
1760,"2"
1761,"1"
1762,"1"
1763,"1"
1764,"0"
1765,"0"
1766,"0"
1767,"0"
1768,"1"
1769,"2"
1770,"0"
1771,"2"
1772,"3"
1773,"1"
1774,"0"
1775,"2"
1776,"3"
1777,"1"
1778,"0"
1779,"1"
1780,"2"
1781,"0"
1782,"0"
1783,"3"
1784,"1"
1785,"1"
1786,"0"
1787,"2"
1788,"0"
1789,"1"
1790,"0"
1791,"1"
1792,"2"
1793,"0"
1794,"1"
1795,"0"
1796,"1"
1797,"1"
1798,"1"
1799,"1"
1800,"2"
1801,"1"
1802,"0"
1803,"0"
1804,"4"
1805,"1"
1806,"0"
1807,"1"
1808,"0"
1809,"2"
1810,"3"
1811,"1"
1812,"1"
1813,"0"
1814,"0"
1815,"1"
1816,"0"
1817,"1"
1818,"0"
1819,"1"
1820,"0"
1821,"0"
1822,"2"
1823,"1"
1824,"2"
1825,"1"
1826,"2"
1827,"0"
1828,"1"
1829,"0"
1830,"1"
1831,"0"
1832,"0"
1833,"1"
1834,"1"
1835,"1"
1836,"0"
1837,"0"
1838,"1"
1839,"1"
1840,"0"
1841,"0"
1842,"1"
1843,"0"
1844,"0"
1845,"0"
1846,"0"
1847,"1"
1848,"1"
1849,"1"
1850,"0"
1851,"0"
1852,"0"
1853,"0"
1854,"1"
1855,"0"
1856,"0"
1857,"2"
1858,"0"
1859,"1"
1860,"0"
1861,"0"
1862,"0"
1863,"0"
1864,"2"
1865,"1"
1866,"2"
1867,"0"
1868,"0"
1869,"0"
1870,"0"
1871,"0"
1872,"1"
1873,"0"
1874,"0"
1875,"0"
1876,"0"
1877,"2"
1878,"0"
1879,"1"
1880,"0"
1881,"0"
1882,"0"
1883,"0"
1884,"0"
1885,"1"
1886,"0"
1887,"0"
1888,"0"
1889,"0"
1890,"0"
1891,"0"
1892,"0"
1893,"0"
1894,"0"
1895,"0"
1896,"0"
1897,"0"
1898,"0"
1899,"0"
1900,"0"
1901,"1"
1902,"0"
1903,"0"
1904,"0"
1905,"0"
1906,"0"
1907,"2"
1908,"0"
1909,"0"
1910,"1"
1911,"0"
1912,"0"
1913,"0"
1914,"0"
1915,"1"
1916,"0"
1917,"0"
1918,"0"
1919,"0"
1920,"0"
1921,"1"
1922,"0"
1923,"0"
1924,"0"
1925,"0"
1926,"0"
1927,"0"
1928,"0"
1929,"0"
1930,"0"
1931,"0"
1932,"0"
1933,"0"
1934,"0"
1935,"0"
1936,"0"
1937,"0"
1938,"0"
1939,"0"
1940,"0"
1941,"0"
1942,"0"
1943,"0"
1944,"0"
1945,"0"
1946,"0"
1947,"1"
1948,"1"
1949,"0"
1950,"0"
1951,"0"
1952,"0"
1953,"0"
1954,"0"
1955,"0"
1956,"0"
1957,"0"
1958,"0"
1959,"0"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"0"
1967,"0"
1968,"0"
1969,"1"
1970,"0"
1971,"1"
1972,"0"
1973,"0"
1974,"0"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"1"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"0"
1992,"0"
1993,"0"
1994,"0"
1995,"1"
1996,"0"
1997,"0"
1998,"0"
1999,"0"
2000,"1"
2001,"0"
2002,"1"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"1"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"1"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"1"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


