Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-3FG 1phi 0"
231,"255"
232,"267"
233,"282"
234,"269"
235,"283"
236,"297"
237,"324"
238,"358"
239,"350"
240,"348"
241,"350"
242,"327"
243,"347"
244,"331"
245,"293"
246,"294"
247,"290"
248,"284"
249,"298"
250,"306"
251,"247"
252,"289"
253,"258"
254,"275"
255,"291"
256,"328"
257,"320"
258,"340"
259,"279"
260,"317"
261,"323"
262,"319"
263,"302"
264,"338"
265,"337"
266,"336"
267,"321"
268,"385"
269,"394"
270,"425"
271,"400"
272,"459"
273,"452"
274,"396"
275,"432"
276,"413"
277,"384"
278,"401"
279,"383"
280,"403"
281,"404"
282,"375"
283,"379"
284,"406"
285,"387"
286,"362"
287,"382"
288,"428"
289,"400"
290,"389"
291,"413"
292,"370"
293,"397"
294,"385"
295,"353"
296,"427"
297,"381"
298,"389"
299,"349"
300,"380"
301,"351"
302,"380"
303,"386"
304,"391"
305,"408"
306,"387"
307,"435"
308,"443"
309,"448"
310,"520"
311,"593"
312,"749"
313,"854"
314,"1121"
315,"1250"
316,"1499"
317,"1582"
318,"1727"
319,"1544"
320,"1386"
321,"1263"
322,"1018"
323,"769"
324,"691"
325,"531"
326,"511"
327,"499"
328,"486"
329,"525"
330,"547"
331,"501"
332,"495"
333,"495"
334,"516"
335,"492"
336,"474"
337,"489"
338,"463"
339,"497"
340,"465"
341,"526"
342,"445"
343,"521"
344,"501"
345,"524"
346,"556"
347,"592"
348,"583"
349,"634"
350,"600"
351,"631"
352,"631"
353,"607"
354,"665"
355,"603"
356,"589"
357,"657"
358,"676"
359,"762"
360,"785"
361,"795"
362,"791"
363,"894"
364,"949"
365,"1028"
366,"1153"
367,"1277"
368,"1356"
369,"1481"
370,"1518"
371,"1560"
372,"1544"
373,"1343"
374,"1256"
375,"1075"
376,"894"
377,"746"
378,"642"
379,"542"
380,"532"
381,"508"
382,"522"
383,"488"
384,"454"
385,"518"
386,"426"
387,"468"
388,"426"
389,"441"
390,"483"
391,"491"
392,"497"
393,"558"
394,"526"
395,"599"
396,"653"
397,"692"
398,"723"
399,"720"
400,"793"
401,"723"
402,"658"
403,"649"
404,"627"
405,"591"
406,"599"
407,"640"
408,"626"
409,"558"
410,"680"
411,"593"
412,"597"
413,"629"
414,"557"
415,"529"
416,"512"
417,"486"
418,"470"
419,"437"
420,"491"
421,"461"
422,"458"
423,"478"
424,"515"
425,"480"
426,"491"
427,"528"
428,"490"
429,"514"
430,"506"
431,"513"
432,"476"
433,"498"
434,"499"
435,"506"
436,"514"
437,"528"
438,"482"
439,"560"
440,"520"
441,"548"
442,"499"
443,"483"
444,"490"
445,"458"
446,"479"
447,"507"
448,"440"
449,"491"
450,"503"
451,"486"
452,"491"
453,"520"
454,"503"
455,"488"
456,"497"
457,"532"
458,"529"
459,"485"
460,"469"
461,"492"
462,"481"
463,"521"
464,"486"
465,"508"
466,"472"
467,"483"
468,"500"
469,"556"
470,"508"
471,"486"
472,"508"
473,"510"
474,"542"
475,"551"
476,"512"
477,"567"
478,"546"
479,"544"
480,"556"
481,"533"
482,"515"
483,"544"
484,"535"
485,"529"
486,"574"
487,"528"
488,"503"
489,"535"
490,"510"
491,"530"
492,"531"
493,"502"
494,"531"
495,"439"
496,"491"
497,"533"
498,"500"
499,"492"
500,"489"
501,"476"
502,"469"
503,"424"
504,"497"
505,"508"
506,"476"
507,"499"
508,"506"
509,"468"
510,"474"
511,"499"
512,"456"
513,"477"
514,"504"
515,"503"
516,"496"
517,"492"
518,"502"
519,"504"
520,"464"
521,"483"
522,"488"
523,"537"
524,"532"
525,"524"
526,"515"
527,"505"
528,"528"
529,"478"
530,"494"
531,"490"
532,"504"
533,"486"
534,"487"
535,"514"
536,"492"
537,"534"
538,"480"
539,"516"
540,"491"
541,"500"
542,"463"
543,"480"
544,"458"
545,"460"
546,"497"
547,"493"
548,"443"
549,"459"
550,"449"
551,"484"
552,"446"
553,"473"
554,"428"
555,"526"
556,"496"
557,"471"
558,"487"
559,"485"
560,"512"
561,"479"
562,"480"
563,"478"
564,"454"
565,"483"
566,"506"
567,"471"
568,"496"
569,"476"
570,"466"
571,"464"
572,"511"
573,"451"
574,"476"
575,"512"
576,"442"
577,"496"
578,"482"
579,"478"
580,"488"
581,"493"
582,"460"
583,"471"
584,"472"
585,"500"
586,"489"
587,"486"
588,"505"
589,"485"
590,"516"
591,"466"
592,"514"
593,"508"
594,"534"
595,"503"
596,"493"
597,"480"
598,"476"
599,"519"
600,"524"
601,"486"
602,"499"
603,"467"
604,"485"
605,"450"
606,"504"
607,"488"
608,"454"
609,"488"
610,"482"
611,"500"
612,"527"
613,"466"
614,"506"
615,"495"
616,"502"
617,"456"
618,"483"
619,"524"
620,"484"
621,"490"
622,"496"
623,"503"
624,"523"
625,"500"
626,"516"
627,"529"
628,"551"
629,"526"
630,"536"
631,"530"
632,"538"
633,"556"
634,"493"
635,"461"
636,"506"
637,"488"
638,"493"
639,"515"
640,"454"
641,"497"
642,"503"
643,"532"
644,"490"
645,"505"
646,"500"
647,"539"
648,"508"
649,"516"
650,"524"
651,"501"
652,"518"
653,"500"
654,"539"
655,"540"
656,"615"
657,"637"
658,"632"
659,"685"
660,"741"
661,"748"
662,"818"
663,"873"
664,"872"
665,"873"
666,"874"
667,"834"
668,"727"
669,"712"
670,"653"
671,"656"
672,"591"
673,"523"
674,"506"
675,"525"
676,"510"
677,"477"
678,"499"
679,"519"
680,"467"
681,"491"
682,"472"
683,"512"
684,"444"
685,"505"
686,"446"
687,"466"
688,"489"
689,"451"
690,"504"
691,"465"
692,"504"
693,"522"
694,"601"
695,"634"
696,"596"
697,"685"
698,"763"
699,"757"
700,"860"
701,"902"
702,"908"
703,"916"
704,"882"
705,"910"
706,"783"
707,"716"
708,"620"
709,"609"
710,"621"
711,"524"
712,"477"
713,"501"
714,"463"
715,"432"
716,"432"
717,"436"
718,"477"
719,"447"
720,"440"
721,"448"
722,"484"
723,"467"
724,"464"
725,"454"
726,"440"
727,"431"
728,"450"
729,"436"
730,"464"
731,"436"
732,"436"
733,"439"
734,"457"
735,"458"
736,"471"
737,"508"
738,"537"
739,"509"
740,"488"
741,"544"
742,"520"
743,"493"
744,"451"
745,"429"
746,"470"
747,"495"
748,"497"
749,"467"
750,"460"
751,"480"
752,"480"
753,"438"
754,"452"
755,"435"
756,"406"
757,"447"
758,"442"
759,"401"
760,"450"
761,"483"
762,"453"
763,"463"
764,"411"
765,"450"
766,"427"
767,"457"
768,"440"
769,"432"
770,"433"
771,"434"
772,"427"
773,"472"
774,"404"
775,"432"
776,"449"
777,"477"
778,"462"
779,"480"
780,"486"
781,"481"
782,"472"
783,"505"
784,"525"
785,"526"
786,"510"
787,"513"
788,"505"
789,"518"
790,"504"
791,"481"
792,"494"
793,"425"
794,"455"
795,"403"
796,"416"
797,"465"
798,"459"
799,"421"
800,"411"
801,"427"
802,"441"
803,"414"
804,"409"
805,"407"
806,"428"
807,"409"
808,"396"
809,"399"
810,"429"
811,"417"
812,"390"
813,"415"
814,"408"
815,"420"
816,"425"
817,"398"
818,"440"
819,"427"
820,"420"
821,"399"
822,"385"
823,"381"
824,"376"
825,"418"
826,"414"
827,"444"
828,"419"
829,"417"
830,"397"
831,"417"
832,"402"
833,"428"
834,"422"
835,"435"
836,"396"
837,"401"
838,"402"
839,"405"
840,"457"
841,"423"
842,"412"
843,"417"
844,"388"
845,"420"
846,"414"
847,"407"
848,"393"
849,"411"
850,"417"
851,"382"
852,"398"
853,"407"
854,"388"
855,"411"
856,"394"
857,"391"
858,"420"
859,"420"
860,"397"
861,"416"
862,"415"
863,"400"
864,"407"
865,"410"
866,"408"
867,"414"
868,"445"
869,"408"
870,"407"
871,"431"
872,"406"
873,"443"
874,"443"
875,"402"
876,"427"
877,"398"
878,"455"
879,"397"
880,"445"
881,"427"
882,"439"
883,"460"
884,"466"
885,"450"
886,"435"
887,"480"
888,"465"
889,"441"
890,"485"
891,"513"
892,"480"
893,"493"
894,"462"
895,"482"
896,"473"
897,"453"
898,"493"
899,"482"
900,"501"
901,"501"
902,"476"
903,"559"
904,"511"
905,"550"
906,"526"
907,"541"
908,"588"
909,"583"
910,"599"
911,"653"
912,"616"
913,"669"
914,"638"
915,"698"
916,"708"
917,"679"
918,"775"
919,"798"
920,"850"
921,"892"
922,"876"
923,"988"
924,"993"
925,"1038"
926,"1100"
927,"1123"
928,"1134"
929,"1170"
930,"1306"
931,"1238"
932,"1291"
933,"1386"
934,"1351"
935,"1338"
936,"1391"
937,"1405"
938,"1489"
939,"1366"
940,"1346"
941,"1436"
942,"1422"
943,"1381"
944,"1385"
945,"1321"
946,"1287"
947,"1262"
948,"1217"
949,"1152"
950,"1091"
951,"1104"
952,"1049"
953,"1069"
954,"1004"
955,"943"
956,"897"
957,"895"
958,"869"
959,"837"
960,"767"
961,"737"
962,"706"
963,"694"
964,"673"
965,"631"
966,"601"
967,"600"
968,"598"
969,"549"
970,"520"
971,"524"
972,"560"
973,"490"
974,"502"
975,"507"
976,"452"
977,"476"
978,"437"
979,"460"
980,"427"
981,"464"
982,"412"
983,"398"
984,"429"
985,"400"
986,"429"
987,"395"
988,"435"
989,"447"
990,"456"
991,"562"
992,"497"
993,"600"
994,"634"
995,"666"
996,"726"
997,"734"
998,"826"
999,"872"
1000,"886"
1001,"881"
1002,"873"
1003,"867"
1004,"862"
1005,"857"
1006,"780"
1007,"763"
1008,"725"
1009,"622"
1010,"573"
1011,"496"
1012,"470"
1013,"445"
1014,"403"
1015,"388"
1016,"380"
1017,"361"
1018,"379"
1019,"373"
1020,"313"
1021,"352"
1022,"354"
1023,"358"
1024,"338"
1025,"338"
1026,"360"
1027,"363"
1028,"367"
1029,"358"
1030,"351"
1031,"402"
1032,"383"
1033,"424"
1034,"402"
1035,"414"
1036,"471"
1037,"438"
1038,"462"
1039,"452"
1040,"500"
1041,"509"
1042,"574"
1043,"589"
1044,"620"
1045,"628"
1046,"616"
1047,"641"
1048,"679"
1049,"682"
1050,"668"
1051,"670"
1052,"686"
1053,"634"
1054,"700"
1055,"564"
1056,"570"
1057,"521"
1058,"516"
1059,"513"
1060,"476"
1061,"473"
1062,"428"
1063,"423"
1064,"449"
1065,"400"
1066,"394"
1067,"429"
1068,"348"
1069,"352"
1070,"375"
1071,"364"
1072,"349"
1073,"357"
1074,"357"
1075,"351"
1076,"330"
1077,"344"
1078,"338"
1079,"334"
1080,"312"
1081,"319"
1082,"288"
1083,"287"
1084,"300"
1085,"302"
1086,"270"
1087,"280"
1088,"303"
1089,"265"
1090,"271"
1091,"289"
1092,"293"
1093,"280"
1094,"251"
1095,"244"
1096,"249"
1097,"268"
1098,"230"
1099,"269"
1100,"287"
1101,"295"
1102,"283"
1103,"254"
1104,"270"
1105,"255"
1106,"229"
1107,"253"
1108,"245"
1109,"227"
1110,"222"
1111,"218"
1112,"268"
1113,"216"
1114,"252"
1115,"230"
1116,"222"
1117,"258"
1118,"243"
1119,"260"
1120,"249"
1121,"269"
1122,"252"
1123,"280"
1124,"309"
1125,"307"
1126,"294"
1127,"304"
1128,"298"
1129,"339"
1130,"300"
1131,"307"
1132,"300"
1133,"287"
1134,"272"
1135,"268"
1136,"250"
1137,"254"
1138,"212"
1139,"236"
1140,"216"
1141,"211"
1142,"215"
1143,"221"
1144,"230"
1145,"227"
1146,"221"
1147,"215"
1148,"237"
1149,"229"
1150,"221"
1151,"242"
1152,"211"
1153,"252"
1154,"237"
1155,"234"
1156,"231"
1157,"211"
1158,"212"
1159,"211"
1160,"197"
1161,"198"
1162,"209"
1163,"220"
1164,"201"
1165,"206"
1166,"225"
1167,"224"
1168,"207"
1169,"215"
1170,"202"
1171,"184"
1172,"225"
1173,"224"
1174,"204"
1175,"190"
1176,"227"
1177,"239"
1178,"214"
1179,"218"
1180,"231"
1181,"220"
1182,"249"
1183,"234"
1184,"239"
1185,"237"
1186,"261"
1187,"227"
1188,"239"
1189,"202"
1190,"217"
1191,"207"
1192,"194"
1193,"217"
1194,"175"
1195,"201"
1196,"192"
1197,"187"
1198,"192"
1199,"194"
1200,"198"
1201,"199"
1202,"198"
1203,"197"
1204,"189"
1205,"172"
1206,"181"
1207,"192"
1208,"145"
1209,"176"
1210,"182"
1211,"182"
1212,"199"
1213,"159"
1214,"195"
1215,"188"
1216,"179"
1217,"172"
1218,"156"
1219,"186"
1220,"184"
1221,"166"
1222,"156"
1223,"179"
1224,"211"
1225,"164"
1226,"167"
1227,"156"
1228,"164"
1229,"182"
1230,"202"
1231,"147"
1232,"185"
1233,"162"
1234,"177"
1235,"180"
1236,"168"
1237,"172"
1238,"188"
1239,"172"
1240,"178"
1241,"168"
1242,"160"
1243,"169"
1244,"168"
1245,"168"
1246,"185"
1247,"190"
1248,"177"
1249,"200"
1250,"170"
1251,"180"
1252,"206"
1253,"169"
1254,"163"
1255,"187"
1256,"180"
1257,"195"
1258,"161"
1259,"171"
1260,"164"
1261,"165"
1262,"178"
1263,"186"
1264,"149"
1265,"141"
1266,"170"
1267,"175"
1268,"164"
1269,"161"
1270,"161"
1271,"157"
1272,"176"
1273,"152"
1274,"160"
1275,"169"
1276,"125"
1277,"169"
1278,"147"
1279,"166"
1280,"168"
1281,"156"
1282,"156"
1283,"147"
1284,"138"
1285,"133"
1286,"147"
1287,"147"
1288,"134"
1289,"170"
1290,"157"
1291,"148"
1292,"169"
1293,"129"
1294,"141"
1295,"146"
1296,"164"
1297,"144"
1298,"174"
1299,"146"
1300,"166"
1301,"153"
1302,"141"
1303,"144"
1304,"142"
1305,"143"
1306,"134"
1307,"144"
1308,"140"
1309,"147"
1310,"148"
1311,"134"
1312,"159"
1313,"146"
1314,"142"
1315,"159"
1316,"142"
1317,"169"
1318,"153"
1319,"130"
1320,"134"
1321,"149"
1322,"126"
1323,"122"
1324,"134"
1325,"142"
1326,"146"
1327,"133"
1328,"149"
1329,"139"
1330,"130"
1331,"124"
1332,"134"
1333,"123"
1334,"159"
1335,"123"
1336,"116"
1337,"147"
1338,"141"
1339,"120"
1340,"124"
1341,"133"
1342,"123"
1343,"126"
1344,"143"
1345,"143"
1346,"107"
1347,"108"
1348,"149"
1349,"105"
1350,"133"
1351,"136"
1352,"146"
1353,"118"
1354,"130"
1355,"119"
1356,"130"
1357,"111"
1358,"131"
1359,"128"
1360,"127"
1361,"135"
1362,"114"
1363,"110"
1364,"120"
1365,"108"
1366,"124"
1367,"99"
1368,"125"
1369,"130"
1370,"114"
1371,"132"
1372,"122"
1373,"131"
1374,"130"
1375,"114"
1376,"137"
1377,"105"
1378,"107"
1379,"107"
1380,"110"
1381,"109"
1382,"108"
1383,"119"
1384,"101"
1385,"119"
1386,"128"
1387,"114"
1388,"106"
1389,"97"
1390,"105"
1391,"128"
1392,"98"
1393,"124"
1394,"127"
1395,"107"
1396,"104"
1397,"104"
1398,"126"
1399,"114"
1400,"112"
1401,"103"
1402,"116"
1403,"105"
1404,"113"
1405,"92"
1406,"104"
1407,"97"
1408,"113"
1409,"125"
1410,"107"
1411,"126"
1412,"121"
1413,"106"
1414,"101"
1415,"111"
1416,"99"
1417,"109"
1418,"102"
1419,"109"
1420,"97"
1421,"90"
1422,"91"
1423,"109"
1424,"103"
1425,"104"
1426,"95"
1427,"103"
1428,"93"
1429,"91"
1430,"86"
1431,"100"
1432,"112"
1433,"106"
1434,"104"
1435,"98"
1436,"90"
1437,"98"
1438,"113"
1439,"75"
1440,"105"
1441,"109"
1442,"101"
1443,"89"
1444,"78"
1445,"85"
1446,"97"
1447,"107"
1448,"97"
1449,"113"
1450,"80"
1451,"100"
1452,"64"
1453,"77"
1454,"100"
1455,"84"
1456,"100"
1457,"87"
1458,"74"
1459,"101"
1460,"74"
1461,"72"
1462,"104"
1463,"81"
1464,"94"
1465,"87"
1466,"89"
1467,"86"
1468,"89"
1469,"87"
1470,"95"
1471,"69"
1472,"81"
1473,"89"
1474,"84"
1475,"76"
1476,"84"
1477,"88"
1478,"82"
1479,"83"
1480,"85"
1481,"93"
1482,"71"
1483,"74"
1484,"75"
1485,"86"
1486,"81"
1487,"78"
1488,"59"
1489,"80"
1490,"82"
1491,"61"
1492,"73"
1493,"72"
1494,"70"
1495,"75"
1496,"87"
1497,"63"
1498,"68"
1499,"74"
1500,"55"
1501,"57"
1502,"71"
1503,"54"
1504,"60"
1505,"77"
1506,"80"
1507,"63"
1508,"73"
1509,"61"
1510,"56"
1511,"61"
1512,"72"
1513,"70"
1514,"71"
1515,"64"
1516,"71"
1517,"66"
1518,"53"
1519,"66"
1520,"68"
1521,"73"
1522,"57"
1523,"51"
1524,"64"
1525,"73"
1526,"64"
1527,"65"
1528,"67"
1529,"59"
1530,"71"
1531,"65"
1532,"59"
1533,"57"
1534,"54"
1535,"65"
1536,"61"
1537,"49"
1538,"57"
1539,"67"
1540,"42"
1541,"61"
1542,"55"
1543,"61"
1544,"52"
1545,"54"
1546,"67"
1547,"67"
1548,"55"
1549,"57"
1550,"62"
1551,"64"
1552,"38"
1553,"47"
1554,"65"
1555,"49"
1556,"57"
1557,"45"
1558,"70"
1559,"65"
1560,"59"
1561,"61"
1562,"50"
1563,"60"
1564,"42"
1565,"48"
1566,"49"
1567,"48"
1568,"51"
1569,"45"
1570,"55"
1571,"48"
1572,"47"
1573,"41"
1574,"47"
1575,"57"
1576,"50"
1577,"41"
1578,"47"
1579,"48"
1580,"62"
1581,"46"
1582,"42"
1583,"47"
1584,"59"
1585,"47"
1586,"44"
1587,"48"
1588,"40"
1589,"44"
1590,"42"
1591,"41"
1592,"42"
1593,"40"
1594,"40"
1595,"43"
1596,"35"
1597,"51"
1598,"42"
1599,"49"
1600,"43"
1601,"28"
1602,"35"
1603,"35"
1604,"41"
1605,"34"
1606,"37"
1607,"33"
1608,"44"
1609,"45"
1610,"28"
1611,"33"
1612,"29"
1613,"43"
1614,"38"
1615,"25"
1616,"34"
1617,"28"
1618,"33"
1619,"37"
1620,"35"
1621,"22"
1622,"30"
1623,"38"
1624,"28"
1625,"32"
1626,"39"
1627,"37"
1628,"22"
1629,"37"
1630,"43"
1631,"35"
1632,"33"
1633,"33"
1634,"29"
1635,"27"
1636,"26"
1637,"23"
1638,"48"
1639,"21"
1640,"33"
1641,"25"
1642,"27"
1643,"19"
1644,"34"
1645,"32"
1646,"28"
1647,"28"
1648,"22"
1649,"27"
1650,"30"
1651,"25"
1652,"20"
1653,"28"
1654,"27"
1655,"18"
1656,"17"
1657,"21"
1658,"25"
1659,"23"
1660,"21"
1661,"20"
1662,"29"
1663,"23"
1664,"25"
1665,"19"
1666,"15"
1667,"26"
1668,"20"
1669,"21"
1670,"20"
1671,"18"
1672,"15"
1673,"25"
1674,"18"
1675,"17"
1676,"17"
1677,"16"
1678,"15"
1679,"15"
1680,"16"
1681,"16"
1682,"15"
1683,"23"
1684,"14"
1685,"13"
1686,"10"
1687,"8"
1688,"18"
1689,"10"
1690,"21"
1691,"16"
1692,"15"
1693,"20"
1694,"16"
1695,"19"
1696,"4"
1697,"11"
1698,"18"
1699,"25"
1700,"13"
1701,"10"
1702,"16"
1703,"4"
1704,"11"
1705,"12"
1706,"10"
1707,"10"
1708,"7"
1709,"8"
1710,"11"
1711,"9"
1712,"16"
1713,"13"
1714,"8"
1715,"7"
1716,"7"
1717,"9"
1718,"8"
1719,"9"
1720,"5"
1721,"9"
1722,"5"
1723,"7"
1724,"8"
1725,"10"
1726,"9"
1727,"10"
1728,"3"
1729,"8"
1730,"8"
1731,"7"
1732,"5"
1733,"2"
1734,"9"
1735,"7"
1736,"4"
1737,"4"
1738,"5"
1739,"7"
1740,"5"
1741,"7"
1742,"2"
1743,"3"
1744,"3"
1745,"4"
1746,"2"
1747,"4"
1748,"6"
1749,"2"
1750,"3"
1751,"7"
1752,"3"
1753,"2"
1754,"2"
1755,"4"
1756,"2"
1757,"4"
1758,"3"
1759,"5"
1760,"4"
1761,"3"
1762,"1"
1763,"3"
1764,"4"
1765,"3"
1766,"2"
1767,"1"
1768,"2"
1769,"1"
1770,"1"
1771,"4"
1772,"1"
1773,"6"
1774,"4"
1775,"5"
1776,"3"
1777,"2"
1778,"1"
1779,"2"
1780,"2"
1781,"0"
1782,"1"
1783,"2"
1784,"2"
1785,"2"
1786,"1"
1787,"3"
1788,"4"
1789,"4"
1790,"1"
1791,"4"
1792,"3"
1793,"3"
1794,"4"
1795,"1"
1796,"2"
1797,"3"
1798,"2"
1799,"3"
1800,"0"
1801,"3"
1802,"2"
1803,"4"
1804,"4"
1805,"3"
1806,"2"
1807,"2"
1808,"2"
1809,"1"
1810,"2"
1811,"3"
1812,"1"
1813,"2"
1814,"1"
1815,"0"
1816,"2"
1817,"5"
1818,"1"
1819,"3"
1820,"0"
1821,"0"
1822,"5"
1823,"1"
1824,"1"
1825,"0"
1826,"1"
1827,"2"
1828,"2"
1829,"1"
1830,"1"
1831,"1"
1832,"1"
1833,"4"
1834,"0"
1835,"0"
1836,"2"
1837,"3"
1838,"0"
1839,"0"
1840,"1"
1841,"2"
1842,"1"
1843,"0"
1844,"1"
1845,"0"
1846,"4"
1847,"1"
1848,"3"
1849,"1"
1850,"1"
1851,"2"
1852,"1"
1853,"1"
1854,"4"
1855,"1"
1856,"0"
1857,"0"
1858,"1"
1859,"0"
1860,"0"
1861,"0"
1862,"1"
1863,"3"
1864,"1"
1865,"1"
1866,"1"
1867,"0"
1868,"2"
1869,"0"
1870,"2"
1871,"1"
1872,"1"
1873,"3"
1874,"1"
1875,"1"
1876,"0"
1877,"0"
1878,"1"
1879,"0"
1880,"0"
1881,"0"
1882,"5"
1883,"0"
1884,"0"
1885,"0"
1886,"2"
1887,"0"
1888,"0"
1889,"1"
1890,"0"
1891,"0"
1892,"0"
1893,"0"
1894,"0"
1895,"0"
1896,"2"
1897,"0"
1898,"0"
1899,"0"
1900,"0"
1901,"0"
1902,"0"
1903,"1"
1904,"0"
1905,"2"
1906,"1"
1907,"0"
1908,"0"
1909,"0"
1910,"0"
1911,"0"
1912,"0"
1913,"0"
1914,"2"
1915,"1"
1916,"0"
1917,"0"
1918,"0"
1919,"0"
1920,"1"
1921,"1"
1922,"1"
1923,"0"
1924,"0"
1925,"2"
1926,"0"
1927,"0"
1928,"0"
1929,"1"
1930,"0"
1931,"0"
1932,"0"
1933,"0"
1934,"1"
1935,"1"
1936,"0"
1937,"0"
1938,"1"
1939,"0"
1940,"0"
1941,"1"
1942,"0"
1943,"0"
1944,"0"
1945,"0"
1946,"0"
1947,"0"
1948,"0"
1949,"0"
1950,"0"
1951,"0"
1952,"0"
1953,"0"
1954,"0"
1955,"0"
1956,"0"
1957,"0"
1958,"1"
1959,"0"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"0"
1967,"0"
1968,"1"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"1"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"1"
1988,"0"
1989,"0"
1990,"1"
1991,"0"
1992,"0"
1993,"0"
1994,"0"
1995,"1"
1996,"0"
1997,"0"
1998,"0"
1999,"1"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"1"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"1"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"1"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"1"
2044,"1"
2045,"0"
2046,"1"
2047,"0"


