Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-2A -1phi 4"
Duration Time,60.164
Ambient Temperature,"98.1"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"531451"
Raw Accumulated Counts,"547750"
Valid Count Last Packet,"8269"
Raw Count Last Packet,"8527"
Live Time,58.896019
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7984
Number of Channels,2048
Vacuum,764
Channel#,Intensity
0,"1795"
1,"1461"
2,"984"
3,"493"
4,"218"
5,"75"
6,"21"
7,"5"
8,"2"
9,"1"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"1"
20,"0"
21,"1"
22,"24"
23,"84"
24,"141"
25,"150"
26,"163"
27,"150"
28,"137"
29,"144"
30,"128"
31,"127"
32,"140"
33,"116"
34,"138"
35,"122"
36,"132"
37,"122"
38,"121"
39,"136"
40,"119"
41,"131"
42,"117"
43,"124"
44,"120"
45,"121"
46,"166"
47,"143"
48,"145"
49,"128"
50,"129"
51,"128"
52,"122"
53,"143"
54,"144"
55,"135"
56,"143"
57,"120"
58,"121"
59,"133"
60,"134"
61,"133"
62,"125"
63,"107"
64,"106"
65,"95"
66,"99"
67,"111"
68,"112"
69,"114"
70,"117"
71,"128"
72,"110"
73,"161"
74,"147"
75,"157"
76,"153"
77,"140"
78,"127"
79,"135"
80,"143"
81,"194"
82,"230"
83,"358"
84,"444"
85,"601"
86,"674"
87,"599"
88,"546"
89,"356"
90,"299"
91,"212"
92,"200"
93,"164"
94,"102"
95,"111"
96,"107"
97,"110"
98,"95"
99,"114"
100,"126"
101,"112"
102,"116"
103,"112"
104,"95"
105,"130"
106,"119"
107,"110"
108,"111"
109,"105"
110,"145"
111,"155"
112,"147"
113,"198"
114,"194"
115,"216"
116,"213"
117,"191"
118,"188"
119,"202"
120,"175"
121,"165"
122,"165"
123,"170"
124,"200"
125,"242"
126,"282"
127,"357"
128,"498"
129,"749"
130,"1032"
131,"1339"
132,"1671"
133,"1925"
134,"1987"
135,"1908"
136,"1609"
137,"1415"
138,"1344"
139,"1310"
140,"1343"
141,"1359"
142,"1443"
143,"1531"
144,"1639"
145,"1829"
146,"1840"
147,"1812"
148,"1612"
149,"1401"
150,"1018"
151,"687"
152,"480"
153,"362"
154,"273"
155,"300"
156,"344"
157,"357"
158,"457"
159,"626"
160,"802"
161,"1180"
162,"1576"
163,"1920"
164,"2124"
165,"2042"
166,"1839"
167,"1493"
168,"1067"
169,"692"
170,"431"
171,"270"
172,"223"
173,"224"
174,"263"
175,"334"
176,"387"
177,"449"
178,"540"
179,"528"
180,"596"
181,"605"
182,"591"
183,"573"
184,"516"
185,"474"
186,"348"
187,"293"
188,"244"
189,"194"
190,"166"
191,"197"
192,"167"
193,"169"
194,"190"
195,"180"
196,"188"
197,"189"
198,"247"
199,"215"
200,"257"
201,"228"
202,"201"
203,"205"
204,"194"
205,"174"
206,"192"
207,"156"
208,"189"
209,"180"
210,"187"
211,"190"
212,"208"
213,"181"
214,"202"
215,"202"
216,"211"
217,"223"
218,"232"
219,"256"
220,"303"
221,"340"
222,"373"
223,"430"
224,"437"
225,"390"
226,"351"
227,"328"
228,"285"
229,"258"
230,"248"
231,"269"
232,"257"
233,"250"
234,"246"
235,"285"
236,"281"
237,"280"
238,"266"
239,"307"
240,"305"
241,"287"
242,"321"
243,"317"
244,"295"
245,"306"
246,"302"
247,"292"
248,"307"
249,"304"
250,"286"
251,"325"
252,"286"
253,"269"
254,"314"
255,"295"
256,"301"
257,"311"
258,"316"
259,"301"
260,"327"
261,"306"
262,"330"
263,"332"
264,"330"
265,"346"
266,"358"
267,"321"
268,"332"
269,"343"
270,"335"
271,"345"
272,"339"
273,"346"
274,"379"
275,"335"
276,"329"
277,"385"
278,"331"
279,"348"
280,"338"
281,"373"
282,"356"
283,"372"
284,"348"
285,"369"
286,"364"
287,"376"
288,"358"
289,"345"
290,"360"
291,"363"
292,"358"
293,"384"
294,"385"
295,"388"
296,"366"
297,"342"
298,"316"
299,"343"
300,"353"
301,"310"
302,"355"
303,"370"
304,"392"
305,"353"
306,"374"
307,"385"
308,"454"
309,"495"
310,"590"
311,"673"
312,"888"
313,"1232"
314,"1504"
315,"1883"
316,"2249"
317,"2445"
318,"2490"
319,"2384"
320,"2003"
321,"1676"
322,"1278"
323,"984"
324,"762"
325,"604"
326,"499"
327,"427"
328,"403"
329,"415"
330,"451"
331,"427"
332,"454"
333,"441"
334,"487"
335,"475"
336,"443"
337,"475"
338,"444"
339,"424"
340,"466"
341,"430"
342,"470"
343,"489"
344,"490"
345,"539"
346,"595"
347,"629"
348,"672"
349,"735"
350,"713"
351,"680"
352,"689"
353,"693"
354,"666"
355,"639"
356,"605"
357,"604"
358,"639"
359,"654"
360,"676"
361,"743"
362,"738"
363,"780"
364,"816"
365,"906"
366,"974"
367,"996"
368,"1097"
369,"1166"
370,"1207"
371,"1184"
372,"1116"
373,"1020"
374,"969"
375,"804"
376,"679"
377,"597"
378,"472"
379,"449"
380,"458"
381,"377"
382,"432"
383,"386"
384,"361"
385,"412"
386,"399"
387,"403"
388,"367"
389,"385"
390,"378"
391,"401"
392,"417"
393,"455"
394,"494"
395,"489"
396,"549"
397,"579"
398,"595"
399,"626"
400,"673"
401,"632"
402,"628"
403,"552"
404,"519"
405,"527"
406,"513"
407,"528"
408,"539"
409,"549"
410,"533"
411,"542"
412,"534"
413,"531"
414,"449"
415,"421"
416,"440"
417,"395"
418,"402"
419,"378"
420,"389"
421,"390"
422,"399"
423,"405"
424,"391"
425,"363"
426,"382"
427,"406"
428,"403"
429,"386"
430,"439"
431,"360"
432,"403"
433,"403"
434,"370"
435,"385"
436,"367"
437,"371"
438,"378"
439,"397"
440,"416"
441,"394"
442,"394"
443,"407"
444,"372"
445,"369"
446,"366"
447,"403"
448,"350"
449,"406"
450,"319"
451,"410"
452,"383"
453,"413"
454,"349"
455,"416"
456,"418"
457,"368"
458,"400"
459,"424"
460,"401"
461,"412"
462,"454"
463,"400"
464,"400"
465,"358"
466,"391"
467,"413"
468,"435"
469,"441"
470,"440"
471,"399"
472,"415"
473,"407"
474,"448"
475,"436"
476,"401"
477,"464"
478,"426"
479,"431"
480,"427"
481,"473"
482,"456"
483,"399"
484,"445"
485,"421"
486,"442"
487,"441"
488,"440"
489,"433"
490,"440"
491,"417"
492,"461"
493,"448"
494,"422"
495,"395"
496,"435"
497,"418"
498,"408"
499,"414"
500,"406"
501,"436"
502,"415"
503,"393"
504,"419"
505,"412"
506,"402"
507,"413"
508,"424"
509,"372"
510,"399"
511,"429"
512,"429"
513,"383"
514,"390"
515,"393"
516,"407"
517,"381"
518,"380"
519,"432"
520,"362"
521,"447"
522,"415"
523,"406"
524,"425"
525,"399"
526,"436"
527,"406"
528,"423"
529,"415"
530,"448"
531,"403"
532,"366"
533,"370"
534,"368"
535,"380"
536,"349"
537,"350"
538,"393"
539,"338"
540,"380"
541,"387"
542,"381"
543,"381"
544,"366"
545,"378"
546,"378"
547,"405"
548,"377"
549,"382"
550,"372"
551,"328"
552,"427"
553,"396"
554,"399"
555,"397"
556,"409"
557,"390"
558,"401"
559,"392"
560,"344"
561,"406"
562,"367"
563,"407"
564,"396"
565,"370"
566,"385"
567,"396"
568,"388"
569,"392"
570,"389"
571,"399"
572,"371"
573,"388"
574,"343"
575,"341"
576,"361"
577,"398"
578,"378"
579,"388"
580,"364"
581,"352"
582,"363"
583,"419"
584,"394"
585,"379"
586,"397"
587,"389"
588,"386"
589,"383"
590,"364"
591,"411"
592,"382"
593,"413"
594,"382"
595,"397"
596,"366"
597,"401"
598,"378"
599,"416"
600,"371"
601,"396"
602,"358"
603,"411"
604,"389"
605,"353"
606,"394"
607,"388"
608,"407"
609,"404"
610,"403"
611,"371"
612,"360"
613,"383"
614,"392"
615,"402"
616,"373"
617,"403"
618,"400"
619,"415"
620,"396"
621,"367"
622,"390"
623,"394"
624,"370"
625,"387"
626,"377"
627,"393"
628,"397"
629,"392"
630,"415"
631,"401"
632,"376"
633,"360"
634,"369"
635,"376"
636,"386"
637,"392"
638,"389"
639,"351"
640,"356"
641,"373"
642,"348"
643,"357"
644,"364"
645,"358"
646,"392"
647,"391"
648,"369"
649,"365"
650,"368"
651,"386"
652,"394"
653,"358"
654,"414"
655,"445"
656,"463"
657,"511"
658,"584"
659,"613"
660,"718"
661,"762"
662,"852"
663,"905"
664,"911"
665,"913"
666,"811"
667,"825"
668,"747"
669,"675"
670,"593"
671,"523"
672,"437"
673,"453"
674,"413"
675,"397"
676,"380"
677,"385"
678,"365"
679,"340"
680,"366"
681,"340"
682,"346"
683,"339"
684,"369"
685,"369"
686,"354"
687,"344"
688,"347"
689,"321"
690,"337"
691,"363"
692,"352"
693,"353"
694,"402"
695,"382"
696,"430"
697,"419"
698,"415"
699,"489"
700,"437"
701,"448"
702,"486"
703,"453"
704,"488"
705,"422"
706,"430"
707,"416"
708,"408"
709,"378"
710,"348"
711,"342"
712,"334"
713,"337"
714,"352"
715,"335"
716,"287"
717,"292"
718,"381"
719,"344"
720,"314"
721,"363"
722,"326"
723,"299"
724,"307"
725,"297"
726,"311"
727,"363"
728,"354"
729,"323"
730,"324"
731,"336"
732,"335"
733,"321"
734,"362"
735,"357"
736,"334"
737,"362"
738,"402"
739,"344"
740,"391"
741,"396"
742,"377"
743,"448"
744,"407"
745,"420"
746,"400"
747,"360"
748,"372"
749,"357"
750,"335"
751,"355"
752,"317"
753,"320"
754,"326"
755,"334"
756,"310"
757,"283"
758,"363"
759,"377"
760,"318"
761,"322"
762,"292"
763,"296"
764,"311"
765,"331"
766,"347"
767,"343"
768,"336"
769,"327"
770,"353"
771,"314"
772,"334"
773,"329"
774,"351"
775,"340"
776,"367"
777,"372"
778,"334"
779,"356"
780,"364"
781,"407"
782,"438"
783,"394"
784,"433"
785,"391"
786,"368"
787,"375"
788,"415"
789,"363"
790,"340"
791,"302"
792,"341"
793,"288"
794,"309"
795,"297"
796,"326"
797,"312"
798,"345"
799,"301"
800,"305"
801,"297"
802,"307"
803,"311"
804,"316"
805,"297"
806,"335"
807,"282"
808,"350"
809,"309"
810,"326"
811,"323"
812,"274"
813,"317"
814,"287"
815,"312"
816,"303"
817,"312"
818,"276"
819,"302"
820,"310"
821,"301"
822,"280"
823,"299"
824,"305"
825,"315"
826,"305"
827,"319"
828,"319"
829,"297"
830,"279"
831,"274"
832,"317"
833,"285"
834,"302"
835,"303"
836,"314"
837,"269"
838,"339"
839,"305"
840,"269"
841,"330"
842,"276"
843,"296"
844,"305"
845,"298"
846,"323"
847,"293"
848,"288"
849,"314"
850,"277"
851,"295"
852,"304"
853,"315"
854,"271"
855,"313"
856,"310"
857,"323"
858,"289"
859,"329"
860,"340"
861,"305"
862,"326"
863,"300"
864,"307"
865,"331"
866,"331"
867,"299"
868,"313"
869,"310"
870,"309"
871,"287"
872,"318"
873,"310"
874,"336"
875,"318"
876,"330"
877,"325"
878,"344"
879,"377"
880,"348"
881,"333"
882,"331"
883,"319"
884,"321"
885,"337"
886,"331"
887,"327"
888,"351"
889,"351"
890,"348"
891,"377"
892,"353"
893,"378"
894,"350"
895,"399"
896,"366"
897,"377"
898,"368"
899,"363"
900,"381"
901,"439"
902,"380"
903,"368"
904,"438"
905,"421"
906,"408"
907,"407"
908,"459"
909,"437"
910,"456"
911,"485"
912,"514"
913,"479"
914,"527"
915,"503"
916,"529"
917,"594"
918,"627"
919,"678"
920,"695"
921,"718"
922,"748"
923,"757"
924,"769"
925,"810"
926,"875"
927,"839"
928,"917"
929,"931"
930,"942"
931,"1025"
932,"1032"
933,"1006"
934,"1022"
935,"1041"
936,"1052"
937,"1021"
938,"979"
939,"1030"
940,"1054"
941,"1006"
942,"1044"
943,"1040"
944,"941"
945,"984"
946,"928"
947,"936"
948,"836"
949,"842"
950,"905"
951,"807"
952,"797"
953,"719"
954,"746"
955,"703"
956,"649"
957,"712"
958,"590"
959,"578"
960,"571"
961,"563"
962,"550"
963,"494"
964,"461"
965,"481"
966,"478"
967,"453"
968,"443"
969,"385"
970,"401"
971,"407"
972,"381"
973,"386"
974,"354"
975,"327"
976,"337"
977,"366"
978,"346"
979,"335"
980,"337"
981,"338"
982,"304"
983,"278"
984,"279"
985,"315"
986,"307"
987,"321"
988,"317"
989,"356"
990,"353"
991,"375"
992,"354"
993,"427"
994,"472"
995,"504"
996,"513"
997,"520"
998,"633"
999,"625"
1000,"657"
1001,"655"
1002,"623"
1003,"644"
1004,"628"
1005,"622"
1006,"592"
1007,"524"
1008,"501"
1009,"443"
1010,"424"
1011,"358"
1012,"318"
1013,"290"
1014,"294"
1015,"280"
1016,"256"
1017,"291"
1018,"270"
1019,"265"
1020,"247"
1021,"249"
1022,"284"
1023,"263"
1024,"281"
1025,"307"
1026,"289"
1027,"295"
1028,"317"
1029,"271"
1030,"290"
1031,"305"
1032,"313"
1033,"304"
1034,"331"
1035,"348"
1036,"381"
1037,"353"
1038,"405"
1039,"388"
1040,"431"
1041,"392"
1042,"455"
1043,"482"
1044,"506"
1045,"494"
1046,"548"
1047,"495"
1048,"514"
1049,"518"
1050,"514"
1051,"503"
1052,"528"
1053,"496"
1054,"459"
1055,"435"
1056,"448"
1057,"424"
1058,"380"
1059,"362"
1060,"338"
1061,"353"
1062,"324"
1063,"306"
1064,"318"
1065,"289"
1066,"288"
1067,"291"
1068,"284"
1069,"280"
1070,"288"
1071,"266"
1072,"252"
1073,"271"
1074,"259"
1075,"261"
1076,"261"
1077,"266"
1078,"228"
1079,"251"
1080,"249"
1081,"236"
1082,"234"
1083,"249"
1084,"230"
1085,"276"
1086,"209"
1087,"211"
1088,"239"
1089,"241"
1090,"212"
1091,"225"
1092,"197"
1093,"210"
1094,"196"
1095,"192"
1096,"184"
1097,"188"
1098,"211"
1099,"179"
1100,"198"
1101,"191"
1102,"196"
1103,"197"
1104,"198"
1105,"191"
1106,"166"
1107,"180"
1108,"191"
1109,"178"
1110,"193"
1111,"200"
1112,"158"
1113,"174"
1114,"164"
1115,"185"
1116,"180"
1117,"205"
1118,"184"
1119,"187"
1120,"207"
1121,"185"
1122,"200"
1123,"240"
1124,"235"
1125,"243"
1126,"246"
1127,"246"
1128,"234"
1129,"249"
1130,"232"
1131,"211"
1132,"233"
1133,"206"
1134,"201"
1135,"196"
1136,"184"
1137,"186"
1138,"187"
1139,"166"
1140,"192"
1141,"180"
1142,"200"
1143,"172"
1144,"196"
1145,"160"
1146,"175"
1147,"173"
1148,"190"
1149,"187"
1150,"200"
1151,"168"
1152,"168"
1153,"174"
1154,"175"
1155,"182"
1156,"168"
1157,"169"
1158,"153"
1159,"176"
1160,"150"
1161,"146"
1162,"156"
1163,"148"
1164,"145"
1165,"159"
1166,"140"
1167,"192"
1168,"174"
1169,"162"
1170,"169"
1171,"158"
1172,"162"
1173,"179"
1174,"143"
1175,"163"
1176,"157"
1177,"160"
1178,"186"
1179,"187"
1180,"172"
1181,"181"
1182,"169"
1183,"179"
1184,"180"
1185,"200"
1186,"185"
1187,"173"
1188,"161"
1189,"166"
1190,"155"
1191,"171"
1192,"148"
1193,"142"
1194,"157"
1195,"157"
1196,"129"
1197,"146"
1198,"152"
1199,"133"
1200,"138"
1201,"162"
1202,"136"
1203,"141"
1204,"151"
1205,"141"
1206,"141"
1207,"165"
1208,"145"
1209,"127"
1210,"141"
1211,"181"
1212,"164"
1213,"148"
1214,"150"
1215,"135"
1216,"156"
1217,"151"
1218,"143"
1219,"125"
1220,"125"
1221,"136"
1222,"132"
1223,"132"
1224,"131"
1225,"145"
1226,"137"
1227,"139"
1228,"145"
1229,"137"
1230,"141"
1231,"150"
1232,"130"
1233,"144"
1234,"144"
1235,"135"
1236,"165"
1237,"138"
1238,"145"
1239,"125"
1240,"138"
1241,"147"
1242,"136"
1243,"135"
1244,"134"
1245,"151"
1246,"134"
1247,"133"
1248,"158"
1249,"153"
1250,"132"
1251,"138"
1252,"150"
1253,"141"
1254,"134"
1255,"129"
1256,"141"
1257,"145"
1258,"133"
1259,"149"
1260,"106"
1261,"135"
1262,"127"
1263,"124"
1264,"129"
1265,"125"
1266,"132"
1267,"120"
1268,"126"
1269,"126"
1270,"128"
1271,"126"
1272,"124"
1273,"139"
1274,"122"
1275,"102"
1276,"139"
1277,"129"
1278,"101"
1279,"124"
1280,"110"
1281,"127"
1282,"128"
1283,"126"
1284,"125"
1285,"132"
1286,"101"
1287,"115"
1288,"105"
1289,"107"
1290,"126"
1291,"135"
1292,"135"
1293,"114"
1294,"122"
1295,"102"
1296,"115"
1297,"116"
1298,"133"
1299,"118"
1300,"119"
1301,"137"
1302,"125"
1303,"105"
1304,"131"
1305,"140"
1306,"110"
1307,"110"
1308,"100"
1309,"93"
1310,"114"
1311,"120"
1312,"109"
1313,"116"
1314,"123"
1315,"119"
1316,"100"
1317,"114"
1318,"92"
1319,"111"
1320,"118"
1321,"116"
1322,"109"
1323,"96"
1324,"114"
1325,"117"
1326,"112"
1327,"112"
1328,"123"
1329,"106"
1330,"122"
1331,"116"
1332,"89"
1333,"102"
1334,"121"
1335,"114"
1336,"105"
1337,"116"
1338,"119"
1339,"112"
1340,"97"
1341,"101"
1342,"93"
1343,"93"
1344,"93"
1345,"105"
1346,"108"
1347,"118"
1348,"92"
1349,"108"
1350,"78"
1351,"113"
1352,"92"
1353,"102"
1354,"105"
1355,"99"
1356,"111"
1357,"112"
1358,"108"
1359,"74"
1360,"108"
1361,"79"
1362,"99"
1363,"98"
1364,"84"
1365,"100"
1366,"101"
1367,"81"
1368,"99"
1369,"84"
1370,"105"
1371,"92"
1372,"88"
1373,"99"
1374,"102"
1375,"108"
1376,"85"
1377,"87"
1378,"101"
1379,"73"
1380,"88"
1381,"83"
1382,"124"
1383,"76"
1384,"90"
1385,"86"
1386,"100"
1387,"95"
1388,"88"
1389,"94"
1390,"88"
1391,"79"
1392,"84"
1393,"70"
1394,"110"
1395,"99"
1396,"92"
1397,"88"
1398,"86"
1399,"85"
1400,"102"
1401,"82"
1402,"102"
1403,"94"
1404,"81"
1405,"80"
1406,"84"
1407,"92"
1408,"78"
1409,"84"
1410,"89"
1411,"89"
1412,"83"
1413,"81"
1414,"78"
1415,"92"
1416,"93"
1417,"92"
1418,"88"
1419,"98"
1420,"85"
1421,"71"
1422,"77"
1423,"90"
1424,"81"
1425,"81"
1426,"82"
1427,"74"
1428,"71"
1429,"82"
1430,"79"
1431,"74"
1432,"81"
1433,"81"
1434,"72"
1435,"73"
1436,"62"
1437,"66"
1438,"82"
1439,"69"
1440,"72"
1441,"67"
1442,"71"
1443,"78"
1444,"70"
1445,"84"
1446,"74"
1447,"70"
1448,"76"
1449,"58"
1450,"80"
1451,"93"
1452,"85"
1453,"69"
1454,"74"
1455,"81"
1456,"71"
1457,"61"
1458,"63"
1459,"68"
1460,"70"
1461,"65"
1462,"74"
1463,"60"
1464,"69"
1465,"61"
1466,"75"
1467,"72"
1468,"57"
1469,"62"
1470,"68"
1471,"59"
1472,"62"
1473,"59"
1474,"61"
1475,"55"
1476,"60"
1477,"54"
1478,"66"
1479,"61"
1480,"58"
1481,"77"
1482,"60"
1483,"55"
1484,"61"
1485,"62"
1486,"57"
1487,"66"
1488,"59"
1489,"67"
1490,"46"
1491,"52"
1492,"70"
1493,"64"
1494,"59"
1495,"53"
1496,"61"
1497,"71"
1498,"43"
1499,"52"
1500,"55"
1501,"56"
1502,"56"
1503,"51"
1504,"51"
1505,"61"
1506,"47"
1507,"46"
1508,"53"
1509,"67"
1510,"69"
1511,"48"
1512,"49"
1513,"53"
1514,"57"
1515,"49"
1516,"51"
1517,"58"
1518,"50"
1519,"52"
1520,"54"
1521,"44"
1522,"43"
1523,"52"
1524,"54"
1525,"59"
1526,"43"
1527,"47"
1528,"47"
1529,"35"
1530,"50"
1531,"46"
1532,"50"
1533,"65"
1534,"39"
1535,"49"
1536,"48"
1537,"61"
1538,"48"
1539,"36"
1540,"57"
1541,"52"
1542,"47"
1543,"48"
1544,"35"
1545,"35"
1546,"58"
1547,"42"
1548,"50"
1549,"46"
1550,"44"
1551,"35"
1552,"48"
1553,"47"
1554,"46"
1555,"44"
1556,"44"
1557,"40"
1558,"45"
1559,"44"
1560,"45"
1561,"43"
1562,"45"
1563,"55"
1564,"48"
1565,"41"
1566,"35"
1567,"43"
1568,"41"
1569,"34"
1570,"52"
1571,"48"
1572,"40"
1573,"33"
1574,"38"
1575,"36"
1576,"40"
1577,"44"
1578,"42"
1579,"31"
1580,"41"
1581,"42"
1582,"40"
1583,"35"
1584,"35"
1585,"30"
1586,"41"
1587,"35"
1588,"41"
1589,"40"
1590,"34"
1591,"36"
1592,"35"
1593,"31"
1594,"34"
1595,"27"
1596,"33"
1597,"49"
1598,"37"
1599,"33"
1600,"32"
1601,"32"
1602,"38"
1603,"33"
1604,"43"
1605,"27"
1606,"29"
1607,"36"
1608,"27"
1609,"37"
1610,"24"
1611,"25"
1612,"28"
1613,"31"
1614,"20"
1615,"29"
1616,"35"
1617,"21"
1618,"23"
1619,"21"
1620,"20"
1621,"35"
1622,"33"
1623,"26"
1624,"34"
1625,"22"
1626,"29"
1627,"26"
1628,"16"
1629,"14"
1630,"27"
1631,"29"
1632,"29"
1633,"22"
1634,"31"
1635,"29"
1636,"31"
1637,"23"
1638,"27"
1639,"24"
1640,"26"
1641,"14"
1642,"17"
1643,"18"
1644,"24"
1645,"25"
1646,"25"
1647,"25"
1648,"28"
1649,"16"
1650,"24"
1651,"28"
1652,"11"
1653,"17"
1654,"21"
1655,"15"
1656,"15"
1657,"24"
1658,"30"
1659,"14"
1660,"22"
1661,"17"
1662,"16"
1663,"11"
1664,"16"
1665,"9"
1666,"23"
1667,"11"
1668,"15"
1669,"17"
1670,"15"
1671,"7"
1672,"13"
1673,"20"
1674,"11"
1675,"17"
1676,"17"
1677,"16"
1678,"17"
1679,"13"
1680,"13"
1681,"18"
1682,"7"
1683,"15"
1684,"9"
1685,"15"
1686,"11"
1687,"4"
1688,"8"
1689,"12"
1690,"11"
1691,"9"
1692,"6"
1693,"13"
1694,"16"
1695,"7"
1696,"10"
1697,"8"
1698,"9"
1699,"8"
1700,"10"
1701,"5"
1702,"13"
1703,"10"
1704,"4"
1705,"12"
1706,"6"
1707,"12"
1708,"4"
1709,"12"
1710,"8"
1711,"8"
1712,"7"
1713,"7"
1714,"5"
1715,"12"
1716,"2"
1717,"10"
1718,"4"
1719,"5"
1720,"4"
1721,"10"
1722,"5"
1723,"7"
1724,"8"
1725,"8"
1726,"4"
1727,"4"
1728,"3"
1729,"3"
1730,"3"
1731,"3"
1732,"4"
1733,"3"
1734,"4"
1735,"3"
1736,"2"
1737,"3"
1738,"1"
1739,"2"
1740,"2"
1741,"4"
1742,"4"
1743,"1"
1744,"5"
1745,"5"
1746,"6"
1747,"5"
1748,"5"
1749,"1"
1750,"1"
1751,"0"
1752,"3"
1753,"4"
1754,"4"
1755,"2"
1756,"1"
1757,"2"
1758,"0"
1759,"5"
1760,"2"
1761,"3"
1762,"3"
1763,"2"
1764,"5"
1765,"2"
1766,"2"
1767,"2"
1768,"1"
1769,"2"
1770,"1"
1771,"2"
1772,"1"
1773,"4"
1774,"1"
1775,"2"
1776,"4"
1777,"0"
1778,"2"
1779,"0"
1780,"0"
1781,"1"
1782,"3"
1783,"1"
1784,"1"
1785,"2"
1786,"2"
1787,"0"
1788,"0"
1789,"2"
1790,"1"
1791,"1"
1792,"2"
1793,"1"
1794,"2"
1795,"2"
1796,"1"
1797,"1"
1798,"1"
1799,"2"
1800,"1"
1801,"0"
1802,"0"
1803,"1"
1804,"1"
1805,"1"
1806,"3"
1807,"0"
1808,"2"
1809,"1"
1810,"0"
1811,"2"
1812,"5"
1813,"2"
1814,"0"
1815,"1"
1816,"1"
1817,"1"
1818,"0"
1819,"2"
1820,"1"
1821,"2"
1822,"2"
1823,"0"
1824,"2"
1825,"1"
1826,"4"
1827,"2"
1828,"0"
1829,"2"
1830,"2"
1831,"1"
1832,"1"
1833,"0"
1834,"2"
1835,"1"
1836,"0"
1837,"1"
1838,"1"
1839,"0"
1840,"0"
1841,"0"
1842,"0"
1843,"0"
1844,"1"
1845,"0"
1846,"1"
1847,"0"
1848,"2"
1849,"0"
1850,"2"
1851,"2"
1852,"0"
1853,"0"
1854,"0"
1855,"2"
1856,"1"
1857,"0"
1858,"1"
1859,"1"
1860,"1"
1861,"1"
1862,"1"
1863,"0"
1864,"0"
1865,"1"
1866,"2"
1867,"0"
1868,"1"
1869,"3"
1870,"1"
1871,"2"
1872,"1"
1873,"0"
1874,"1"
1875,"1"
1876,"1"
1877,"0"
1878,"0"
1879,"0"
1880,"0"
1881,"0"
1882,"0"
1883,"0"
1884,"0"
1885,"0"
1886,"0"
1887,"1"
1888,"1"
1889,"0"
1890,"2"
1891,"0"
1892,"0"
1893,"1"
1894,"1"
1895,"1"
1896,"0"
1897,"0"
1898,"0"
1899,"0"
1900,"1"
1901,"0"
1902,"0"
1903,"0"
1904,"1"
1905,"0"
1906,"0"
1907,"1"
1908,"2"
1909,"0"
1910,"0"
1911,"1"
1912,"0"
1913,"1"
1914,"0"
1915,"1"
1916,"0"
1917,"0"
1918,"1"
1919,"1"
1920,"0"
1921,"0"
1922,"0"
1923,"0"
1924,"0"
1925,"0"
1926,"0"
1927,"0"
1928,"0"
1929,"0"
1930,"0"
1931,"0"
1932,"0"
1933,"0"
1934,"1"
1935,"0"
1936,"0"
1937,"0"
1938,"0"
1939,"1"
1940,"0"
1941,"0"
1942,"0"
1943,"0"
1944,"0"
1945,"0"
1946,"0"
1947,"0"
1948,"1"
1949,"0"
1950,"0"
1951,"0"
1952,"0"
1953,"0"
1954,"0"
1955,"1"
1956,"0"
1957,"0"
1958,"0"
1959,"0"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"0"
1967,"0"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"0"
1992,"0"
1993,"0"
1994,"0"
1995,"0"
1996,"0"
1997,"0"
1998,"1"
1999,"0"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"1"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"1"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"
