Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-4A -1phi 3"
Duration Time,60.119
Ambient Temperature,"97.8"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"606090"
Raw Accumulated Counts,"626194"
Valid Count Last Packet,"9501"
Raw Count Last Packet,"9811"
Live Time,58.657001
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7856
Number of Channels,2048
Vacuum,754
Channel#,Intensity
0,"1804"
1,"1417"
2,"933"
3,"517"
4,"223"
5,"71"
6,"21"
7,"4"
8,"1"
9,"0"
10,"0"
11,"1"
12,"1"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"1"
20,"0"
21,"2"
22,"20"
23,"92"
24,"151"
25,"162"
26,"179"
27,"149"
28,"169"
29,"154"
30,"186"
31,"131"
32,"139"
33,"152"
34,"131"
35,"123"
36,"130"
37,"144"
38,"151"
39,"152"
40,"145"
41,"163"
42,"135"
43,"155"
44,"144"
45,"158"
46,"171"
47,"149"
48,"134"
49,"116"
50,"132"
51,"140"
52,"128"
53,"127"
54,"126"
55,"129"
56,"136"
57,"149"
58,"119"
59,"149"
60,"135"
61,"132"
62,"124"
63,"129"
64,"136"
65,"117"
66,"119"
67,"122"
68,"117"
69,"145"
70,"166"
71,"192"
72,"188"
73,"206"
74,"230"
75,"229"
76,"255"
77,"237"
78,"213"
79,"183"
80,"215"
81,"271"
82,"358"
83,"556"
84,"762"
85,"980"
86,"1100"
87,"1117"
88,"919"
89,"703"
90,"487"
91,"328"
92,"224"
93,"172"
94,"139"
95,"158"
96,"136"
97,"140"
98,"135"
99,"146"
100,"122"
101,"129"
102,"112"
103,"113"
104,"133"
105,"118"
106,"138"
107,"116"
108,"124"
109,"109"
110,"130"
111,"181"
112,"196"
113,"187"
114,"223"
115,"261"
116,"246"
117,"235"
118,"215"
119,"205"
120,"181"
121,"198"
122,"207"
123,"193"
124,"214"
125,"254"
126,"296"
127,"390"
128,"586"
129,"794"
130,"1144"
131,"1484"
132,"1766"
133,"2058"
134,"2030"
135,"1973"
136,"1737"
137,"1395"
138,"1386"
139,"1323"
140,"1382"
141,"1418"
142,"1541"
143,"1566"
144,"1604"
145,"1749"
146,"1802"
147,"1850"
148,"1603"
149,"1317"
150,"1034"
151,"705"
152,"518"
153,"389"
154,"336"
155,"371"
156,"421"
157,"502"
158,"767"
159,"1133"
160,"1779"
161,"2700"
162,"3762"
163,"4947"
164,"5405"
165,"5236"
166,"4719"
167,"3737"
168,"2613"
169,"1642"
170,"956"
171,"542"
172,"416"
173,"397"
174,"449"
175,"608"
176,"750"
177,"909"
178,"999"
179,"1055"
180,"1061"
181,"1032"
182,"894"
183,"795"
184,"712"
185,"564"
186,"477"
187,"337"
188,"317"
189,"229"
190,"201"
191,"181"
192,"175"
193,"162"
194,"176"
195,"201"
196,"215"
197,"271"
198,"251"
199,"260"
200,"258"
201,"247"
202,"245"
203,"211"
204,"203"
205,"196"
206,"187"
207,"203"
208,"200"
