Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-4D -1phi 3"
1008,"696"
1009,"708"
1010,"631"
1011,"540"
1012,"469"
1013,"483"
1014,"443"
1015,"423"
1016,"377"
1017,"316"
1018,"366"
1019,"349"
1020,"383"
1021,"344"
1022,"375"
1023,"337"
1024,"315"
1025,"358"
1026,"345"
1027,"370"
1028,"367"
1029,"376"
1030,"398"
1031,"388"
1032,"429"
1033,"393"
1034,"392"
1035,"422"
1036,"442"
1037,"460"
1038,"483"
1039,"486"
1040,"528"
1041,"519"
1042,"506"
1043,"575"
1044,"586"
1045,"616"
1046,"628"
1047,"637"
1048,"650"
1049,"651"
1050,"689"
1051,"681"
1052,"698"
1053,"626"
1054,"614"
1055,"648"
1056,"629"
1057,"582"
1058,"541"
1059,"543"
1060,"501"
1061,"465"
1062,"438"
1063,"452"
1064,"434"
1065,"424"
1066,"398"
1067,"409"
1068,"383"
1069,"381"
1070,"368"
1071,"363"
1072,"367"
1073,"342"
1074,"337"
1075,"331"
1076,"316"
1077,"331"
1078,"337"
1079,"324"
1080,"332"
1081,"309"
1082,"287"
1083,"318"
1084,"279"
1085,"283"
1086,"293"
1087,"268"
1088,"304"
1089,"300"
1090,"255"
1091,"274"
1092,"286"
1093,"285"
1094,"305"
1095,"272"
1096,"276"
1097,"275"
1098,"278"
1099,"302"
1100,"272"
1101,"255"
1102,"272"
1103,"272"
1104,"266"
1105,"256"
1106,"258"
1107,"259"
1108,"247"
1109,"238"
1110,"252"
1111,"286"
1112,"274"
1113,"235"
1114,"259"
1115,"252"
1116,"240"
1117,"235"
1118,"255"
1119,"241"
1120,"257"
1121,"239"
1122,"284"
1123,"275"
1124,"258"
1125,"294"
1126,"312"
1127,"350"
1128,"307"
1129,"290"
1130,"322"
1131,"290"
1132,"284"
1133,"294"
1134,"320"
1135,"264"
1136,"251"
1137,"258"
1138,"252"
1139,"244"
1140,"237"
1141,"240"
1142,"226"
1143,"236"
1144,"207"
1145,"231"
1146,"231"
1147,"212"
1148,"219"
1149,"246"
1150,"239"
1151,"231"
1152,"225"
1153,"221"
1154,"198"
1155,"238"
1156,"239"
1157,"227"
1158,"242"
1159,"200"
1160,"234"
1161,"200"
1162,"224"
1163,"215"
1164,"223"
1165,"225"
1166,"196"
1167,"196"
1168,"217"
1169,"202"
1170,"208"
1171,"195"
1172,"205"
1173,"206"
1174,"247"
1175,"208"
1176,"241"
1177,"234"
1178,"198"
1179,"270"
1180,"257"
1181,"242"
1182,"235"
1183,"239"
1184,"232"
1185,"239"
1186,"234"
1187,"219"
1188,"255"
1189,"227"
1190,"223"
1191,"204"
1192,"223"
1193,"206"
1194,"223"
1195,"213"
1196,"191"
1197,"220"
1198,"188"
1199,"195"
1200,"203"
1201,"212"
1202,"193"
1203,"208"
1204,"195"
1205,"178"
1206,"188"
1207,"221"
1208,"178"
1209,"179"
1210,"202"
1211,"185"
1212,"173"
1213,"206"
1214,"177"
1215,"196"
1216,"184"
1217,"176"
1218,"201"
1219,"175"
1220,"178"
1221,"205"
1222,"184"
1223,"173"
1224,"184"
1225,"184"
1226,"186"
1227,"170"
1228,"194"
1229,"179"
1230,"154"
1231,"222"
1232,"211"
1233,"176"
1234,"165"
1235,"181"
1236,"198"
1237,"169"
1238,"179"
1239,"185"
1240,"152"
1241,"176"
1242,"185"
1243,"178"
1244,"229"
1245,"174"
1246,"176"
1247,"173"
1248,"200"
1249,"175"
1250,"181"
1251,"209"
1252,"183"
1253,"174"
1254,"176"
1255,"159"
1256,"180"
1257,"176"
1258,"162"
1259,"180"
1260,"183"
1261,"205"
1262,"178"
1263,"178"
1264,"179"
1265,"150"
1266,"192"
1267,"166"
1268,"198"
1269,"174"
1270,"150"
1271,"149"
1272,"179"
1273,"156"
1274,"190"
1275,"177"
1276,"156"
1277,"163"
1278,"147"
1279,"158"
1280,"179"
1281,"157"
1282,"155"
1283,"168"
1284,"175"
1285,"166"
1286,"156"
1287,"176"
1288,"147"
1289,"134"
1290,"164"
1291,"157"
1292,"162"
1293,"157"
1294,"166"
1295,"146"
1296,"176"
1297,"161"
1298,"172"
1299,"145"
1300,"161"
1301,"155"
1302,"165"
1303,"153"
1304,"143"
1305,"154"
1306,"159"
1307,"141"
1308,"135"
1309,"140"
1310,"150"
1311,"149"
1312,"155"
1313,"162"
1314,"122"
1315,"144"
1316,"156"
1317,"158"
1318,"174"
1319,"143"
1320,"141"
1321,"139"
1322,"125"
1323,"160"
1324,"151"
1325,"142"
1326,"150"
1327,"144"
1328,"159"
1329,"134"
1330,"160"
1331,"138"
1332,"132"
1333,"151"
1334,"127"
1335,"131"
1336,"128"
1337,"135"
1338,"154"
1339,"136"
1340,"135"
1341,"139"
1342,"122"
1343,"145"
1344,"128"
1345,"116"
1346,"106"
1347,"144"
1348,"131"
1349,"138"
1350,"141"
1351,"138"
1352,"136"
1353,"131"
1354,"138"
1355,"119"
1356,"141"
1357,"117"
1358,"132"
1359,"128"
1360,"128"
1361,"121"
1362,"124"
1363,"135"
1364,"128"
1365,"129"
1366,"137"
1367,"120"
1368,"117"
1369,"124"
1370,"117"
1371,"106"
1372,"108"
1373,"117"
1374,"130"
1375,"113"
1376,"119"
1377,"120"
1378,"112"
1379,"113"
1380,"102"
1381,"114"
1382,"118"
1383,"115"
1384,"121"
1385,"124"
1386,"124"
1387,"110"
1388,"111"
1389,"106"
1390,"117"
1391,"115"
1392,"120"
1393,"113"
1394,"127"
1395,"96"
1396,"114"
1397,"117"
1398,"111"
1399,"109"
1400,"109"
1401,"128"
1402,"97"
1403,"99"
1404,"112"
1405,"119"
1406,"123"
1407,"121"
1408,"105"
1409,"116"
1410,"101"
1411,"112"
1412,"117"
1413,"116"
1414,"107"
1415,"125"
1416,"118"
1417,"106"
1418,"104"
1419,"108"
1420,"119"
1421,"128"
1422,"116"
1423,"112"
1424,"110"
1425,"100"
1426,"100"
1427,"118"
1428,"95"
1429,"126"
1430,"92"
1431,"104"
1432,"96"
1433,"85"
1434,"97"
1435,"93"
1436,"105"
1437,"105"
1438,"90"
1439,"97"
1440,"112"
1441,"106"
1442,"101"
1443,"91"
1444,"101"
1445,"86"
1446,"86"
1447,"88"
1448,"94"
1449,"102"
1450,"70"
1451,"95"
1452,"83"
1453,"88"
1454,"84"
1455,"98"
1456,"94"
1457,"96"
1458,"79"
1459,"101"
1460,"111"
1461,"94"
1462,"88"
1463,"79"
1464,"67"
1465,"89"
1466,"86"
1467,"96"
1468,"75"
1469,"73"
1470,"94"
1471,"82"
1472,"92"
1473,"98"
1474,"83"
1475,"113"
1476,"77"
1477,"88"
1478,"76"
1479,"96"
1480,"102"
1481,"73"
1482,"94"
1483,"77"
1484,"64"
1485,"74"
1486,"83"
1487,"73"
1488,"71"
1489,"83"
1490,"83"
1491,"81"
1492,"60"
1493,"69"
1494,"70"
1495,"74"
1496,"78"
1497,"76"
1498,"89"
1499,"77"
1500,"73"
1501,"81"
1502,"68"
1503,"73"
1504,"80"
1505,"79"
1506,"82"
1507,"74"
1508,"77"
1509,"77"
1510,"64"
1511,"64"
1512,"59"
1513,"63"
1514,"84"
1515,"71"
1516,"65"
1517,"65"
1518,"76"
1519,"70"
1520,"65"
1521,"69"
1522,"72"
1523,"71"
1524,"69"
1525,"65"
1526,"85"
1527,"72"
1528,"73"
1529,"70"
1530,"64"
1531,"56"
1532,"69"
1533,"55"
1534,"62"
1535,"66"
1536,"67"
1537,"73"
1538,"64"
1539,"73"
1540,"63"
1541,"64"
1542,"76"
1543,"64"
1544,"64"
1545,"63"
1546,"52"
1547,"52"
1548,"52"
1549,"67"
1550,"69"
1551,"49"
1552,"54"
1553,"51"
1554,"58"
1555,"61"
1556,"48"
1557,"53"
1558,"48"
1559,"61"
1560,"56"
1561,"49"
1562,"53"
1563,"53"
1564,"52"
1565,"52"
1566,"58"
1567,"64"
1568,"41"
1569,"59"
1570,"36"
1571,"41"
1572,"51"
1573,"47"
1574,"45"
1575,"48"
1576,"56"
1577,"55"
1578,"45"
1579,"45"
1580,"48"
1581,"58"
1582,"53"
1583,"49"
1584,"52"
1585,"48"
1586,"46"
1587,"45"
1588,"39"
1589,"53"
1590,"39"
1591,"46"
1592,"40"
1593,"57"
1594,"49"
1595,"43"
1596,"53"
1597,"37"
1598,"46"
1599,"41"
1600,"44"
1601,"37"
1602,"43"
1603,"55"
1604,"37"
1605,"46"
1606,"44"
1607,"38"
1608,"32"
1609,"50"
1610,"36"
1611,"51"
1612,"36"
1613,"28"
1614,"40"
1615,"36"
1616,"45"
1617,"34"
1618,"40"
1619,"41"
1620,"36"
1621,"37"
1622,"31"
1623,"42"
1624,"36"
1625,"39"
1626,"24"
1627,"41"
1628,"35"
1629,"35"
1630,"30"
1631,"40"
1632,"30"
1633,"36"
1634,"30"
1635,"27"
1636,"35"
1637,"28"
1638,"40"
1639,"31"
1640,"30"
1641,"31"
1642,"37"
1643,"37"
1644,"35"
1645,"23"
1646,"32"
1647,"29"
1648,"24"
1649,"22"
1650,"22"
1651,"24"
1652,"33"
1653,"30"
1654,"25"
1655,"22"
1656,"26"
1657,"23"
1658,"15"
1659,"21"
1660,"26"
1661,"28"
1662,"24"
1663,"29"
1664,"17"
1665,"25"
1666,"26"
1667,"24"
1668,"33"
1669,"13"
1670,"25"
1671,"19"
1672,"16"
1673,"12"
1674,"31"
1675,"17"
1676,"10"
1677,"18"
1678,"18"
1679,"13"
1680,"14"
1681,"20"
1682,"19"
1683,"22"
1684,"18"
1685,"16"
1686,"17"
1687,"14"
1688,"18"
1689,"18"
1690,"25"
1691,"13"
1692,"15"
1693,"17"
1694,"18"
1695,"16"
1696,"10"
1697,"12"
1698,"11"
1699,"14"
1700,"15"
1701,"17"
1702,"15"
1703,"13"
1704,"5"
1705,"10"
1706,"9"
1707,"8"
1708,"13"
1709,"9"
1710,"9"
1711,"17"
1712,"11"
1713,"9"
1714,"6"
1715,"9"
1716,"11"
1717,"3"
1718,"6"
1719,"7"
1720,"9"
1721,"7"
1722,"9"
1723,"6"
1724,"9"
1725,"7"
1726,"9"
1727,"10"
1728,"8"
1729,"6"
1730,"5"
1731,"4"
1732,"7"
1733,"6"
1734,"7"
1735,"9"
1736,"4"
1737,"6"
1738,"0"
1739,"5"
1740,"4"
1741,"4"
1742,"2"
1743,"2"
1744,"4"
1745,"2"
1746,"2"
1747,"4"
1748,"4"
1749,"8"
1750,"4"
1751,"6"
1752,"5"
1753,"0"
1754,"7"
1755,"4"
1756,"5"
1757,"4"
1758,"6"
1759,"5"
1760,"3"
1761,"4"
1762,"5"
1763,"2"
1764,"2"
1765,"3"
1766,"3"
1767,"5"
1768,"3"
1769,"5"
1770,"1"
1771,"1"
1772,"3"
1773,"1"
1774,"2"
1775,"4"
1776,"2"
1777,"4"
1778,"4"
1779,"4"
1780,"3"
1781,"2"
1782,"4"
1783,"1"
1784,"4"
1785,"3"
1786,"1"
1787,"4"
1788,"4"
1789,"2"
1790,"9"
1791,"2"
1792,"5"
1793,"2"
1794,"0"
1795,"1"
1796,"5"
1797,"2"
1798,"2"
1799,"3"
1800,"1"
1801,"4"
1802,"7"
1803,"3"
1804,"1"
1805,"1"
1806,"3"
1807,"2"
1808,"0"
1809,"3"
1810,"2"
1811,"2"
1812,"2"
1813,"4"
1814,"3"
1815,"4"
1816,"4"
1817,"3"
1818,"2"
1819,"0"
1820,"1"
1821,"6"
1822,"0"
1823,"0"
1824,"1"
1825,"4"
1826,"1"
1827,"0"
1828,"0"
1829,"2"
1830,"1"
1831,"1"
1832,"1"
1833,"1"
1834,"2"
1835,"2"
1836,"2"
1837,"2"
1838,"2"
1839,"1"
1840,"3"
1841,"2"
1842,"1"
1843,"0"
1844,"1"
1845,"1"
1846,"2"
1847,"0"
1848,"3"
1849,"1"
1850,"2"
1851,"0"
1852,"1"
1853,"4"
1854,"0"
1855,"1"
1856,"0"
1857,"1"
1858,"1"
1859,"0"
1860,"2"
1861,"3"
1862,"0"
1863,"0"
1864,"1"
1865,"1"
1866,"1"
1867,"0"
1868,"0"
1869,"0"
1870,"2"
1871,"0"
1872,"0"
1873,"0"
1874,"0"
1875,"6"
1876,"3"
1877,"1"
1878,"1"
1879,"2"
1880,"2"
1881,"0"
1882,"1"
1883,"1"
1884,"0"
1885,"1"
1886,"0"
1887,"2"
1888,"0"
1889,"2"
1890,"0"
1891,"0"
1892,"0"
1893,"0"
1894,"1"
1895,"1"
1896,"1"
1897,"2"
1898,"0"
1899,"1"
1900,"1"
1901,"0"
1902,"0"
1903,"0"
1904,"1"
1905,"0"
1906,"0"
1907,"0"
1908,"0"
1909,"0"
1910,"0"
1911,"0"
1912,"0"
1913,"0"
1914,"0"
1915,"0"
1916,"1"
1917,"0"
1918,"2"
1919,"0"
1920,"0"
1921,"0"
1922,"0"
1923,"0"
1924,"1"
1925,"0"
1926,"0"
1927,"0"
1928,"0"
1929,"1"
1930,"0"
1931,"0"
1932,"0"
1933,"0"
1934,"0"
1935,"0"
1936,"1"
1937,"1"
1938,"0"
1939,"0"
1940,"0"
1941,"1"
1942,"0"
1943,"1"
1944,"0"
1945,"0"
1946,"0"
1947,"0"
1948,"1"
1949,"0"
1950,"0"
1951,"1"
1952,"0"
1953,"1"
1954,"0"
1955,"0"
1956,"0"
1957,"1"
1958,"0"
1959,"1"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"0"
1967,"0"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"1"
1974,"0"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"1"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"0"
1992,"1"
1993,"0"
1994,"1"
1995,"0"
1996,"0"
1997,"0"
1998,"0"
1999,"1"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"1"
2033,"0"
2034,"0"
2035,"0"
2036,"1"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"1"
2045,"1"
2046,"1"
2047,"0"


