Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-4B -1phi 2"
Duration Time,60.073
Ambient Temperature,"100.8"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"671625"
Raw Accumulated Counts,"695420"
Valid Count Last Packet,"10418"
Raw Count Last Packet,"10785"
Live Time,58.434002
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.0897
Number of Channels,2048
Vacuum,762
Channel#,Intensity
0,"1777"
1,"1438"
2,"953"
3,"533"
4,"200"
5,"74"
6,"20"
7,"11"
8,"0"
9,"1"
10,"0"
11,"2"
12,"1"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"1"
19,"0"
20,"0"
21,"1"
22,"22"
23,"99"
24,"139"
25,"181"
26,"176"
27,"168"
28,"157"
29,"176"
30,"170"
31,"156"
32,"154"
33,"174"
34,"171"
35,"141"
36,"162"
37,"157"
38,"157"
39,"144"
40,"158"
41,"149"
42,"157"
43,"150"
44,"138"
45,"155"
46,"143"
47,"156"
48,"193"
49,"157"
50,"139"
51,"154"
52,"142"
53,"139"
54,"154"
55,"158"
56,"155"
57,"172"
58,"149"
59,"148"
60,"159"
61,"134"
62,"162"
63,"150"
64,"150"
65,"137"
66,"128"
67,"125"
68,"120"
69,"139"
70,"164"
71,"182"
72,"190"
73,"216"
74,"197"
75,"225"
76,"195"
77,"205"
78,"192"
79,"210"
80,"253"
81,"321"
82,"515"
83,"777"
84,"1201"
85,"1591"
86,"1719"
87,"1591"
88,"1428"
89,"1052"
90,"698"
91,"460"
92,"277"
93,"196"
94,"156"
95,"167"
96,"134"
97,"120"
98,"126"
99,"129"
100,"146"
101,"100"
102,"138"
103,"130"
104,"121"
105,"117"
106,"123"
107,"99"
108,"121"
109,"126"
110,"136"
111,"167"
112,"196"
113,"188"
114,"207"
115,"241"
116,"228"
117,"217"
118,"204"
119,"219"
120,"181"
121,"177"
122,"173"
123,"182"
124,"210"
125,"244"
126,"286"
127,"339"
128,"482"
129,"720"
130,"998"
131,"1344"
132,"1622"
133,"2019"
134,"1965"
135,"1924"
136,"1651"
137,"1427"
138,"1321"
139,"1378"
140,"1366"
141,"1473"
142,"1474"
143,"1556"
144,"1681"
145,"1755"
146,"1796"
147,"1779"
148,"1618"
149,"1285"
150,"956"
151,"726"
152,"476"
153,"368"
154,"290"
155,"325"
156,"321"
157,"375"
158,"523"
159,"695"
160,"958"
161,"1471"
162,"1958"
163,"2488"
164,"2842"
165,"2670"
166,"2400"
167,"1931"
168,"1438"
169,"870"
170,"547"
171,"340"
172,"256"
173,"268"
174,"281"
175,"352"
176,"469"
177,"562"
178,"618"
179,"637"
180,"673"
181,"626"
182,"678"
183,"596"
184,"566"
185,"509"
186,"401"
187,"364"
188,"235"
189,"220"
190,"190"
191,"171"
192,"176"
193,"200"
194,"174"
195,"239"
196,"201"
197,"227"
198,"228"
199,"228"
200,"254"
201,"238"
202,"260"
203,"239"
204,"243"
205,"211"
206,"221"
207,"211"
208,"227"
209,"203"
210,"207"
211,"228"
212,"211"
213,"207"
214,"243"
215,"244"
216,"247"
217,"243"
218,"268"
219,"315"
220,"354"
221,"463"
222,"519"
223,"475"
224,"534"
225,"505"
226,"451"
227,"387"
228,"363"
229,"329"
230,"270"
231,"272"
232,"292"
233,"267"
234,"298"
235,"260"
236,"298"
237,"290"
238,"266"
239,"337"
240,"344"
241,"338"
242,"325"
243,"317"
244,"347"
245,"345"
246,"355"
247,"332"
248,"315"
249,"339"
250,"306"
251,"315"
252,"320"
253,"306"
254,"260"
255,"288"
256,"289"
257,"290"
258,"280"
259,"300"
260,"287"
261,"278"
262,"318"
263,"325"
264,"356"
265,"354"
266,"350"
267,"341"
268,"348"
269,"373"
270,"372"
271,"380"
272,"382"
273,"384"
274,"407"
275,"397"
276,"434"
277,"427"
278,"417"
279,"415"
280,"432"
281,"432"
282,"437"
283,"430"
284,"463"
285,"437"
286,"451"
287,"414"
288,"442"
289,"428"
290,"439"
291,"444"
292,"414"
293,"498"
294,"462"
295,"411"
296,"519"
297,"394"
298,"386"
299,"414"
300,"383"
301,"432"
302,"399"
303,"408"
304,"416"
305,"390"
306,"444"
307,"487"
308,"502"
309,"544"
310,"664"
311,"803"
312,"1137"
313,"1473"
314,"2021"
315,"2435"
316,"2981"
317,"3245"
318,"3412"
319,"3108"
320,"2869"
321,"2312"
322,"1770"
323,"1358"
324,"978"
325,"743"
326,"561"
327,"544"
328,"473"
329,"454"
330,"432"
331,"442"
332,"486"
333,"454"
334,"486"
335,"392"
336,"447"
337,"474"
338,"448"
339,"492"
340,"496"
341,"546"
342,"526"
343,"574"
344,"608"
345,"712"
346,"695"
347,"820"
348,"859"
349,"910"
350,"977"
351,"988"
352,"997"
353,"906"
354,"842"
355,"828"
356,"762"
357,"699"
358,"746"
359,"747"
360,"771"
361,"832"
362,"874"
363,"867"
364,"958"
365,"955"
366,"1080"
367,"1149"
368,"1320"
369,"1472"
370,"1411"
371,"1413"
372,"1362"
373,"1279"
374,"1088"
375,"954"
376,"787"
377,"631"
378,"571"
379,"528"
380,"461"
381,"466"
382,"431"
383,"425"
384,"436"
385,"421"
386,"430"
387,"473"
388,"431"
389,"422"
390,"452"
391,"412"
392,"464"
393,"482"
394,"501"
395,"547"
396,"588"
397,"652"
398,"686"
399,"700"
400,"758"
401,"704"
402,"692"
403,"666"
404,"690"
405,"732"
406,"702"
407,"754"
408,"743"
409,"826"
410,"820"
411,"824"
412,"785"
413,"745"
414,"757"
415,"640"
416,"626"
417,"597"
418,"549"
419,"507"
420,"487"
421,"508"
422,"502"
423,"537"
424,"485"
425,"497"
426,"513"
427,"486"
428,"540"
429,"515"
430,"516"
431,"497"
432,"466"
433,"425"
434,"476"
435,"503"
436,"427"
437,"465"
438,"511"
439,"488"
440,"491"
441,"481"
442,"477"
443,"478"
444,"533"
445,"436"
446,"484"
447,"478"
448,"485"
449,"495"
450,"485"
451,"436"
452,"493"
453,"460"
454,"494"
455,"478"
456,"508"
457,"482"
458,"490"
459,"521"
460,"495"
461,"533"
462,"513"
463,"516"
464,"537"
465,"475"
466,"535"
467,"549"
468,"485"
469,"558"
470,"531"
471,"513"
472,"561"
473,"516"
474,"513"
475,"519"
476,"563"
477,"495"
478,"534"
479,"544"
480,"537"
481,"527"
482,"555"
483,"539"
484,"593"
485,"542"
486,"505"
487,"528"
488,"489"
489,"464"
490,"461"
491,"504"
492,"529"
493,"495"
494,"448"
495,"487"
496,"519"
497,"497"
498,"542"
499,"504"
500,"527"
501,"542"
502,"539"
503,"517"
504,"522"
505,"517"
506,"516"
507,"525"
508,"501"
509,"500"
510,"523"
511,"525"
512,"498"
513,"477"
514,"493"
515,"520"
516,"495"
517,"483"
518,"497"
519,"486"
520,"497"
521,"494"
522,"523"
523,"494"
524,"494"
525,"511"
526,"477"
527,"521"
528,"495"
529,"499"
530,"479"
531,"487"
532,"450"
533,"462"
534,"442"
535,"507"
536,"410"
537,"457"
538,"442"
539,"431"
540,"510"
541,"445"
542,"521"
543,"472"
544,"495"
545,"464"
546,"517"
547,"507"
548,"492"
549,"455"
550,"472"
551,"482"
552,"513"
553,"514"
554,"491"
555,"515"
556,"497"
557,"527"
558,"517"
559,"511"
560,"514"
561,"534"
562,"502"
563,"519"
564,"527"
565,"485"
566,"523"
567,"532"
568,"535"
569,"532"
570,"500"
571,"543"
572,"565"
573,"491"
574,"479"
575,"528"
576,"484"
577,"490"
578,"523"
579,"511"
580,"502"
581,"534"
582,"505"
583,"525"
584,"493"
585,"536"
586,"530"
587,"527"
588,"490"
589,"491"
590,"494"
591,"485"
592,"488"
593,"476"
594,"496"
595,"447"
596,"479"
597,"461"
598,"517"
599,"498"
600,"452"
601,"449"
602,"476"
603,"499"
604,"461"
605,"463"
606,"467"
607,"459"
608,"472"
609,"476"
610,"457"
611,"490"
612,"465"
613,"502"
614,"447"
615,"458"
616,"462"
617,"503"
618,"458"
619,"501"
620,"480"
621,"449"
622,"527"
623,"518"
624,"519"
625,"539"
626,"497"
627,"490"
628,"473"
629,"503"
630,"522"
631,"501"
632,"458"
633,"465"
634,"487"
635,"509"
636,"474"
637,"482"
638,"470"
639,"467"
640,"484"
641,"449"
642,"500"
643,"487"
644,"475"
645,"475"
646,"466"
647,"510"
648,"481"
649,"476"
650,"521"
651,"470"
652,"498"
653,"490"
654,"552"
655,"510"
656,"534"
657,"624"
658,"704"
659,"727"
660,"780"
661,"829"
662,"931"
663,"928"
664,"935"
665,"963"
666,"992"
667,"864"
668,"847"
669,"729"
670,"654"
671,"669"
672,"606"
673,"531"
674,"554"
675,"515"
676,"480"
677,"471"
678,"470"
679,"458"
680,"467"
681,"455"
682,"497"
683,"486"
684,"476"
685,"489"
686,"499"
687,"435"
688,"461"
689,"477"
690,"473"
691,"449"
692,"445"
693,"490"
694,"468"
695,"542"
696,"507"
697,"534"
698,"546"
699,"535"
700,"618"
701,"612"
702,"577"
703,"563"
704,"559"
705,"566"
706,"568"
707,"510"
708,"580"
709,"475"
710,"509"
711,"435"
712,"465"
713,"479"
714,"433"
715,"440"
716,"432"
717,"428"
718,"428"
719,"488"
720,"440"
721,"463"
722,"457"
723,"469"
724,"439"
725,"446"
726,"422"
727,"407"
728,"420"
729,"440"
730,"464"
731,"440"
732,"421"
733,"414"
734,"417"
735,"438"
736,"450"
737,"465"
738,"434"
739,"459"
740,"518"
741,"500"
742,"524"
743,"490"
744,"472"
745,"496"
746,"471"
747,"498"
748,"460"
749,"455"
750,"440"
751,"484"
752,"456"
753,"436"
754,"441"
755,"456"
756,"407"
757,"410"
758,"434"
759,"424"
760,"407"
761,"436"
762,"459"
763,"456"
764,"455"
765,"399"
766,"417"
767,"412"
768,"452"
769,"405"
770,"440"
771,"451"
772,"432"
773,"453"
774,"441"
775,"445"
776,"460"
777,"477"
778,"491"
779,"493"
780,"520"
781,"537"
782,"575"
783,"496"
784,"471"
785,"500"
786,"515"
787,"498"
788,"477"
789,"472"
790,"430"
791,"431"
792,"453"
793,"426"
794,"449"
795,"421"
796,"385"
797,"401"
798,"402"
799,"412"
800,"411"
801,"425"
802,"416"
803,"451"
804,"406"
805,"435"
806,"379"
807,"447"
808,"415"
809,"428"
810,"417"
811,"418"
812,"424"
813,"379"
814,"422"
815,"403"
816,"398"
817,"403"
818,"419"
819,"436"
820,"411"
821,"431"
822,"439"
823,"375"
824,"419"
825,"419"
826,"409"
827,"424"
828,"430"
829,"390"
830,"357"
831,"407"
832,"394"
833,"432"
834,"407"
835,"418"
836,"396"
837,"416"
838,"405"
839,"390"
840,"455"
841,"403"
842,"389"
843,"390"
844,"384"
845,"425"
846,"386"
847,"452"
848,"428"
849,"382"
850,"395"
851,"400"
852,"419"
853,"400"
854,"413"
855,"381"
856,"362"
857,"406"
858,"415"
859,"382"
860,"427"
861,"418"
862,"400"
863,"439"
864,"409"
865,"413"
866,"433"
867,"395"
868,"441"
869,"425"
870,"449"
871,"481"
872,"420"
873,"439"
874,"413"
875,"420"
876,"441"
877,"494"
878,"478"
879,"458"
880,"458"
881,"438"
882,"466"
883,"449"
884,"465"
885,"447"
886,"445"
887,"470"
888,"417"
889,"456"
890,"464"
891,"450"
892,"431"
893,"490"
894,"475"
895,"478"
896,"455"
897,"533"
898,"516"
899,"514"
900,"480"
901,"510"
902,"531"
903,"531"
904,"540"
905,"580"
906,"547"
907,"582"
908,"562"
909,"589"
910,"609"
911,"613"
912,"678"
913,"628"
914,"680"
915,"684"
916,"698"
917,"763"
918,"782"
919,"819"
920,"843"
921,"926"
922,"960"
923,"932"
924,"1039"
925,"1048"
926,"1016"
927,"1109"
928,"1163"
929,"1171"
930,"1233"
931,"1260"
932,"1310"
933,"1328"
934,"1370"
935,"1377"
936,"1347"
937,"1357"
938,"1475"
939,"1497"
940,"1403"
941,"1455"
942,"1376"
943,"1434"
944,"1482"
945,"1334"
946,"1323"
947,"1307"
948,"1249"
949,"1204"
950,"1194"
951,"1165"
952,"1097"
953,"1070"
954,"1027"
955,"999"
956,"937"
957,"928"
958,"880"
959,"821"
960,"845"
961,"732"
962,"714"
963,"719"
964,"658"
965,"732"
966,"610"
967,"666"
968,"544"
969,"558"
970,"553"
971,"562"
972,"526"
973,"497"
974,"529"
975,"492"
976,"491"
977,"458"
978,"455"
979,"433"
980,"433"
981,"477"
982,"446"
983,"400"
984,"415"
985,"404"
986,"443"
987,"464"
988,"503"
989,"466"
990,"472"
991,"510"
992,"563"
993,"585"
994,"669"
995,"676"
996,"695"
997,"798"
998,"743"
999,"819"
1000,"827"
1001,"913"
1002,"934"
1003,"904"
1004,"875"
1005,"829"
1006,"830"
1007,"748"
1008,"684"
1009,"639"
1010,"562"
1011,"483"
1012,"487"
1013,"420"
1014,"379"
1015,"394"
1016,"385"
1017,"380"
1018,"347"
1019,"386"
1020,"385"
1021,"395"
1022,"367"
1023,"354"
1024,"339"
1025,"373"
1026,"356"
1027,"414"
1028,"423"
1029,"365"
1030,"412"
1031,"368"
1032,"373"
1033,"395"
1034,"418"
1035,"460"
1036,"461"
1037,"468"
1038,"464"
1039,"503"
1040,"530"
1041,"531"
1042,"597"
1043,"606"
1044,"555"
1045,"659"
1046,"628"
1047,"652"
1048,"683"
1049,"664"
1050,"687"
1051,"645"
1052,"648"
1053,"673"
1054,"631"
1055,"645"
1056,"564"
1057,"584"
1058,"541"
1059,"535"
1060,"463"
1061,"473"
1062,"478"
1063,"451"
1064,"410"
1065,"397"
1066,"416"
1067,"362"
1068,"360"
1069,"398"
1070,"375"
1071,"361"
1072,"381"
1073,"371"
1074,"379"
1075,"369"
1076,"356"
1077,"325"
1078,"361"
1079,"318"
1080,"298"
1081,"335"
1082,"293"
1083,"296"
1084,"320"
1085,"316"
1086,"283"
1087,"304"
1088,"295"
1089,"286"
1090,"301"
1091,"293"
1092,"287"
1093,"319"
1094,"282"
1095,"267"
1096,"250"
1097,"308"
1098,"262"
1099,"291"
1100,"245"
1101,"272"
1102,"271"
1103,"285"
1104,"261"
1105,"267"
1106,"240"
1107,"266"
1108,"242"
1109,"263"
1110,"259"
1111,"255"
1112,"244"
1113,"252"
1114,"251"
1115,"244"
1116,"228"
1117,"230"
1118,"264"
1119,"271"
1120,"249"
1121,"275"
1122,"300"
1123,"286"
1124,"288"
1125,"319"
1126,"340"
1127,"297"
1128,"302"
1129,"338"
1130,"303"
1131,"312"
1132,"317"
1133,"281"
1134,"282"
1135,"278"
1136,"267"
1137,"242"
1138,"235"
1139,"248"
1140,"244"
1141,"261"
1142,"211"
1143,"228"
1144,"211"
1145,"230"
1146,"223"
1147,"248"
1148,"241"
1149,"245"
1150,"245"
1151,"233"
1152,"275"
1153,"224"
1154,"219"
1155,"232"
1156,"255"
1157,"198"
1158,"228"
1159,"212"
1160,"194"
1161,"206"
1162,"221"
1163,"228"
1164,"203"
1165,"222"
1166,"200"
1167,"208"
1168,"221"
1169,"222"
1170,"224"
1171,"210"
1172,"202"
1173,"240"
1174,"203"
1175,"206"
1176,"201"
1177,"211"
1178,"214"
1179,"246"
1180,"220"
1181,"221"
1182,"258"
1183,"237"
1184,"236"
1185,"227"
1186,"262"
1187,"219"
1188,"234"
1189,"231"
1190,"224"
1191,"196"
1192,"233"
1193,"211"
1194,"193"
1195,"216"
1196,"186"
1197,"185"
1198,"159"
