Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-3A 4phi 0"
Duration Time,60.907
Ambient Temperature,"94.0"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"806005"
Raw Accumulated Counts,"838480"
Valid Count Last Packet,"12507"
Raw Count Last Packet,"12966"
Live Time,58.924019
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.8042
Number of Channels,2048
Vacuum,765
Channel#,Intensity
0,"1841"
1,"1414"
2,"1039"
3,"497"
4,"193"
5,"77"
6,"29"
7,"7"
8,"1"
9,"1"
10,"0"
11,"0"
12,"0"
13,"1"
14,"0"
15,"0"
16,"0"
17,"1"
18,"1"
19,"0"
20,"0"
21,"5"
22,"32"
23,"115"
24,"173"
25,"180"
26,"184"
27,"181"
28,"205"
29,"185"
30,"175"
31,"191"
32,"176"
33,"187"
34,"174"
35,"155"
36,"170"
37,"156"
38,"159"
39,"155"
40,"153"
41,"171"
42,"158"
43,"170"
44,"173"
45,"151"
46,"186"
47,"196"
48,"163"
49,"176"
50,"168"
51,"184"
52,"160"
53,"155"
54,"156"
55,"159"
56,"148"
57,"133"
58,"155"
59,"179"
60,"143"
61,"175"
62,"169"
63,"156"
64,"142"
65,"138"
66,"156"
67,"155"
68,"146"
69,"152"
70,"182"
71,"172"
72,"259"
73,"258"
74,"284"
75,"251"
76,"249"
77,"195"
78,"223"
79,"202"
80,"208"
81,"323"
82,"455"
83,"773"
84,"1124"
85,"1473"
86,"1454"
87,"1444"
88,"1212"
89,"968"
90,"630"
91,"383"
92,"293"
93,"204"
94,"180"
95,"158"
96,"151"
97,"136"
98,"124"
99,"172"
100,"161"
101,"158"
102,"150"
103,"158"
104,"157"
105,"125"
106,"131"
107,"121"
108,"155"
109,"131"
110,"160"
111,"169"
112,"212"
113,"213"
114,"237"
115,"238"
116,"230"
117,"197"
118,"232"
119,"198"
120,"224"
121,"198"
122,"204"
123,"230"
124,"189"
125,"257"
126,"333"
127,"382"
128,"522"
129,"778"
130,"1097"
131,"1380"
132,"1793"
133,"1961"
134,"2025"
135,"1846"
136,"1637"
137,"1453"
138,"1325"
139,"1370"
140,"1379"
141,"1473"
142,"1429"
143,"1503"
144,"1572"
145,"1770"
146,"1742"
147,"1750"
148,"1553"
149,"1297"
150,"885"
151,"696"
152,"495"
153,"418"
154,"321"
155,"344"
156,"410"
157,"468"
158,"597"
159,"849"
160,"1264"
161,"1791"
162,"2523"
163,"3049"
164,"3316"
165,"3337"
166,"2907"
167,"2275"
168,"1621"
169,"1000"
170,"587"
171,"370"
172,"297"
173,"296"
174,"359"
175,"487"
176,"534"
177,"720"
178,"772"
179,"927"
180,"1003"
181,"1074"
182,"1075"
183,"1200"
184,"986"
185,"881"
186,"639"
187,"487"
188,"397"
189,"275"
190,"229"
191,"210"
192,"211"
193,"242"
194,"234"
195,"265"
196,"268"
197,"329"
198,"342"
199,"292"
200,"324"
201,"326"
202,"293"
203,"270"
204,"221"
205,"243"
206,"229"
207,"238"
208,"198"
209,"219"
210,"216"
211,"208"
212,"231"
213,"205"
214,"229"
215,"238"
216,"264"
217,"302"
218,"336"
219,"406"
220,"579"
221,"634"
222,"821"
223,"856"
224,"840"
225,"805"
226,"733"
227,"600"
228,"524"
229,"455"
230,"335"
231,"340"
232,"295"
233,"308"
234,"318"
235,"304"
236,"338"
237,"322"
238,"351"
239,"374"
240,"369"
241,"402"
242,"430"
243,"458"
244,"440"
245,"414"
246,"423"
247,"425"
248,"419"
249,"366"
250,"388"
251,"349"
252,"355"
253,"343"
254,"357"
255,"381"
256,"366"
257,"337"
258,"361"
259,"344"
260,"365"
261,"372"
262,"381"
263,"365"
264,"421"
265,"385"
266,"398"
267,"387"
268,"399"
269,"389"
270,"406"
271,"405"
272,"435"
273,"422"
274,"404"
275,"410"
276,"434"
277,"385"
278,"433"
279,"428"
280,"432"
281,"441"
282,"402"
283,"417"
284,"422"
285,"499"
286,"478"
287,"521"
288,"512"
289,"532"
290,"544"
291,"549"
292,"577"
293,"553"
294,"602"
295,"559"
296,"528"
297,"515"
298,"496"
299,"494"
300,"466"
301,"453"
302,"460"
303,"487"
304,"508"
305,"517"
306,"606"
307,"598"
308,"743"
309,"908"
310,"1308"
311,"1912"
312,"2950"
313,"4290"
314,"5938"
315,"7485"
316,"8549"
317,"9421"
318,"9482"
319,"8774"
320,"7431"
321,"5827"
322,"4142"
323,"2931"
324,"1957"
325,"1221"
326,"901"
327,"712"
328,"593"
329,"587"
330,"533"
331,"514"
332,"528"
333,"531"
334,"570"
335,"550"
336,"529"
337,"536"
338,"527"
339,"604"
340,"627"
341,"676"
342,"748"
343,"784"
344,"890"
345,"1113"
346,"1256"
347,"1501"
348,"1731"
349,"1886"
350,"2004"
351,"1862"
352,"1772"
353,"1565"
354,"1312"
355,"1197"
356,"998"
357,"933"
358,"932"
359,"900"
360,"902"
361,"950"
362,"982"
363,"1032"
364,"1043"
365,"1105"
366,"1210"
367,"1283"
368,"1439"
369,"1537"
370,"1517"
371,"1596"
372,"1493"
373,"1342"
374,"1114"
375,"935"
376,"822"
377,"709"
378,"651"
379,"596"
380,"529"
381,"561"
382,"534"
383,"546"
384,"510"
385,"478"
386,"492"
387,"505"
388,"518"
389,"553"
390,"508"
391,"579"
392,"577"
393,"607"
394,"619"
395,"659"
396,"711"
397,"711"
398,"775"
399,"763"
400,"814"
401,"770"
402,"791"
403,"746"
404,"686"
405,"700"
406,"640"
407,"686"
408,"726"
409,"688"
410,"727"
411,"675"
412,"669"
413,"635"
414,"617"
415,"582"
416,"585"
417,"566"
418,"528"
419,"566"
420,"537"
421,"598"
422,"587"
423,"621"
424,"640"
425,"609"
426,"589"
427,"642"
428,"631"
429,"616"
430,"633"
431,"634"
432,"634"
433,"645"
434,"534"
435,"594"
436,"573"
437,"599"
438,"618"
439,"581"
440,"579"
441,"596"
442,"592"
443,"576"
444,"577"
445,"612"
446,"599"
447,"542"
448,"559"
449,"577"
450,"560"
451,"586"
452,"595"
453,"585"
454,"582"
455,"627"
456,"627"
457,"574"
458,"630"
459,"638"
460,"662"
461,"639"
462,"586"
463,"619"
464,"581"
465,"604"
466,"640"
467,"574"
468,"583"
469,"601"
470,"602"
471,"590"
472,"573"
473,"630"
474,"612"
475,"594"
476,"588"
477,"593"
478,"616"
479,"602"
480,"625"
481,"623"
482,"651"
483,"634"
484,"568"
485,"588"
486,"579"
487,"584"
488,"600"
489,"617"
490,"608"
491,"646"
492,"608"
493,"562"
494,"583"
495,"594"
496,"577"
497,"616"
498,"557"
499,"598"
500,"594"
501,"607"
502,"604"
503,"578"
504,"589"
505,"593"
506,"578"
507,"599"
508,"626"
509,"572"
510,"567"
511,"626"
512,"550"
513,"550"
514,"554"
515,"601"
516,"578"
517,"593"
518,"573"
519,"588"
520,"645"
521,"633"
522,"662"
523,"641"
524,"642"
525,"644"
526,"627"
527,"687"
528,"604"
529,"554"
530,"552"
531,"603"
532,"513"
533,"571"
534,"536"
535,"568"
536,"572"
537,"555"
538,"587"
539,"564"
540,"574"
541,"589"
542,"583"
543,"603"
544,"599"
545,"554"
546,"564"
547,"620"
548,"562"
549,"540"
550,"548"
551,"577"
552,"567"
553,"544"
554,"580"
555,"531"
556,"558"
557,"552"
558,"594"
559,"544"
560,"586"
561,"553"
562,"570"
563,"567"
564,"577"
565,"579"
566,"630"
567,"554"
568,"563"
569,"532"
570,"582"
571,"551"
572,"595"
573,"512"
574,"609"
575,"565"
576,"601"
577,"605"
578,"548"
579,"569"
580,"545"
581,"557"
582,"569"
583,"575"
584,"574"
585,"545"
586,"569"
587,"546"
588,"615"
589,"561"
590,"580"
591,"535"
592,"578"
593,"570"
594,"561"
595,"546"
596,"571"
597,"559"
598,"548"
599,"559"
600,"540"
601,"567"
602,"566"
603,"550"
604,"538"
605,"573"
606,"525"
607,"563"
608,"566"
609,"588"
610,"552"
611,"589"
612,"626"
613,"534"
614,"567"
615,"551"
616,"592"
617,"593"
618,"601"
619,"596"
620,"585"
621,"624"
622,"581"
623,"585"
624,"584"
625,"591"
626,"630"
627,"621"
628,"593"
629,"603"
630,"576"
631,"620"
632,"591"
633,"598"
634,"540"
635,"621"
636,"584"
637,"571"
638,"589"
639,"558"
640,"598"
641,"614"
642,"536"
643,"578"
644,"579"
645,"557"
646,"613"
647,"588"
648,"564"
649,"551"
650,"582"
651,"588"
652,"589"
653,"616"
654,"659"
655,"718"
656,"771"
657,"858"
658,"950"
659,"1043"
660,"1204"
661,"1288"
662,"1348"
663,"1436"
664,"1426"
665,"1311"
666,"1305"
667,"1233"
668,"1104"
669,"1040"
670,"857"
671,"743"
672,"697"
673,"711"
674,"632"
675,"624"
676,"588"
677,"547"
678,"568"
679,"624"
680,"550"
681,"569"
682,"531"
683,"533"
684,"602"
685,"561"
686,"533"
687,"519"
688,"555"
689,"538"
690,"551"
691,"543"
692,"580"
693,"527"
694,"669"
695,"642"
696,"683"
697,"673"
698,"725"
699,"772"
700,"849"
701,"762"
702,"892"
703,"799"
704,"749"
705,"746"
706,"719"
707,"678"
708,"631"
709,"606"
710,"590"
711,"537"
712,"535"
713,"521"
714,"492"
715,"495"
716,"536"
717,"550"
718,"532"
719,"552"
720,"531"
721,"494"
722,"522"
723,"436"
724,"511"
725,"504"
726,"532"
727,"485"
728,"488"
729,"509"
730,"483"
731,"543"
732,"515"
733,"540"
734,"569"
735,"541"
736,"558"
737,"573"
738,"586"
739,"640"
740,"619"
741,"661"
742,"671"
743,"630"
744,"643"
745,"589"
746,"605"
747,"600"
748,"586"
749,"558"
750,"557"
751,"532"
752,"525"
753,"486"
754,"476"
755,"524"
756,"489"
757,"560"
758,"449"
759,"480"
760,"535"
761,"463"
762,"454"
763,"482"
764,"470"
765,"475"
766,"463"
767,"473"
768,"430"
769,"522"
770,"483"
771,"517"
772,"577"
773,"597"
774,"645"
775,"657"
776,"702"
777,"781"
778,"839"
779,"895"
780,"897"
781,"977"
782,"962"
783,"1011"
784,"876"
785,"851"
786,"823"
787,"742"
788,"704"
789,"645"
790,"603"
791,"579"
792,"546"
793,"534"
794,"526"
795,"448"
796,"460"
797,"460"
798,"488"
799,"483"
800,"506"
801,"419"
802,"475"
803,"448"
804,"433"
805,"435"
806,"458"
807,"456"
808,"462"
809,"507"
810,"432"
811,"496"
812,"456"
813,"464"
814,"464"
815,"447"
816,"459"
817,"446"
818,"414"
819,"494"
820,"509"
821,"492"
822,"470"
823,"431"
824,"460"
825,"436"
826,"451"
827,"467"
828,"475"
829,"448"
830,"448"
831,"444"
832,"482"
833,"465"
834,"491"
835,"426"
836,"440"
837,"453"
838,"449"
839,"457"
840,"463"
841,"420"
842,"473"
843,"419"
844,"412"
845,"462"
846,"462"
847,"433"
848,"474"
849,"422"
850,"455"
851,"486"
852,"432"
853,"432"
854,"428"
855,"438"
856,"432"
857,"396"
858,"474"
859,"470"
860,"432"
861,"439"
862,"435"
863,"456"
864,"440"
865,"432"
866,"486"
867,"437"
868,"462"
869,"491"
870,"484"
871,"522"
872,"485"
873,"492"
874,"535"
875,"501"
876,"521"
877,"561"
878,"493"
879,"524"
880,"548"
881,"516"
882,"484"
883,"496"
884,"480"
885,"530"
886,"482"
887,"465"
888,"555"
889,"516"
890,"467"
891,"484"
892,"526"
893,"511"
894,"514"
895,"566"
896,"513"
897,"557"
898,"516"
899,"571"
900,"562"
901,"575"
902,"581"
903,"617"
904,"611"
905,"590"
906,"564"
907,"631"
908,"632"
909,"608"
910,"658"
911,"709"
912,"689"
913,"754"
914,"749"
915,"729"
916,"812"
917,"822"
918,"895"
919,"890"
920,"922"
921,"927"
922,"993"
923,"983"
924,"1048"
925,"1064"
926,"1164"
927,"1237"
928,"1332"
929,"1257"
930,"1314"
931,"1389"
932,"1427"
933,"1430"
934,"1446"
935,"1491"
936,"1450"
937,"1536"
938,"1495"
939,"1586"
940,"1546"
941,"1506"
942,"1540"
943,"1505"
944,"1513"
945,"1445"
946,"1376"
947,"1334"
948,"1367"
949,"1234"
950,"1217"
951,"1142"
952,"1139"
953,"1144"
954,"1020"
955,"1011"
956,"955"
957,"913"
958,"869"
959,"842"
960,"775"
961,"723"
962,"770"
963,"792"
964,"665"
965,"641"
966,"677"
967,"636"
968,"621"
969,"605"
970,"573"
971,"539"
972,"533"
973,"548"
974,"509"
975,"502"
976,"453"
977,"460"
978,"417"
979,"493"
980,"472"
981,"469"
982,"441"
983,"404"
984,"437"
985,"445"
986,"441"
987,"470"
988,"470"
989,"526"
990,"513"
991,"599"
992,"624"
993,"649"
994,"725"
995,"773"
996,"808"
997,"871"
998,"931"
999,"906"
1000,"939"
1001,"947"
1002,"965"
1003,"882"
1004,"922"
1005,"848"
1006,"789"
1007,"715"
1008,"666"
1009,"621"
1010,"550"
1011,"517"
1012,"511"
1013,"403"
1014,"390"
1015,"354"
1016,"363"
1017,"378"
1018,"391"
1019,"376"
1020,"350"
1021,"363"
1022,"384"
1023,"381"
1024,"378"
1025,"368"
1026,"372"
1027,"387"
1028,"349"
1029,"366"
1030,"388"
1031,"432"
1032,"420"
1033,"442"
1034,"431"
1035,"446"
1036,"500"
1037,"481"
1038,"542"
1039,"505"
1040,"600"
1041,"586"
1042,"622"
1043,"639"
1044,"618"
1045,"682"
1046,"608"
1047,"681"
1048,"701"
1049,"660"
1050,"709"
1051,"702"
1052,"628"
1053,"591"
1054,"590"
1055,"573"
1056,"498"
1057,"554"
1058,"529"
1059,"514"
1060,"503"
1061,"480"
1062,"419"
1063,"436"
1064,"423"
1065,"417"
1066,"394"
1067,"401"
1068,"353"
1069,"386"
1070,"393"
1071,"383"
1072,"361"
1073,"370"
1074,"356"
1075,"363"
1076,"348"
1077,"348"
1078,"334"
1079,"317"
1080,"325"
1081,"295"
1082,"326"
1083,"313"
1084,"318"
1085,"275"
1086,"334"
1087,"312"
1088,"285"
1089,"271"
1090,"289"
1091,"265"
1092,"286"
1093,"270"
1094,"253"
1095,"271"
1096,"295"
1097,"260"
1098,"263"
1099,"259"
1100,"266"
1101,"279"
1102,"249"
1103,"278"
1104,"264"
1105,"269"
1106,"283"
1107,"228"
1108,"262"
1109,"236"
1110,"240"
1111,"259"
1112,"270"
1113,"273"
1114,"241"
1115,"250"
1116,"225"
1117,"286"
1118,"257"
1119,"274"
1120,"293"
1121,"273"
1122,"314"
1123,"328"
1124,"328"
1125,"312"
1126,"309"
1127,"304"
1128,"337"
1129,"304"
1130,"325"
1131,"316"
1132,"283"
1133,"285"
1134,"257"
1135,"249"
1136,"268"
1137,"236"
1138,"219"
1139,"254"
1140,"236"
1141,"221"
1142,"250"
1143,"252"
1144,"219"
1145,"222"
1146,"235"
1147,"259"
1148,"232"
1149,"230"
1150,"248"
1151,"211"
1152,"239"
1153,"249"
1154,"226"
1155,"222"
1156,"238"
1157,"225"
1158,"240"
1159,"232"
1160,"220"
1161,"245"
1162,"217"
1163,"189"
1164,"216"
1165,"234"
1166,"190"
1167,"208"
1168,"208"
1169,"213"
1170,"228"
1171,"233"
1172,"204"
1173,"197"
1174,"225"
1175,"218"
1176,"220"
1177,"241"
1178,"243"
1179,"239"
1180,"238"
1181,"238"
1182,"259"
1183,"238"
1184,"224"
1185,"242"
1186,"208"
1187,"193"
1188,"227"
1189,"225"
1190,"197"
1191,"219"
1192,"203"
1193,"195"
1194,"213"
1195,"195"
1196,"205"
1197,"200"
1198,"176"
1199,"203"
1200,"177"
1201,"216"
1202,"210"
1203,"187"
1204,"174"
1205,"200"
1206,"206"
1207,"191"
1208,"190"
1209,"201"
1210,"178"
1211,"192"
1212,"192"
1213,"175"
1214,"196"
1215,"157"
1216,"197"
1217,"202"
1218,"176"
1219,"179"
1220,"187"
1221,"183"
1222,"161"
1223,"168"
1224,"175"
1225,"174"
1226,"171"
1227,"169"
1228,"174"
1229,"171"
1230,"141"
1231,"159"
1232,"158"
1233,"182"
1234,"166"
1235,"174"
1236,"162"
1237,"173"
1238,"181"
1239,"189"
1240,"175"
