Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L2-3B -1phi 3"
Duration Time,60.108
Ambient Temperature,"101.9"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"649892"
Raw Accumulated Counts,"672225"
Valid Count Last Packet,"10095"
Raw Count Last Packet,"10457"
Live Time,58.558018
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.0885
Number of Channels,2048
Vacuum,763
Channel#,Intensity
0,"1811"
1,"1436"
2,"956"
3,"542"
4,"210"
5,"59"
6,"18"
7,"5"
8,"3"
9,"1"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"4"
22,"24"
23,"61"
24,"149"
25,"155"
26,"155"
27,"134"
28,"188"
29,"154"
30,"139"
31,"161"
32,"128"
33,"156"
34,"181"
35,"151"
36,"142"
37,"121"
38,"139"
39,"118"
40,"129"
41,"152"
42,"126"
43,"136"
44,"124"
45,"152"
46,"148"
47,"141"
48,"171"
49,"136"
50,"143"
51,"148"
52,"151"
53,"139"
54,"115"
55,"139"
56,"114"
57,"150"
58,"139"
59,"140"
60,"140"
61,"160"
62,"125"
63,"120"
64,"137"
65,"118"
66,"114"
67,"131"
68,"112"
69,"125"
70,"142"
71,"168"
72,"156"
73,"215"
74,"209"
75,"178"
76,"198"
77,"155"
78,"152"
79,"163"
80,"163"
81,"196"
82,"258"
83,"426"
84,"528"
85,"657"
86,"789"
87,"747"
88,"600"
89,"480"
90,"348"
91,"258"
92,"175"
93,"164"
94,"143"
95,"121"
96,"141"
97,"131"
98,"181"
99,"179"
100,"156"
101,"162"
102,"144"
103,"137"
104,"132"
105,"115"
106,"115"
107,"125"
108,"121"
109,"131"
110,"131"
111,"145"
112,"172"
113,"222"
114,"257"
115,"217"
116,"230"
117,"204"
118,"194"
119,"193"
120,"201"
121,"195"
122,"179"
123,"196"
124,"211"
125,"247"
126,"265"
127,"348"
128,"479"
129,"718"
130,"985"
131,"1386"
132,"1683"
133,"1876"
134,"1973"
135,"2009"
136,"1736"
137,"1494"
138,"1298"
139,"1297"
140,"1384"
141,"1478"
142,"1459"
143,"1585"
144,"1742"
145,"1696"
146,"1841"
147,"1738"
148,"1631"
149,"1363"
150,"978"
151,"749"
152,"531"
153,"389"
154,"293"
155,"316"
156,"351"
157,"402"
158,"487"
159,"600"
160,"792"
161,"1142"
162,"1494"
163,"1826"
164,"2115"
165,"2090"
166,"1916"
167,"1529"
168,"1137"
169,"775"
170,"483"
171,"289"
172,"237"
173,"215"
174,"280"
175,"323"
176,"415"
