Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L2-4D 1phi 0"
573,"370"
574,"374"
575,"397"
576,"455"
577,"413"
578,"381"
579,"379"
580,"400"
581,"404"
582,"430"
583,"390"
584,"415"
585,"398"
586,"397"
587,"394"
588,"437"
589,"457"
590,"452"
591,"440"
592,"439"
593,"417"
594,"393"
595,"414"
596,"414"
597,"425"
598,"403"
599,"360"
600,"389"
601,"399"
602,"353"
603,"375"
604,"381"
605,"393"
606,"387"
607,"395"
608,"349"
609,"407"
610,"373"
611,"372"
612,"400"
613,"454"
614,"399"
615,"359"
616,"388"
617,"389"
618,"403"
619,"390"
620,"374"
621,"377"
622,"391"
623,"365"
624,"409"
625,"365"
626,"417"
627,"385"
628,"390"
629,"426"
630,"405"
631,"393"
632,"370"
633,"352"
634,"406"
635,"380"
636,"397"
637,"399"
638,"401"
639,"432"
640,"365"
641,"360"
642,"366"
643,"390"
644,"381"
645,"370"
646,"392"
647,"362"
648,"382"
649,"372"
650,"365"
651,"366"
652,"407"
653,"396"
654,"409"
655,"438"
656,"475"
657,"524"
658,"567"
659,"641"
660,"710"
661,"777"
662,"899"
663,"998"
664,"1027"
665,"1013"
666,"1038"
667,"998"
668,"937"
669,"831"
670,"733"
671,"611"
672,"570"
673,"544"
674,"448"
675,"440"
676,"349"
677,"369"
678,"341"
679,"401"
680,"315"
681,"342"
682,"357"
683,"380"
684,"362"
685,"335"
686,"385"
687,"333"
688,"336"
689,"338"
690,"356"
691,"346"
692,"371"
693,"337"
694,"370"
695,"385"
696,"383"
697,"383"
698,"415"
699,"377"
700,"399"
701,"457"
702,"447"
703,"430"
704,"435"
705,"426"
706,"408"
707,"429"
708,"385"
709,"394"
710,"361"
711,"338"
712,"371"
713,"350"
714,"331"
715,"317"
716,"318"
717,"335"
718,"318"
719,"329"
720,"309"
721,"358"
722,"333"
723,"313"
724,"337"
725,"305"
726,"318"
727,"296"
728,"343"
729,"294"
730,"296"
731,"296"
732,"347"
733,"303"
734,"329"
735,"340"
736,"317"
737,"346"
738,"401"
739,"361"
740,"439"
741,"400"
742,"444"
743,"424"
744,"400"
745,"416"
746,"420"
747,"394"
748,"380"
749,"386"
750,"328"
751,"377"
752,"359"
753,"326"
754,"334"
755,"330"
756,"326"
757,"327"
758,"329"
759,"289"
760,"311"
761,"300"
762,"317"
763,"298"
764,"300"
765,"307"
766,"283"
767,"310"
768,"265"
769,"308"
770,"281"
771,"291"
772,"298"
773,"311"
774,"331"
775,"323"
776,"320"
777,"359"
778,"360"
779,"398"
780,"390"
781,"401"
782,"393"
783,"415"
784,"418"
785,"440"
786,"376"
787,"402"
788,"402"
789,"350"
790,"344"
791,"316"
792,"323"
793,"337"
794,"292"
795,"284"
796,"269"
797,"311"
798,"314"
799,"270"
800,"274"
801,"275"
802,"297"
803,"279"
804,"272"
805,"264"
806,"277"
807,"251"
808,"287"
809,"278"
810,"296"
811,"315"
812,"302"
813,"281"
814,"294"
815,"266"
816,"274"
817,"342"
818,"280"
819,"302"
820,"311"
821,"306"
822,"312"
823,"327"
824,"314"
825,"329"
826,"304"
827,"312"
828,"317"
829,"321"
830,"300"
831,"301"
832,"288"
833,"284"
834,"238"
835,"287"
836,"268"
837,"272"
838,"269"
839,"298"
840,"279"
841,"288"
842,"256"
843,"284"
844,"260"
845,"255"
846,"277"
847,"238"
848,"259"
849,"260"
850,"292"
851,"285"
852,"288"
853,"276"
854,"251"
855,"241"
856,"251"
857,"281"
858,"262"
859,"290"
860,"264"
861,"262"
862,"280"
863,"300"
864,"270"
865,"267"
866,"281"
867,"293"
868,"269"
869,"248"
870,"252"
871,"271"
872,"272"
873,"304"
874,"298"
875,"275"
876,"311"
877,"302"
878,"283"
879,"272"
880,"313"
881,"280"
882,"278"
883,"275"
884,"270"
885,"313"
886,"276"
887,"295"
888,"297"
889,"309"
890,"272"
891,"274"
892,"279"
893,"277"
894,"303"
895,"306"
896,"311"
897,"324"
898,"335"
899,"325"
900,"299"
901,"320"
902,"348"
903,"334"
904,"333"
905,"363"
906,"353"
907,"355"
908,"382"
909,"372"
910,"369"
911,"409"
912,"396"
913,"395"
914,"428"
915,"448"
916,"473"
917,"477"
918,"525"
919,"503"
920,"491"
921,"543"
922,"605"
923,"625"
924,"668"
925,"661"
926,"695"
927,"698"
928,"750"
929,"813"
930,"770"
931,"792"
932,"816"
933,"827"
934,"797"
935,"858"
936,"858"
937,"866"
938,"845"
939,"906"
940,"863"
941,"819"
942,"886"
943,"872"
944,"856"
945,"749"
946,"771"
947,"742"
948,"751"
949,"733"
950,"643"
951,"691"
952,"607"
953,"633"
954,"575"
955,"573"
956,"521"
957,"565"
958,"531"
959,"480"
960,"486"
961,"434"
962,"444"
963,"408"
964,"378"
965,"385"
966,"363"
967,"320"
968,"329"
969,"336"
970,"318"
971,"319"
972,"307"
973,"287"
974,"306"
975,"305"
976,"262"
977,"275"
978,"233"
979,"253"
980,"260"
981,"259"
982,"237"
983,"250"
984,"238"
985,"256"
986,"231"
987,"237"
988,"243"
989,"234"
990,"260"
991,"303"
992,"325"
993,"319"
994,"345"
995,"351"
996,"395"
997,"368"
998,"434"
999,"409"
1000,"463"
1001,"505"
1002,"477"
1003,"499"
1004,"548"
1005,"517"
1006,"502"
1007,"456"
1008,"419"
1009,"396"
1010,"377"
1011,"352"
1012,"315"
1013,"266"
1014,"240"
1015,"265"
1016,"234"
1017,"200"
1018,"201"
1019,"208"
1020,"218"
1021,"208"
1022,"198"
1023,"207"
1024,"202"
1025,"223"
1026,"207"
1027,"233"
1028,"209"
1029,"226"
1030,"212"
1031,"253"
1032,"211"
1033,"204"
1034,"249"
1035,"245"
1036,"269"
1037,"251"
1038,"255"
1039,"297"
1040,"285"
1041,"292"
1042,"300"
1043,"362"
1044,"345"
1045,"361"
1046,"362"
1047,"384"
1048,"356"
1049,"373"
1050,"435"
1051,"397"
1052,"402"
1053,"348"
1054,"401"
1055,"352"
1056,"333"
1057,"334"
1058,"313"
1059,"290"
1060,"288"
1061,"264"
1062,"280"
1063,"245"
1064,"239"
1065,"219"
1066,"223"
1067,"208"
1068,"199"
1069,"194"
1070,"202"
1071,"203"
1072,"198"
1073,"182"
1074,"194"
1075,"182"
1076,"189"
1077,"184"
1078,"189"
1079,"163"
1080,"174"
1081,"156"
1082,"155"
1083,"168"
1084,"189"
1085,"186"
1086,"142"
1087,"156"
1088,"136"
1089,"147"
1090,"154"
1091,"153"
1092,"117"
1093,"167"
1094,"145"
1095,"141"
1096,"136"
1097,"139"
1098,"132"
1099,"135"
1100,"137"
1101,"143"
1102,"137"
1103,"142"
1104,"150"
1105,"121"
1106,"139"
1107,"133"
1108,"127"
1109,"111"
1110,"121"
1111,"130"
1112,"116"
1113,"120"
1114,"141"
1115,"141"
1116,"111"
1117,"140"
1118,"123"
1119,"158"
1120,"159"
1121,"147"
1122,"134"
1123,"139"
1124,"145"
1125,"141"
1126,"150"
1127,"184"
1128,"174"
1129,"163"
1130,"171"
1131,"170"
1132,"147"
1133,"138"
1134,"152"
1135,"147"
1136,"145"
1137,"153"
1138,"137"
1139,"134"
1140,"143"
1141,"124"
1142,"119"
1143,"135"
1144,"149"
1145,"137"
1146,"131"
1147,"137"
1148,"135"
1149,"130"
1150,"122"
1151,"140"
1152,"133"
1153,"145"
1154,"159"
1155,"139"
1156,"146"
1157,"130"
1158,"132"
1159,"124"
1160,"111"
1161,"98"
1162,"115"
1163,"125"
1164,"121"
1165,"101"
1166,"113"
1167,"88"
1168,"108"
1169,"108"
1170,"107"
1171,"110"
1172,"92"
1173,"111"
1174,"100"
1175,"109"
1176,"97"
1177,"100"
1178,"108"
1179,"120"
1180,"144"
1181,"102"
1182,"124"
1183,"135"
1184,"126"
1185,"142"
1186,"149"
1187,"128"
1188,"119"
1189,"123"
1190,"116"
1191,"107"
1192,"103"
1193,"88"
1194,"100"
1195,"104"
1196,"103"
1197,"93"
1198,"109"
1199,"97"
1200,"95"
1201,"101"
1202,"92"
1203,"82"
1204,"97"
1205,"96"
1206,"109"
1207,"84"
1208,"83"
1209,"86"
1210,"102"
1211,"106"
1212,"101"
1213,"96"
1214,"88"
1215,"98"
1216,"80"
1217,"106"
1218,"94"
1219,"101"
1220,"84"
1221,"103"
1222,"78"
1223,"90"
1224,"84"
1225,"94"
1226,"83"
1227,"99"
1228,"84"
1229,"81"
1230,"76"
1231,"88"
1232,"85"
1233,"97"
1234,"97"
1235,"93"
1236,"87"
1237,"96"
1238,"83"
1239,"96"
1240,"82"
1241,"89"
1242,"104"
1243,"101"
1244,"101"
1245,"96"
1246,"76"
1247,"98"
1248,"97"
1249,"88"
1250,"100"
1251,"93"
1252,"85"
1253,"116"
1254,"115"
1255,"102"
1256,"102"
1257,"99"
1258,"81"
1259,"82"
1260,"99"
1261,"78"
1262,"88"
1263,"86"
1264,"77"
1265,"91"
1266,"70"
1267,"86"
1268,"95"
1269,"75"
1270,"75"
1271,"92"
1272,"79"
1273,"81"
1274,"56"
1275,"85"
1276,"69"
1277,"81"
1278,"88"
1279,"82"
1280,"79"
1281,"81"
1282,"63"
1283,"81"
1284,"58"
1285,"71"
1286,"77"
1287,"68"
1288,"83"
1289,"60"
1290,"81"
1291,"78"
1292,"73"
1293,"79"
1294,"63"
1295,"61"
1296,"72"
1297,"83"
1298,"71"
1299,"81"
1300,"53"
1301,"77"
1302,"75"
1303,"79"
1304,"62"
1305,"76"
1306,"70"
1307,"60"
1308,"67"
1309,"72"
1310,"57"
1311,"67"
1312,"69"
1313,"51"
1314,"68"
1315,"72"
1316,"57"
1317,"71"
1318,"70"
1319,"56"
1320,"60"
1321,"65"
1322,"51"
1323,"67"
1324,"59"
1325,"45"
1326,"70"
1327,"76"
1328,"69"
1329,"61"
1330,"70"
1331,"68"
1332,"52"
1333,"49"
1334,"59"
1335,"54"
1336,"61"
1337,"63"
1338,"54"
1339,"62"
1340,"51"
1341,"58"
1342,"52"
1343,"60"
1344,"47"
1345,"64"
1346,"48"
1347,"44"
1348,"52"
1349,"41"
1350,"62"
1351,"61"
1352,"51"
1353,"51"
1354,"55"
1355,"68"
1356,"58"
1357,"58"
1358,"44"
1359,"54"
1360,"74"
1361,"47"
1362,"62"
1363,"60"
1364,"62"
1365,"49"
1366,"51"
1367,"38"
1368,"68"
1369,"63"
1370,"57"
1371,"67"
1372,"57"
1373,"51"
1374,"50"
1375,"60"
1376,"47"
1377,"57"
1378,"53"
1379,"50"
1380,"52"
1381,"56"
1382,"53"
1383,"57"
1384,"49"
1385,"52"
1386,"43"
1387,"57"
1388,"52"
1389,"49"
1390,"59"
1391,"53"
1392,"66"
1393,"51"
1394,"54"
1395,"39"
1396,"56"
1397,"57"
1398,"40"
1399,"42"
1400,"52"
1401,"47"
1402,"47"
1403,"52"
1404,"46"
1405,"52"
1406,"49"
1407,"40"
1408,"53"
1409,"53"
1410,"46"
1411,"43"
1412,"42"
1413,"46"
1414,"59"
1415,"50"
1416,"29"
1417,"55"
1418,"48"
1419,"44"
1420,"37"
1421,"50"
1422,"43"
1423,"46"
1424,"47"
1425,"43"
1426,"38"
1427,"44"
1428,"53"
1429,"40"
1430,"36"
1431,"50"
1432,"27"
1433,"34"
1434,"53"
1435,"41"
1436,"43"
1437,"35"
1438,"48"
1439,"40"
1440,"42"
1441,"44"
1442,"35"
1443,"37"
1444,"27"
1445,"39"
1446,"38"
1447,"40"
1448,"41"
1449,"34"
1450,"44"
1451,"30"
1452,"34"
1453,"44"
1454,"30"
1455,"46"
1456,"32"
1457,"35"
1458,"37"
1459,"39"
1460,"26"
1461,"32"
1462,"29"
1463,"33"
1464,"38"
1465,"35"
1466,"25"
1467,"32"
1468,"41"
1469,"45"
1470,"29"
1471,"34"
1472,"38"
1473,"35"
1474,"25"
1475,"41"
1476,"27"
1477,"47"
1478,"31"
1479,"30"
1480,"39"
1481,"38"
1482,"38"
1483,"40"
1484,"37"
1485,"38"
1486,"24"
1487,"36"
1488,"40"
1489,"32"
1490,"28"
1491,"35"
1492,"38"
1493,"33"
1494,"25"
1495,"28"
1496,"30"
1497,"30"
1498,"31"
1499,"31"
1500,"29"
1501,"28"
1502,"24"
1503,"46"
1504,"26"
1505,"36"
1506,"22"
1507,"30"
1508,"29"
1509,"34"
1510,"23"
1511,"38"
1512,"35"
1513,"35"
1514,"23"
1515,"24"
1516,"31"
1517,"30"
1518,"26"
1519,"26"
1520,"26"
1521,"25"
1522,"26"
1523,"19"
1524,"23"
1525,"29"
1526,"22"
1527,"24"
1528,"31"
1529,"28"
1530,"22"
1531,"19"
1532,"27"
1533,"24"
1534,"23"
1535,"20"
1536,"20"
1537,"28"
1538,"20"
1539,"21"
1540,"29"
1541,"24"
1542,"26"
1543,"19"
1544,"16"
1545,"25"
1546,"17"
1547,"14"
1548,"22"
1549,"24"
1550,"27"
1551,"23"
1552,"21"
1553,"19"
1554,"25"
1555,"25"
1556,"11"
1557,"20"
1558,"18"
1559,"18"
1560,"19"
1561,"20"
1562,"14"
1563,"30"
1564,"16"
1565,"27"
1566,"23"
1567,"16"
1568,"21"
1569,"16"
1570,"18"
1571,"14"
1572,"27"
1573,"19"
1574,"13"
1575,"21"
1576,"13"
1577,"19"
1578,"16"
1579,"19"
1580,"15"
1581,"26"
1582,"15"
1583,"19"
1584,"29"
1585,"16"
1586,"25"
1587,"20"
1588,"10"
1589,"13"
1590,"19"
1591,"26"
1592,"6"
1593,"15"
1594,"20"
1595,"25"
1596,"18"
1597,"15"
1598,"20"
1599,"17"
1600,"16"
1601,"15"
1602,"17"
1603,"14"
1604,"26"
1605,"21"
1606,"27"
1607,"15"
1608,"12"
1609,"13"
1610,"13"
1611,"9"
1612,"12"
1613,"16"
1614,"15"
1615,"19"
1616,"21"
1617,"7"
1618,"14"
1619,"13"
1620,"11"
1621,"13"
1622,"12"
1623,"11"
1624,"14"
1625,"11"
1626,"18"
1627,"12"
1628,"12"
1629,"18"
1630,"8"
1631,"12"
1632,"13"
1633,"8"
1634,"17"
1635,"13"
1636,"7"
1637,"11"
1638,"12"
1639,"7"
1640,"14"
1641,"10"
1642,"15"
1643,"7"
1644,"13"
1645,"8"
1646,"11"
1647,"4"
1648,"3"
1649,"6"
1650,"12"
1651,"7"
1652,"18"
1653,"4"
1654,"13"
1655,"10"
1656,"8"
1657,"9"
1658,"10"
1659,"14"
1660,"3"
1661,"8"
1662,"8"
1663,"7"
1664,"7"
1665,"7"
1666,"13"
1667,"9"
1668,"17"
1669,"6"
1670,"6"
1671,"4"
1672,"6"
1673,"3"
1674,"6"
1675,"1"
1676,"11"
1677,"3"
1678,"9"
1679,"6"
1680,"6"
1681,"2"
1682,"5"
1683,"9"
1684,"9"
1685,"4"
1686,"2"
1687,"4"
1688,"7"
1689,"5"
1690,"4"
1691,"7"
1692,"5"
1693,"2"
1694,"5"
1695,"4"
1696,"4"
1697,"6"
1698,"3"
1699,"6"
1700,"7"
1701,"3"
1702,"5"
1703,"5"
1704,"4"
1705,"0"
1706,"5"
1707,"9"
1708,"1"
1709,"8"
1710,"6"
1711,"3"
1712,"4"
1713,"2"
1714,"3"
1715,"4"
1716,"7"
1717,"4"
1718,"5"
1719,"1"
1720,"5"
1721,"2"
1722,"4"
1723,"2"
1724,"5"
1725,"2"
1726,"3"
1727,"0"
1728,"3"
1729,"4"
1730,"5"
1731,"3"
1732,"5"
1733,"2"
1734,"2"
1735,"0"
1736,"2"
1737,"4"
1738,"4"
1739,"0"
1740,"1"
1741,"4"
1742,"4"
1743,"1"
1744,"2"
1745,"0"
1746,"2"
1747,"2"
1748,"0"
1749,"2"
1750,"3"
1751,"0"
1752,"1"
1753,"1"
1754,"2"
1755,"2"
1756,"3"
1757,"1"
1758,"1"
1759,"3"
1760,"3"
1761,"1"
1762,"0"
1763,"1"
1764,"0"
1765,"1"
1766,"0"
1767,"2"
1768,"0"
1769,"1"
1770,"0"
1771,"0"
1772,"3"
1773,"0"
1774,"2"
1775,"1"
1776,"0"
1777,"2"
1778,"2"
1779,"3"
1780,"1"
1781,"1"
1782,"1"
1783,"2"
1784,"2"
1785,"0"
1786,"0"
1787,"1"
1788,"0"
1789,"1"
1790,"0"
1791,"1"
1792,"1"
1793,"2"
1794,"0"
1795,"0"
1796,"2"
1797,"1"
1798,"1"
1799,"1"
1800,"0"
1801,"1"
1802,"0"
1803,"0"
1804,"1"
1805,"1"
1806,"0"
1807,"0"
1808,"0"
1809,"1"
1810,"0"
1811,"1"
1812,"0"
1813,"0"
1814,"0"
1815,"1"
1816,"0"
1817,"0"
1818,"2"
1819,"0"
1820,"0"
1821,"0"
1822,"0"
1823,"0"
1824,"0"
1825,"1"
1826,"0"
1827,"1"
1828,"0"
1829,"2"
1830,"0"
1831,"0"
1832,"0"
1833,"0"
1834,"0"
1835,"0"
1836,"0"
1837,"0"
1838,"0"
1839,"0"
1840,"0"
1841,"0"
1842,"1"
1843,"0"
1844,"0"
1845,"0"
1846,"0"
1847,"0"
1848,"1"
1849,"3"
1850,"1"
1851,"0"
1852,"1"
1853,"0"
1854,"0"
1855,"0"
1856,"0"
1857,"0"
1858,"1"
1859,"0"
1860,"0"
1861,"2"
1862,"1"
1863,"0"
1864,"0"
1865,"0"
1866,"0"
1867,"0"
1868,"1"
1869,"0"
1870,"0"
1871,"1"
1872,"0"
1873,"0"
1874,"1"
1875,"0"
1876,"0"
1877,"0"
1878,"1"
1879,"0"
1880,"0"
1881,"2"
1882,"0"
1883,"0"
1884,"0"
1885,"0"
1886,"0"
1887,"0"
1888,"0"
1889,"0"
1890,"0"
1891,"0"
1892,"0"
1893,"0"
1894,"0"
1895,"0"
1896,"0"
1897,"1"
1898,"0"
1899,"0"
1900,"0"
1901,"0"
1902,"0"
1903,"0"
1904,"0"
1905,"0"
1906,"0"
1907,"0"
1908,"0"
1909,"0"
1910,"0"
1911,"1"
1912,"0"
1913,"0"
1914,"0"
1915,"0"
1916,"0"
1917,"1"
1918,"0"
1919,"0"
1920,"1"
1921,"0"
1922,"0"
1923,"2"
1924,"0"
1925,"1"
1926,"0"
1927,"0"
1928,"0"
1929,"0"
1930,"0"
1931,"0"
1932,"0"
1933,"0"
1934,"0"
1935,"0"
1936,"1"
1937,"1"
1938,"0"
1939,"0"
1940,"1"
1941,"0"
1942,"0"
1943,"0"
1944,"0"
1945,"0"
1946,"0"
1947,"0"
1948,"0"
1949,"0"
1950,"0"
1951,"0"
1952,"0"
1953,"1"
1954,"0"
1955,"0"
1956,"0"
1957,"0"
1958,"0"
1959,"0"
1960,"1"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"0"
1967,"0"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"1"
1988,"1"
1989,"0"
1990,"0"
1991,"0"
1992,"0"
1993,"0"
1994,"0"
1995,"0"
1996,"0"
1997,"0"
1998,"0"
1999,"0"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"1"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"1"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"1"
2045,"0"
2046,"0"
2047,"0"


