Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L2-2A -1phi 4"
Duration Time,60.153
Ambient Temperature,"101.7"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"597631"
Raw Accumulated Counts,"617349"
Valid Count Last Packet,"9511"
Raw Count Last Packet,"9800"
Live Time,58.675999
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.09
Number of Channels,2048
Vacuum,752
Channel#,Intensity
0,"1809"
1,"1549"
2,"918"
3,"505"
4,"205"
5,"88"
6,"15"
7,"4"
8,"1"
9,"2"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"2"
22,"37"
23,"74"
24,"153"
25,"168"
26,"162"
27,"145"
28,"150"
29,"144"
30,"144"
31,"131"
32,"152"
33,"161"
34,"131"
35,"133"
36,"119"
37,"147"
38,"118"
39,"134"
40,"156"
41,"135"
42,"141"
43,"165"
44,"143"
45,"154"
46,"147"
47,"140"
48,"147"
49,"129"
50,"130"
51,"139"
52,"122"
53,"129"
54,"137"
55,"125"
56,"148"
57,"128"
58,"151"
59,"158"
60,"140"
61,"116"
62,"124"
63,"111"
64,"106"
65,"115"
66,"122"
67,"121"
68,"117"
69,"124"
70,"153"
71,"151"
72,"191"
73,"179"
74,"213"
75,"228"
76,"191"
77,"198"
78,"182"
79,"184"
80,"177"
81,"227"
82,"369"
83,"555"
84,"785"
85,"1023"
86,"1139"
87,"1065"
88,"914"
89,"679"
90,"496"
91,"291"
92,"212"
93,"169"
94,"149"
95,"133"
96,"132"
97,"144"
98,"144"
99,"145"
100,"157"
101,"169"
102,"129"
103,"112"
104,"126"
105,"96"
106,"97"
107,"116"
108,"125"
109,"137"
110,"135"
111,"162"
112,"170"
113,"196"
114,"223"
115,"236"
116,"228"
117,"215"
118,"209"
119,"188"
120,"185"
121,"187"
122,"211"
123,"188"
124,"237"
125,"262"
126,"311"
127,"427"
128,"549"
129,"714"
130,"1080"
131,"1378"
132,"1758"
133,"1900"
134,"2030"
135,"1898"
136,"1651"
137,"1416"
138,"1403"
139,"1374"
140,"1442"
141,"1443"
142,"1426"
143,"1577"
144,"1636"
145,"1775"
146,"1808"
147,"1811"
148,"1603"
149,"1308"
150,"1027"
151,"698"
152,"480"
153,"373"
154,"308"
155,"335"
156,"358"
157,"455"
158,"601"
159,"844"
160,"1252"
161,"1907"
162,"2614"
163,"3291"
164,"3757"
165,"3751"
166,"3458"
167,"2734"
168,"1905"
169,"1183"
170,"730"
171,"457"
172,"299"
173,"321"
174,"346"
175,"442"
176,"564"
177,"696"
178,"790"
179,"825"
180,"817"
181,"753"
182,"711"
183,"671"
184,"557"
185,"485"
186,"443"
187,"277"
188,"252"
189,"196"
190,"197"
191,"191"
192,"165"
193,"171"
194,"185"
195,"203"
196,"222"
197,"218"
198,"217"
199,"235"
200,"214"
201,"230"
202,"232"
203,"228"
204,"215"
205,"222"
206,"219"
207,"210"
208,"184"
209,"234"
210,"215"
211,"205"
212,"240"
213,"239"
214,"222"
215,"230"
216,"229"
217,"241"
218,"274"
219,"282"
220,"364"
221,"418"
222,"416"
223,"480"
224,"472"
225,"445"
226,"387"
227,"359"
228,"314"
229,"316"
230,"283"
231,"281"
232,"260"
233,"243"
234,"239"
235,"263"
236,"235"
237,"259"
238,"278"
239,"272"
240,"275"
241,"326"
242,"306"
243,"322"
244,"318"
245,"300"
246,"300"
247,"299"
248,"285"
249,"258"
250,"252"
251,"297"
252,"283"
253,"292"
254,"292"
255,"311"
256,"306"
257,"364"
258,"386"
259,"388"
260,"361"
261,"366"
262,"371"
263,"363"
264,"376"
265,"347"
266,"315"
267,"321"
268,"350"
269,"336"
270,"317"
271,"332"
272,"334"
273,"288"
274,"320"
275,"334"
276,"326"
277,"318"
278,"332"
279,"360"
280,"333"
281,"354"
282,"320"
283,"327"
284,"324"
285,"331"
286,"343"
287,"354"
288,"349"
289,"346"
290,"334"
291,"423"
292,"366"
293,"360"
294,"378"
295,"370"
296,"386"
297,"385"
298,"386"
299,"364"
300,"370"
301,"394"
302,"405"
303,"404"
304,"434"
305,"407"
306,"410"
307,"473"
308,"499"
309,"515"
310,"675"
311,"919"
312,"1206"
313,"1645"
314,"2251"
315,"2852"
316,"3443"
317,"3796"
318,"3922"
319,"3658"
320,"3383"
321,"2600"
322,"2054"
323,"1469"
324,"1010"
325,"754"
326,"550"
327,"439"
328,"401"
329,"396"
330,"388"
331,"377"
332,"404"
333,"412"
334,"383"
335,"415"
