Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-5A -1phi 1"
Duration Time,60.116
Ambient Temperature,"94.5"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"579451"
Raw Accumulated Counts,"598209"
Valid Count Last Packet,"8909"
Raw Count Last Packet,"9215"
Live Time,58.718987
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7856
Number of Channels,2048
Vacuum,751
Channel#,Intensity
0,"1769"
1,"1501"
2,"957"
3,"505"
4,"208"
5,"62"
6,"17"
7,"7"
8,"0"
9,"0"
10,"0"
11,"1"
12,"1"
13,"0"
14,"1"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"1"
21,"3"
22,"26"
23,"103"
24,"142"
25,"152"
26,"172"
27,"161"
28,"153"
29,"171"
30,"145"
31,"162"
32,"150"
33,"143"
34,"138"
35,"162"
36,"144"
37,"124"
38,"129"
39,"147"
40,"160"
41,"140"
42,"129"
43,"131"
44,"136"
45,"132"
46,"163"
47,"136"
48,"138"
49,"171"
50,"145"
51,"126"
52,"140"
53,"146"
54,"136"
55,"119"
56,"132"
57,"151"
58,"127"
59,"123"
60,"156"
61,"146"
62,"136"
63,"128"
64,"113"
65,"122"
66,"103"
67,"115"
68,"137"
69,"134"
70,"139"
71,"158"
72,"174"
73,"184"
74,"182"
75,"168"
76,"183"
77,"182"
78,"158"
79,"189"
80,"188"
81,"272"
82,"414"
83,"655"
84,"996"
85,"1211"
86,"1300"
87,"1287"
88,"1110"
89,"765"
90,"550"
91,"373"
92,"252"
93,"193"
94,"140"
95,"116"
96,"102"
97,"146"
98,"132"
99,"130"
100,"121"
101,"107"
102,"100"
103,"125"
104,"138"
105,"118"
106,"116"
107,"105"
108,"119"
109,"120"
110,"143"
111,"144"
112,"176"
113,"181"
114,"229"
115,"228"
116,"214"
117,"218"
118,"202"
119,"181"
120,"204"
121,"163"
122,"188"
123,"201"
124,"212"
125,"239"
126,"278"
127,"396"
128,"508"
129,"812"
130,"1160"
131,"1568"
132,"1929"
133,"2171"
134,"2362"
135,"2160"
136,"1837"
137,"1591"
138,"1405"
139,"1433"
140,"1351"
141,"1434"
142,"1463"
143,"1453"
144,"1547"
145,"1792"
146,"1755"
147,"1842"
148,"1569"
149,"1282"
150,"979"
151,"705"
152,"521"
153,"401"
154,"312"
155,"374"
156,"373"
157,"441"
158,"616"
159,"827"
160,"1246"
161,"1831"
162,"2518"
163,"3230"
164,"3566"
165,"3606"
166,"3188"
167,"2369"
168,"1797"
169,"1092"
170,"658"
171,"422"
172,"311"
173,"244"
174,"301"
175,"399"
176,"543"
177,"672"
178,"754"
179,"712"
180,"716"
181,"676"
182,"635"
183,"564"
184,"507"
185,"446"
186,"353"
187,"257"
188,"248"
189,"221"
190,"184"
191,"178"
192,"142"
193,"166"
194,"170"
195,"182"
196,"201"
197,"200"
198,"223"
199,"201"
200,"213"
201,"213"
202,"198"
203,"177"
204,"178"
205,"168"
206,"189"
207,"170"
208,"194"
209,"186"
210,"197"
211,"206"
212,"211"
213,"216"
214,"206"
215,"206"
216,"252"
217,"262"
218,"286"
219,"317"
220,"363"
221,"413"
222,"421"
223,"413"
224,"424"
225,"411"
226,"372"
227,"347"
228,"303"
229,"259"
230,"277"
231,"224"
232,"257"
233,"243"
234,"268"
235,"288"
236,"303"
237,"318"
238,"319"
239,"330"
240,"332"
241,"326"
242,"306"
243,"335"
244,"303"
245,"296"
246,"271"
247,"275"
248,"286"
249,"279"
250,"290"
251,"296"
252,"310"
253,"331"
254,"354"
255,"341"
256,"348"
257,"354"
258,"346"
259,"389"
260,"332"
261,"333"
262,"316"
263,"342"
264,"305"
265,"319"
266,"334"
267,"311"
268,"301"
269,"330"
270,"337"
271,"322"
272,"317"
273,"300"
274,"293"
275,"314"
276,"295"
277,"314"
278,"290"
279,"308"
280,"304"
281,"329"
282,"308"
283,"304"
284,"296"
285,"304"
286,"291"
287,"349"
288,"310"
289,"339"
290,"328"
291,"359"
292,"363"
293,"355"
294,"335"
295,"372"
296,"340"
297,"342"
298,"340"
299,"373"
300,"349"
301,"349"
302,"370"
303,"357"
304,"361"
305,"382"
306,"370"
307,"381"
308,"424"
309,"493"
310,"513"
311,"571"
312,"668"
313,"780"
314,"916"
315,"1086"
316,"1165"
317,"1315"
318,"1245"
319,"1208"
320,"1051"
321,"931"
322,"780"
323,"651"
324,"539"
325,"495"
326,"446"
327,"435"
328,"351"
329,"377"
330,"408"
331,"412"
332,"394"
333,"416"
334,"379"
335,"408"
336,"408"
337,"430"
338,"405"
339,"425"
340,"487"
341,"456"
342,"538"
343,"498"
344,"576"
345,"651"
346,"654"
347,"657"
348,"688"
349,"709"
350,"693"
351,"715"
352,"656"
353,"659"
354,"680"
355,"638"
356,"658"
357,"656"
358,"732"
359,"751"
360,"715"
361,"811"
362,"851"
363,"900"
364,"918"
365,"986"
366,"1073"
367,"1100"
368,"1225"
369,"1263"
370,"1325"
371,"1357"
372,"1246"
373,"1151"
374,"1018"
375,"928"
376,"748"
377,"616"
378,"565"
379,"502"
380,"482"
381,"442"
382,"430"
383,"411"
384,"405"
385,"423"
386,"365"
387,"401"
388,"350"
389,"403"
390,"413"
391,"393"
392,"432"
393,"455"
394,"472"
395,"536"
396,"533"
397,"620"
398,"642"
399,"653"
400,"633"
401,"611"
402,"610"
403,"586"
404,"595"
405,"556"
406,"504"
407,"548"
408,"503"
409,"498"
410,"535"
411,"530"
412,"491"
413,"505"
414,"455"
415,"434"
416,"390"
417,"428"
418,"402"
419,"430"
420,"441"
421,"413"
422,"409"
423,"460"
424,"455"
425,"404"
426,"482"
427,"436"
428,"426"
429,"441"
430,"395"
431,"408"
432,"429"
433,"412"
434,"383"
435,"388"
436,"386"
437,"371"
438,"397"
439,"401"
440,"378"
441,"377"
442,"396"
443,"424"
444,"391"
445,"451"
446,"387"
447,"427"
448,"416"
449,"453"
450,"382"
451,"433"
452,"448"
453,"406"
454,"442"
455,"432"
456,"454"
457,"431"
458,"440"
459,"400"
460,"406"
461,"427"
462,"417"
463,"399"
464,"393"
465,"395"
466,"399"
467,"439"
468,"406"
469,"448"
470,"413"
471,"428"
472,"464"
473,"445"
474,"471"
475,"470"
476,"466"
477,"478"
478,"482"
479,"447"
480,"505"
481,"454"
482,"441"
483,"407"
484,"412"
485,"434"
486,"394"
487,"386"
488,"397"
489,"428"
490,"420"
491,"399"
492,"451"
493,"425"
494,"419"
495,"400"
496,"432"
497,"459"
498,"451"
499,"446"
500,"454"
501,"426"
502,"429"
503,"476"
504,"487"
505,"443"
506,"454"
507,"482"
508,"478"
509,"457"
510,"473"
511,"438"
512,"481"
513,"422"
514,"466"
515,"421"
516,"499"
517,"457"
518,"449"
519,"430"
520,"436"
521,"441"
522,"436"
523,"433"
524,"460"
525,"467"
526,"420"
527,"424"
528,"453"
529,"443"
530,"453"
531,"425"
532,"423"
533,"421"
534,"436"
535,"441"
536,"428"
537,"444"
538,"410"
539,"457"
540,"404"
541,"395"
542,"434"
543,"463"
544,"439"
545,"426"
546,"436"
547,"386"
548,"418"
549,"434"
550,"437"
551,"423"
552,"445"
553,"436"
554,"439"
555,"437"
556,"404"
557,"427"
558,"435"
559,"407"
560,"429"
561,"428"
562,"436"
563,"411"
564,"409"
565,"401"
566,"441"
567,"469"
568,"425"
569,"424"
570,"452"
571,"421"
572,"428"
573,"473"
574,"406"
575,"428"
576,"465"
577,"426"
578,"421"
579,"402"
580,"415"
581,"394"
582,"394"
583,"445"
584,"435"
585,"391"
586,"432"
587,"425"
588,"417"
589,"422"
590,"406"
591,"423"
592,"410"
593,"463"
594,"413"
595,"475"
596,"398"
597,"444"
598,"376"
599,"427"
600,"407"
601,"428"
602,"410"
603,"474"
604,"400"
605,"379"
606,"401"
607,"401"
608,"430"
609,"432"
610,"427"
611,"444"
612,"441"
613,"433"
614,"445"
615,"435"
616,"461"
617,"406"
618,"425"
619,"423"
620,"402"
621,"427"
622,"458"
623,"468"
624,"436"
625,"475"
626,"481"
627,"480"
628,"498"
629,"453"
630,"471"
631,"453"
632,"452"
633,"442"
634,"435"
635,"455"
636,"393"
637,"434"
638,"446"
639,"459"
640,"415"
641,"418"
642,"412"
643,"431"
644,"431"
645,"395"
646,"439"
647,"434"
648,"446"
649,"419"
650,"419"
651,"428"
652,"442"
653,"429"
654,"467"
655,"457"
656,"474"
657,"497"
658,"526"
659,"572"
660,"606"
661,"621"
662,"674"
663,"736"
664,"732"
665,"707"
666,"698"
667,"663"
668,"624"
669,"582"
670,"544"
671,"500"
672,"490"
673,"456"
674,"431"
675,"397"
676,"403"
677,"416"
678,"410"
679,"398"
680,"405"
681,"381"
682,"390"
683,"371"
684,"421"
685,"389"
686,"400"
687,"407"
688,"401"
689,"370"
690,"411"
691,"428"
692,"418"
693,"403"
694,"430"
695,"512"
696,"542"
697,"624"
698,"641"
699,"604"
700,"667"
701,"701"
702,"732"
703,"763"
704,"684"
705,"675"
706,"623"
707,"603"
708,"501"
709,"473"
710,"463"
711,"423"
712,"389"
713,"434"
714,"394"
715,"400"
716,"354"
717,"359"
718,"336"
719,"355"
720,"351"
721,"361"
722,"363"
723,"358"
724,"357"
725,"400"
726,"369"
727,"376"
728,"341"
729,"386"
730,"365"
731,"362"
732,"392"
733,"380"
734,"333"
735,"399"
736,"399"
737,"440"
738,"415"
739,"436"
740,"407"
741,"410"
742,"438"
743,"360"
744,"402"
745,"411"
746,"407"
747,"435"
748,"404"
749,"400"
750,"371"
751,"366"
752,"388"
753,"375"
754,"369"
755,"351"
756,"358"
757,"378"
758,"349"
759,"383"
760,"349"
761,"368"
762,"346"
763,"353"
764,"361"
765,"366"
766,"353"
767,"336"
768,"373"
769,"341"
770,"399"
771,"369"
772,"348"
773,"364"
774,"370"
775,"387"
776,"374"
777,"417"
778,"448"
779,"407"
780,"422"
781,"453"
782,"433"
783,"464"
784,"453"
785,"516"
786,"463"
787,"405"
788,"411"
789,"449"
790,"407"
791,"427"
792,"381"
793,"347"
794,"377"
795,"347"
796,"373"
797,"381"
798,"348"
799,"388"
800,"354"
801,"340"
802,"330"
803,"305"
804,"331"
805,"338"
806,"340"
807,"352"
808,"317"
809,"344"
810,"336"
811,"334"
812,"336"
813,"367"
814,"330"
815,"335"
816,"339"
817,"325"
818,"343"
819,"331"
820,"331"
821,"362"
822,"342"
823,"351"
824,"314"
825,"360"
826,"355"
827,"361"
828,"363"
829,"351"
830,"342"
831,"327"
832,"325"
833,"324"
834,"305"
835,"330"
836,"310"
837,"319"
838,"335"
839,"341"
840,"357"
841,"359"
842,"340"
843,"311"
844,"342"
845,"311"
846,"335"
847,"327"
848,"334"
849,"331"
850,"346"
851,"354"
852,"365"
853,"334"
854,"338"
855,"335"
856,"350"
857,"360"
858,"340"
859,"329"
860,"324"
861,"347"
862,"351"
863,"342"
864,"357"
865,"363"
866,"358"
867,"350"
868,"359"
869,"336"
870,"382"
871,"315"
872,"386"
873,"345"
874,"352"
875,"359"
876,"370"
877,"378"
878,"352"
879,"344"
880,"380"
881,"351"
882,"354"
883,"338"
884,"407"
885,"357"
886,"352"
887,"380"
888,"385"
889,"394"
890,"391"
891,"378"
892,"418"
893,"397"
894,"364"
895,"382"
896,"429"
897,"412"
898,"422"
899,"417"
900,"432"
901,"404"
902,"439"
903,"440"
904,"456"
905,"454"
906,"501"
907,"486"
908,"478"
909,"519"
910,"499"
911,"544"
912,"509"
913,"539"
914,"576"
915,"604"
916,"588"
917,"615"
918,"655"
919,"665"
920,"731"
921,"744"
922,"760"
923,"790"
924,"836"
925,"843"
926,"893"
927,"922"
928,"954"
929,"944"
930,"1044"
931,"1085"
932,"1103"
933,"1065"
934,"1087"
935,"1158"
936,"1157"
937,"1145"
938,"1237"
939,"1171"
940,"1155"
941,"1204"
942,"1188"
943,"1191"
944,"1114"
945,"1116"
946,"1080"
947,"1094"
948,"1029"
949,"925"
950,"981"
951,"845"
952,"883"
953,"849"
954,"823"
955,"783"
956,"782"
957,"743"
958,"688"
959,"651"
960,"635"
961,"630"
962,"590"
963,"557"
964,"530"
965,"547"
966,"494"
967,"519"
968,"476"
969,"466"
970,"453"
971,"401"
972,"457"
973,"415"
974,"374"
975,"413"
976,"364"
977,"380"
978,"394"
979,"343"
980,"385"
981,"352"
982,"330"
983,"359"
984,"332"
985,"333"
986,"345"
987,"368"
988,"398"
989,"399"
990,"410"
991,"419"
992,"439"
993,"509"
994,"480"
995,"575"
996,"644"
997,"660"
998,"698"
999,"741"
1000,"781"
1001,"749"
1002,"788"
1003,"772"
1004,"756"
1005,"674"
1006,"666"
1007,"635"
1008,"581"
1009,"538"
1010,"487"
1011,"431"
1012,"419"
1013,"359"
1014,"332"
1015,"333"
1016,"362"
1017,"309"
1018,"298"
1019,"305"
1020,"307"
1021,"333"
1022,"303"
1023,"294"
1024,"301"
1025,"314"
1026,"300"
1027,"317"
1028,"312"
1029,"322"
1030,"320"
1031,"345"
1032,"314"
1033,"350"
1034,"361"
1035,"359"
1036,"397"
1037,"441"
1038,"417"
1039,"412"
1040,"458"
1041,"444"
1042,"457"
1043,"470"
1044,"533"
1045,"509"
1046,"515"
1047,"556"
1048,"589"
1049,"564"
1050,"557"
1051,"560"
1052,"552"
1053,"515"
1054,"554"
1055,"480"
1056,"483"
1057,"424"
1058,"412"
1059,"419"
1060,"400"
1061,"378"
1062,"363"
1063,"383"
1064,"367"
1065,"350"
1066,"341"
1067,"318"
1068,"314"
1069,"288"
1070,"289"
1071,"302"
1072,"295"
1073,"301"
1074,"307"
1075,"291"
1076,"265"
1077,"257"
1078,"281"
1079,"260"
1080,"276"
1081,"276"
1082,"255"
1083,"272"
1084,"282"
1085,"272"
1086,"257"
1087,"252"
1088,"265"
1089,"218"
1090,"258"
1091,"253"
