Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-3CDAE 3phi 0"
861,"467"
862,"438"
863,"428"
864,"457"
865,"442"
866,"414"
867,"491"
868,"414"
869,"430"
870,"469"
871,"470"
872,"463"
873,"475"
874,"479"
875,"420"
876,"465"
877,"460"
878,"430"
879,"464"
880,"459"
881,"493"
882,"491"
883,"469"
884,"479"
885,"496"
886,"493"
887,"490"
888,"519"
889,"510"
890,"496"
891,"461"
892,"520"
893,"527"
894,"555"
895,"509"
896,"479"
897,"553"
898,"550"
899,"534"
900,"525"
901,"566"
902,"560"
903,"571"
904,"603"
905,"608"
906,"579"
907,"619"
908,"620"
909,"623"
910,"612"
911,"653"
912,"660"
913,"728"
914,"696"
915,"770"
916,"735"
917,"761"
918,"827"
919,"889"
920,"839"
921,"922"
922,"984"
923,"996"
924,"1049"
925,"1058"
926,"1104"
927,"1150"
928,"1162"
929,"1310"
930,"1297"
931,"1336"
932,"1445"
933,"1458"
934,"1407"
935,"1421"
936,"1526"
937,"1549"
938,"1568"
939,"1543"
940,"1474"
941,"1534"
942,"1502"
943,"1522"
944,"1437"
945,"1418"
946,"1402"
947,"1363"
948,"1365"
949,"1334"
950,"1245"
951,"1212"
952,"1227"
953,"1122"
954,"1096"
955,"1022"
956,"1005"
957,"931"
958,"900"
959,"860"
960,"847"
961,"832"
962,"801"
963,"796"
964,"740"
965,"698"
966,"630"
967,"620"
968,"633"
969,"612"
970,"580"
971,"559"
972,"541"
973,"532"
974,"551"
975,"509"
976,"465"
977,"498"
978,"453"
979,"452"
980,"432"
981,"419"
982,"424"
983,"456"
984,"408"
985,"442"
986,"420"
987,"461"
988,"506"
989,"500"
990,"492"
991,"515"
992,"539"
993,"579"
994,"645"
995,"669"
996,"691"
997,"828"
998,"766"
999,"871"
1000,"884"
1001,"925"
1002,"985"
1003,"940"
1004,"907"
1005,"896"
1006,"859"
1007,"798"
1008,"750"
1009,"661"
1010,"635"
1011,"550"
1012,"505"
1013,"473"
1014,"485"
1015,"419"
1016,"398"
1017,"396"
1018,"397"
1019,"327"
1020,"356"
1021,"355"
1022,"363"
1023,"377"
1024,"346"
1025,"372"
1026,"413"
1027,"382"
1028,"410"
1029,"410"
1030,"392"
1031,"414"
1032,"427"
1033,"451"
1034,"449"
1035,"408"
1036,"481"
1037,"474"
1038,"484"
1039,"491"
1040,"560"
1041,"519"
1042,"588"
1043,"585"
1044,"608"
1045,"678"
1046,"649"
1047,"645"
1048,"690"
1049,"677"
1050,"724"
1051,"689"
1052,"647"
1053,"682"
1054,"699"
1055,"615"
1056,"638"
1057,"530"
1058,"535"
1059,"552"
1060,"515"
1061,"495"
1062,"491"
1063,"462"
1064,"458"
1065,"392"
1066,"460"
1067,"406"
1068,"412"
1069,"415"
1070,"432"
1071,"374"
1072,"381"
1073,"350"
1074,"351"
1075,"360"
1076,"365"
1077,"366"
1078,"364"
1079,"346"
1080,"340"
1081,"321"
1082,"321"
1083,"297"
1084,"308"
1085,"316"
1086,"277"
1087,"310"
1088,"296"
1089,"304"
1090,"297"
1091,"315"
1092,"304"
1093,"282"
1094,"287"
1095,"289"
1096,"306"
1097,"264"
1098,"307"
1099,"289"
1100,"302"
1101,"266"
1102,"256"
1103,"293"
1104,"250"
1105,"266"
1106,"287"
1107,"258"
1108,"251"
1109,"258"
1110,"271"
1111,"252"
1112,"238"
1113,"247"
1114,"248"
1115,"256"
1116,"265"
1117,"257"
1118,"272"
1119,"259"
1120,"257"
1121,"273"
1122,"264"
1123,"289"
1124,"317"
1125,"326"
1126,"283"
1127,"306"
1128,"313"
1129,"328"
1130,"324"
1131,"370"
1132,"307"
1133,"292"
1134,"320"
1135,"286"
1136,"274"
1137,"247"
1138,"294"
1139,"227"
1140,"240"
1141,"255"
1142,"223"
1143,"220"
1144,"267"
1145,"246"
1146,"250"
1147,"251"
1148,"239"
1149,"223"
1150,"237"
1151,"225"
1152,"256"
1153,"259"
1154,"215"
1155,"238"
1156,"241"
1157,"225"
1158,"217"
1159,"223"
1160,"207"
1161,"227"
1162,"206"
1163,"194"
1164,"199"
1165,"193"
1166,"187"
1167,"193"
1168,"230"
1169,"220"
1170,"205"
1171,"227"
1172,"222"
1173,"216"
1174,"213"
1175,"230"
1176,"208"
1177,"220"
1178,"225"
1179,"203"
1180,"244"
1181,"244"
1182,"242"
1183,"260"
1184,"226"
1185,"209"
1186,"238"
1187,"243"
1188,"231"
1189,"243"
1190,"201"
1191,"215"
1192,"199"
1193,"188"
1194,"199"
1195,"179"
1196,"195"
1197,"235"
1198,"203"
1199,"198"
1200,"189"
1201,"204"
1202,"217"
1203,"189"
1204,"187"
1205,"201"
1206,"191"
1207,"185"
1208,"211"
1209,"210"
1210,"193"
1211,"193"
1212,"195"
1213,"198"
1214,"189"
1215,"182"
1216,"187"
1217,"204"
1218,"186"
1219,"192"
1220,"191"
1221,"156"
1222,"202"
1223,"189"
1224,"191"
1225,"160"
1226,"205"
1227,"167"
1228,"215"
1229,"178"
1230,"179"
1231,"187"
1232,"173"
1233,"199"
1234,"192"
1235,"168"
1236,"181"
1237,"194"
1238,"180"
1239,"161"
1240,"195"
1241,"195"
1242,"184"
1243,"153"
1244,"191"
1245,"196"
1246,"172"
1247,"175"
1248,"181"
1249,"191"
1250,"167"
1251,"174"
1252,"185"
1253,"189"
1254,"177"
1255,"184"
1256,"166"
1257,"176"
1258,"186"
1259,"156"
1260,"173"
1261,"174"
1262,"153"
1263,"175"
1264,"169"
1265,"143"
1266,"147"
1267,"175"
1268,"174"
1269,"168"
1270,"171"
1271,"189"
1272,"163"
1273,"191"
1274,"146"
1275,"163"
1276,"169"
1277,"162"
1278,"151"
1279,"142"
1280,"157"
1281,"174"
1282,"146"
1283,"149"
1284,"152"
1285,"165"
1286,"159"
1287,"163"
1288,"140"
1289,"148"
1290,"146"
1291,"160"
1292,"179"
1293,"155"
1294,"151"
1295,"139"
1296,"153"
1297,"148"
1298,"142"
1299,"177"
1300,"152"
1301,"147"
1302,"134"
1303,"155"
1304,"165"
1305,"155"
1306,"154"
1307,"169"
1308,"141"
1309,"144"
1310,"146"
1311,"134"
1312,"146"
1313,"143"
1314,"156"
1315,"136"
1316,"151"
1317,"158"
1318,"154"
1319,"150"
1320,"128"
1321,"125"
1322,"129"
1323,"141"
1324,"150"
1325,"140"
1326,"113"
1327,"153"
1328,"121"
1329,"125"
1330,"147"
1331,"128"
1332,"144"
1333,"138"
1334,"126"
1335,"141"
1336,"145"
1337,"144"
1338,"130"
1339,"129"
1340,"157"
1341,"132"
1342,"129"
1343,"139"
1344,"124"
1345,"137"
1346,"119"
1347,"116"
1348,"138"
1349,"136"
1350,"117"
1351,"106"
1352,"110"
1353,"131"
1354,"126"
1355,"120"
1356,"143"
1357,"127"
1358,"156"
1359,"140"
1360,"130"
1361,"106"
1362,"109"
1363,"137"
1364,"136"
1365,"115"
1366,"129"
1367,"119"
1368,"144"
1369,"128"
1370,"130"
1371,"138"
1372,"124"
1373,"137"
1374,"115"
1375,"98"
1376,"118"
1377,"116"
1378,"125"
1379,"133"
1380,"129"
1381,"96"
1382,"109"
1383,"104"
1384,"111"
1385,"102"
1386,"102"
1387,"120"
1388,"108"
1389,"116"
1390,"115"
1391,"119"
1392,"101"
1393,"115"
1394,"110"
1395,"121"
1396,"106"
1397,"107"
1398,"113"
1399,"112"
1400,"103"
1401,"102"
1402,"124"
1403,"97"
1404,"106"
1405,"118"
1406,"120"
1407,"94"
1408,"108"
1409,"122"
1410,"92"
1411,"83"
1412,"113"
1413,"111"
1414,"120"
1415,"108"
1416,"99"
1417,"118"
1418,"99"
1419,"118"
1420,"110"
1421,"87"
1422,"95"
1423,"117"
1424,"107"
1425,"100"
1426,"83"
1427,"111"
1428,"104"
1429,"94"
1430,"106"
1431,"96"
1432,"79"
1433,"95"
1434,"87"
1435,"100"
1436,"98"
1437,"84"
1438,"110"
1439,"90"
1440,"101"
1441,"96"
1442,"89"
1443,"84"
1444,"89"
1445,"83"
1446,"93"
1447,"104"
1448,"98"
1449,"89"
1450,"99"
1451,"101"
1452,"111"
1453,"79"
1454,"109"
1455,"101"
1456,"79"
1457,"97"
1458,"102"
1459,"92"
1460,"88"
1461,"96"
1462,"82"
1463,"98"
1464,"96"
1465,"94"
1466,"76"
1467,"82"
1468,"79"
1469,"96"
1470,"83"
1471,"96"
1472,"81"
1473,"101"
1474,"69"
1475,"81"
1476,"80"
1477,"78"
1478,"96"
1479,"73"
1480,"74"
1481,"91"
1482,"74"
1483,"85"
1484,"73"
1485,"81"
1486,"67"
1487,"68"
1488,"69"
1489,"67"
1490,"73"
1491,"100"
1492,"56"
1493,"80"
1494,"80"
1495,"72"
1496,"77"
1497,"71"
1498,"84"
1499,"66"
1500,"86"
1501,"75"
1502,"67"
1503,"79"
1504,"79"
1505,"80"
1506,"66"
1507,"62"
1508,"59"
1509,"65"
1510,"64"
1511,"67"
1512,"64"
1513,"50"
1514,"67"
1515,"61"
1516,"89"
1517,"57"
1518,"68"
1519,"55"
1520,"65"
1521,"66"
1522,"75"
1523,"81"
1524,"57"
1525,"60"
1526,"65"
1527,"73"
1528,"70"
1529,"66"
1530,"66"
1531,"63"
1532,"61"
1533,"66"
1534,"60"
1535,"76"
1536,"53"
1537,"52"
1538,"54"
1539,"74"
1540,"52"
1541,"51"
1542,"52"
1543,"48"
1544,"58"
1545,"62"
1546,"56"
1547,"61"
1548,"65"
1549,"57"
1550,"53"
1551,"62"
1552,"66"
1553,"65"
1554,"57"
1555,"59"
1556,"55"
1557,"48"
1558,"72"
1559,"56"
1560,"54"
1561,"65"
1562,"49"
1563,"50"
1564,"53"
1565,"49"
1566,"41"
1567,"47"
1568,"50"
1569,"54"
1570,"47"
1571,"39"
1572,"47"
1573,"42"
1574,"52"
1575,"52"
1576,"50"
1577,"53"
1578,"47"
1579,"63"
1580,"39"
1581,"49"
1582,"39"
1583,"59"
1584,"41"
1585,"43"
1586,"40"
1587,"50"
1588,"47"
1589,"43"
1590,"44"
1591,"49"
1592,"45"
1593,"46"
1594,"41"
1595,"56"
1596,"56"
1597,"40"
1598,"39"
1599,"44"
1600,"48"
1601,"32"
1602,"40"
1603,"39"
1604,"39"
1605,"46"
1606,"30"
1607,"38"
1608,"39"
1609,"44"
1610,"37"
1611,"46"
1612,"41"
1613,"40"
1614,"42"
1615,"26"
1616,"47"
1617,"34"
1618,"36"
1619,"32"
1620,"37"
1621,"33"
1622,"36"
1623,"35"
1624,"42"
1625,"35"
1626,"27"
1627,"34"
1628,"28"
1629,"25"
1630,"26"
1631,"38"
1632,"24"
1633,"26"
1634,"32"
1635,"30"
1636,"29"
1637,"38"
1638,"27"
1639,"32"
1640,"28"
1641,"33"
1642,"30"
1643,"30"
1644,"24"
1645,"27"
1646,"22"
1647,"27"
1648,"29"
1649,"26"
1650,"26"
1651,"18"
1652,"27"
1653,"24"
1654,"30"
1655,"28"
1656,"28"
1657,"21"
1658,"18"
1659,"25"
1660,"30"
1661,"12"
1662,"20"
1663,"17"
1664,"22"
1665,"20"
1666,"11"
1667,"23"
1668,"18"
1669,"22"
1670,"23"
1671,"18"
1672,"24"
1673,"15"
1674,"24"
1675,"20"
1676,"27"
1677,"22"
1678,"11"
1679,"10"
1680,"18"
1681,"31"
1682,"10"
1683,"21"
1684,"12"
1685,"13"
1686,"15"
1687,"17"
1688,"18"
1689,"17"
1690,"11"
1691,"11"
1692,"17"
1693,"19"
1694,"13"
1695,"10"
1696,"14"
1697,"5"
1698,"19"
1699,"12"
1700,"20"
1701,"8"
1702,"10"
1703,"11"
1704,"13"
1705,"8"
1706,"11"
1707,"8"
1708,"7"
1709,"12"
1710,"9"
1711,"10"
1712,"15"
1713,"13"
1714,"5"
1715,"7"
1716,"7"
1717,"10"
1718,"9"
1719,"9"
1720,"10"
1721,"14"
1722,"12"
1723,"8"
1724,"9"
1725,"5"
1726,"6"
1727,"4"
1728,"10"
1729,"4"
1730,"0"
1731,"6"
1732,"4"
1733,"7"
1734,"5"
1735,"4"
1736,"4"
1737,"7"
1738,"5"
1739,"4"
1740,"4"
1741,"2"
1742,"7"
1743,"1"
1744,"3"
1745,"3"
1746,"3"
1747,"6"
1748,"1"
1749,"2"
1750,"2"
1751,"4"
1752,"5"
1753,"3"
1754,"6"
1755,"6"
1756,"5"
1757,"5"
1758,"5"
1759,"4"
1760,"2"
1761,"6"
1762,"2"
1763,"2"
1764,"0"
1765,"2"
1766,"4"
1767,"2"
1768,"2"
1769,"4"
1770,"1"
1771,"1"
1772,"3"
1773,"2"
1774,"1"
1775,"3"
1776,"5"
1777,"3"
1778,"4"
1779,"1"
1780,"2"
1781,"6"
1782,"2"
1783,"2"
1784,"4"
1785,"1"
1786,"0"
1787,"4"
1788,"4"
1789,"1"
1790,"3"
1791,"2"
1792,"1"
1793,"1"
1794,"5"
1795,"1"
1796,"4"
1797,"2"
1798,"7"
1799,"1"
1800,"3"
1801,"3"
1802,"6"
1803,"0"
1804,"1"
1805,"0"
1806,"0"
1807,"1"
1808,"1"
1809,"0"
1810,"3"
1811,"1"
1812,"1"
1813,"2"
1814,"1"
1815,"0"
1816,"2"
1817,"3"
1818,"3"
1819,"1"
1820,"0"
1821,"1"
1822,"1"
1823,"4"
1824,"3"
1825,"2"
1826,"1"
1827,"1"
1828,"1"
1829,"0"
1830,"1"
1831,"1"
1832,"1"
1833,"0"
1834,"1"
1835,"1"
1836,"2"
1837,"3"
1838,"1"
1839,"2"
1840,"3"
1841,"0"
1842,"1"
1843,"2"
1844,"1"
1845,"1"
1846,"1"
1847,"2"
1848,"2"
1849,"1"
1850,"0"
1851,"0"
1852,"0"
1853,"0"
1854,"2"
1855,"1"
1856,"1"
1857,"0"
1858,"0"
1859,"1"
1860,"3"
1861,"2"
1862,"0"
1863,"2"
1864,"1"
1865,"0"
1866,"2"
1867,"0"
1868,"1"
1869,"0"
1870,"0"
1871,"1"
1872,"0"
1873,"1"
1874,"0"
1875,"1"
1876,"0"
1877,"0"
1878,"1"
1879,"0"
1880,"0"
1881,"2"
1882,"1"
1883,"0"
1884,"1"
1885,"1"
1886,"1"
1887,"0"
1888,"1"
1889,"2"
1890,"3"
1891,"0"
1892,"0"
1893,"0"
1894,"0"
1895,"0"
1896,"0"
1897,"0"
1898,"0"
1899,"0"
1900,"0"
1901,"0"
1902,"0"
1903,"0"
1904,"0"
1905,"0"
1906,"1"
1907,"0"
1908,"0"
1909,"0"
1910,"0"
1911,"0"
1912,"1"
1913,"0"
1914,"1"
1915,"0"
1916,"0"
1917,"2"
1918,"1"
1919,"2"
1920,"0"
1921,"0"
1922,"0"
1923,"0"
1924,"0"
1925,"1"
1926,"0"
1927,"0"
1928,"1"
1929,"0"
1930,"0"
1931,"0"
1932,"1"
1933,"0"
1934,"0"
1935,"0"
1936,"0"
1937,"0"
1938,"0"
1939,"0"
1940,"0"
1941,"1"
1942,"0"
1943,"0"
1944,"0"
1945,"0"
1946,"0"
1947,"0"
1948,"0"
1949,"0"
1950,"0"
1951,"0"
1952,"0"
1953,"0"
1954,"0"
1955,"1"
1956,"1"
1957,"0"
1958,"0"
1959,"0"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"0"
1967,"0"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"1"
1983,"2"
1984,"1"
1985,"0"
1986,"0"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"0"
1992,"0"
1993,"0"
1994,"0"
1995,"1"
1996,"0"
1997,"0"
1998,"0"
1999,"0"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"1"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"1"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"1"
2033,"0"
2034,"0"
2035,"1"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


