Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L2-3D 1phi 0"
834,"403"
835,"433"
836,"434"
837,"435"
838,"454"
839,"487"
840,"399"
841,"463"
842,"422"
843,"452"
844,"430"
845,"409"
846,"462"
847,"456"
848,"417"
849,"426"
850,"437"
851,"423"
852,"449"
853,"431"
854,"447"
855,"454"
856,"413"
857,"468"
858,"457"
859,"446"
860,"449"
861,"474"
862,"436"
863,"448"
864,"424"
865,"465"
866,"485"
867,"444"
868,"464"
869,"461"
870,"488"
871,"438"
872,"449"
873,"507"
874,"474"
875,"484"
876,"472"
877,"506"
878,"464"
879,"459"
880,"477"
881,"457"
882,"488"
883,"479"
884,"478"
885,"505"
886,"492"
887,"502"
888,"450"
889,"496"
890,"502"
891,"514"
892,"527"
893,"490"
894,"503"
895,"497"
896,"541"
897,"526"
898,"580"
899,"531"
900,"537"
901,"550"
902,"566"
903,"568"
904,"557"
905,"553"
906,"602"
907,"583"
908,"600"
909,"656"
910,"653"
911,"627"
912,"631"
913,"708"
914,"692"
915,"733"
916,"768"
917,"725"
918,"828"
919,"871"
920,"824"
921,"885"
922,"939"
923,"947"
924,"1008"
925,"1025"
926,"1112"
927,"1069"
928,"1191"
929,"1289"
930,"1252"
931,"1298"
932,"1357"
933,"1422"
934,"1454"
935,"1452"
936,"1468"
937,"1482"
938,"1525"
939,"1565"
940,"1528"
941,"1483"
942,"1619"
943,"1504"
944,"1483"
945,"1500"
946,"1506"
947,"1492"
948,"1402"
949,"1339"
950,"1350"
951,"1283"
952,"1253"
953,"1261"
954,"1082"
955,"1111"
956,"1123"
957,"1046"
958,"987"
959,"921"
960,"904"
961,"797"
962,"811"
963,"809"
964,"716"
965,"774"
966,"673"
967,"758"
968,"631"
969,"610"
970,"634"
971,"619"
972,"579"
973,"537"
974,"596"
975,"540"
976,"506"
977,"488"
978,"547"
979,"472"
980,"448"
981,"486"
982,"447"
983,"438"
984,"470"
985,"442"
986,"479"
987,"473"
988,"461"
989,"479"
990,"523"
991,"506"
992,"521"
993,"593"
994,"629"
995,"700"
996,"750"
997,"738"
998,"874"
999,"879"
1000,"882"
1001,"960"
1002,"1008"
1003,"951"
1004,"962"
1005,"965"
1006,"869"
1007,"851"
1008,"787"
1009,"744"
1010,"681"
1011,"595"
1012,"581"
1013,"516"
1014,"448"
1015,"424"
1016,"403"
1017,"388"
1018,"357"
1019,"348"
1020,"391"
1021,"397"
1022,"359"
1023,"390"
1024,"339"
1025,"355"
1026,"388"
1027,"409"
1028,"399"
1029,"407"
1030,"419"
1031,"403"
1032,"462"
1033,"390"
1034,"414"
1035,"449"
1036,"462"
1037,"484"
1038,"494"
1039,"490"
1040,"492"
1041,"585"
1042,"573"
1043,"546"
1044,"602"
1045,"683"
1046,"687"
1047,"667"
1048,"680"
1049,"709"
1050,"674"
1051,"684"
1052,"700"
1053,"657"
1054,"702"
1055,"663"
1056,"663"
1057,"628"
1058,"569"
1059,"585"
1060,"538"
1061,"493"
1062,"513"
1063,"505"
1064,"477"
1065,"490"
1066,"458"
1067,"383"
1068,"428"
1069,"419"
1070,"403"
1071,"423"
1072,"383"
1073,"395"
1074,"384"
1075,"350"
1076,"359"
1077,"363"
1078,"397"
1079,"373"
1080,"341"
1081,"335"
1082,"341"
1083,"328"
1084,"320"
1085,"310"
1086,"354"
1087,"306"
1088,"318"
1089,"301"
1090,"276"
1091,"306"
1092,"316"
1093,"301"
1094,"306"
1095,"320"
1096,"264"
1097,"272"
1098,"300"
1099,"285"
1100,"302"
1101,"313"
1102,"293"
1103,"282"
1104,"245"
1105,"271"
1106,"276"
1107,"235"
1108,"242"
1109,"251"
1110,"282"
1111,"226"
1112,"294"
1113,"238"
1114,"294"
1115,"254"
1116,"284"
1117,"290"
1118,"258"
1119,"276"
1120,"302"
1121,"269"
1122,"287"
1123,"326"
1124,"305"
1125,"292"
1126,"333"
1127,"326"
1128,"332"
1129,"333"
1130,"367"
1131,"336"
1132,"323"
1133,"324"
1134,"309"
1135,"296"
1136,"302"
1137,"292"
1138,"279"
1139,"273"
1140,"243"
1141,"245"
1142,"239"
1143,"281"
1144,"254"
1145,"247"
1146,"226"
1147,"271"
1148,"255"
1149,"226"
1150,"231"
1151,"232"
1152,"257"
1153,"254"
1154,"254"
1155,"248"
1156,"265"
1157,"214"
1158,"233"
1159,"228"
1160,"233"
1161,"257"
1162,"210"
1163,"199"
1164,"219"
1165,"223"
1166,"244"
1167,"204"
1168,"224"
1169,"187"
1170,"211"
1171,"228"
1172,"234"
1173,"225"
1174,"236"
1175,"242"
1176,"225"
1177,"229"
1178,"271"
1179,"210"
1180,"263"
1181,"241"
1182,"259"
1183,"253"
1184,"265"
1185,"238"
1186,"235"
1187,"253"
1188,"266"
1189,"248"
1190,"194"
1191,"214"
1192,"195"
1193,"253"
1194,"202"
1195,"205"
1196,"200"
1197,"227"
1198,"242"
1199,"196"
1200,"226"
1201,"213"
1202,"184"
1203,"212"
1204,"198"
1205,"206"
1206,"228"
1207,"241"
1208,"193"
1209,"184"
1210,"216"
1211,"221"
1212,"182"
1213,"207"
1214,"215"
1215,"201"
1216,"206"
1217,"190"
1218,"200"
1219,"223"
1220,"196"
1221,"193"
1222,"222"
1223,"151"
1224,"193"
1225,"199"
1226,"199"
1227,"190"
1228,"197"
1229,"175"
1230,"177"
1231,"181"
1232,"171"
1233,"178"
1234,"206"
1235,"193"
1236,"195"
1237,"202"
1238,"206"
1239,"189"
1240,"189"
1241,"216"
1242,"192"
1243,"188"
1244,"200"
1245,"186"
1246,"238"
1247,"181"
1248,"208"
1249,"176"
1250,"195"
1251,"197"
1252,"209"
1253,"167"
1254,"193"
1255,"170"
1256,"209"
1257,"195"
1258,"194"
1259,"216"
1260,"210"
1261,"171"
1262,"209"
1263,"177"
1264,"176"
1265,"179"
1266,"171"
1267,"186"
1268,"162"
1269,"175"
1270,"159"
1271,"181"
1272,"177"
1273,"175"
1274,"171"
1275,"164"
1276,"166"
1277,"145"
1278,"170"
1279,"195"
1280,"150"
1281,"173"
1282,"189"
1283,"166"
1284,"183"
1285,"179"
1286,"180"
1287,"182"
1288,"162"
1289,"161"
1290,"170"
1291,"183"
1292,"140"
1293,"168"
1294,"162"
1295,"191"
1296,"154"
1297,"166"
1298,"164"
1299,"153"
1300,"147"
1301,"158"
1302,"174"
1303,"147"
1304,"165"
1305,"155"
1306,"160"
1307,"166"
1308,"171"
1309,"154"
1310,"149"
1311,"167"
1312,"174"
1313,"138"
1314,"143"
1315,"139"
1316,"171"
1317,"146"
1318,"157"
1319,"169"
1320,"149"
1321,"163"
1322,"167"
1323,"151"
1324,"133"
1325,"146"
1326,"141"
1327,"147"
1328,"138"
1329,"150"
1330,"136"
1331,"166"
1332,"133"
1333,"165"
1334,"151"
1335,"148"
1336,"151"
1337,"145"
1338,"163"
1339,"142"
1340,"154"
1341,"157"
1342,"144"
1343,"144"
1344,"142"
1345,"129"
1346,"153"
1347,"130"
1348,"122"
1349,"136"
1350,"136"
1351,"117"
1352,"147"
1353,"133"
1354,"116"
1355,"125"
1356,"136"
1357,"121"
1358,"132"
1359,"130"
1360,"129"
1361,"140"
1362,"152"
1363,"119"
1364,"136"
1365,"129"
1366,"132"
1367,"107"
1368,"127"
1369,"144"
1370,"134"
1371,"143"
1372,"132"
1373,"149"
1374,"146"
1375,"121"
1376,"107"
1377,"120"
1378,"133"
1379,"115"
1380,"136"
1381,"123"
1382,"108"
1383,"139"
1384,"118"
1385,"117"
1386,"149"
1387,"149"
1388,"127"
1389,"128"
1390,"116"
1391,"117"
1392,"114"
1393,"115"
1394,"123"
1395,"140"
1396,"129"
1397,"103"
1398,"143"
1399,"134"
1400,"121"
1401,"110"
1402,"108"
1403,"107"
1404,"144"
1405,"115"
1406,"133"
1407,"110"
1408,"104"
1409,"116"
1410,"110"
1411,"123"
1412,"115"
1413,"102"
1414,"98"
1415,"109"
1416,"131"
1417,"129"
1418,"128"
1419,"124"
1420,"107"
1421,"105"
1422,"109"
1423,"112"
1424,"101"
1425,"112"
1426,"104"
1427,"106"
1428,"103"
1429,"95"
1430,"111"
1431,"91"
1432,"101"
1433,"112"
1434,"111"
1435,"109"
1436,"107"
1437,"111"
1438,"118"
1439,"105"
1440,"98"
1441,"97"
1442,"100"
1443,"90"
1444,"90"
1445,"95"
1446,"101"
1447,"89"
1448,"106"
1449,"94"
1450,"114"
1451,"102"
1452,"85"
1453,"98"
1454,"99"
1455,"105"
1456,"81"
1457,"95"
1458,"115"
1459,"103"
1460,"90"
1461,"103"
1462,"97"
1463,"86"
1464,"86"
1465,"101"
1466,"99"
1467,"90"
1468,"86"
1469,"104"
1470,"90"
1471,"85"
1472,"90"
1473,"109"
1474,"75"
1475,"76"
1476,"93"
1477,"98"
1478,"85"
1479,"92"
1480,"101"
1481,"67"
1482,"88"
1483,"85"
1484,"91"
1485,"81"
1486,"92"
1487,"90"
1488,"74"
1489,"80"
1490,"89"
1491,"82"
1492,"82"
1493,"87"
1494,"89"
1495,"78"
1496,"101"
1497,"95"
1498,"69"
1499,"86"
1500,"72"
1501,"65"
1502,"97"
1503,"76"
1504,"69"
1505,"75"
1506,"82"
1507,"59"
1508,"72"
1509,"68"
1510,"74"
1511,"69"
1512,"63"
1513,"66"
1514,"73"
1515,"75"
1516,"68"
1517,"83"
1518,"83"
1519,"77"
1520,"78"
1521,"72"
1522,"84"
1523,"62"
1524,"78"
1525,"76"
1526,"80"
1527,"64"
1528,"68"
1529,"74"
1530,"85"
1531,"78"
1532,"62"
1533,"65"
1534,"61"
1535,"65"
1536,"56"
1537,"76"
1538,"70"
1539,"67"
1540,"72"
1541,"71"
1542,"64"
1543,"77"
1544,"62"
1545,"68"
1546,"63"
1547,"59"
1548,"57"
1549,"71"
1550,"63"
1551,"56"
1552,"53"
1553,"60"
1554,"62"
1555,"59"
1556,"63"
1557,"56"
1558,"55"
1559,"64"
1560,"53"
1561,"61"
1562,"48"
1563,"40"
1564,"48"
1565,"52"
1566,"53"
1567,"55"
1568,"39"
1569,"48"
1570,"50"
1571,"59"
1572,"55"
1573,"51"
1574,"41"
1575,"57"
1576,"44"
1577,"62"
1578,"59"
1579,"59"
1580,"48"
1581,"50"
1582,"54"
1583,"45"
1584,"45"
1585,"44"
1586,"39"
1587,"48"
1588,"43"
1589,"45"
1590,"45"
1591,"48"
1592,"50"
1593,"48"
1594,"62"
1595,"49"
1596,"42"
1597,"44"
1598,"35"
1599,"49"
1600,"44"
1601,"47"
1602,"50"
1603,"45"
1604,"54"
1605,"40"
1606,"30"
1607,"43"
1608,"53"
1609,"35"
1610,"42"
1611,"41"
1612,"47"
1613,"38"
1614,"44"
1615,"55"
1616,"35"
1617,"36"
1618,"40"
1619,"35"
1620,"35"
1621,"44"
1622,"39"
1623,"33"
1624,"34"
1625,"33"
1626,"40"
1627,"39"
1628,"32"
1629,"40"
1630,"31"
1631,"35"
1632,"36"
1633,"29"
1634,"49"
1635,"28"
1636,"32"
1637,"33"
1638,"35"
1639,"32"
1640,"33"
1641,"29"
1642,"43"
1643,"24"
1644,"27"
1645,"18"
1646,"26"
1647,"33"
1648,"34"
1649,"28"
1650,"33"
1651,"30"
1652,"27"
1653,"25"
1654,"31"
1655,"32"
1656,"20"
1657,"21"
1658,"29"
1659,"24"
1660,"29"
1661,"19"
1662,"25"
1663,"34"
1664,"18"
1665,"27"
1666,"25"
1667,"17"
1668,"25"
1669,"17"
1670,"30"
1671,"19"
1672,"24"
1673,"22"
1674,"15"
1675,"16"
1676,"24"
1677,"18"
1678,"13"
1679,"20"
1680,"23"
1681,"21"
1682,"14"
1683,"19"
1684,"18"
1685,"14"
1686,"24"
1687,"15"
1688,"15"
1689,"13"
1690,"20"
1691,"14"
1692,"20"
1693,"17"
1694,"21"
1695,"13"
1696,"8"
1697,"12"
1698,"14"
1699,"16"
1700,"13"
1701,"14"
1702,"12"
1703,"13"
1704,"11"
1705,"12"
1706,"10"
1707,"12"
1708,"7"
1709,"15"
1710,"12"
1711,"9"
1712,"14"
1713,"11"
1714,"4"
1715,"7"
1716,"7"
1717,"13"
1718,"9"
1719,"4"
1720,"8"
1721,"9"
1722,"10"
1723,"7"
1724,"8"
1725,"4"
1726,"8"
1727,"8"
1728,"11"
1729,"2"
1730,"2"
1731,"5"
1732,"5"
1733,"4"
1734,"5"
1735,"4"
1736,"6"
1737,"1"
1738,"3"
1739,"5"
1740,"5"
1741,"10"
1742,"6"
1743,"4"
1744,"4"
1745,"8"
1746,"6"
1747,"6"
1748,"5"
1749,"8"
1750,"2"
1751,"4"
1752,"4"
1753,"3"
1754,"5"
1755,"7"
1756,"2"
1757,"2"
1758,"3"
1759,"3"
1760,"4"
1761,"2"
1762,"4"
1763,"5"
1764,"2"
1765,"6"
1766,"3"
1767,"3"
1768,"3"
1769,"6"
1770,"4"
1771,"6"
1772,"0"
1773,"3"
1774,"4"
1775,"2"
1776,"4"
1777,"2"
1778,"5"
1779,"2"
1780,"3"
1781,"2"
1782,"2"
1783,"2"
1784,"0"
1785,"2"
1786,"4"
1787,"3"
1788,"3"
1789,"6"
1790,"4"
1791,"3"
1792,"1"
1793,"5"
1794,"2"
1795,"1"
1796,"5"
1797,"4"
1798,"2"
1799,"3"
1800,"5"
1801,"3"
1802,"2"
1803,"2"
1804,"3"
1805,"3"
1806,"1"
1807,"3"
1808,"1"
1809,"4"
1810,"1"
1811,"3"
1812,"2"
1813,"1"
1814,"2"
1815,"2"
1816,"1"
1817,"1"
1818,"1"
1819,"1"
1820,"5"
1821,"2"
1822,"3"
1823,"4"
1824,"1"
1825,"1"
1826,"1"
1827,"0"
1828,"1"
1829,"1"
1830,"2"
1831,"3"
1832,"3"
1833,"0"
1834,"3"
1835,"2"
1836,"2"
1837,"1"
1838,"0"
1839,"2"
1840,"2"
1841,"0"
1842,"0"
1843,"1"
1844,"1"
1845,"0"
1846,"1"
1847,"1"
1848,"1"
1849,"1"
1850,"0"
1851,"0"
1852,"0"
1853,"2"
1854,"2"
1855,"0"
1856,"0"
1857,"1"
1858,"3"
1859,"2"
1860,"3"
1861,"1"
1862,"0"
1863,"0"
1864,"1"
1865,"0"
1866,"0"
1867,"4"
1868,"1"
1869,"4"
1870,"1"
1871,"2"
1872,"0"
1873,"1"
1874,"1"
1875,"1"
1876,"1"
1877,"0"
1878,"2"
1879,"1"
1880,"0"
1881,"0"
1882,"0"
1883,"0"
1884,"0"
1885,"0"
1886,"0"
1887,"0"
1888,"0"
1889,"0"
1890,"3"
1891,"0"
1892,"0"
1893,"2"
1894,"2"
1895,"0"
1896,"1"
1897,"1"
1898,"0"
1899,"0"
1900,"0"
1901,"1"
1902,"0"
1903,"0"
1904,"0"
1905,"0"
1906,"2"
1907,"0"
1908,"1"
1909,"1"
1910,"2"
1911,"0"
1912,"1"
1913,"0"
1914,"0"
1915,"0"
1916,"0"
1917,"0"
1918,"1"
1919,"0"
1920,"0"
1921,"0"
1922,"0"
1923,"0"
1924,"0"
1925,"0"
1926,"1"
1927,"0"
1928,"0"
1929,"0"
1930,"0"
1931,"0"
1932,"0"
1933,"0"
1934,"1"
1935,"0"
1936,"0"
1937,"0"
1938,"0"
1939,"0"
1940,"0"
1941,"0"
1942,"0"
1943,"0"
1944,"0"
1945,"0"
1946,"1"
1947,"0"
1948,"0"
1949,"0"
1950,"1"
1951,"0"
1952,"0"
1953,"0"
1954,"0"
1955,"0"
1956,"0"
1957,"0"
1958,"0"
1959,"0"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"0"
1967,"1"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"0"
1974,"1"
1975,"0"
1976,"1"
1977,"0"
1978,"0"
1979,"1"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"0"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"1"
1992,"0"
1993,"0"
1994,"0"
1995,"0"
1996,"0"
1997,"0"
1998,"0"
1999,"0"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"1"
2007,"1"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"1"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"2"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


