Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L2-4A -1phi 1"
Duration Time,60.163
Ambient Temperature,"103.2"
Detector Temperature,"-15.5"
Valid Accumulated Counts,"543627"
Raw Accumulated Counts,"560562"
Valid Count Last Packet,"8395"
Raw Count Last Packet,"8678"
Live Time,58.839989
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.0872
Number of Channels,2048
Vacuum,763
Channel#,Intensity
0,"1774"
1,"1533"
2,"944"
3,"523"
4,"214"
5,"68"
6,"20"
7,"4"
8,"0"
9,"0"
10,"2"
11,"0"
12,"0"
13,"1"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"3"
22,"19"
23,"84"
24,"129"
25,"164"
26,"153"
27,"139"
28,"132"
29,"131"
30,"149"
31,"146"
32,"124"
33,"126"
34,"116"
35,"136"
36,"118"
37,"125"
38,"115"
39,"123"
40,"137"
41,"124"
42,"127"
43,"137"
44,"142"
45,"130"
46,"146"
47,"135"
48,"139"
49,"147"
50,"140"
51,"134"
52,"129"
53,"135"
54,"119"
55,"130"
56,"120"
57,"135"
58,"131"
59,"127"
60,"136"
61,"116"
62,"116"
63,"112"
64,"122"
65,"113"
66,"115"
67,"118"
68,"109"
69,"128"
70,"120"
71,"148"
72,"156"
73,"171"
74,"180"
75,"158"
76,"170"
77,"147"
78,"141"
79,"153"
80,"149"
81,"235"
82,"362"
83,"540"
84,"788"
85,"961"
86,"1118"
87,"1112"
88,"950"
89,"708"
90,"523"
91,"342"
92,"207"
93,"172"
94,"122"
95,"114"
96,"136"
97,"106"
98,"105"
99,"116"
100,"120"
101,"116"
102,"124"
103,"107"
104,"97"
105,"102"
106,"114"
107,"91"
108,"100"
109,"118"
110,"133"
111,"147"
112,"172"
113,"194"
114,"208"
115,"202"
116,"199"
117,"217"
118,"206"
119,"181"
120,"167"
121,"172"
122,"203"
123,"194"
124,"182"
125,"208"
126,"274"
127,"390"
128,"480"
129,"775"
130,"990"
131,"1267"
132,"1654"
133,"1886"
134,"1903"
135,"1854"
136,"1670"
137,"1474"
138,"1349"
139,"1307"
140,"1367"
141,"1381"
142,"1423"
143,"1461"
144,"1638"
145,"1719"
146,"1824"
147,"1785"
148,"1637"
149,"1379"
150,"1101"
151,"742"
152,"568"
153,"405"
154,"276"
155,"307"
156,"304"
157,"358"
158,"410"
159,"509"
160,"675"
161,"930"
162,"1274"
163,"1559"
164,"1822"
165,"1802"
166,"1670"
