Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-4D 1phi 0"
Duration Time,60.034
Ambient Temperature,"103.2"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"680013"
Raw Accumulated Counts,"704328"
Valid Count Last Packet,"10653"
Raw Count Last Packet,"11039"
Live Time,58.369987
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.0882
Number of Channels,2048
Vacuum,763
Channel#,Intensity
0,"1751"
1,"1451"
2,"989"
3,"501"
4,"207"
5,"68"
6,"26"
7,"5"
8,"0"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"1"
21,"4"
22,"34"
23,"95"
24,"175"
25,"200"
26,"203"
27,"192"
28,"200"
29,"196"
30,"176"
31,"162"
32,"169"
33,"171"
34,"157"
35,"171"
36,"132"
37,"142"
38,"163"
39,"162"
40,"152"
41,"144"
42,"160"
43,"143"
44,"185"
45,"160"
46,"150"
47,"156"
48,"177"
49,"152"
50,"168"
51,"148"
52,"129"
53,"157"
54,"148"
55,"161"
56,"154"
57,"152"
58,"137"
59,"154"
60,"161"
61,"158"
62,"136"
63,"121"
64,"113"
65,"129"
66,"126"
67,"144"
68,"132"
69,"118"
70,"141"
71,"167"
72,"199"
73,"227"
74,"250"
75,"230"
76,"214"
77,"219"
78,"187"
79,"190"
80,"226"
81,"332"
82,"509"
83,"876"
84,"1314"
85,"1627"
86,"1895"
87,"1865"
88,"1578"
89,"1112"
90,"783"
91,"487"
92,"318"
93,"207"
94,"198"
95,"148"
96,"145"
97,"138"
98,"140"
99,"124"
100,"125"
101,"120"
102,"129"
103,"115"
104,"131"
105,"112"
106,"121"
107,"129"
108,"125"
109,"117"
110,"139"
111,"149"
112,"185"
113,"221"
114,"257"
115,"229"
116,"256"
117,"224"
118,"197"
119,"195"
120,"166"
121,"191"
122,"195"
123,"191"
124,"187"
125,"249"
126,"305"
127,"356"
128,"517"
129,"718"
130,"999"
131,"1327"
132,"1627"
133,"1971"
134,"1958"
135,"1872"
136,"1551"
137,"1488"
138,"1328"
139,"1308"
140,"1385"
141,"1372"
142,"1468"
143,"1535"
144,"1558"
145,"1606"
146,"1826"
147,"1728"
148,"1615"
149,"1312"
150,"979"
151,"721"
152,"490"
153,"382"
154,"331"
155,"304"
156,"388"
157,"416"
158,"521"
159,"701"
160,"978"
161,"1453"
162,"2031"
163,"2548"
164,"2956"
165,"2999"
166,"2784"
167,"2247"
168,"1581"
169,"997"
170,"609"
171,"421"
172,"331"
173,"256"
174,"279"
175,"367"
176,"485"
177,"554"
178,"711"
179,"796"
180,"800"
181,"812"
182,"790"
183,"842"
184,"749"
185,"651"
186,"554"
187,"399"
188,"327"
189,"265"
190,"194"
191,"178"
192,"169"
193,"174"
194,"182"
195,"209"
196,"231"
197,"217"
198,"249"
199,"267"
200,"258"
201,"259"
202,"225"
203,"263"
204,"225"
205,"208"
206,"214"
207,"202"
208,"232"
209,"216"
210,"225"
211,"238"
212,"224"
213,"233"
214,"249"
215,"246"
216,"265"
217,"282"
218,"289"
219,"273"
220,"331"
221,"381"
222,"393"
223,"379"
224,"421"
225,"371"
226,"347"
227,"309"
228,"321"
229,"266"
230,"254"
231,"241"
232,"247"
233,"250"
234,"236"
235,"249"
236,"237"
237,"224"
238,"272"
239,"288"
240,"265"
241,"318"
242,"292"
243,"286"
244,"299"
245,"299"
246,"305"
247,"272"
248,"251"
249,"296"
250,"265"
251,"279"
252,"295"
253,"303"
254,"294"
255,"307"
256,"341"
257,"305"
258,"336"
259,"317"
260,"327"
261,"319"
262,"333"
263,"346"
264,"305"
265,"314"
266,"335"
267,"335"
268,"316"
269,"337"
270,"357"
271,"339"
272,"345"
273,"359"
274,"339"
275,"324"
276,"357"
277,"386"
278,"371"
279,"379"
280,"386"
281,"420"
282,"428"
283,"461"
284,"462"
285,"478"
286,"492"
287,"487"
288,"555"
289,"511"
290,"497"
291,"482"
292,"454"
293,"491"
294,"484"
295,"438"
296,"419"
297,"395"
298,"414"
299,"414"
300,"364"
301,"403"
302,"387"
303,"399"
304,"385"
305,"394"
306,"391"
307,"421"
308,"436"
309,"499"
310,"513"
311,"576"
312,"671"
313,"843"
314,"1021"
315,"1292"
316,"1482"
317,"1708"
318,"1735"
319,"1627"
320,"1542"
321,"1269"
322,"1090"
323,"926"
324,"710"
325,"599"
326,"548"
327,"456"
328,"450"
329,"444"
330,"448"
331,"423"
332,"476"
333,"467"
334,"447"
335,"433"
336,"482"
337,"434"
338,"507"
339,"493"
340,"445"
341,"478"
342,"492"
343,"522"
344,"523"
345,"550"
346,"573"
347,"595"
348,"595"
349,"694"
350,"664"
351,"712"
352,"770"
353,"690"
354,"654"
355,"650"
356,"706"
357,"721"
358,"724"
359,"757"
360,"741"
361,"845"
362,"889"
363,"890"
364,"907"
365,"1029"
366,"1019"
367,"1190"
368,"1299"
369,"1323"
370,"1405"
371,"1482"
