Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-4A 2phi 0"
Duration Time,60.038
Ambient Temperature,"100.8"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"722758"
Raw Accumulated Counts,"749368"
Valid Count Last Packet,"11498"
Raw Count Last Packet,"11888"
Live Time,58.293987
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.0893
Number of Channels,2048
Vacuum,764
Channel#,Intensity
0,"1747"
1,"1445"
2,"942"
3,"506"
4,"231"
5,"73"
6,"16"
7,"6"
8,"2"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"4"
22,"24"
23,"96"
24,"158"
25,"190"
26,"180"
27,"168"
28,"166"
29,"178"
30,"190"
31,"152"
32,"149"
33,"184"
34,"180"
35,"161"
36,"156"
37,"149"
38,"151"
39,"158"
40,"153"
41,"159"
42,"158"
43,"146"
44,"163"
45,"163"
46,"151"
47,"187"
48,"180"
49,"154"
50,"150"
51,"147"
52,"146"
53,"135"
54,"149"
55,"142"
56,"153"
57,"159"
58,"163"
59,"156"
60,"153"
61,"137"
62,"150"
63,"143"
64,"120"
65,"134"
66,"131"
67,"130"
68,"151"
69,"128"
70,"178"
71,"165"
72,"211"
73,"217"
74,"235"
75,"265"
76,"210"
77,"194"
78,"216"
79,"168"
80,"215"
81,"256"
82,"423"
83,"583"
84,"932"
85,"1211"
86,"1265"
87,"1232"
88,"1040"
89,"798"
90,"559"
91,"382"
92,"232"
93,"181"
94,"154"
95,"157"
96,"126"
97,"157"
98,"134"
99,"136"
100,"129"
101,"109"
102,"116"
103,"122"
104,"120"
105,"136"
106,"129"
107,"110"
108,"118"
109,"163"
110,"163"
111,"189"
112,"202"
113,"186"
114,"241"
115,"228"
116,"234"
117,"233"
118,"190"
119,"199"
120,"191"
121,"209"
122,"167"
123,"211"
124,"196"
125,"270"
126,"308"
127,"384"
128,"485"
129,"728"
130,"1088"
131,"1285"
132,"1674"
133,"1978"
134,"1929"
135,"1887"
136,"1684"
137,"1530"
138,"1357"
139,"1425"
140,"1352"
141,"1506"
142,"1462"
143,"1549"
144,"1617"
145,"1731"
146,"1721"
147,"1735"
148,"1589"
149,"1304"
150,"1028"
151,"676"
152,"496"
153,"388"
154,"333"
155,"281"
156,"347"
157,"411"
158,"564"
159,"754"
160,"1075"
161,"1656"
162,"2207"
163,"2811"
164,"3200"
165,"3239"
166,"2785"
167,"2185"
168,"1572"
169,"1118"
170,"620"
171,"399"
172,"283"
173,"269"
174,"333"
175,"413"
176,"496"
177,"620"
178,"692"
179,"707"
180,"778"
181,"810"
182,"801"
183,"813"
184,"649"
185,"614"
186,"513"
187,"390"
188,"311"
189,"246"
190,"224"
191,"180"
192,"191"
193,"177"
194,"191"
195,"218"
196,"225"
197,"283"
198,"245"
199,"287"
200,"290"
201,"272"
202,"272"
203,"220"
204,"241"
205,"217"
206,"201"
207,"180"
208,"205"
209,"196"
210,"208"
211,"219"
212,"216"
213,"218"
214,"220"
215,"225"
216,"237"
217,"254"
218,"322"
219,"392"
220,"442"
221,"607"
222,"786"
223,"818"
224,"869"
225,"787"
226,"743"
227,"640"
228,"470"
229,"404"
230,"338"
231,"324"
232,"273"
233,"281"
234,"257"
235,"266"
236,"262"
237,"315"
238,"300"
239,"292"
240,"313"
241,"307"
242,"359"
243,"398"
244,"370"
245,"400"
246,"362"
247,"365"
248,"383"
249,"340"
250,"313"
251,"325"
252,"278"
253,"332"
254,"327"
255,"308"
256,"348"
257,"313"
258,"341"
259,"350"
260,"329"
261,"312"
262,"327"
263,"339"
264,"334"
265,"354"
266,"356"
267,"340"
268,"326"
269,"352"
270,"368"
271,"378"
272,"383"
273,"365"
274,"356"
275,"377"
276,"360"
277,"373"
278,"333"
279,"358"
280,"407"
281,"401"
282,"387"
283,"383"
284,"377"
285,"394"
286,"384"
287,"379"
288,"408"
289,"454"
290,"457"
291,"471"
292,"494"
293,"480"
294,"501"
295,"457"
296,"504"
297,"458"
298,"463"
299,"444"
300,"435"
301,"512"
302,"469"
303,"449"
304,"457"
305,"498"
306,"549"
307,"555"
308,"578"
309,"735"
310,"931"
311,"1340"
312,"1906"
313,"2932"
314,"3889"
315,"5262"
316,"6293"
317,"7127"
318,"7291"
319,"6934"
320,"6239"
321,"4976"
322,"3627"
323,"2747"
324,"1753"
325,"1293"
326,"829"
327,"634"
328,"545"
329,"509"
330,"453"
331,"451"
332,"467"
333,"478"
334,"462"
335,"504"
336,"495"
337,"516"
338,"499"
339,"512"
340,"528"
341,"580"
342,"602"
343,"657"
344,"742"
345,"826"
346,"920"
347,"1097"
348,"1382"
349,"1418"
350,"1594"
351,"1519"
352,"1398"
353,"1340"
354,"1168"
355,"942"
356,"868"
357,"789"
358,"705"
359,"788"
360,"779"
361,"881"
362,"883"
363,"942"
364,"982"
365,"982"
366,"1107"
367,"1167"
368,"1335"
369,"1394"
370,"1495"
371,"1494"
372,"1398"
373,"1329"
