Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-2C -1phi 1"
Duration Time,60.161
Ambient Temperature,"97.8"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"559110"
Raw Accumulated Counts,"576967"
Valid Count Last Packet,"8808"
Raw Count Last Packet,"9072"
Live Time,58.789970
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7946
Number of Channels,2048
Vacuum,765
Channel#,Intensity
0,"1817"
1,"1394"
2,"958"
3,"568"
4,"198"
5,"77"
6,"17"
7,"4"
8,"0"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"1"
21,"0"
22,"21"
23,"91"
24,"140"
25,"154"
26,"161"
27,"148"
28,"141"
29,"142"
30,"152"
31,"138"
32,"145"
33,"139"
34,"143"
35,"151"
36,"128"
37,"118"
38,"139"
39,"114"
40,"125"
41,"136"
42,"134"
43,"144"
44,"133"
45,"145"
46,"165"
47,"152"
48,"135"
49,"145"
50,"137"
51,"122"
52,"121"
53,"134"
54,"154"
55,"124"
56,"124"
57,"140"
58,"156"
59,"151"
60,"142"
61,"107"
62,"112"
63,"129"
64,"124"
65,"121"
66,"115"
67,"121"
68,"124"
69,"120"
70,"134"
71,"166"
72,"185"
73,"224"
74,"193"
75,"232"
76,"199"
77,"187"
78,"183"
79,"175"
80,"191"
81,"242"
82,"344"
83,"518"
84,"748"
85,"966"
86,"1020"
87,"1025"
88,"844"
89,"610"
90,"454"
91,"273"
92,"222"
93,"155"
94,"135"
95,"115"
96,"109"
97,"110"
98,"126"
99,"125"
100,"128"
101,"117"
102,"119"
103,"114"
104,"114"
105,"120"
106,"93"
107,"104"
108,"122"
109,"123"
110,"120"
111,"172"
112,"171"
113,"197"
114,"242"
115,"188"
116,"205"
117,"232"
118,"182"
119,"187"
120,"180"
121,"197"
122,"155"
123,"200"
124,"186"
125,"218"
126,"319"
127,"364"
128,"517"
129,"719"
130,"1028"
131,"1358"
132,"1726"
133,"1856"
134,"1991"
135,"1815"
136,"1625"
137,"1416"
138,"1348"
139,"1256"
140,"1396"
141,"1448"
142,"1472"
143,"1545"
144,"1674"
145,"1777"
146,"1821"
147,"1815"
148,"1616"
149,"1253"
150,"999"
151,"707"
152,"531"
153,"425"
154,"350"
155,"352"
156,"382"
157,"460"
158,"634"
159,"989"
160,"1586"
161,"2348"
162,"3162"
163,"3954"
164,"4466"
165,"4447"
166,"3861"
167,"3005"
168,"2129"
169,"1353"
170,"812"
171,"438"
172,"328"
173,"338"
174,"394"
175,"523"
176,"715"
177,"765"
178,"850"
179,"863"
180,"827"
181,"736"
182,"726"
183,"611"
184,"496"
185,"429"
186,"342"
187,"284"
188,"216"
189,"189"
190,"170"
191,"169"
192,"181"
193,"170"
194,"164"
195,"173"
196,"171"
197,"181"
198,"199"
199,"181"
200,"214"
201,"200"
202,"203"
203,"225"
204,"181"
205,"174"
206,"169"
207,"213"
208,"189"
209,"203"
210,"181"
211,"187"
212,"232"
213,"196"
214,"195"
215,"197"
216,"240"
217,"210"
218,"226"
219,"267"
220,"304"
221,"346"
222,"352"
223,"402"
224,"394"
225,"346"
226,"357"
227,"302"
228,"241"
229,"237"
230,"226"
231,"221"
232,"234"
233,"224"
234,"235"
235,"260"
236,"225"
237,"266"
238,"305"
239,"240"
240,"253"
241,"234"
242,"278"
243,"282"
244,"298"
245,"300"
246,"283"
247,"292"
248,"270"
249,"280"
250,"256"
251,"251"
252,"275"
253,"275"
254,"261"
255,"269"
256,"286"
257,"285"
258,"299"
259,"268"
260,"270"
261,"296"
262,"313"
263,"273"
264,"282"
265,"279"
266,"283"
267,"301"
268,"312"
269,"325"
270,"329"
271,"305"
272,"297"
273,"297"
274,"299"
275,"340"
276,"263"
277,"306"
278,"303"
279,"306"
280,"298"
281,"311"
282,"299"
283,"307"
284,"304"
285,"311"
286,"333"
287,"343"
288,"378"
289,"330"
290,"342"
291,"403"
292,"364"
293,"372"
294,"381"
295,"344"
296,"322"
297,"380"
298,"404"
299,"362"
300,"398"
301,"376"
302,"408"
303,"400"
304,"453"
305,"412"
306,"449"
307,"428"
308,"463"
309,"522"
310,"540"
311,"611"
312,"754"
313,"950"
314,"1190"
315,"1394"
316,"1660"
317,"1765"
318,"1761"
319,"1579"
320,"1366"
321,"1172"
322,"948"
323,"736"
324,"637"
325,"498"
326,"469"
327,"433"
328,"444"
329,"438"
330,"486"
331,"462"
332,"465"
333,"467"
334,"491"
335,"515"
336,"510"
337,"507"
338,"545"
339,"571"
340,"600"
341,"568"
342,"634"
343,"574"
344,"617"
345,"615"
346,"651"
347,"620"
348,"671"
349,"656"
350,"660"
351,"648"
352,"664"
353,"654"
354,"620"
355,"583"
356,"583"
357,"636"
358,"669"
359,"626"
360,"725"
361,"759"
362,"790"
363,"805"
364,"827"
365,"909"
366,"935"
367,"926"
368,"994"
369,"1081"
370,"1127"
371,"1066"
372,"1032"
373,"939"
374,"833"
375,"603"
376,"591"
377,"503"
378,"469"
379,"377"
380,"411"
381,"397"
382,"376"
383,"357"
384,"382"
385,"389"
386,"390"
387,"388"
388,"370"
389,"341"
390,"414"
