Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-2A -1phi 0"
Duration Time,60.132
Ambient Temperature,"95.1"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"575346"
Raw Accumulated Counts,"594037"
Valid Count Last Packet,"8970"
Raw Count Last Packet,"9285"
Live Time,58.677982
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7843
Number of Channels,2048
Vacuum,764
Channel#,Intensity
0,"1769"
1,"1468"
2,"934"
3,"523"
4,"202"
5,"79"
6,"26"
7,"4"
8,"2"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"1"
21,"1"
22,"24"
23,"86"
24,"152"
25,"184"
26,"180"
27,"162"
28,"165"
29,"159"
30,"133"
31,"140"
32,"138"
33,"154"
34,"154"
35,"149"
36,"136"
37,"125"
38,"143"
39,"120"
40,"145"
41,"145"
42,"136"
43,"123"
44,"124"
45,"142"
46,"140"
47,"172"
48,"150"
49,"144"
50,"135"
51,"131"
52,"128"
53,"152"
54,"132"
55,"133"
56,"152"
57,"165"
58,"130"
59,"137"
60,"146"
61,"139"
62,"127"
63,"133"
64,"116"
65,"107"
66,"123"
67,"117"
68,"124"
69,"117"
70,"120"
71,"116"
72,"137"
73,"165"
74,"137"
75,"139"
76,"150"
77,"133"
78,"132"
79,"128"
80,"183"
81,"248"
82,"418"
83,"628"
84,"947"
85,"1193"
86,"1331"
87,"1293"
88,"1136"
89,"822"
90,"561"
91,"357"
92,"246"
93,"175"
94,"142"
95,"119"
96,"92"
97,"127"
98,"115"
99,"123"
100,"117"
101,"98"
102,"124"
103,"108"
104,"107"
105,"102"
106,"117"
107,"116"
108,"111"
109,"113"
110,"133"
111,"151"
112,"179"
113,"207"
114,"223"
115,"256"
116,"199"
117,"204"
118,"201"
119,"177"
120,"174"
121,"181"
122,"152"
123,"178"
124,"184"
125,"233"
126,"248"
127,"362"
128,"456"
129,"735"
130,"1021"
131,"1239"
132,"1549"
133,"1897"
134,"1917"
135,"1835"
136,"1699"
137,"1449"
138,"1397"
139,"1241"
140,"1382"
141,"1303"
142,"1389"
143,"1483"
144,"1611"
145,"1699"
146,"1921"
147,"1684"
148,"1658"
149,"1333"
150,"1031"
151,"671"
152,"493"
153,"344"
154,"303"
155,"286"
156,"301"
157,"296"
158,"334"
159,"386"
160,"407"
161,"489"
162,"611"
163,"678"
164,"794"
165,"745"
166,"711"
167,"556"
168,"430"
169,"343"
170,"245"
171,"179"
172,"161"
173,"156"
174,"167"
175,"199"
176,"198"
177,"252"
178,"306"
179,"312"
180,"392"
181,"417"
182,"432"
183,"452"
184,"439"
185,"419"
186,"341"
187,"255"
188,"224"
189,"212"
190,"191"
191,"194"
192,"181"
193,"191"
194,"199"
195,"168"
196,"179"
197,"195"
198,"223"
199,"225"
200,"214"
201,"230"
202,"211"
203,"199"
204,"195"
205,"188"
206,"214"
207,"198"
208,"185"
209,"193"
210,"187"
211,"242"
212,"203"
213,"226"
214,"211"
215,"230"
216,"225"
217,"270"
218,"249"
219,"297"
220,"333"
221,"345"
222,"386"
223,"385"
224,"397"
225,"399"
226,"355"
227,"296"
228,"259"
229,"262"
230,"265"
231,"226"
232,"237"
233,"273"
234,"270"
235,"253"
236,"246"
237,"241"
238,"282"
239,"294"
240,"300"
241,"291"
242,"346"
243,"362"
244,"371"
245,"381"
246,"355"
247,"353"
248,"329"
249,"330"
250,"343"
251,"320"
252,"347"
253,"343"
254,"340"
255,"358"
256,"305"
257,"314"
258,"329"
259,"327"
260,"319"
261,"292"
262,"303"
263,"310"
264,"307"
265,"342"
266,"328"
267,"344"
268,"320"
