Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-2B -1phi 3"
Duration Time,60.118
Ambient Temperature,"102.1"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"603931"
Raw Accumulated Counts,"624026"
Valid Count Last Packet,"9438"
Raw Count Last Packet,"9752"
Live Time,58.642006
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.0889
Number of Channels,2048
Vacuum,-1
Channel#,Intensity
0,"1819"
1,"1441"
2,"1006"
3,"481"
4,"221"
5,"71"
6,"22"
7,"4"
8,"0"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"1"
21,"3"
22,"26"
23,"96"
24,"137"
25,"167"
26,"142"
27,"138"
28,"170"
29,"155"
30,"172"
31,"157"
32,"150"
33,"148"
34,"130"
35,"149"
36,"146"
37,"119"
38,"131"
39,"125"
40,"129"
41,"135"
42,"129"
43,"140"
44,"152"
45,"118"
46,"159"
47,"147"
48,"158"
49,"122"
50,"144"
51,"139"
52,"142"
53,"99"
54,"134"
55,"130"
56,"123"
57,"130"
58,"132"
59,"143"
60,"141"
61,"138"
62,"134"
63,"133"
64,"105"
65,"121"
66,"118"
67,"120"
68,"116"
69,"143"
70,"137"
71,"188"
72,"187"
73,"233"
74,"260"
75,"270"
76,"204"
77,"199"
78,"159"
79,"163"
80,"182"
81,"251"
82,"381"
83,"696"
84,"998"
85,"1199"
86,"1447"
87,"1444"
88,"1129"
89,"896"
90,"528"
91,"401"
92,"276"
93,"171"
94,"138"
95,"107"
96,"136"
97,"106"
98,"92"
99,"118"
100,"126"
101,"124"
102,"100"
103,"130"
104,"110"
105,"117"
106,"114"
107,"105"
108,"134"
109,"142"
110,"137"
111,"166"
112,"163"
113,"187"
114,"234"
115,"208"
116,"195"
117,"219"
118,"191"
119,"170"
120,"181"
121,"164"
122,"163"
123,"209"
124,"210"
125,"219"
126,"275"
127,"347"
128,"479"
129,"686"
130,"988"
131,"1305"
132,"1617"
133,"1946"
134,"1982"
135,"1882"
136,"1666"
137,"1418"
138,"1317"
139,"1296"
140,"1365"
141,"1389"
142,"1446"
143,"1458"
144,"1574"
145,"1761"
146,"1823"
147,"1733"
148,"1646"
149,"1313"
150,"958"
151,"716"
152,"492"
153,"370"
154,"320"
155,"304"
156,"337"
157,"412"
158,"469"
159,"650"
160,"952"
161,"1375"
162,"1821"
163,"2291"
164,"2670"
165,"2733"
166,"2348"
167,"1832"
168,"1338"
169,"903"
170,"530"
171,"339"
172,"256"
173,"270"
174,"291"
175,"330"
176,"382"
177,"522"
178,"579"
179,"665"
180,"722"
181,"775"
182,"826"
183,"776"
184,"795"
185,"622"
186,"543"
187,"401"
188,"360"
189,"227"
190,"216"
191,"186"
192,"167"
193,"183"
194,"182"
195,"197"
196,"223"
197,"240"
198,"236"
199,"230"
200,"278"
201,"283"
202,"233"
203,"207"
204,"193"
205,"193"
206,"187"
207,"202"
208,"195"
209,"191"
210,"190"
211,"196"
212,"183"
213,"212"
214,"192"
215,"179"
216,"224"
217,"248"
218,"258"
219,"295"
220,"335"
221,"412"
222,"493"
223,"591"
224,"502"
225,"543"
226,"476"
227,"398"
228,"389"
229,"330"
230,"278"
231,"267"
232,"251"
233,"288"
234,"249"
235,"252"
236,"266"
237,"281"
238,"256"
239,"313"
240,"324"
241,"291"
242,"308"
243,"317"
244,"316"
245,"328"
246,"333"
247,"302"
248,"305"
249,"283"
250,"276"
251,"281"
252,"304"
253,"301"
254,"265"
255,"221"
256,"275"
257,"269"
258,"292"
259,"293"
260,"304"
261,"319"
262,"336"
263,"301"
264,"333"
265,"337"
266,"363"
267,"365"
268,"341"
269,"380"
270,"345"
271,"337"
272,"358"
273,"359"
274,"357"
275,"333"
276,"362"
277,"318"
278,"305"
279,"360"
280,"332"
281,"380"
282,"367"
283,"362"
284,"393"
285,"410"
286,"399"
287,"446"
288,"410"
289,"400"
290,"406"
291,"446"
292,"419"
293,"428"
294,"391"
295,"396"
296,"342"
297,"372"
298,"401"
299,"370"
300,"360"
301,"344"
302,"392"
303,"389"
304,"396"
305,"383"
306,"401"
307,"428"
308,"460"
309,"459"
310,"543"
