Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L2-3D -1phi 0"
363,"776"
364,"928"
365,"935"
366,"1047"
367,"1054"
368,"1153"
369,"1228"
370,"1286"
371,"1348"
372,"1277"
373,"1195"
374,"1075"
375,"915"
376,"840"
377,"615"
378,"561"
379,"521"
380,"457"
381,"486"
382,"418"
383,"419"
384,"425"
385,"425"
386,"430"
387,"431"
388,"393"
389,"414"
390,"388"
391,"416"
392,"438"
393,"446"
394,"510"
395,"515"
396,"602"
397,"600"
398,"657"
399,"671"
400,"689"
401,"694"
402,"654"
403,"604"
404,"585"
405,"574"
406,"555"
407,"539"
408,"546"
409,"542"
410,"577"
411,"536"
412,"513"
413,"516"
414,"527"
415,"458"
416,"504"
417,"446"
418,"448"
419,"453"
420,"460"
421,"429"
422,"448"
423,"477"
424,"470"
425,"459"
426,"547"
427,"558"
428,"623"
429,"600"
430,"544"
431,"584"
432,"520"
433,"516"
434,"487"
435,"507"
436,"492"
437,"447"
438,"451"
439,"452"
440,"435"
441,"427"
442,"457"
443,"473"
444,"446"
445,"442"
446,"479"
447,"445"
448,"433"
449,"409"
450,"464"
451,"447"
452,"449"
453,"447"
454,"492"
455,"484"
456,"493"
457,"486"
458,"499"
459,"482"
460,"516"
461,"480"
462,"518"
463,"444"
464,"440"
465,"430"
466,"432"
467,"425"
468,"439"
469,"460"
470,"442"
471,"419"
472,"443"
473,"448"
474,"442"
475,"464"
476,"429"
477,"462"
478,"456"
479,"448"
480,"464"
481,"431"
482,"437"
483,"431"
484,"445"
485,"444"
486,"450"
487,"436"
488,"440"
489,"440"
490,"439"
491,"441"
492,"424"
493,"466"
494,"440"
495,"438"
496,"460"
497,"437"
498,"448"
499,"470"
500,"466"
501,"438"
502,"455"
503,"484"
504,"445"
505,"445"
506,"433"
507,"405"
508,"438"
509,"461"
510,"474"
511,"454"
512,"441"
513,"409"
514,"432"
515,"491"
516,"464"
517,"437"
518,"473"
519,"472"
520,"454"
521,"472"
522,"497"
523,"487"
524,"457"
525,"428"
526,"426"
527,"455"
528,"438"
529,"439"
530,"416"
531,"444"
532,"392"
533,"443"
534,"434"
535,"460"
536,"420"
537,"430"
538,"415"
539,"391"
540,"426"
541,"430"
542,"398"
543,"417"
544,"413"
545,"417"
546,"398"
547,"435"
548,"425"
549,"415"
550,"400"
551,"418"
552,"395"
553,"412"
554,"404"
555,"414"
556,"419"
557,"433"
558,"419"
559,"414"
560,"415"
561,"380"
562,"444"
563,"421"
564,"422"
565,"424"
566,"412"
567,"426"
568,"428"
569,"418"
570,"423"
571,"403"
572,"423"
573,"405"
574,"387"
575,"408"
576,"463"
577,"456"
578,"444"
579,"401"
580,"386"
581,"438"
582,"402"
583,"411"
584,"431"
585,"393"
586,"426"
587,"388"
588,"434"
589,"413"
590,"432"
591,"413"
592,"410"
593,"405"
594,"382"
595,"416"
596,"398"
597,"381"
598,"418"
599,"406"
600,"407"
601,"433"
602,"407"
603,"436"
604,"432"
605,"433"
606,"430"
607,"402"
608,"401"
609,"399"
610,"427"
611,"399"
612,"399"
613,"409"
614,"397"
615,"405"
616,"404"
617,"452"
618,"456"
619,"389"
620,"421"
621,"416"
622,"433"
623,"435"
624,"470"
625,"446"
626,"445"
627,"409"
628,"432"
629,"423"
630,"405"
631,"409"
632,"412"
633,"391"
634,"393"
635,"429"
636,"398"
637,"446"
638,"439"
639,"399"
640,"429"
641,"405"
642,"402"
643,"417"
644,"420"
645,"369"
646,"459"
647,"382"
648,"439"
649,"386"
650,"426"
651,"402"
652,"423"
653,"467"
654,"429"
655,"449"
656,"444"
657,"546"
658,"560"
659,"619"
660,"685"
661,"729"
662,"771"
663,"853"
664,"876"
665,"858"
666,"778"
667,"793"
668,"771"
669,"724"
670,"612"
671,"593"
672,"513"
673,"498"
674,"495"
675,"459"
676,"402"
677,"417"
678,"405"
679,"427"
680,"391"
681,"377"
682,"393"
683,"406"
684,"385"
685,"394"
686,"431"
687,"380"
688,"361"
689,"404"
690,"399"
691,"381"
692,"404"
693,"414"
694,"430"
695,"412"
696,"389"
697,"441"
698,"413"
699,"454"
700,"425"
701,"446"
702,"458"
703,"486"
704,"459"
705,"436"
706,"457"
707,"429"
708,"357"
709,"430"
710,"415"
711,"376"
712,"354"
713,"364"
714,"380"
715,"379"
716,"372"
717,"360"
718,"393"
719,"359"
720,"339"
721,"337"
722,"354"
723,"386"
724,"361"
725,"343"
726,"364"
727,"365"
728,"377"
729,"363"
730,"331"
731,"419"
732,"397"
733,"388"
734,"384"
735,"415"
736,"398"
737,"391"
738,"390"
739,"411"
740,"451"
741,"417"
742,"440"
743,"453"
744,"482"
745,"431"
746,"428"
747,"458"
748,"416"
749,"412"
750,"375"
751,"406"
752,"392"
753,"373"
754,"343"
755,"382"
756,"360"
757,"389"
758,"378"
759,"368"
760,"338"
761,"363"
762,"381"
763,"355"
764,"345"
765,"352"
766,"346"
767,"363"
768,"349"
769,"367"
770,"335"
771,"353"
772,"381"
773,"337"
774,"382"
775,"393"
776,"423"
777,"400"
778,"446"
779,"494"
780,"496"
781,"485"
782,"505"
783,"481"
784,"497"
785,"496"
786,"462"
787,"441"
788,"447"
789,"443"
790,"361"
791,"398"
792,"346"
793,"358"
794,"406"
795,"324"
796,"344"
797,"365"
798,"344"
799,"350"
800,"308"
801,"338"
802,"349"
803,"335"
804,"304"
805,"346"
806,"345"
807,"338"
808,"355"
809,"310"
810,"311"
811,"348"
812,"314"
813,"340"
814,"326"
815,"306"
816,"335"
817,"371"
818,"307"
819,"320"
820,"351"
821,"330"
822,"329"
823,"341"
824,"323"
825,"302"
826,"337"
827,"349"
828,"383"
829,"327"
830,"333"
831,"313"
832,"349"
833,"369"
834,"346"
835,"353"
836,"323"
837,"362"
838,"331"
839,"298"
840,"327"
841,"356"
842,"313"
843,"349"
844,"345"
845,"332"
846,"297"
847,"291"
848,"333"
849,"327"
850,"395"
851,"307"
852,"314"
853,"333"
854,"329"
855,"351"
856,"345"
857,"335"
858,"343"
859,"324"
860,"357"
861,"349"
862,"352"
863,"361"
864,"315"
865,"358"
866,"339"
867,"340"
868,"332"
869,"355"
870,"329"
871,"362"
872,"365"
873,"393"
874,"373"
875,"368"
876,"357"
877,"380"
878,"355"
879,"384"
880,"383"
881,"344"
882,"392"
883,"366"
884,"373"
885,"380"
886,"343"
887,"395"
888,"367"
889,"366"
890,"381"
891,"375"
892,"372"
893,"388"
894,"366"
895,"373"
896,"409"
897,"402"
898,"361"
899,"385"
900,"411"
901,"429"
902,"377"
903,"411"
904,"437"
905,"381"
906,"438"
907,"472"
908,"450"
909,"506"
910,"523"
911,"508"
912,"518"
913,"479"
914,"514"
915,"549"
916,"573"
917,"586"
918,"644"
919,"613"
920,"625"
921,"676"
922,"702"
923,"774"
924,"778"
925,"825"
926,"876"
927,"872"
928,"897"
929,"927"
930,"961"
931,"984"
932,"1010"
933,"1052"
934,"1053"
935,"1104"
936,"1154"
937,"1099"
938,"1239"
939,"1199"
940,"1161"
941,"1147"
942,"1109"
943,"1167"
944,"1120"
945,"1095"
946,"1112"
947,"1055"
948,"1003"
949,"981"
950,"969"
951,"964"
952,"947"
953,"895"
954,"827"
955,"809"
956,"755"
957,"734"
958,"714"
959,"661"
960,"654"
961,"673"
962,"562"
963,"634"
964,"597"
965,"530"
966,"540"
967,"465"
968,"495"
969,"454"
970,"438"
971,"403"
972,"435"
973,"372"
974,"414"
975,"425"
976,"385"
977,"343"
978,"372"
979,"347"
980,"319"
981,"323"
982,"338"
983,"352"
984,"330"
985,"349"
986,"347"
987,"348"
988,"355"
989,"400"
990,"354"
991,"400"
992,"454"
993,"440"
994,"461"
995,"525"
996,"542"
997,"608"
998,"602"
999,"637"
1000,"726"
1001,"711"
1002,"732"
1003,"754"
1004,"743"
1005,"709"
1006,"672"
1007,"627"
1008,"662"
1009,"533"
1010,"516"
1011,"472"
1012,"466"
1013,"393"
1014,"371"
1015,"346"
1016,"315"
1017,"317"
1018,"290"
1019,"287"
1020,"269"
1021,"285"
1022,"289"
1023,"273"
1024,"309"
1025,"273"
1026,"316"
1027,"307"
1028,"295"
1029,"291"
1030,"317"
1031,"299"
1032,"304"
1033,"352"
1034,"312"
1035,"337"
1036,"358"
1037,"349"
1038,"378"
1039,"397"
1040,"408"
1041,"441"
1042,"446"
1043,"470"
1044,"486"
1045,"487"
1046,"524"
1047,"601"
1048,"483"
1049,"511"
1050,"519"
1051,"543"
1052,"509"
1053,"534"
1054,"554"
1055,"516"
1056,"497"
1057,"494"
1058,"446"
1059,"383"
1060,"399"
1061,"426"
1062,"345"
1063,"361"
1064,"340"
1065,"342"
1066,"324"
1067,"325"
1068,"298"
1069,"308"
1070,"282"
1071,"312"
1072,"284"
1073,"331"
1074,"276"
1075,"288"
1076,"280"
1077,"252"
1078,"280"
1079,"293"
1080,"268"
1081,"254"
1082,"239"
1083,"250"
1084,"248"
1085,"240"
1086,"249"
1087,"233"
1088,"251"
1089,"237"
1090,"244"
1091,"219"
1092,"268"
1093,"235"
1094,"233"
1095,"221"
1096,"197"
1097,"194"
1098,"216"
1099,"231"
1100,"223"
1101,"208"
1102,"211"
1103,"205"
1104,"219"
1105,"208"
1106,"193"
1107,"204"
1108,"204"
1109,"195"
1110,"226"
1111,"181"
1112,"201"
1113,"199"
1114,"180"
1115,"196"
1116,"206"
1117,"186"
1118,"204"
1119,"197"
1120,"220"
1121,"204"
1122,"203"
1123,"233"
1124,"242"
1125,"252"
1126,"267"
1127,"252"
1128,"267"
1129,"276"
1130,"266"
1131,"259"
1132,"237"
1133,"229"
1134,"245"
1135,"206"
1136,"216"
1137,"226"
1138,"175"
1139,"211"
1140,"177"
1141,"187"
1142,"184"
1143,"194"
1144,"177"
1145,"175"
1146,"197"
1147,"208"
1148,"178"
1149,"207"
1150,"199"
1151,"194"
1152,"193"
1153,"177"
1154,"184"
1155,"167"
1156,"180"
1157,"203"
1158,"168"
1159,"159"
1160,"193"
1161,"184"
1162,"172"
1163,"163"
1164,"179"
1165,"187"
1166,"162"
1167,"157"
1168,"185"
1169,"165"
1170,"191"
1171,"175"
1172,"167"
1173,"168"
1174,"178"
1175,"181"
1176,"163"
1177,"196"
1178,"201"
1179,"194"
1180,"181"
1181,"198"
1182,"190"
1183,"218"
1184,"170"
1185,"210"
1186,"193"
1187,"194"
1188,"213"
1189,"206"
1190,"185"
1191,"174"
1192,"166"
1193,"170"
1194,"152"
1195,"172"
1196,"177"
1197,"183"
1198,"158"
1199,"171"
1200,"151"
1201,"166"
1202,"147"
1203,"158"
1204,"157"
1205,"172"
1206,"161"
1207,"176"
1208,"156"
1209,"132"
1210,"151"
1211,"169"
1212,"141"
1213,"184"
1214,"143"
1215,"164"
1216,"137"
1217,"134"
1218,"152"
1219,"135"
1220,"156"
1221,"151"
1222,"163"
1223,"152"
1224,"147"
1225,"125"
1226,"146"
1227,"126"
1228,"149"
1229,"147"
1230,"132"
1231,"152"
1232,"135"
1233,"132"
1234,"150"
1235,"172"
1236,"169"
1237,"131"
1238,"148"
1239,"156"
1240,"171"
1241,"141"
1242,"146"
1243,"139"
1244,"145"
1245,"168"
1246,"140"
1247,"159"
1248,"155"
1249,"173"
1250,"176"
1251,"154"
1252,"150"
1253,"150"
1254,"132"
1255,"162"
1256,"142"
1257,"144"
1258,"157"
1259,"152"
1260,"148"
1261,"149"
1262,"121"
1263,"141"
1264,"154"
1265,"124"
1266,"147"
1267,"135"
1268,"132"
1269,"150"
1270,"133"
1271,"127"
1272,"121"
1273,"138"
1274,"132"
1275,"134"
1276,"123"
1277,"124"
1278,"134"
1279,"129"
1280,"144"
1281,"115"
1282,"135"
1283,"123"
1284,"124"
1285,"129"
1286,"132"
1287,"134"
1288,"127"
1289,"137"
1290,"124"
1291,"135"
1292,"137"
1293,"129"
1294,"118"
1295,"107"
1296,"105"
1297,"113"
1298,"116"
1299,"136"
1300,"115"
1301,"124"
1302,"105"
1303,"121"
1304,"113"
1305,"123"
1306,"142"
1307,"146"
1308,"131"
1309,"123"
1310,"120"
1311,"127"
1312,"142"
1313,"107"
1314,"123"
1315,"113"
1316,"115"
1317,"110"
1318,"92"
1319,"119"
1320,"112"
1321,"114"
1322,"122"
1323,"112"
1324,"123"
1325,"126"
1326,"127"
1327,"115"
1328,"106"
1329,"136"
1330,"135"
1331,"108"
1332,"123"
1333,"104"
1334,"121"
1335,"113"
1336,"129"
1337,"104"
1338,"115"
1339,"124"
1340,"107"
1341,"99"
1342,"89"
1343,"117"
1344,"103"
1345,"137"
1346,"133"
1347,"91"
1348,"127"
1349,"86"
1350,"128"
1351,"110"
1352,"109"
1353,"112"
1354,"96"
1355,"99"
1356,"120"
1357,"119"
1358,"113"
1359,"110"
1360,"89"
1361,"113"
1362,"117"
1363,"106"
1364,"104"
1365,"110"
1366,"111"
1367,"93"
1368,"85"
1369,"102"
1370,"93"
1371,"108"
1372,"112"
1373,"111"
1374,"101"
1375,"89"
1376,"113"
1377,"107"
1378,"96"
1379,"97"
1380,"98"
1381,"107"
1382,"101"
1383,"110"
1384,"95"
1385,"97"
1386,"113"
1387,"124"
1388,"99"
1389,"109"
1390,"91"
1391,"104"
1392,"88"
1393,"94"
1394,"94"
1395,"89"
1396,"102"
1397,"89"
1398,"105"
1399,"97"
1400,"89"
1401,"92"
1402,"85"
1403,"82"
1404,"98"
1405,"109"
1406,"98"
1407,"91"
1408,"98"
1409,"85"
1410,"95"
1411,"103"
1412,"96"
1413,"84"
1414,"108"
1415,"76"
1416,"87"
1417,"81"
1418,"95"
1419,"97"
1420,"96"
1421,"79"
1422,"80"
1423,"87"
1424,"89"
1425,"82"
1426,"81"
1427,"80"
1428,"108"
1429,"76"
1430,"80"
1431,"85"
1432,"87"
1433,"78"
1434,"68"
1435,"82"
1436,"84"
1437,"71"
1438,"79"
1439,"86"
1440,"78"
1441,"90"
1442,"86"
1443,"85"
1444,"86"
1445,"83"
1446,"80"
1447,"102"
1448,"66"
1449,"78"
1450,"74"
1451,"86"
1452,"75"
1453,"69"
1454,"65"
1455,"72"
1456,"80"
1457,"88"
1458,"71"
1459,"74"
1460,"62"
1461,"76"
1462,"79"
1463,"67"
1464,"77"
1465,"88"
1466,"72"
1467,"78"
1468,"68"
1469,"81"
1470,"79"
1471,"79"
1472,"74"
1473,"68"
1474,"64"
1475,"67"
1476,"83"
1477,"74"
1478,"77"
1479,"67"
1480,"69"
1481,"58"
1482,"78"
1483,"74"
1484,"76"
1485,"62"
1486,"78"
1487,"60"
1488,"77"
1489,"74"
1490,"72"
1491,"44"
1492,"59"
1493,"65"
1494,"62"
1495,"60"
1496,"71"
1497,"60"
1498,"59"
1499,"50"
1500,"75"
1501,"56"
1502,"59"
1503,"58"
1504,"68"
1505,"61"
1506,"73"
1507,"53"
1508,"54"
1509,"63"
1510,"69"
1511,"69"
1512,"73"
1513,"68"
1514,"69"
1515,"60"
1516,"51"
1517,"50"
1518,"72"
1519,"55"
1520,"45"
1521,"51"
1522,"67"
1523,"60"
1524,"56"
1525,"47"
1526,"56"
1527,"55"
1528,"60"
1529,"62"
1530,"61"
1531,"49"
1532,"55"
1533,"68"
1534,"63"
1535,"45"
1536,"49"
1537,"48"
1538,"43"
1539,"44"
1540,"50"
1541,"60"
1542,"51"
1543,"58"
1544,"63"
1545,"44"
1546,"49"
1547,"40"
1548,"50"
1549,"50"
1550,"41"
1551,"61"
1552,"55"
1553,"33"
1554,"52"
1555,"52"
1556,"57"
1557,"46"
1558,"50"
1559,"40"
1560,"51"
1561,"47"
1562,"39"
1563,"40"
1564,"47"
1565,"45"
1566,"40"
1567,"52"
1568,"43"
1569,"48"
1570,"49"
1571,"47"
1572,"52"
1573,"45"
1574,"49"
1575,"36"
1576,"46"
1577,"42"
1578,"42"
1579,"42"
1580,"35"
1581,"53"
1582,"38"
1583,"34"
1584,"32"
1585,"33"
1586,"37"
1587,"44"
1588,"39"
1589,"31"
1590,"54"
1591,"49"
1592,"46"
1593,"37"
1594,"33"
1595,"43"
1596,"27"
1597,"42"
1598,"34"
1599,"49"
1600,"44"
1601,"28"
1602,"36"
1603,"40"
1604,"36"
1605,"32"
1606,"29"
1607,"25"
1608,"27"
1609,"36"
1610,"39"
1611,"31"
1612,"33"
1613,"40"
1614,"29"
1615,"36"
1616,"31"
1617,"29"
1618,"28"
1619,"31"
1620,"30"
1621,"23"
1622,"35"
1623,"32"
1624,"22"
1625,"38"
1626,"30"
1627,"23"
1628,"25"
1629,"22"
1630,"25"
1631,"24"
1632,"24"
1633,"35"
1634,"20"
1635,"22"
1636,"28"
1637,"30"
1638,"36"
1639,"23"
1640,"27"
1641,"27"
1642,"29"
1643,"22"
1644,"20"
1645,"18"
1646,"17"
1647,"16"
1648,"25"
1649,"24"
1650,"29"
1651,"26"
1652,"27"
1653,"18"
1654,"18"
1655,"17"
1656,"12"
1657,"19"
1658,"18"
1659,"26"
1660,"17"
1661,"20"
1662,"16"
1663,"13"
1664,"21"
1665,"15"
1666,"16"
1667,"15"
1668,"9"
1669,"24"
1670,"17"
1671,"12"
1672,"16"
1673,"16"
1674,"17"
1675,"8"
1676,"14"
1677,"19"
1678,"14"
1679,"16"
1680,"8"
1681,"8"
1682,"17"
1683,"14"
1684,"14"
1685,"12"
1686,"23"
1687,"9"
1688,"17"
1689,"9"
1690,"13"
1691,"9"
1692,"13"
1693,"11"
1694,"12"
1695,"9"
1696,"16"
1697,"12"
1698,"11"
1699,"7"
1700,"11"
1701,"16"
1702,"7"
1703,"10"
1704,"13"
1705,"7"
1706,"13"
1707,"12"
1708,"10"
1709,"15"
1710,"12"
1711,"8"
1712,"4"
1713,"9"
1714,"10"
1715,"5"
1716,"7"
1717,"5"
1718,"7"
1719,"8"
1720,"2"
1721,"6"
1722,"8"
1723,"4"
1724,"4"
1725,"10"
1726,"10"
1727,"5"
1728,"5"
1729,"5"
1730,"10"
1731,"9"
1732,"6"
1733,"4"
1734,"8"
1735,"6"
1736,"6"
1737,"8"
1738,"7"
1739,"3"
1740,"6"
1741,"6"
1742,"5"
1743,"1"
1744,"5"
1745,"5"
1746,"1"
1747,"4"
1748,"4"
1749,"7"
1750,"6"
1751,"4"
1752,"4"
1753,"2"
1754,"0"
1755,"5"
1756,"5"
1757,"8"
1758,"6"
1759,"3"
1760,"6"
1761,"3"
1762,"2"
1763,"2"
1764,"5"
1765,"4"
1766,"0"
1767,"0"
1768,"3"
1769,"3"
1770,"3"
1771,"4"
1772,"3"
1773,"3"
1774,"2"
1775,"3"
1776,"2"
1777,"2"
1778,"2"
1779,"2"
1780,"2"
1781,"1"
1782,"4"
1783,"4"
1784,"3"
1785,"1"
1786,"5"
1787,"0"
1788,"0"
1789,"3"
1790,"2"
1791,"1"
1792,"3"
1793,"3"
1794,"2"
1795,"1"
1796,"3"
1797,"3"
1798,"1"
1799,"2"
1800,"1"
1801,"6"
1802,"2"
1803,"4"
1804,"0"
1805,"2"
1806,"0"
1807,"0"
1808,"0"
1809,"0"
1810,"2"
1811,"0"
1812,"1"
1813,"1"
1814,"2"
1815,"3"
1816,"2"
1817,"3"
1818,"0"
1819,"4"
1820,"1"
1821,"1"
1822,"1"
1823,"0"
1824,"3"
1825,"0"
1826,"1"
1827,"1"
1828,"0"
1829,"0"
1830,"1"
1831,"1"
1832,"2"
1833,"0"
1834,"4"
1835,"1"
1836,"1"
1837,"2"
1838,"4"
1839,"0"
1840,"0"
1841,"0"
1842,"3"
1843,"3"
1844,"1"
1845,"0"
1846,"1"
1847,"3"
1848,"0"
1849,"0"
1850,"1"
1851,"1"
1852,"0"
1853,"3"
1854,"0"
1855,"2"
1856,"1"
1857,"1"
1858,"2"
1859,"2"
1860,"0"
1861,"2"
1862,"0"
1863,"0"
1864,"0"
1865,"1"
1866,"0"
1867,"1"
1868,"0"
1869,"0"
1870,"1"
1871,"3"
1872,"0"
1873,"0"
1874,"1"
1875,"0"
1876,"0"
1877,"0"
1878,"0"
1879,"1"
1880,"1"
1881,"0"
1882,"1"
1883,"0"
1884,"0"
1885,"0"
1886,"0"
1887,"0"
1888,"1"
1889,"0"
1890,"1"
1891,"0"
1892,"1"
1893,"0"
1894,"0"
1895,"1"
1896,"0"
1897,"1"
1898,"1"
1899,"1"
1900,"0"
1901,"0"
1902,"0"
1903,"2"
1904,"0"
1905,"0"
1906,"0"
1907,"0"
1908,"1"
1909,"0"
1910,"0"
1911,"1"
1912,"0"
1913,"0"
1914,"0"
1915,"0"
1916,"1"
1917,"0"
1918,"0"
1919,"0"
1920,"0"
1921,"1"
1922,"0"
1923,"0"
1924,"0"
1925,"1"
1926,"1"
1927,"0"
1928,"0"
1929,"0"
1930,"0"
1931,"0"
1932,"0"
1933,"1"
1934,"0"
1935,"0"
1936,"0"
1937,"1"
1938,"0"
1939,"0"
1940,"0"
1941,"0"
1942,"0"
1943,"0"
1944,"1"
1945,"0"
1946,"0"
1947,"0"
1948,"0"
1949,"0"
1950,"0"
1951,"1"
1952,"0"
1953,"0"
1954,"1"
1955,"0"
1956,"1"
1957,"0"
1958,"0"
1959,"0"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"1"
1965,"0"
1966,"0"
1967,"0"
1968,"0"
1969,"0"
1970,"0"
1971,"0"
1972,"0"
1973,"0"
1974,"0"
1975,"0"
1976,"0"
1977,"1"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"1"
1987,"0"
1988,"0"
1989,"1"
1990,"0"
1991,"1"
1992,"0"
1993,"0"
1994,"0"
1995,"0"
1996,"0"
1997,"0"
1998,"0"
1999,"0"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"0"
2013,"1"
2014,"0"
2015,"0"
2016,"0"
2017,"0"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"1"
2046,"0"
2047,"0"


