Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L2-2B -1phi 0"
Duration Time,60.158
Ambient Temperature,"98.7"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"599747"
Raw Accumulated Counts,"619384"
Valid Count Last Packet,"9455"
Raw Count Last Packet,"9781"
Live Time,58.689991
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7901
Number of Channels,2048
Vacuum,754
Channel#,Intensity
0,"1777"
1,"1439"
2,"999"
3,"498"
4,"199"
5,"77"
6,"18"
7,"2"
8,"1"
9,"1"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"1"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"2"
22,"27"
23,"87"
24,"136"
25,"156"
26,"186"
27,"149"
28,"162"
29,"135"
30,"156"
31,"132"
32,"145"
33,"160"
34,"159"
35,"131"
36,"135"
37,"139"
38,"121"
39,"112"
40,"128"
41,"132"
42,"139"
43,"152"
44,"130"
45,"138"
46,"150"
47,"128"
48,"172"
49,"151"
50,"117"
51,"143"
52,"145"
53,"141"
54,"132"
55,"134"
56,"137"
57,"144"
58,"128"
59,"148"
60,"121"
61,"149"
62,"130"
63,"126"
64,"127"
65,"124"
66,"120"
67,"112"
68,"122"
69,"126"
70,"127"
71,"177"
72,"190"
73,"185"
74,"183"
75,"185"
76,"184"
77,"171"
78,"157"
79,"133"
80,"132"
81,"175"
82,"281"
83,"365"
84,"485"
85,"637"
86,"722"
87,"695"
88,"597"
89,"424"
90,"296"
91,"216"
92,"165"
93,"133"
94,"146"
95,"134"
96,"119"
97,"118"
98,"124"
99,"126"
100,"141"
101,"133"
102,"141"
103,"126"
104,"119"
105,"114"
106,"120"
107,"115"
108,"118"
109,"130"
110,"163"
111,"156"
112,"187"
113,"194"
114,"240"
115,"231"
116,"208"
117,"198"
118,"196"
119,"200"
120,"200"
121,"173"
122,"187"
123,"192"
124,"223"
125,"267"
126,"292"
127,"379"
128,"489"
129,"682"
130,"1022"
131,"1415"
132,"1704"
133,"1973"
134,"2016"
135,"1827"
136,"1681"
137,"1498"
138,"1350"
139,"1338"
140,"1320"
141,"1396"
142,"1519"
143,"1536"
144,"1704"
145,"1687"
146,"1893"
147,"1863"
148,"1621"
149,"1317"
150,"985"
151,"796"
152,"484"
153,"373"
154,"318"
155,"315"
156,"318"
157,"411"
158,"497"
159,"543"
160,"805"
161,"1093"
162,"1471"
163,"1928"
164,"2067"
165,"2023"
166,"1875"
167,"1380"
168,"1049"
169,"660"
170,"442"
171,"320"
172,"241"
173,"223"
174,"249"
175,"324"
176,"411"
177,"464"
178,"481"
179,"562"
180,"673"
181,"705"
182,"654"
183,"716"
184,"659"
185,"576"
186,"493"
187,"398"
188,"278"
189,"230"
190,"202"
191,"180"
192,"180"
193,"196"
194,"184"
195,"190"
196,"231"
197,"234"
198,"266"
199,"292"
200,"300"
201,"267"
202,"264"
203,"252"
204,"236"
205,"207"
206,"222"
207,"211"
208,"204"
209,"212"
210,"216"
211,"211"
212,"228"
213,"213"
214,"205"
215,"220"
216,"238"
217,"256"
218,"257"
219,"370"
220,"428"
221,"544"
222,"639"
223,"731"
224,"741"
225,"671"
226,"633"
227,"510"
228,"475"
229,"348"
230,"350"
231,"318"
232,"258"
233,"268"
234,"315"
235,"271"
236,"270"
237,"262"
238,"271"
239,"289"
240,"292"
241,"309"
242,"314"
243,"329"
244,"337"
245,"345"
246,"338"
247,"309"
248,"297"
249,"324"
250,"352"
251,"278"
252,"277"
253,"310"
254,"297"
255,"324"
256,"322"
257,"323"
258,"339"
259,"353"
260,"310"
261,"327"
262,"311"
263,"284"
264,"300"
265,"344"
266,"332"
267,"297"
268,"346"
269,"353"
270,"315"
271,"349"
272,"325"
273,"346"
274,"326"
275,"339"
276,"340"
277,"326"
278,"365"
279,"354"
280,"332"
281,"345"
282,"358"
283,"325"
284,"380"
285,"396"
286,"342"
287,"368"
288,"335"
289,"436"
290,"394"
291,"407"
292,"390"
293,"420"
294,"440"
295,"406"
296,"400"
297,"461"
298,"413"
299,"369"
300,"447"
301,"477"
302,"403"
303,"418"
304,"414"
305,"413"
306,"471"
307,"448"
308,"514"
309,"633"
310,"833"
311,"1211"
312,"1602"
313,"2367"
314,"3447"
315,"4277"
316,"5151"
317,"5808"
318,"6067"
319,"5477"
320,"4862"
321,"3910"
322,"2917"
323,"2125"
324,"1441"
325,"1032"
326,"754"
327,"587"
328,"526"
329,"501"
330,"482"
331,"491"
332,"471"
333,"466"
334,"492"
335,"473"
336,"451"
337,"439"
338,"431"
339,"481"
340,"460"
341,"531"
342,"509"
343,"637"
344,"667"
345,"738"
346,"854"
347,"1065"
348,"1101"
349,"1254"
350,"1287"
351,"1281"
352,"1234"
353,"1121"
354,"1004"
355,"859"
356,"784"
357,"715"
358,"661"
359,"722"
360,"749"
361,"689"
362,"795"
363,"809"
364,"794"
365,"878"
366,"957"
367,"1042"
368,"1134"
369,"1206"
370,"1206"
371,"1175"
372,"1137"
373,"985"
374,"908"
375,"800"
376,"621"
377,"563"
378,"480"
379,"428"
380,"395"
381,"380"
382,"414"
383,"370"
384,"405"
385,"398"
386,"402"
387,"380"
388,"413"
389,"437"
390,"407"
391,"423"
392,"442"
393,"447"
394,"512"
395,"560"
396,"546"
397,"632"
398,"643"
399,"670"
400,"623"
401,"667"
402,"617"
403,"615"
404,"586"
405,"542"
406,"557"
407,"580"
408,"557"
409,"545"
410,"560"
411,"524"
412,"569"
413,"511"
414,"511"
415,"476"
416,"475"
417,"463"
418,"480"
419,"474"
420,"430"
421,"466"
422,"457"
423,"436"
424,"393"
425,"487"
