Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-4C -1phi 3"
Duration Time,60.155
Ambient Temperature,"100.8"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"573327"
Raw Accumulated Counts,"591901"
Valid Count Last Packet,"8986"
Raw Count Last Packet,"9264"
Live Time,58.749985
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.085
Number of Channels,2048
Vacuum,754
Channel#,Intensity
0,"1799"
1,"1468"
2,"940"
3,"498"
4,"199"
5,"55"
6,"17"
7,"4"
8,"1"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"1"
22,"30"
23,"86"
24,"137"
25,"141"
26,"171"
27,"169"
28,"153"
29,"169"
30,"151"
31,"126"
32,"157"
33,"149"
34,"121"
35,"123"
36,"129"
37,"115"
38,"150"
39,"133"
40,"123"
41,"128"
42,"121"
43,"130"
44,"144"
45,"162"
46,"133"
47,"146"
48,"166"
49,"132"
50,"134"
51,"135"
52,"148"
53,"129"
54,"139"
55,"122"
56,"127"
57,"127"
58,"128"
59,"140"
60,"107"
61,"149"
62,"122"
63,"130"
64,"117"
65,"112"
66,"114"
67,"122"
68,"128"
69,"123"
70,"121"
71,"137"
72,"134"
73,"149"
74,"150"
75,"157"
76,"146"
77,"125"
78,"135"
79,"145"
80,"193"
81,"235"
82,"417"
83,"610"
84,"918"
85,"1153"
86,"1302"
87,"1271"
88,"1076"
89,"764"
90,"526"
91,"370"
92,"241"
93,"170"
94,"130"
95,"130"
96,"118"
97,"105"
98,"116"
99,"124"
100,"100"
101,"119"
102,"121"
103,"114"
104,"112"
105,"107"
106,"102"
107,"99"
108,"116"
109,"121"
110,"127"
111,"149"
112,"198"
113,"188"
114,"193"
115,"225"
116,"210"
117,"202"
118,"203"
119,"183"
120,"174"
121,"191"
122,"179"
123,"195"
124,"193"
125,"231"
126,"297"
127,"404"
128,"541"
129,"713"
130,"1042"
131,"1470"
132,"1758"
133,"1984"
134,"2073"
135,"1903"
136,"1661"
137,"1450"
138,"1342"
139,"1293"
140,"1391"
141,"1390"
142,"1362"
143,"1417"
144,"1577"
145,"1746"
146,"1782"
147,"1887"
148,"1551"
149,"1284"
150,"1018"
151,"733"
152,"487"
153,"356"
154,"285"
155,"301"
156,"301"
157,"327"
158,"397"
159,"394"
160,"496"
161,"669"
162,"825"
163,"1023"
164,"1094"
165,"1079"
166,"1026"
167,"810"
168,"613"
169,"429"
170,"283"
171,"206"
172,"164"
173,"197"
174,"180"
175,"206"
176,"269"
177,"299"
178,"354"
179,"384"
180,"472"
181,"547"
182,"569"
183,"550"
184,"508"
185,"506"
186,"449"
187,"373"
188,"333"
189,"299"
190,"255"
191,"229"
192,"197"
193,"231"
194,"190"
195,"221"
196,"214"
197,"220"
198,"251"
199,"247"
200,"226"
201,"220"
202,"195"
203,"252"
204,"210"
205,"205"
206,"198"
207,"224"
208,"224"
209,"222"
210,"216"
211,"235"
212,"290"
213,"275"
214,"238"
215,"279"
216,"272"
217,"295"
218,"307"
219,"291"
220,"318"
221,"324"
222,"333"
223,"332"
224,"336"
225,"300"
226,"311"
227,"261"
228,"297"
