Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L2-4A -1phi 0"
Duration Time,60.2251
Ambient Temperature,"101.4"
Detector Temperature,"-15.5"
Valid Accumulated Counts,"489394"
Raw Accumulated Counts,"504020"
Valid Count Last Packet,"7713"
Raw Count Last Packet,"7950"
Live Time,59.051014
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.0875
Number of Channels,2048
Vacuum,765
Channel#,Intensity
0,"1771"
1,"1455"
2,"1008"
3,"522"
4,"225"
5,"81"
6,"23"
7,"9"
8,"2"
9,"1"
10,"1"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"6"
22,"26"
23,"58"
24,"114"
25,"147"
26,"147"
27,"138"
28,"128"
29,"125"
30,"125"
31,"114"
32,"120"
33,"117"
34,"118"
35,"115"
36,"102"
37,"113"
38,"95"
39,"93"
40,"103"
41,"112"
42,"119"
43,"130"
44,"128"
45,"110"
46,"146"
47,"119"
48,"125"
49,"127"
50,"133"
51,"106"
52,"102"
53,"128"
54,"112"
55,"113"
56,"124"
57,"107"
58,"124"
59,"133"
60,"109"
61,"109"
62,"112"
63,"98"
64,"95"
65,"88"
66,"103"
67,"98"
68,"104"
69,"98"
70,"114"
71,"97"
72,"121"
73,"161"
74,"142"
75,"137"
76,"135"
77,"132"
78,"128"
79,"140"
80,"124"
81,"134"
82,"214"
83,"319"
84,"443"
85,"517"
86,"573"
87,"587"
88,"507"
89,"364"
90,"308"
91,"193"
92,"151"
93,"134"
94,"116"
95,"85"
96,"95"
97,"114"
98,"94"
99,"101"
100,"101"
101,"118"
102,"112"
103,"108"
104,"107"
105,"104"
106,"103"
107,"86"
108,"97"
109,"130"
110,"112"
111,"157"
112,"170"
113,"157"
114,"214"
115,"216"
116,"204"
117,"199"
118,"217"
119,"168"
120,"179"
121,"186"
122,"169"
123,"160"
124,"176"
125,"223"
126,"258"
127,"361"
128,"467"
129,"624"
130,"856"
131,"1334"
132,"1654"
133,"1927"
134,"2095"
135,"1896"
136,"1704"
137,"1503"
138,"1404"
139,"1288"
140,"1353"
141,"1406"
142,"1437"
143,"1466"
144,"1614"
145,"1796"
146,"1848"
147,"1810"
148,"1654"
149,"1385"
150,"1057"
151,"759"
152,"514"
153,"398"
154,"284"
155,"291"
156,"306"
157,"333"
158,"370"
159,"442"
160,"629"
161,"794"
162,"1004"
163,"1277"
164,"1420"
165,"1360"
166,"1309"
167,"1092"
168,"829"
169,"573"
170,"356"
171,"264"
172,"240"
173,"184"
174,"186"
175,"245"
176,"319"
177,"321"
178,"372"
179,"428"
180,"462"
181,"509"
182,"548"
183,"557"
184,"538"
185,"488"
186,"378"
187,"306"
188,"245"
189,"225"
190,"182"
191,"177"
192,"196"
193,"172"
194,"184"
195,"215"
196,"193"
197,"221"
198,"221"
199,"226"
200,"239"
201,"220"
202,"213"
203,"182"
204,"176"
205,"194"
206,"201"
207,"172"
208,"210"
209,"202"
210,"187"
211,"180"
212,"203"
213,"190"
214,"196"
215,"193"
216,"240"
217,"241"
218,"255"
219,"310"
220,"353"
221,"409"
222,"484"
223,"544"
224,"551"
225,"566"
226,"477"
227,"444"
228,"383"
229,"323"
230,"305"
231,"248"
232,"244"
233,"219"
234,"239"
235,"264"
236,"233"
237,"233"
238,"254"
239,"254"
240,"302"
241,"270"
242,"336"
243,"301"
