Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L2-3B -1phi 4"
Duration Time,60.164
Ambient Temperature,"102.3"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"557871"
Raw Accumulated Counts,"575271"
Valid Count Last Packet,"8882"
Raw Count Last Packet,"9175"
Live Time,58.836964
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.085
Number of Channels,2048
Vacuum,761
Channel#,Intensity
0,"1808"
1,"1425"
2,"1003"
3,"486"
4,"197"
5,"83"
6,"27"
7,"6"
8,"1"
9,"0"
10,"0"
11,"0"
12,"0"
13,"1"
14,"1"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"3"
22,"18"
23,"77"
24,"122"
25,"144"
26,"131"
27,"138"
28,"162"
29,"141"
30,"138"
31,"124"
32,"148"
33,"139"
34,"159"
35,"126"
36,"140"
37,"134"
38,"130"
39,"109"
40,"131"
41,"130"
42,"130"
43,"114"
44,"118"
45,"132"
46,"126"
47,"147"
48,"135"
49,"132"
50,"112"
51,"115"
52,"123"
53,"125"
54,"123"
55,"110"
56,"141"
57,"123"
58,"129"
59,"117"
60,"144"
61,"123"
62,"119"
63,"117"
64,"113"
65,"108"
66,"99"
67,"92"
68,"99"
69,"135"
70,"112"
71,"124"
72,"155"
73,"179"
74,"169"
75,"167"
76,"205"
77,"152"
78,"140"
79,"139"
80,"160"
81,"180"
82,"234"
83,"376"
84,"583"
85,"679"
86,"761"
87,"720"
88,"634"
89,"503"
90,"371"
91,"232"
92,"183"
93,"140"
94,"119"
95,"126"
96,"100"
97,"114"
98,"114"
99,"102"
100,"112"
101,"116"
102,"112"
103,"114"
104,"118"
105,"103"
106,"109"
107,"110"
108,"102"
109,"110"
110,"153"
111,"120"
112,"150"
113,"212"
114,"211"
115,"210"
116,"192"
117,"210"
118,"192"
119,"204"
120,"176"
121,"182"
122,"185"
123,"184"
124,"193"
125,"227"
126,"279"
127,"348"
128,"471"
129,"660"
130,"1002"
131,"1417"
132,"1743"
133,"1914"
134,"1925"
135,"1848"
136,"1706"
137,"1505"
138,"1373"
139,"1342"
140,"1387"
141,"1470"
142,"1537"
143,"1516"
144,"1621"
145,"1856"
146,"1826"
147,"1800"
148,"1621"
149,"1383"
150,"1044"
151,"713"
152,"507"
153,"358"
154,"294"
155,"331"
156,"306"
157,"375"
158,"471"
159,"625"
160,"824"
161,"1187"
162,"1611"
163,"1979"
164,"2290"
165,"2270"
166,"1996"
167,"1665"
168,"1247"
169,"806"
170,"528"
171,"343"
172,"225"
173,"217"
174,"280"
175,"336"
176,"386"
177,"520"
178,"545"
179,"611"
180,"656"
181,"653"
182,"684"
183,"642"
184,"619"
185,"499"
186,"468"
187,"318"
188,"258"
189,"229"
190,"194"
191,"177"
192,"174"
193,"186"
194,"198"
195,"195"
196,"204"
197,"222"
198,"236"
199,"234"
200,"230"
201,"243"
202,"237"
203,"203"
204,"211"
205,"225"
206,"200"
207,"188"
208,"193"
209,"199"
210,"217"
211,"199"
212,"193"
213,"233"
214,"220"
215,"210"
216,"218"
217,"271"
218,"277"
219,"358"
220,"459"
221,"554"
222,"688"
223,"750"
224,"805"
225,"764"
226,"655"
227,"561"
228,"482"
229,"361"
230,"316"
231,"285"
232,"282"
233,"268"
234,"275"
235,"270"
236,"249"
237,"237"
238,"292"
239,"327"
240,"310"
241,"323"
242,"347"
243,"358"
244,"348"
245,"371"
246,"316"
247,"355"
248,"327"
249,"314"
250,"308"
251,"283"
252,"307"
253,"287"
254,"311"
255,"291"
256,"345"
257,"313"
258,"342"
259,"310"
260,"307"
261,"302"
262,"295"
263,"289"
264,"303"
265,"316"
266,"306"
267,"307"
268,"334"
269,"313"
270,"302"
271,"322"
272,"332"
273,"325"
274,"304"
275,"324"
276,"306"
277,"331"
278,"341"
279,"308"
280,"325"
281,"320"
282,"343"
283,"304"
284,"326"
285,"331"
286,"341"
287,"319"
288,"364"
289,"361"
290,"388"
291,"404"
292,"438"
293,"413"
294,"443"
295,"417"
296,"395"
297,"399"
298,"425"
299,"368"
300,"429"
301,"382"
302,"391"
303,"420"
304,"433"
305,"431"
306,"448"
307,"421"
308,"508"
309,"586"
310,"703"
311,"994"
312,"1299"
313,"1984"
314,"2724"
315,"3493"
316,"4286"
317,"4895"
318,"4976"
319,"4873"
320,"4205"
321,"3456"
322,"2711"
323,"1973"
324,"1306"
325,"971"
326,"656"
327,"560"
328,"455"
329,"463"
330,"445"
331,"451"
332,"440"
333,"447"
334,"487"
335,"458"
336,"451"
337,"464"
338,"494"
339,"437"
340,"470"
341,"483"
342,"523"
343,"542"
344,"564"
345,"685"
346,"782"
347,"880"
348,"1019"
349,"1070"
350,"1163"
351,"1100"
352,"1004"
353,"970"
354,"892"
355,"797"
356,"709"
357,"687"
358,"675"
359,"664"
360,"721"
361,"727"
362,"751"
363,"788"
364,"806"
365,"822"
366,"847"
367,"883"
368,"1044"
369,"1074"
370,"1150"
371,"1091"
372,"1057"
373,"1027"
374,"876"
375,"699"
376,"658"
377,"533"
378,"445"
379,"421"
380,"402"
381,"370"
382,"390"
383,"374"
384,"400"
385,"389"
386,"368"
387,"365"
388,"352"
389,"370"
390,"381"
391,"407"
392,"421"
393,"433"
394,"497"
395,"494"
396,"577"
397,"592"
398,"598"
399,"655"
400,"723"
401,"607"
402,"648"
403,"591"
404,"578"
405,"552"
406,"528"
407,"547"
408,"558"
409,"564"
410,"594"
411,"565"
412,"539"
413,"539"
414,"477"
415,"458"
416,"438"
417,"455"
418,"400"
419,"389"
420,"411"
421,"398"
422,"409"
423,"419"
424,"415"
425,"430"
426,"439"
427,"437"
428,"426"
429,"456"
430,"411"
431,"399"
432,"435"
433,"425"
434,"414"
435,"406"
436,"437"
437,"380"
438,"411"
439,"407"
440,"389"
441,"408"
442,"417"
443,"397"
444,"392"
445,"383"
446,"408"
447,"344"
448,"421"
449,"420"
450,"389"
451,"370"
452,"400"
453,"385"
454,"407"
455,"391"
456,"416"
457,"415"
458,"400"
459,"439"
460,"394"
461,"426"
462,"401"
463,"419"
464,"425"
465,"424"
466,"435"
467,"420"
468,"382"
469,"409"
470,"424"
471,"401"
472,"427"
473,"436"
474,"412"
475,"411"
476,"423"
477,"409"
478,"418"
479,"382"
480,"412"
481,"393"
482,"389"
483,"413"
484,"375"
485,"391"
486,"389"
487,"386"
488,"387"
489,"415"
490,"416"
491,"401"
492,"444"
493,"375"
494,"426"
495,"398"
496,"400"
497,"392"
498,"380"
499,"418"
500,"385"
501,"396"
502,"413"
503,"396"
504,"392"
505,"404"
506,"407"
507,"357"
508,"398"
509,"401"
510,"397"
511,"397"
512,"384"
513,"427"
514,"437"
515,"407"
516,"402"
517,"424"
518,"424"
519,"398"
520,"427"
521,"403"
522,"391"
523,"421"
524,"411"
525,"440"
526,"460"
527,"406"
528,"422"
529,"385"
530,"411"
531,"399"
532,"382"
533,"410"
534,"422"
535,"392"
536,"399"
537,"394"
538,"369"
539,"396"
540,"414"
541,"390"
542,"364"
543,"366"
544,"413"
545,"344"
546,"367"
547,"368"
548,"405"
549,"396"
550,"392"
551,"418"
552,"389"
553,"383"
554,"350"
555,"374"
556,"392"
557,"406"
558,"393"
559,"363"
560,"376"
561,"352"
562,"383"
563,"365"
564,"320"
565,"380"
566,"371"
567,"364"
568,"362"
569,"383"
570,"352"
571,"372"
572,"354"
573,"338"
574,"342"
575,"345"
576,"363"
577,"343"
578,"357"
579,"369"
580,"339"
581,"321"
582,"392"
583,"352"
584,"395"
585,"364"
586,"378"
587,"360"
588,"385"
589,"365"
590,"370"
591,"357"
592,"374"
593,"362"
594,"341"
595,"376"
596,"402"
597,"374"
598,"369"
599,"358"
600,"350"
601,"367"
602,"381"
603,"380"
604,"388"
605,"353"
606,"391"
607,"374"
608,"435"
609,"394"
610,"383"
611,"383"
612,"376"
613,"372"
614,"374"
615,"384"
616,"394"
617,"373"
618,"372"
619,"408"
620,"374"
621,"401"
622,"368"
623,"392"
624,"378"
625,"398"
626,"412"
627,"396"
628,"401"
629,"381"
630,"408"
631,"389"
632,"364"
633,"389"
634,"367"
635,"382"
636,"386"
637,"391"
638,"360"
639,"358"
640,"360"
641,"362"
642,"373"
643,"394"
644,"355"
645,"392"
646,"399"
647,"370"
648,"375"
649,"368"
650,"397"
651,"381"
652,"359"
653,"364"
654,"357"
655,"410"
656,"462"
657,"588"
658,"569"
659,"654"
660,"740"
661,"846"
662,"952"
663,"986"
664,"1017"
665,"973"
666,"989"
667,"957"
668,"855"
669,"768"
670,"707"
671,"631"
672,"564"
673,"488"
674,"438"
675,"413"
676,"387"
677,"355"
678,"351"
679,"343"
680,"346"
681,"336"
682,"351"
683,"361"
684,"365"
685,"350"
686,"319"
687,"310"
688,"370"
689,"356"
690,"357"
691,"344"
692,"352"
693,"343"
694,"377"
695,"378"
696,"375"
697,"423"
698,"436"
699,"432"
700,"454"
701,"442"
702,"541"
703,"541"
704,"539"
705,"517"
706,"463"
707,"441"
708,"436"
709,"413"
710,"367"
711,"351"
712,"342"
713,"322"
714,"334"
715,"297"
716,"329"
717,"323"
718,"343"
719,"317"
720,"312"
721,"316"
722,"370"
723,"329"
724,"300"
725,"330"
726,"330"
727,"338"
728,"348"
729,"332"
730,"342"
731,"333"
732,"371"
733,"352"
734,"347"
735,"309"
736,"355"
737,"357"
738,"371"
739,"401"
740,"419"
741,"444"
742,"401"
743,"438"
744,"442"
745,"397"
746,"447"
747,"378"
748,"386"
749,"399"
750,"375"
751,"349"
752,"353"
753,"301"
754,"320"
755,"317"
756,"333"
757,"306"
758,"322"
759,"325"
760,"319"
761,"302"
762,"305"
763,"356"
764,"334"
765,"302"
766,"324"
767,"294"
768,"319"
769,"309"
770,"323"
771,"345"
772,"281"
773,"357"
774,"373"
775,"373"
776,"362"
777,"345"
778,"384"
779,"415"
780,"416"
781,"415"
782,"448"
783,"412"
784,"410"
785,"423"
786,"403"
787,"394"
788,"393"
789,"358"
790,"349"
791,"349"
792,"328"
793,"339"
794,"290"
795,"282"
796,"307"
797,"302"
798,"305"
799,"292"
800,"281"
801,"303"
802,"296"
803,"296"
804,"333"
805,"286"
806,"258"
807,"306"
808,"278"
809,"289"
810,"283"
811,"296"
812,"296"
813,"274"
814,"283"
815,"308"
816,"320"
817,"297"
818,"316"
819,"296"
820,"314"
821,"294"
822,"316"
823,"326"
824,"300"
825,"283"
826,"318"
827,"300"
828,"299"
829,"278"
830,"302"
831,"313"
832,"285"
833,"274"
834,"257"
835,"301"
836,"315"
837,"316"
838,"314"
839,"323"
840,"282"
841,"275"
842,"269"
843,"314"
844,"333"
845,"276"
846,"298"
847,"279"
848,"292"
849,"270"
850,"317"
851,"295"
852,"302"
853,"283"
854,"269"
855,"329"
856,"295"
857,"305"
858,"282"
859,"272"
860,"300"
861,"274"
862,"286"
863,"274"
864,"300"
865,"275"
866,"280"
867,"271"
868,"292"
869,"292"
870,"313"
871,"322"
872,"279"
873,"277"
874,"304"
875,"330"
876,"322"
877,"337"
878,"340"
879,"334"
880,"338"
881,"314"
882,"325"
883,"344"
884,"305"
885,"299"
886,"306"
887,"338"
888,"371"
889,"323"
890,"344"
891,"312"
892,"350"
893,"324"
894,"325"
895,"346"
896,"366"
897,"386"
898,"361"
899,"362"
900,"380"
901,"373"
902,"343"
903,"361"
904,"413"
905,"378"
906,"410"
907,"376"
908,"409"
909,"448"
910,"399"
911,"434"
912,"469"
913,"461"
914,"463"
915,"520"
916,"475"
917,"510"
918,"535"
919,"555"
920,"613"
921,"586"
922,"608"
923,"639"
924,"636"
925,"737"
926,"709"
927,"755"
928,"791"
929,"811"
930,"832"
931,"869"
932,"900"
933,"947"
934,"943"
935,"940"
936,"982"
937,"984"
938,"975"
939,"978"
940,"1020"
941,"994"
942,"963"
943,"972"
944,"955"
945,"943"
946,"952"
947,"931"
948,"938"
949,"874"
950,"866"
951,"851"
952,"795"
953,"745"
954,"732"
955,"709"
956,"715"
957,"650"
958,"652"
959,"541"
960,"566"
961,"571"
962,"568"
963,"498"
964,"475"
965,"473"
966,"456"
967,"434"
968,"410"
969,"418"
970,"429"
971,"399"
972,"386"
973,"423"
974,"368"
975,"342"
976,"327"
977,"317"
978,"344"
979,"343"
980,"331"
981,"274"
982,"279"
983,"287"
984,"275"
985,"262"
986,"274"
987,"302"
988,"320"
989,"317"
990,"337"
991,"365"
992,"373"
993,"391"
994,"434"
995,"433"
996,"478"
997,"528"
998,"566"
999,"535"
1000,"663"
1001,"584"
1002,"630"
1003,"690"
1004,"719"
1005,"650"
1006,"595"
1007,"612"
1008,"532"
1009,"484"
1010,"437"
1011,"382"
1012,"338"
1013,"321"
1014,"320"
1015,"288"
1016,"262"
1017,"252"
1018,"267"
1019,"242"
1020,"252"
1021,"265"
1022,"292"
1023,"267"
1024,"260"
1025,"245"
1026,"261"
1027,"305"
1028,"263"
1029,"270"
1030,"278"
1031,"258"
1032,"269"
1033,"263"
1034,"292"
1035,"292"
1036,"335"
1037,"327"
1038,"352"
1039,"361"
1040,"360"
1041,"392"
1042,"401"
1043,"396"
1044,"417"
1045,"462"
1046,"503"
1047,"502"
1048,"504"
1049,"451"
1050,"487"
1051,"488"
1052,"517"
1053,"491"
1054,"509"
1055,"478"
1056,"438"
1057,"381"
1058,"407"
1059,"371"
1060,"357"
1061,"338"
1062,"307"
1063,"333"
1064,"308"
1065,"300"
1066,"292"
1067,"270"
1068,"269"
1069,"278"
1070,"263"
1071,"295"
1072,"235"
1073,"258"
1074,"274"
1075,"252"
1076,"237"
1077,"262"
1078,"240"
1079,"241"
1080,"248"
1081,"214"
1082,"231"
1083,"235"
1084,"209"
1085,"208"
1086,"234"
1087,"189"
1088,"208"
1089,"218"
1090,"204"
1091,"194"
1092,"180"
1093,"234"
1094,"185"
1095,"220"
1096,"221"
1097,"180"
1098,"181"
1099,"191"
1100,"190"
1101,"185"
1102,"197"
1103,"179"
1104,"183"
1105,"190"
1106,"181"
1107,"185"
1108,"171"
1109,"168"
1110,"179"
1111,"181"
1112,"180"
1113,"194"
1114,"165"
1115,"186"
1116,"155"
1117,"172"
1118,"176"
1119,"176"
1120,"169"
1121,"152"
1122,"185"
1123,"203"
1124,"185"
1125,"203"
1126,"227"
1127,"240"
1128,"207"
1129,"242"
1130,"240"
1131,"225"
1132,"217"
1133,"205"
1134,"206"
1135,"202"
1136,"185"
1137,"185"
1138,"194"
1139,"163"
1140,"178"
1141,"167"
1142,"164"
1143,"177"
1144,"167"
1145,"172"
