Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L2-5A 2phi 0"
Duration Time,60.097
Ambient Temperature,"101.2"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"808931"
Raw Accumulated Counts,"840575"
Valid Count Last Packet,"12715"
Raw Count Last Packet,"13218"
Live Time,58.142014
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.0864
Number of Channels,2048
Vacuum,761
Channel#,Intensity
0,"1795"
1,"1421"
2,"970"
3,"474"
4,"202"
5,"57"
6,"13"
7,"4"
8,"1"
9,"1"
10,"1"
11,"1"
12,"1"
13,"0"
14,"1"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"2"
22,"22"
23,"85"
24,"144"
25,"166"
26,"166"
27,"170"
28,"180"
29,"163"
30,"158"
31,"165"
32,"164"
33,"149"
34,"177"
35,"123"
36,"144"
37,"163"
38,"144"
39,"141"
40,"125"
41,"144"
42,"148"
43,"142"
44,"155"
45,"180"
46,"161"
47,"170"
48,"152"
49,"171"
50,"153"
51,"166"
52,"144"
53,"137"
54,"126"
55,"162"
56,"179"
57,"128"
58,"155"
59,"174"
60,"140"
61,"130"
62,"140"
63,"119"
64,"125"
65,"113"
66,"111"
67,"127"
68,"127"
69,"147"
70,"146"
71,"181"
72,"226"
73,"237"
74,"282"
75,"266"
76,"226"
77,"243"
78,"226"
79,"184"
80,"171"
81,"220"
82,"317"
83,"474"
84,"624"
85,"819"
86,"942"
87,"908"
88,"784"
89,"594"
90,"485"
91,"310"
92,"247"
93,"186"
94,"130"
95,"155"
96,"162"
97,"165"
98,"142"
99,"155"
100,"149"
101,"146"
102,"158"
103,"126"
104,"117"
105,"128"
106,"121"
107,"119"
108,"142"
109,"177"
110,"167"
111,"209"
112,"251"
113,"313"
114,"344"
115,"369"
116,"334"
117,"294"
118,"257"
119,"231"
120,"201"
121,"215"
122,"234"
123,"253"
124,"243"
125,"277"
126,"392"
127,"530"
128,"769"
129,"1031"
130,"1359"
131,"1612"
132,"1893"
133,"2096"
134,"2181"
135,"2082"
136,"1825"
137,"1633"
138,"1395"
139,"1470"
140,"1489"
141,"1448"
142,"1497"
143,"1526"
144,"1710"
145,"1735"
146,"1864"
147,"1780"
148,"1702"
149,"1374"
150,"1091"
151,"812"
152,"555"
153,"393"
154,"354"
155,"348"
156,"414"
157,"487"
158,"624"
159,"892"
160,"1323"
161,"1974"
162,"2881"
163,"3611"
164,"4285"
165,"4318"
166,"4006"
167,"3283"
168,"2354"
169,"1548"
170,"1009"
171,"623"
172,"411"
173,"332"
174,"430"
175,"523"
176,"720"
177,"894"
178,"1093"
179,"1302"
180,"1700"
181,"1894"
182,"2171"
183,"2203"
184,"2205"
185,"1846"
186,"1513"
187,"1166"
188,"787"
189,"475"
190,"321"
191,"255"
192,"216"
193,"244"
194,"209"
195,"283"
196,"331"
197,"420"
198,"503"
199,"482"
200,"509"
201,"501"
202,"435"
203,"340"
204,"319"
205,"293"
206,"243"
207,"226"
208,"237"
209,"239"
210,"215"
211,"248"
212,"249"
213,"245"
214,"265"
215,"256"
216,"292"
217,"348"
218,"438"
219,"680"
220,"898"
221,"1125"
222,"1475"
223,"1619"
224,"1768"
225,"1787"
226,"1579"
227,"1259"
228,"1072"
229,"736"
230,"587"
231,"447"
232,"400"
233,"315"
234,"361"
235,"350"
236,"336"
237,"317"
238,"346"
239,"372"
240,"405"
241,"446"
242,"496"
243,"535"
244,"619"
245,"622"
246,"623"
247,"600"
248,"532"
249,"530"
250,"439"
251,"396"
252,"370"
253,"358"
254,"380"
255,"313"
256,"358"
257,"350"
258,"343"
259,"340"
260,"341"
261,"342"
262,"348"
263,"360"
264,"363"
265,"388"
266,"338"
267,"380"
268,"404"
269,"416"
270,"395"
271,"390"
272,"403"
273,"386"
274,"399"
275,"389"
276,"357"
277,"404"
278,"405"
279,"356"
280,"385"
281,"405"
282,"382"
283,"405"
284,"416"
285,"403"
286,"432"
287,"473"
288,"429"
289,"605"
290,"566"
291,"600"
292,"692"
293,"669"
294,"697"
295,"638"
296,"659"
297,"605"
298,"556"
299,"480"
300,"462"
301,"492"
302,"524"
303,"547"
304,"542"
305,"563"
306,"599"
307,"641"
308,"781"
309,"1120"
310,"1636"
311,"2711"
312,"4221"
313,"6652"
314,"9768"
315,"13753"
316,"17313"
317,"19919"
318,"21785"
319,"21514"
320,"19426"
321,"16267"
322,"12305"
323,"8631"
324,"5629"
325,"3460"
326,"2160"
327,"1265"
328,"884"
329,"658"
330,"568"
331,"529"
332,"536"
333,"514"
334,"507"
335,"545"
336,"546"
337,"557"
338,"586"
339,"558"
340,"609"
341,"682"
342,"754"
343,"870"
344,"1114"
345,"1354"
346,"1834"
347,"2329"
348,"2930"
349,"3413"
350,"3706"
351,"3844"
352,"3720"
353,"3235"
354,"2730"
355,"2156"
356,"1715"
357,"1388"
358,"1073"
359,"896"
360,"870"
361,"791"
362,"779"
363,"813"
364,"806"
365,"880"
366,"960"
367,"968"
368,"1048"
369,"1167"
370,"1212"
371,"1218"
372,"1245"
373,"1099"
374,"985"
375,"922"
376,"728"
377,"664"
378,"534"
379,"504"
380,"468"
