Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-3CDAE 1phi 1"
189,"227"
190,"228"
191,"223"
192,"171"
193,"159"
194,"216"
195,"226"
196,"243"
197,"270"
198,"265"
199,"270"
200,"269"
201,"239"
202,"228"
203,"237"
204,"230"
205,"208"
206,"210"
207,"203"
208,"204"
209,"218"
210,"214"
211,"210"
212,"219"
213,"202"
214,"216"
215,"234"
216,"240"
217,"257"
218,"273"
219,"253"
220,"344"
221,"356"
222,"392"
223,"407"
224,"375"
225,"393"
226,"330"
227,"330"
228,"291"
229,"228"
230,"254"
231,"214"
232,"257"
233,"258"
234,"257"
235,"250"
236,"291"
237,"293"
238,"306"
239,"312"
240,"336"
241,"335"
242,"334"
243,"323"
244,"320"
245,"351"
246,"352"
247,"309"
248,"307"
249,"281"
250,"291"
251,"297"
252,"301"
253,"300"
254,"328"
255,"287"
256,"309"
257,"303"
258,"324"
259,"326"
260,"289"
261,"302"
262,"278"
263,"289"
264,"302"
265,"273"
266,"321"
267,"321"
268,"347"
269,"333"
270,"321"
271,"366"
272,"388"
273,"359"
274,"375"
275,"392"
276,"375"
277,"369"
278,"396"
279,"438"
280,"426"
281,"421"
282,"428"
283,"436"
284,"444"
285,"493"
286,"425"
287,"423"
288,"428"
289,"429"
290,"424"
291,"462"
292,"460"
293,"451"
294,"386"
295,"387"
296,"455"
297,"437"
298,"403"
299,"403"
300,"444"
301,"422"
302,"419"
303,"440"
304,"434"
305,"416"
306,"417"
307,"454"
308,"458"
309,"489"
310,"535"
311,"637"
312,"812"
313,"965"
314,"1238"
315,"1431"
316,"1683"
317,"1834"
318,"1882"
319,"1838"
320,"1740"
321,"1402"
322,"1145"
323,"911"
324,"733"
325,"659"
326,"532"
327,"477"
328,"494"
329,"454"
330,"483"
331,"453"
332,"443"
333,"472"
334,"428"
335,"488"
336,"496"
337,"468"
338,"521"
339,"550"
340,"518"
341,"536"
342,"516"
343,"518"
344,"581"
345,"581"
346,"597"
347,"696"
348,"711"
349,"699"
350,"771"
351,"768"
352,"731"
353,"727"
354,"680"
355,"685"
356,"718"
357,"674"
358,"745"
359,"721"
360,"787"
361,"796"
362,"817"
363,"918"
364,"923"
365,"971"
366,"1058"
367,"1143"
368,"1104"
369,"1296"
370,"1344"
371,"1314"
372,"1312"
373,"1139"
374,"1018"
375,"893"
376,"744"
377,"664"
378,"553"
379,"502"
380,"485"
381,"454"
382,"484"
383,"441"
384,"491"
385,"462"
386,"426"
387,"461"
388,"399"
389,"412"
390,"440"
391,"414"
392,"516"
393,"472"
394,"575"
395,"547"
396,"592"
397,"638"
398,"705"
399,"751"
400,"708"
401,"694"
402,"694"
403,"679"
404,"679"
405,"633"
406,"601"
407,"640"
408,"594"
409,"653"
410,"644"
411,"663"
412,"568"
413,"618"
414,"582"
415,"557"
416,"534"
417,"536"
418,"443"
419,"472"
420,"501"
421,"464"
422,"524"
423,"529"
424,"496"
425,"505"
426,"489"
427,"496"
428,"492"
429,"482"
430,"473"
431,"460"
432,"542"
433,"540"
434,"468"
435,"507"
436,"527"
437,"545"
438,"551"
439,"476"
440,"517"
441,"565"
442,"551"
443,"522"
444,"526"
445,"546"
446,"454"
447,"440"
448,"473"
449,"428"
450,"477"
451,"435"
452,"454"
453,"477"
454,"493"
455,"457"
456,"511"
457,"506"
458,"527"
459,"506"
460,"513"
461,"516"
462,"518"
463,"510"
464,"526"
465,"472"
466,"511"
467,"542"
468,"524"
469,"524"
470,"505"
471,"501"
472,"515"
473,"505"
474,"488"
475,"490"
476,"505"
477,"492"
478,"471"
479,"500"
480,"468"
481,"471"
482,"467"
483,"450"
484,"493"
485,"522"
486,"516"
487,"500"
488,"549"
489,"494"
490,"470"
491,"514"
492,"480"
493,"519"
494,"533"
495,"501"
496,"486"
497,"533"
498,"493"
499,"514"
500,"561"
501,"519"
502,"523"
503,"480"
504,"512"
505,"529"
506,"530"
507,"519"
508,"549"
509,"531"
510,"545"
511,"534"
512,"539"
513,"533"
514,"528"
515,"529"
516,"500"
517,"558"
518,"527"
519,"522"
520,"508"
521,"551"
522,"574"
523,"545"
524,"558"
525,"540"
526,"537"
527,"547"
528,"532"
529,"548"
530,"494"
531,"534"
532,"516"
533,"452"
534,"522"
535,"495"
536,"541"
537,"487"
538,"515"
539,"518"
540,"479"
541,"474"
542,"492"
543,"518"
544,"491"
545,"511"
546,"527"
547,"529"
548,"476"
549,"480"
550,"493"
551,"488"
552,"461"
553,"507"
554,"489"
555,"491"
556,"466"
557,"499"
558,"504"
559,"446"
560,"526"
561,"507"
562,"508"
563,"530"
564,"515"
565,"527"
566,"508"
567,"502"
568,"540"
569,"484"
570,"457"
571,"526"
572,"539"
573,"492"
574,"511"
575,"520"
576,"496"
577,"500"
578,"472"
579,"459"
580,"502"
581,"501"
582,"491"
583,"534"
584,"515"
585,"542"
586,"513"
587,"428"
588,"529"
589,"517"
590,"477"
591,"475"
592,"487"
593,"487"
594,"510"
595,"531"
596,"521"
597,"536"
598,"479"
599,"488"
600,"505"
601,"479"
602,"511"
603,"547"
604,"510"
605,"481"
606,"490"
607,"505"
608,"481"
609,"511"
610,"481"
611,"476"
612,"480"
613,"487"
614,"492"
615,"520"
616,"511"
617,"511"
618,"496"
619,"523"
620,"514"
621,"475"
622,"520"
623,"512"
624,"546"
625,"537"
626,"573"
627,"500"
628,"552"
629,"524"
630,"561"
631,"539"
632,"552"
633,"479"
634,"488"
635,"515"
636,"522"
637,"494"
638,"508"
639,"502"
640,"505"
641,"571"
642,"523"
643,"513"
644,"485"
645,"504"
646,"488"
647,"492"
648,"511"
649,"482"
650,"510"
651,"530"
652,"546"
653,"511"
654,"484"
655,"579"
656,"603"
657,"614"
658,"697"
659,"735"
660,"775"
661,"844"
662,"888"
663,"931"
664,"1006"
665,"930"
666,"913"
667,"907"
668,"855"
669,"751"
670,"739"
671,"691"
672,"586"
673,"577"
674,"541"
675,"534"
676,"503"
677,"505"
678,"513"
679,"503"
680,"531"
681,"518"
682,"484"
683,"481"
684,"470"
685,"526"
686,"498"
687,"511"
688,"459"
689,"488"
690,"531"
691,"525"
692,"583"
693,"519"
694,"602"
695,"666"
696,"661"
697,"752"
698,"846"
699,"865"
700,"956"
701,"949"
702,"1025"
703,"990"
704,"992"
705,"988"
706,"908"
707,"903"
708,"760"
709,"710"
710,"650"
711,"593"
712,"570"
713,"560"
714,"468"
715,"484"
716,"456"
717,"447"
718,"472"
719,"452"
720,"486"
721,"460"
722,"547"
723,"458"
724,"445"
725,"479"
726,"464"
727,"471"
728,"484"
729,"466"
730,"497"
731,"473"
732,"511"
733,"456"
734,"452"
735,"467"
736,"470"
737,"502"
738,"499"
739,"526"
740,"506"
741,"535"
742,"518"
743,"551"
744,"491"
745,"568"
746,"524"
747,"495"
748,"534"
749,"479"
750,"488"
751,"497"
752,"461"
753,"485"
754,"482"
755,"416"
756,"445"
757,"459"
758,"446"
759,"404"
760,"478"
761,"461"
762,"466"
763,"479"
764,"500"
765,"442"
766,"440"
767,"448"
768,"464"
769,"444"
770,"441"
771,"457"
772,"419"
773,"428"
774,"489"
775,"476"
776,"475"
777,"480"
778,"449"
779,"495"
780,"544"
781,"547"
782,"593"
783,"571"
784,"613"
785,"598"
786,"577"
787,"572"
788,"540"
789,"533"
790,"514"
791,"506"
792,"514"
793,"505"
794,"463"
795,"460"
796,"433"
797,"475"
798,"460"
799,"442"
800,"444"
801,"438"
802,"412"
803,"469"
804,"455"
805,"418"
806,"432"
807,"440"
808,"439"
809,"415"
810,"400"
811,"473"
812,"426"
813,"461"
814,"404"
815,"420"
816,"431"
817,"407"
818,"441"
819,"415"
820,"389"
821,"408"
822,"400"
823,"447"
824,"428"
825,"449"
826,"424"
827,"421"
828,"425"
829,"415"
830,"459"
831,"421"
832,"465"
833,"428"
834,"417"
835,"456"
836,"405"
837,"409"
838,"439"
839,"431"
840,"409"
841,"432"
842,"415"
843,"425"
844,"452"
845,"459"
846,"442"
847,"425"
848,"421"
849,"453"
850,"440"
851,"440"
852,"429"
853,"435"
854,"417"
855,"409"
856,"415"
857,"429"
858,"423"
859,"423"
860,"419"
861,"428"
862,"421"
863,"446"
864,"456"
865,"424"
866,"457"
867,"457"
868,"463"
869,"475"
870,"431"
871,"439"
872,"468"
873,"414"
874,"469"
875,"443"
876,"460"
877,"461"
878,"473"
879,"483"
880,"447"
881,"470"
882,"444"
883,"513"
884,"469"
885,"474"
886,"501"
887,"471"
888,"495"
889,"488"
890,"495"
891,"505"
892,"464"
893,"493"
894,"468"
895,"474"
896,"493"
897,"531"
898,"531"
899,"511"
900,"571"
901,"535"
902,"509"
903,"565"
904,"561"
905,"581"
906,"552"
907,"562"
908,"621"
909,"629"
910,"616"
911,"638"
912,"751"
913,"691"
914,"716"
915,"710"
916,"760"
917,"766"
918,"779"
919,"896"
920,"876"
921,"914"
922,"916"
923,"953"
924,"997"
925,"1062"
926,"1091"
927,"1181"
928,"1228"
929,"1250"
930,"1282"
931,"1314"
932,"1381"
933,"1372"
934,"1369"
935,"1476"
936,"1435"
937,"1537"
938,"1451"
939,"1538"
940,"1527"
941,"1521"
942,"1493"
943,"1462"
944,"1501"
945,"1348"
946,"1401"
947,"1356"
948,"1336"
949,"1263"
950,"1246"
951,"1188"
952,"1101"
953,"1115"
954,"1092"
955,"1079"
956,"1017"
957,"973"
958,"850"
959,"886"
960,"838"
961,"791"
962,"750"
963,"778"
964,"730"
965,"705"
966,"648"
967,"631"
968,"608"
969,"579"
970,"573"
971,"528"
972,"549"
973,"528"
974,"535"
975,"484"
976,"546"
977,"458"
978,"505"
979,"490"
980,"428"
981,"419"
982,"433"
983,"412"
984,"434"
985,"432"
986,"439"
987,"459"
988,"448"
989,"443"
990,"475"
991,"493"
992,"532"
993,"582"
994,"598"
995,"686"
996,"705"
997,"739"
998,"824"
999,"838"
1000,"904"
1001,"912"
1002,"945"
1003,"998"
1004,"955"
1005,"928"
1006,"889"
1007,"818"
1008,"787"
1009,"710"
1010,"561"
1011,"554"
1012,"503"
1013,"465"
1014,"441"
1015,"410"
1016,"363"
1017,"361"
1018,"390"
1019,"378"
1020,"380"
1021,"344"
1022,"357"
1023,"397"
1024,"336"
1025,"385"
1026,"378"
1027,"374"
1028,"406"
1029,"415"
1030,"379"
1031,"428"
1032,"412"
1033,"429"
1034,"445"
1035,"462"
1036,"459"
1037,"507"
1038,"495"
1039,"509"
1040,"523"
1041,"516"
1042,"607"
1043,"580"
1044,"633"
1045,"626"
1046,"636"
1047,"677"
1048,"757"
1049,"664"
1050,"689"
1051,"677"
1052,"699"
1053,"695"
1054,"651"
1055,"632"
1056,"585"
1057,"580"
1058,"545"
1059,"567"
1060,"525"
1061,"509"
1062,"506"
1063,"454"
1064,"472"
1065,"426"
1066,"432"
1067,"423"
1068,"395"
1069,"408"
1070,"418"
1071,"362"
1072,"366"
1073,"368"
1074,"362"
1075,"337"
1076,"352"
1077,"312"
1078,"333"
1079,"311"
1080,"323"
1081,"319"
1082,"331"
1083,"322"
1084,"349"
1085,"296"
1086,"312"
1087,"309"
1088,"301"
1089,"290"
1090,"306"
1091,"290"
1092,"286"
1093,"295"
1094,"304"
1095,"301"
1096,"272"
1097,"287"
1098,"255"
1099,"286"
1100,"279"
1101,"259"
1102,"247"
1103,"262"
1104,"261"
1105,"267"
1106,"289"
1107,"250"
1108,"232"
1109,"239"
1110,"255"
1111,"231"
1112,"237"
1113,"279"
1114,"245"
1115,"240"
1116,"223"
1117,"241"
1118,"266"
1119,"245"
1120,"255"
1121,"281"
1122,"289"
1123,"325"
1124,"285"
1125,"307"
1126,"327"
1127,"318"
1128,"321"
1129,"345"
1130,"301"
1131,"327"
1132,"284"
1133,"291"
1134,"275"
1135,"321"
1136,"277"
1137,"275"
1138,"238"
1139,"256"
1140,"221"
1141,"228"
1142,"220"
1143,"247"
1144,"238"
1145,"231"
1146,"221"
1147,"255"
1148,"231"
1149,"260"
1150,"229"
1151,"237"
1152,"257"
1153,"263"
1154,"222"
1155,"261"
1156,"228"
1157,"258"
1158,"237"
1159,"214"
1160,"198"
1161,"201"
1162,"212"
1163,"212"
1164,"198"
1165,"224"
1166,"231"
1167,"212"
1168,"210"
1169,"206"
1170,"243"
1171,"221"
1172,"242"
1173,"228"
1174,"200"
1175,"225"
1176,"225"
1177,"235"
1178,"245"
1179,"248"
1180,"252"
1181,"225"
1182,"271"
1183,"271"
1184,"256"
1185,"224"
1186,"238"
1187,"244"
1188,"245"
1189,"237"
1190,"230"
1191,"223"
1192,"183"
1193,"228"
1194,"204"
1195,"212"
1196,"224"
1197,"205"
1198,"192"
1199,"223"
1200,"210"
1201,"194"
1202,"190"
1203,"205"
1204,"220"
1205,"196"
1206,"204"
1207,"197"
1208,"199"
1209,"211"
1210,"204"
1211,"189"
1212,"208"
1213,"206"
1214,"185"
1215,"194"
1216,"195"
1217,"182"
1218,"185"
1219,"191"
1220,"199"
1221,"186"
1222,"195"
1223,"194"
1224,"207"
1225,"183"
1226,"193"
1227,"175"
1228,"192"
1229,"168"
1230,"158"
1231,"155"
1232,"212"
1233,"193"
1234,"166"
1235,"180"
1236,"184"
1237,"196"
1238,"164"
1239,"193"
1240,"159"
1241,"174"
1242,"180"
1243,"176"
1244,"162"
1245,"152"
1246,"167"
1247,"183"
1248,"186"
1249,"200"
1250,"188"
1251,"176"
1252,"153"
1253,"168"
1254,"186"
1255,"167"
1256,"179"
1257,"188"
1258,"186"
1259,"160"
1260,"178"
1261,"189"
1262,"179"
1263,"190"
1264,"177"
1265,"191"
1266,"157"
1267,"186"
1268,"163"
1269,"163"
1270,"175"
1271,"159"
1272,"178"
1273,"171"
1274,"194"
1275,"170"
1276,"157"
1277,"169"
1278,"167"
1279,"152"
1280,"161"
1281,"187"
1282,"167"
1283,"187"
1284,"153"
1285,"151"
1286,"152"
1287,"148"
1288,"148"
1289,"158"
1290,"148"
1291,"139"
1292,"140"
1293,"164"
1294,"174"
1295,"176"
1296,"162"
1297,"171"
1298,"168"
1299,"145"
1300,"161"
1301,"151"
1302,"149"
1303,"145"
1304,"139"
1305,"149"
1306,"158"
1307,"154"
1308,"134"
1309,"129"
1310,"149"
1311,"136"
1312,"141"
1313,"135"
1314,"138"
1315,"164"
1316,"148"
1317,"146"
1318,"131"
1319,"139"
1320,"150"
1321,"152"
1322,"153"
1323,"151"
1324,"134"
1325,"127"
1326,"126"
1327,"141"
1328,"117"
1329,"136"
1330,"131"
1331,"124"
1332,"130"
1333,"149"
1334,"128"
1335,"148"
1336,"104"
1337,"136"
1338,"145"
1339,"130"
1340,"141"
1341,"132"
1342,"138"
1343,"114"
1344,"135"
1345,"135"
1346,"131"
1347,"135"
1348,"126"
1349,"132"
1350,"141"
1351,"141"
1352,"129"
1353,"136"
1354,"131"
1355,"142"
1356,"128"
1357,"133"
1358,"136"
1359,"143"
1360,"126"
1361,"128"
1362,"131"
1363,"119"
1364,"131"
1365,"121"
1366,"143"
1367,"109"
1368,"110"
1369,"109"
1370,"133"
1371,"106"
1372,"124"
1373,"103"
1374,"129"
1375,"121"
1376,"121"
1377,"138"
1378,"125"
1379,"132"
1380,"113"
1381,"131"
1382,"120"
1383,"126"
1384,"120"
1385,"106"
1386,"116"
1387,"120"
1388,"109"
1389,"131"
1390,"104"
1391,"122"
1392,"126"
1393,"107"
1394,"104"
1395,"111"
1396,"127"
1397,"118"
1398,"128"
1399,"120"
1400,"115"
1401,"119"
1402,"114"
1403,"112"
1404,"123"
1405,"116"
1406,"105"
1407,"114"
1408,"107"
1409,"119"
1410,"126"
1411,"125"
1412,"104"
1413,"123"
1414,"128"
1415,"116"
1416,"113"
1417,"96"
1418,"96"
1419,"107"
1420,"103"
1421,"113"
1422,"99"
1423,"104"
1424,"96"
1425,"96"
1426,"98"
1427,"108"
1428,"112"
1429,"98"
1430,"122"
1431,"113"
1432,"92"
1433,"107"
1434,"97"
1435,"94"
1436,"110"
1437,"117"
1438,"96"
1439,"104"
1440,"96"
1441,"95"
1442,"107"
1443,"117"
1444,"91"
1445,"122"
1446,"104"
1447,"107"
1448,"106"
1449,"91"
1450,"96"
1451,"88"
1452,"82"
1453,"104"
1454,"85"
1455,"89"
1456,"101"
1457,"104"
1458,"96"
1459,"90"
1460,"101"
1461,"99"
1462,"85"
1463,"83"
1464,"89"
1465,"76"
1466,"102"
1467,"91"
1468,"94"
1469,"77"
1470,"98"
1471,"78"
1472,"94"
1473,"80"
1474,"95"
1475,"107"
1476,"91"
1477,"103"
1478,"91"
1479,"89"
1480,"81"
1481,"79"
1482,"84"
1483,"90"
1484,"87"
1485,"83"
1486,"89"
1487,"93"
1488,"69"
1489,"70"
1490,"78"
1491,"73"
1492,"56"
1493,"66"
1494,"77"
1495,"83"
1496,"84"
1497,"71"
1498,"81"
1499,"64"
1500,"63"
1501,"85"
1502,"72"
1503,"65"
1504,"73"
1505,"72"
1506,"80"
1507,"60"
1508,"68"
1509,"72"
1510,"58"
1511,"76"
1512,"81"
1513,"77"
1514,"67"
1515,"61"
1516,"63"
1517,"82"
1518,"77"
1519,"59"
1520,"75"
1521,"68"
1522,"61"
1523,"61"
1524,"66"
1525,"77"
1526,"61"
1527,"59"
1528,"87"
1529,"63"
1530,"63"
1531,"59"
1532,"39"
1533,"64"
1534,"57"
1535,"73"
1536,"56"
1537,"67"
1538,"74"
1539,"64"
1540,"55"
1541,"65"
1542,"71"
1543,"51"
1544,"52"
1545,"50"
1546,"69"
1547,"63"
1548,"59"
1549,"64"
1550,"85"
1551,"59"
1552,"67"
1553,"53"
1554,"65"
1555,"56"
1556,"49"
1557,"34"
1558,"45"
1559,"46"
1560,"54"
1561,"52"
1562,"61"
1563,"42"
1564,"45"
1565,"45"
1566,"40"
1567,"62"
1568,"56"
1569,"54"
1570,"47"
1571,"51"
1572,"52"
1573,"52"
1574,"39"
1575,"50"
1576,"44"
1577,"47"
1578,"58"
1579,"45"
1580,"47"
1581,"43"
1582,"52"
1583,"41"
1584,"47"
1585,"43"
1586,"42"
1587,"46"
1588,"52"
1589,"42"
1590,"46"
1591,"48"
1592,"50"
1593,"41"
1594,"48"
1595,"42"
1596,"41"
1597,"38"
1598,"45"
1599,"39"
1600,"35"
1601,"35"
1602,"40"
1603,"40"
1604,"42"
1605,"57"
1606,"41"
1607,"44"
1608,"43"
1609,"50"
1610,"45"
1611,"44"
1612,"41"
1613,"36"
1614,"37"
1615,"43"
1616,"30"
1617,"43"
1618,"37"
1619,"34"
1620,"43"
1621,"36"
1622,"48"
1623,"36"
1624,"24"
1625,"29"
1626,"34"
1627,"31"
1628,"37"
1629,"20"
1630,"43"
1631,"31"
1632,"25"
1633,"27"
1634,"37"
1635,"28"
1636,"30"
1637,"34"
1638,"35"
1639,"37"
1640,"32"
1641,"33"
1642,"28"
1643,"29"
1644,"25"
1645,"28"
1646,"24"
1647,"29"
1648,"26"
1649,"30"
1650,"25"
1651,"32"
1652,"22"
1653,"16"
1654,"22"
1655,"26"
1656,"30"
1657,"24"
1658,"17"
1659,"23"
1660,"29"
1661,"25"
1662,"28"
1663,"19"
1664,"23"
1665,"19"
1666,"21"
1667,"22"
1668,"14"
1669,"17"
1670,"13"
1671,"12"
1672,"26"
1673,"23"
1674,"18"
1675,"15"
1676,"22"
1677,"16"
1678,"16"
1679,"18"
1680,"28"
1681,"16"
1682,"19"
1683,"11"
1684,"12"
1685,"14"
1686,"19"
1687,"16"
1688,"20"
1689,"18"
1690,"13"
1691,"11"
1692,"24"
1693,"14"
1694,"15"
1695,"20"
1696,"20"
1697,"12"
1698,"9"
1699,"11"
1700,"14"
1701,"13"
1702,"12"
1703,"15"
1704,"6"
1705,"16"
1706,"5"
1707,"8"
1708,"13"
1709,"5"
1710,"11"
1711,"14"
1712,"19"
1713,"7"
1714,"12"
1715,"15"
1716,"10"
1717,"9"
1718,"11"
1719,"6"
1720,"7"
1721,"7"
1722,"7"
1723,"7"
1724,"5"
1725,"7"
1726,"15"
1727,"2"
1728,"6"
1729,"9"
1730,"6"
1731,"8"
1732,"5"
1733,"11"
1734,"7"
1735,"5"
1736,"6"
1737,"11"
1738,"6"
1739,"8"
1740,"5"
1741,"4"
1742,"7"
1743,"3"
1744,"10"
1745,"3"
1746,"6"
1747,"7"
1748,"8"
1749,"2"
1750,"3"
1751,"7"
1752,"0"
1753,"3"
1754,"4"
1755,"8"
1756,"6"
1757,"5"
1758,"1"
1759,"5"
1760,"5"
1761,"0"
1762,"1"
1763,"2"
1764,"3"
1765,"3"
1766,"0"
1767,"3"
1768,"1"
1769,"1"
1770,"1"
1771,"0"
1772,"2"
1773,"2"
1774,"7"
1775,"3"
1776,"2"
1777,"3"
1778,"5"
1779,"3"
1780,"4"
1781,"3"
1782,"2"
1783,"1"
1784,"1"
1785,"1"
1786,"6"
1787,"3"
1788,"2"
1789,"3"
1790,"3"
1791,"2"
1792,"3"
1793,"2"
1794,"3"
1795,"2"
1796,"2"
1797,"1"
1798,"1"
1799,"3"
1800,"0"
1801,"3"
1802,"3"
1803,"3"
1804,"1"
1805,"3"
1806,"1"
1807,"2"
1808,"3"
1809,"6"
1810,"2"
1811,"0"
1812,"1"
1813,"1"
1814,"2"
1815,"3"
1816,"2"
1817,"1"
1818,"2"
1819,"1"
1820,"1"
1821,"2"
1822,"2"
1823,"1"
1824,"2"
1825,"0"
1826,"0"
1827,"1"
1828,"0"
1829,"1"
1830,"0"
1831,"0"
1832,"0"
1833,"1"
1834,"0"
1835,"2"
1836,"0"
1837,"1"
1838,"0"
1839,"1"
1840,"1"
1841,"2"
1842,"1"
1843,"2"
1844,"1"
1845,"0"
1846,"1"
1847,"1"
1848,"1"
1849,"1"
1850,"2"
1851,"0"
1852,"1"
1853,"1"
1854,"2"
1855,"4"
1856,"4"
1857,"2"
1858,"1"
1859,"1"
1860,"1"
1861,"2"
1862,"1"
1863,"1"
1864,"0"
1865,"2"
1866,"1"
1867,"0"
1868,"1"
1869,"0"
1870,"0"
1871,"0"
1872,"3"
1873,"1"
1874,"0"
1875,"1"
1876,"0"
1877,"0"
1878,"1"
1879,"1"
1880,"0"
1881,"0"
1882,"0"
1883,"0"
1884,"1"
1885,"1"
1886,"0"
1887,"2"
1888,"0"
1889,"1"
1890,"2"
1891,"1"
1892,"0"
1893,"0"
1894,"0"
1895,"0"
1896,"0"
1897,"0"
1898,"1"
1899,"0"
1900,"1"
1901,"0"
1902,"0"
1903,"0"
1904,"0"
1905,"0"
1906,"0"
1907,"0"
1908,"0"
1909,"0"
1910,"0"
1911,"2"
1912,"0"
1913,"2"
1914,"3"
1915,"0"
1916,"0"
1917,"0"
1918,"0"
1919,"1"
1920,"0"
1921,"0"
1922,"0"
1923,"0"
1924,"0"
1925,"0"
1926,"0"
1927,"0"
1928,"1"
1929,"0"
1930,"1"
1931,"0"
1932,"1"
1933,"0"
1934,"1"
1935,"0"
1936,"0"
1937,"0"
1938,"0"
1939,"1"
1940,"0"
1941,"0"
1942,"0"
1943,"0"
1944,"0"
1945,"0"
1946,"0"
1947,"0"
1948,"0"
1949,"1"
1950,"0"
1951,"0"
1952,"0"
1953,"0"
1954,"2"
1955,"0"
1956,"0"
1957,"0"
1958,"0"
1959,"1"
1960,"0"
1961,"0"
1962,"0"
1963,"0"
1964,"0"
1965,"0"
1966,"0"
1967,"0"
1968,"0"
1969,"0"
1970,"0"
1971,"1"
1972,"0"
1973,"0"
1974,"0"
1975,"0"
1976,"0"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"0"
1982,"0"
1983,"0"
1984,"0"
1985,"0"
1986,"1"
1987,"0"
1988,"0"
1989,"0"
1990,"0"
1991,"0"
1992,"0"
1993,"0"
1994,"0"
1995,"0"
1996,"0"
1997,"0"
1998,"0"
1999,"0"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"0"
2007,"0"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"1"
2013,"1"
2014,"0"
2015,"1"
2016,"0"
2017,"0"
2018,"0"
2019,"1"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"1"
2025,"0"
2026,"1"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"1"
2036,"0"
2037,"0"
2038,"0"
2039,"1"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"0"


