Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-5A 0phi 0"
Duration Time,60.028
Ambient Temperature,"86.6"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"713642"
Raw Accumulated Counts,"739504"
Valid Count Last Packet,"11225"
Raw Count Last Packet,"11655"
Live Time,58.267990
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.8057
Number of Channels,2048
Vacuum,760
Channel#,Intensity
0,"1792"
1,"1496"
2,"931"
3,"510"
4,"220"
5,"64"
6,"18"
7,"4"
8,"2"
9,"1"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"12"
22,"42"
23,"122"
24,"174"
25,"198"
26,"189"
27,"188"
28,"171"
29,"178"
30,"166"
31,"179"
32,"168"
33,"180"
34,"156"
35,"180"
36,"174"
37,"163"
38,"137"
39,"158"
40,"152"
41,"135"
42,"156"
43,"160"
44,"140"
45,"160"
46,"151"
47,"155"
48,"180"
49,"154"
50,"173"
51,"146"
52,"149"
53,"150"
54,"154"
55,"150"
56,"182"
57,"157"
58,"153"
59,"152"
60,"167"
61,"140"
62,"140"
63,"139"
64,"113"
65,"159"
66,"122"
67,"110"
68,"147"
69,"141"
70,"168"
71,"169"
72,"172"
73,"193"
74,"208"
75,"202"
76,"208"
77,"162"
78,"169"
79,"202"
80,"182"
81,"274"
82,"458"
83,"716"
84,"1065"
85,"1365"
86,"1509"
87,"1368"
88,"1193"
89,"904"
90,"574"
91,"378"
92,"237"
93,"226"
94,"165"
95,"163"
96,"125"
97,"135"
98,"146"
99,"145"
100,"129"
101,"142"
102,"135"
103,"136"
104,"127"
105,"108"
106,"112"
107,"121"
108,"127"
109,"117"
110,"134"
111,"179"
112,"171"
113,"188"
114,"234"
115,"241"
116,"237"
117,"186"
118,"186"
119,"185"
120,"189"
121,"208"
122,"185"
123,"217"
124,"240"
125,"289"
126,"269"
127,"378"
128,"532"
129,"754"
130,"984"
131,"1385"
132,"1699"
133,"1793"
134,"1912"
135,"1892"
136,"1603"
137,"1462"
138,"1363"
139,"1345"
140,"1339"
141,"1414"
142,"1473"
143,"1556"
144,"1611"
145,"1815"
146,"1899"
147,"1889"
148,"1737"
149,"1373"
150,"1076"
151,"756"
152,"558"
153,"363"
154,"336"
155,"370"
156,"394"
157,"445"
158,"511"
159,"656"
160,"949"
161,"1277"
162,"1790"
163,"2256"
164,"2348"
165,"2456"
166,"2090"
167,"1612"
168,"1190"
169,"710"
170,"480"
171,"288"
172,"266"
173,"247"
174,"292"
175,"339"
176,"429"
177,"467"
178,"550"
179,"594"
180,"561"
181,"588"
182,"561"
183,"520"
184,"442"
185,"385"
186,"301"
187,"280"
188,"244"
189,"199"
190,"199"
191,"181"
192,"160"
193,"194"
194,"172"
195,"188"
196,"212"
197,"230"
198,"233"
199,"257"
200,"247"
201,"218"
202,"234"
203,"222"
204,"219"
205,"220"
206,"227"
207,"229"
208,"214"
209,"223"
210,"221"
211,"198"
212,"220"
213,"229"
214,"220"
215,"222"
216,"216"
217,"237"
218,"269"
219,"346"
220,"356"
221,"402"
222,"439"
223,"475"
224,"464"
225,"460"
226,"415"
227,"376"
228,"355"
229,"341"
230,"297"
231,"309"
232,"282"
233,"289"
234,"280"
235,"254"
236,"279"
237,"268"
238,"298"
239,"302"
240,"333"
241,"287"
242,"290"
243,"312"
244,"313"
245,"338"
246,"354"
247,"351"
248,"321"
249,"374"
250,"400"
251,"383"
252,"358"
253,"391"
254,"436"
255,"368"
256,"353"
257,"345"
258,"333"
259,"299"
260,"351"
261,"325"
262,"266"
263,"317"
264,"351"
265,"304"
266,"308"
267,"314"
268,"302"
269,"298"
270,"313"
271,"306"
272,"364"
273,"373"
274,"404"
275,"340"
276,"422"
277,"434"
278,"366"
279,"424"
280,"411"
281,"389"
282,"381"
283,"363"
284,"402"
285,"409"
286,"405"
287,"414"
288,"418"
289,"462"
290,"468"
291,"525"
292,"531"
293,"541"
294,"561"
295,"539"
296,"479"
297,"489"
298,"465"
299,"416"
300,"435"
301,"467"
302,"457"
303,"448"
304,"472"
305,"506"
306,"555"
307,"588"
308,"717"
309,"937"
310,"1232"
311,"1962"
312,"2866"
313,"4180"
314,"5642"
315,"7221"
316,"8568"
317,"9290"
318,"9141"
319,"8464"
320,"7283"
321,"5736"
322,"4104"
323,"2730"
324,"1779"
325,"1255"
326,"814"
327,"599"
328,"549"
329,"448"
330,"467"
331,"465"
332,"476"
333,"459"
334,"449"
335,"478"
336,"472"
337,"546"
338,"535"
339,"632"
340,"627"
341,"649"
342,"738"
343,"766"
344,"902"
345,"1028"
346,"1176"
347,"1493"
348,"1619"
349,"1702"
350,"1822"
351,"1735"
352,"1620"
353,"1422"
354,"1186"
355,"1102"
356,"914"
357,"847"
358,"770"
359,"773"
360,"804"
361,"873"
362,"868"
363,"866"
364,"929"
365,"987"
366,"1043"
367,"1144"
368,"1276"
369,"1411"
370,"1368"
371,"1378"
372,"1309"
373,"1158"
374,"997"
375,"857"
376,"734"
377,"638"
378,"478"
379,"497"
380,"414"
381,"440"
382,"391"
383,"426"
384,"402"
385,"420"
386,"424"
387,"420"
388,"428"
389,"428"
390,"477"
391,"478"
392,"477"
393,"506"
394,"533"
395,"607"
396,"627"
397,"674"
398,"691"
399,"670"
400,"663"
401,"659"
402,"642"
403,"605"
404,"591"
405,"586"
406,"531"
407,"539"
408,"590"
409,"548"
410,"569"
411,"503"
412,"521"
413,"509"
414,"488"
415,"509"
416,"490"
417,"467"
418,"460"
419,"452"
420,"486"
421,"474"
422,"518"
423,"487"
424,"536"
425,"533"
426,"558"
427,"578"
428,"584"
429,"584"
430,"563"
431,"544"
432,"566"
433,"514"
434,"488"
435,"512"
436,"496"
437,"489"
438,"464"
439,"509"
440,"494"
441,"480"
442,"519"
443,"462"
444,"472"
445,"449"
446,"515"
447,"481"
448,"501"
449,"549"
450,"492"
451,"469"
452,"481"
453,"481"
454,"501"
455,"520"
456,"500"
457,"500"
458,"454"
459,"488"
460,"448"
461,"474"
462,"509"
463,"438"
464,"460"
465,"451"
466,"419"
467,"445"
468,"436"
469,"463"
470,"419"
471,"439"
472,"467"
473,"434"
474,"464"
475,"450"
476,"485"
477,"463"
478,"434"
479,"506"
480,"426"
481,"444"
482,"465"
483,"490"
484,"450"
485,"463"
486,"463"
487,"505"
488,"483"
489,"487"
490,"502"
491,"516"
492,"487"
493,"479"
494,"506"
495,"467"
496,"468"
497,"500"
498,"531"
499,"482"
500,"476"
501,"478"
502,"500"
503,"523"
504,"441"
505,"467"
506,"485"
507,"479"
508,"506"
509,"435"
510,"466"
511,"451"
512,"455"
513,"476"
514,"470"
515,"480"
516,"490"
517,"496"
518,"532"
519,"488"
520,"462"
521,"478"
522,"487"
523,"516"
524,"505"
525,"518"
526,"494"
527,"511"
528,"509"
529,"448"
530,"501"
531,"496"
532,"447"
533,"481"
534,"465"
535,"440"
536,"508"
537,"495"
538,"509"
539,"498"
540,"477"
541,"511"
542,"488"
543,"491"
544,"497"
545,"491"
546,"514"
547,"494"
548,"490"
549,"491"
550,"498"
551,"512"
552,"485"
553,"485"
554,"477"
555,"509"
556,"486"
557,"487"
558,"490"
559,"463"
560,"457"
561,"508"
562,"459"
563,"506"
564,"506"
565,"496"
566,"480"
567,"418"
568,"505"
569,"497"
570,"514"
571,"484"
572,"444"
573,"488"
574,"477"
575,"469"
576,"488"
577,"488"
578,"473"
579,"457"
580,"436"
581,"431"
582,"470"
583,"455"
584,"458"
585,"419"
586,"409"
587,"498"
588,"452"
589,"469"
590,"434"
591,"403"
592,"449"
593,"456"
594,"459"
595,"461"
596,"479"
597,"434"
598,"440"
599,"435"
600,"447"
601,"434"
602,"455"
603,"438"
604,"426"
605,"464"
606,"431"
607,"436"
608,"440"
609,"462"
610,"426"
611,"450"
612,"449"
613,"467"
614,"428"
615,"438"
616,"488"
617,"441"
618,"463"
619,"473"
620,"433"
621,"464"
622,"487"
623,"497"
624,"510"
625,"523"
626,"500"
627,"498"
628,"492"
629,"490"
630,"473"
631,"500"
632,"475"
633,"461"
634,"482"
635,"515"
636,"511"
637,"510"
638,"477"
639,"500"
640,"493"
641,"524"
642,"481"
643,"532"
644,"473"
645,"467"
646,"481"
647,"520"
648,"567"
649,"490"
650,"477"
651,"449"
652,"536"
653,"509"
654,"526"
655,"548"
656,"641"
657,"692"
658,"745"
659,"810"
660,"918"
661,"991"
662,"1005"
663,"1058"
664,"1015"
665,"1068"
666,"1052"
667,"934"
668,"861"
669,"779"
670,"719"
671,"621"
672,"540"
673,"543"
674,"517"
675,"492"
676,"452"
677,"475"
678,"487"
679,"440"
680,"428"
681,"455"
682,"422"
683,"471"
684,"496"
685,"482"
686,"472"
687,"458"
688,"456"
689,"454"
690,"440"
691,"472"
692,"491"
693,"468"
694,"501"
695,"530"
696,"515"
697,"556"
698,"572"
699,"539"
700,"631"
701,"618"
702,"625"
703,"602"
704,"571"
705,"559"
706,"553"
707,"522"
708,"513"
709,"487"
710,"458"
711,"459"
712,"453"
713,"476"
714,"426"
715,"457"
716,"397"
717,"434"
718,"442"
719,"423"
720,"441"
721,"413"
722,"377"
723,"426"
724,"423"
725,"433"
726,"443"
727,"421"
728,"449"
729,"431"
730,"432"
731,"481"
732,"426"
733,"446"
734,"469"
735,"439"
736,"474"
737,"465"
738,"505"
739,"497"
740,"500"
741,"552"
742,"542"
743,"538"
744,"543"
745,"518"
746,"519"
747,"479"
748,"456"
749,"485"
750,"413"
751,"408"
752,"438"
753,"463"
754,"444"
755,"417"
756,"410"
757,"453"
758,"408"
759,"384"
760,"411"
761,"413"
762,"399"
763,"407"
764,"376"
765,"404"
766,"398"
767,"446"
768,"407"
769,"431"
770,"397"
771,"409"
772,"435"
773,"430"
774,"473"
775,"387"
776,"480"
777,"475"
778,"504"
779,"496"
780,"526"
781,"523"
782,"490"
783,"503"
784,"508"
785,"479"
786,"485"
787,"478"
788,"545"
789,"455"
790,"445"
791,"428"
792,"436"
793,"422"
794,"408"
795,"398"
796,"385"
797,"407"
798,"416"
799,"411"
800,"432"
801,"397"
802,"424"
803,"435"
804,"384"
805,"437"
806,"418"
807,"408"
808,"396"
809,"373"
810,"426"
811,"368"
812,"387"
813,"398"
814,"421"
815,"391"
816,"397"
817,"350"
818,"378"
819,"409"
820,"410"
821,"342"
822,"408"
823,"393"
824,"449"
825,"404"
826,"374"
827,"395"
828,"386"
829,"397"
830,"390"
831,"374"
832,"427"
833,"413"
834,"396"
835,"389"
836,"399"
837,"392"
838,"410"
839,"423"
840,"373"
841,"425"
842,"389"
843,"411"
844,"398"
845,"372"
846,"353"
847,"413"
848,"354"
849,"371"
850,"408"
851,"395"
852,"420"
853,"397"
854,"421"
855,"389"
856,"382"
857,"380"
858,"382"
859,"396"
860,"393"
861,"390"
862,"440"
863,"390"
864,"382"
865,"429"
866,"418"
867,"436"
868,"409"
869,"410"
870,"393"
871,"424"
872,"422"
873,"439"
874,"446"
875,"413"
876,"438"
877,"409"
878,"422"
879,"424"
880,"459"
881,"442"
882,"441"
883,"414"
884,"393"
885,"433"
886,"465"
887,"461"
888,"441"
889,"458"
890,"431"
891,"493"
892,"442"
893,"484"
894,"483"
895,"462"
896,"498"
897,"492"
898,"436"
899,"495"
900,"522"
901,"532"
902,"556"
903,"543"
904,"542"
905,"573"
906,"541"
907,"568"
908,"642"
909,"568"
910,"610"
911,"613"
