Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L2-2C -1phi 4"
Duration Time,60.039
Ambient Temperature,"101.9"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"718501"
Raw Accumulated Counts,"744524"
Valid Count Last Packet,"11235"
Raw Count Last Packet,"11705"
Live Time,58.326984
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.0888
Number of Channels,2048
Vacuum,755
Channel#,Intensity
0,"1829"
1,"1459"
2,"935"
3,"476"
4,"189"
5,"66"
6,"22"
7,"5"
8,"2"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"6"
22,"32"
23,"106"
24,"159"
25,"203"
26,"166"
27,"186"
28,"194"
29,"200"
30,"161"
31,"169"
32,"151"
33,"185"
34,"195"
35,"152"
36,"139"
37,"155"
38,"149"
39,"173"
40,"166"
41,"139"
42,"163"
43,"174"
44,"160"
45,"180"
46,"174"
47,"163"
48,"188"
49,"160"
50,"177"
51,"168"
52,"152"
53,"151"
54,"144"
55,"138"
56,"135"
57,"150"
58,"155"
59,"155"
60,"164"
61,"152"
62,"153"
63,"149"
64,"158"
65,"123"
66,"139"
67,"160"
68,"132"
69,"155"
70,"185"
71,"189"
72,"235"
73,"299"
74,"267"
75,"275"
76,"262"
77,"245"
78,"191"
79,"194"
80,"232"
81,"295"
82,"417"
83,"654"
84,"978"
85,"1287"
86,"1344"
87,"1376"
88,"1188"
89,"857"
90,"581"
91,"404"
92,"287"
93,"198"
94,"144"
95,"148"
96,"129"
97,"130"
98,"154"
99,"141"
100,"165"
101,"140"
102,"152"
103,"140"
104,"129"
105,"125"
106,"146"
107,"130"
108,"143"
109,"158"
110,"153"
111,"181"
112,"218"
113,"217"
114,"247"
115,"262"
116,"248"
117,"240"
118,"235"
119,"219"
120,"197"
121,"204"
122,"222"
123,"215"
124,"246"
125,"248"
126,"309"
127,"429"
128,"569"
129,"743"
130,"1034"
131,"1436"
132,"1704"
133,"1934"
134,"1977"
135,"1960"
136,"1752"
137,"1519"
138,"1422"
139,"1383"
140,"1419"
141,"1501"
142,"1469"
143,"1483"
144,"1612"
145,"1643"
146,"1809"
147,"1764"
148,"1587"
149,"1236"
150,"1011"
151,"709"
152,"528"
153,"380"
154,"337"
155,"297"
156,"403"
157,"450"
158,"649"
159,"887"
160,"1356"
161,"2115"
162,"2947"
163,"3630"
164,"4264"
165,"4180"
166,"3815"
167,"2974"
168,"2091"
169,"1325"
170,"869"
171,"536"
172,"341"
173,"338"
174,"350"
175,"481"
176,"636"
177,"720"
178,"867"
179,"925"
180,"830"
181,"864"
182,"808"
183,"767"
184,"670"
185,"617"
186,"460"
187,"376"
188,"290"
189,"244"
190,"200"
191,"180"
192,"200"
193,"183"
194,"182"
195,"199"
196,"201"
197,"242"
198,"225"
199,"279"
200,"246"
201,"240"
202,"246"
203,"216"
204,"208"
205,"227"
206,"193"
207,"188"
208,"241"
209,"222"
210,"250"
211,"193"
212,"233"
213,"205"
214,"201"
215,"227"
216,"239"
217,"268"
218,"321"
219,"421"
220,"462"
221,"570"
222,"648"
223,"777"
224,"774"
225,"731"
226,"638"
227,"625"
228,"462"
229,"417"
230,"339"
231,"320"
232,"311"
233,"324"
234,"327"
235,"302"
236,"316"
237,"305"
238,"308"
239,"364"
240,"365"
241,"382"
242,"361"
243,"410"
244,"381"
245,"379"
246,"394"
247,"360"
248,"360"
249,"345"
250,"348"
251,"309"
252,"283"
253,"315"
254,"312"
255,"309"
256,"317"
257,"323"
258,"305"
259,"343"
260,"338"
261,"358"
262,"356"
263,"386"
264,"343"
265,"381"
