Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-2A 1phi 0"
Duration Time,60.034
Ambient Temperature,"95.4"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"710047"
Raw Accumulated Counts,"735687"
Valid Count Last Packet,"10967"
Raw Count Last Packet,"11346"
Live Time,58.291992
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.7984
Number of Channels,2048
Vacuum,762
Channel#,Intensity
0,"1798"
1,"1482"
2,"945"
3,"494"
4,"217"
5,"70"
6,"16"
7,"6"
8,"1"
9,"1"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"1"
16,"1"
17,"0"
18,"0"
19,"0"
20,"0"
21,"1"
22,"24"
23,"102"
24,"203"
25,"212"
26,"161"
27,"179"
28,"172"
29,"186"
30,"179"
31,"181"
32,"149"
33,"159"
34,"147"
35,"199"
36,"150"
37,"145"
38,"150"
39,"164"
40,"162"
41,"165"
42,"174"
43,"156"
44,"147"
45,"163"
46,"159"
47,"152"
48,"168"
49,"171"
50,"153"
51,"160"
52,"164"
53,"160"
54,"148"
55,"165"
56,"147"
57,"145"
58,"140"
59,"148"
60,"153"
61,"142"
62,"157"
63,"155"
64,"136"
65,"133"
66,"128"
67,"123"
68,"111"
69,"148"
70,"195"
71,"191"
72,"210"
73,"280"
74,"267"
75,"268"
76,"242"
77,"215"
78,"230"
79,"200"
80,"252"
81,"320"
82,"484"
83,"691"
84,"1194"
85,"1441"
86,"1603"
87,"1522"
88,"1308"
89,"992"
90,"633"
91,"454"
92,"296"
93,"233"
94,"154"
95,"137"
96,"115"
97,"138"
98,"140"
99,"146"
100,"153"
101,"143"
102,"142"
103,"121"
104,"119"
105,"106"
106,"128"
107,"141"
108,"138"
109,"158"
110,"154"
111,"165"
112,"198"
113,"225"
114,"223"
115,"232"
116,"232"
117,"214"
118,"209"
119,"192"
120,"180"
121,"177"
122,"157"
123,"214"
124,"189"
125,"244"
126,"294"
127,"342"
128,"530"
129,"701"
130,"1006"
131,"1328"
132,"1692"
133,"1945"
134,"1980"
135,"1897"
136,"1730"
137,"1554"
138,"1390"
139,"1357"
140,"1418"
141,"1471"
142,"1434"
143,"1565"
144,"1650"
145,"1725"
146,"1678"
147,"1745"
148,"1550"
149,"1323"
150,"910"
151,"686"
152,"515"
153,"381"
154,"311"
155,"345"
156,"414"
157,"464"
158,"645"
159,"973"
160,"1426"
161,"2174"
162,"3055"
163,"3817"
164,"4314"
165,"4285"
166,"3748"
167,"2954"
168,"2033"
169,"1277"
170,"788"
171,"461"
172,"349"
173,"364"
174,"363"
175,"480"
176,"648"
177,"750"
178,"837"
179,"917"
180,"819"
181,"821"
182,"776"
183,"692"
184,"574"
185,"468"
186,"404"
187,"341"
188,"277"
189,"210"
190,"183"
191,"196"
192,"180"
193,"212"
194,"181"
195,"176"
196,"181"
197,"225"
198,"220"
199,"235"
200,"239"
201,"227"
202,"233"
203,"228"
204,"201"
205,"180"
206,"194"
207,"188"
208,"211"
209,"199"
210,"207"
211,"196"
212,"176"
213,"222"
214,"215"
215,"226"
216,"209"
217,"239"
218,"298"
219,"334"
220,"453"
221,"483"
222,"558"
223,"596"
224,"618"
225,"605"
226,"546"
227,"450"
228,"411"
229,"332"
230,"322"
231,"296"
232,"276"
233,"254"
234,"271"
235,"244"
236,"261"
237,"274"
238,"292"
239,"299"
240,"307"
241,"340"
242,"325"
243,"331"
244,"351"
245,"330"
246,"345"
247,"304"
248,"307"
249,"287"
250,"303"
251,"272"
252,"259"
253,"277"
254,"309"
255,"280"
256,"269"
257,"308"
258,"294"
259,"283"
260,"323"
261,"287"
262,"312"
263,"304"
264,"343"
265,"342"
266,"368"
267,"358"
268,"336"
269,"351"
270,"365"
271,"379"
272,"353"
273,"387"
274,"407"
275,"394"
276,"386"
277,"400"
278,"372"
279,"371"
280,"381"
281,"380"
282,"345"
283,"375"
284,"368"
285,"330"
286,"365"
287,"377"
288,"342"
289,"351"
290,"406"
291,"386"
292,"430"
293,"422"
294,"388"
295,"452"
296,"408"
297,"442"
298,"422"
299,"355"
300,"410"
301,"442"
302,"419"
303,"413"
304,"425"
305,"429"
306,"419"
307,"452"
308,"498"
309,"525"
310,"657"
311,"845"
312,"1154"
313,"1602"
314,"2211"
315,"2679"
316,"3374"
317,"3532"
318,"3605"
319,"3506"
320,"2970"
321,"2426"
322,"1891"
323,"1433"
324,"1023"
325,"747"
326,"554"
327,"477"
328,"482"
329,"470"
330,"482"
331,"461"
332,"443"
333,"517"
334,"501"
335,"497"
336,"487"
337,"526"
338,"511"
339,"508"
340,"539"
341,"544"
342,"536"
343,"549"
344,"645"
345,"673"
346,"679"
347,"777"
348,"856"
349,"968"
350,"1020"
351,"1000"
352,"944"
353,"864"
354,"832"
355,"746"
356,"772"
357,"747"
358,"736"
359,"785"
360,"814"
361,"817"
362,"838"
363,"869"
364,"935"
365,"937"
366,"1037"
367,"1070"
368,"1199"
369,"1225"
370,"1295"
371,"1310"
372,"1273"
373,"1157"
374,"959"
375,"902"
376,"723"
377,"608"
378,"549"
379,"461"
380,"435"
381,"474"
382,"437"
383,"475"
384,"445"
385,"444"
386,"433"
387,"426"
388,"448"
389,"444"
390,"487"
391,"457"
392,"497"
393,"451"
394,"575"
395,"605"
396,"604"
397,"696"
398,"747"
399,"733"
400,"712"
401,"723"
402,"677"
403,"666"
404,"601"
405,"596"
406,"595"
407,"618"
408,"640"
409,"665"
410,"664"
411,"646"
412,"642"
413,"628"
414,"569"
415,"619"
416,"537"
417,"548"
418,"510"
419,"543"
420,"469"
421,"496"
422,"473"
423,"495"
424,"487"
425,"513"
426,"535"
427,"516"
428,"539"
429,"523"
430,"512"
431,"567"
432,"514"
433,"515"
434,"525"
435,"518"
436,"537"
437,"493"
438,"479"
439,"512"
440,"493"
441,"499"
442,"511"
443,"539"
444,"524"
445,"503"
446,"493"
447,"482"
448,"466"
449,"487"
450,"462"
451,"487"
452,"484"
453,"484"
454,"502"
455,"463"
456,"509"
457,"488"
458,"527"
459,"557"
460,"550"
461,"514"
462,"544"
463,"515"
464,"501"
465,"518"
466,"523"
467,"528"
468,"526"
469,"502"
470,"518"
471,"509"
472,"554"
473,"551"
474,"531"
475,"506"
476,"519"
477,"538"
478,"501"
479,"549"
480,"533"
481,"520"
482,"531"
483,"487"
484,"544"
485,"527"
486,"538"
487,"558"
488,"576"
489,"550"
490,"530"
491,"528"
492,"560"
493,"510"
494,"522"
495,"535"
496,"546"
497,"485"
498,"494"
499,"503"
500,"528"
