Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L2-4C 1phi 1"
Duration Time,60.095
Ambient Temperature,"102.1"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"682704"
Raw Accumulated Counts,"706905"
Valid Count Last Packet,"10554"
Raw Count Last Packet,"10926"
Live Time,58.424000
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.0868
Number of Channels,2048
Vacuum,764
Channel#,Intensity
0,"1780"
1,"1423"
2,"942"
3,"500"
4,"195"
5,"69"
6,"17"
7,"4"
8,"0"
9,"0"
10,"0"
11,"0"
12,"0"
13,"1"
14,"0"
15,"1"
16,"0"
17,"0"
18,"0"
19,"1"
20,"0"
21,"7"
22,"26"
23,"85"
24,"179"
25,"186"
26,"185"
27,"175"
28,"174"
29,"164"
30,"192"
31,"143"
32,"184"
33,"162"
34,"141"
35,"172"
36,"146"
37,"164"
38,"147"
39,"157"
40,"151"
41,"144"
42,"152"
43,"151"
44,"148"
45,"167"
46,"168"
47,"171"
48,"160"
49,"133"
50,"137"
51,"155"
52,"126"
53,"142"
54,"148"
55,"137"
56,"151"
57,"133"
58,"155"
59,"134"
60,"160"
61,"116"
62,"136"
63,"134"
64,"140"
65,"140"
66,"124"
67,"124"
68,"133"
69,"118"
70,"144"
71,"170"
72,"187"
73,"167"
74,"188"
75,"185"
76,"195"
77,"176"
78,"170"
79,"170"
80,"185"
81,"246"
82,"367"
83,"664"
84,"908"
85,"1134"
86,"1306"
87,"1310"
88,"1108"
89,"809"
90,"576"
91,"389"
92,"282"
93,"190"
94,"146"
95,"154"
96,"141"
97,"134"
98,"147"
99,"132"
100,"137"
101,"122"
102,"144"
103,"134"
104,"118"
105,"107"
106,"116"
107,"130"
108,"136"
109,"130"
110,"140"
111,"166"
112,"188"
113,"224"
114,"231"
115,"251"
116,"238"
117,"262"
118,"231"
119,"182"
120,"189"
121,"175"
122,"199"
123,"182"
124,"199"
125,"214"
126,"256"
127,"402"
128,"531"
129,"733"
130,"997"
131,"1326"
132,"1612"
133,"1971"
134,"1982"
135,"1812"
136,"1709"
137,"1511"
138,"1433"
139,"1321"
140,"1422"
141,"1429"
142,"1488"
143,"1534"
144,"1603"
145,"1651"
146,"1850"
147,"1877"
148,"1656"
149,"1392"
150,"1034"
151,"806"
152,"530"
153,"390"
154,"340"
155,"330"
156,"361"
157,"368"
158,"472"
159,"659"
160,"839"
161,"1151"
162,"1714"
163,"2003"
164,"2469"
165,"2401"
166,"2304"
167,"1865"
168,"1324"
169,"900"
170,"618"
171,"371"
172,"241"
173,"252"
174,"313"
175,"353"
176,"383"
177,"494"
178,"599"
179,"652"
180,"725"
181,"850"
182,"905"
183,"964"
184,"794"
185,"762"
186,"622"
187,"478"
188,"337"
189,"278"
190,"249"
191,"203"
192,"171"
193,"189"
194,"194"
195,"203"
196,"242"
197,"251"
198,"277"
199,"274"
200,"299"
201,"244"
202,"264"
203,"232"
204,"240"
205,"236"
206,"203"
207,"204"
208,"205"
209,"204"
210,"189"
211,"196"
212,"207"
213,"218"
214,"225"
215,"240"
216,"245"
217,"246"
218,"325"
219,"388"
220,"471"
221,"548"
222,"685"
223,"735"
224,"825"
225,"826"
226,"741"
227,"622"
228,"513"
229,"387"
230,"389"
231,"331"
232,"320"
233,"294"
234,"287"
235,"265"
236,"319"
237,"323"
238,"333"
239,"387"
240,"415"
241,"375"
242,"465"
243,"486"
244,"489"
245,"525"
246,"506"
247,"515"
248,"464"
249,"454"
250,"405"
251,"359"
252,"353"
253,"343"
254,"308"
255,"342"
256,"296"
257,"281"
258,"301"
259,"260"
260,"295"
261,"300"
262,"325"
263,"308"
264,"315"
265,"318"
266,"321"
267,"340"
268,"409"
269,"335"
270,"350"
271,"364"
272,"370"
273,"351"
274,"376"
275,"377"
276,"376"
277,"350"
278,"344"
279,"356"
280,"401"
281,"381"
282,"399"
283,"408"
284,"380"
285,"340"
286,"377"
287,"386"
288,"448"
289,"419"
290,"441"
291,"439"
292,"460"
293,"432"
294,"462"
295,"471"
296,"472"
297,"472"
298,"430"
299,"411"
300,"437"
301,"423"
302,"437"
303,"436"
304,"448"
305,"484"
306,"467"
307,"536"
308,"554"
309,"670"
310,"842"
311,"1150"
312,"1738"
313,"2493"
314,"3364"
315,"4558"
316,"5613"
317,"6416"
318,"6818"
319,"6620"
320,"6026"
321,"5031"
322,"3949"
323,"2820"
324,"1976"
325,"1336"
326,"875"
327,"661"
328,"568"
329,"468"
330,"469"
331,"449"
332,"466"
333,"476"
334,"475"
335,"471"
336,"454"
337,"518"
338,"520"
339,"515"
340,"466"
341,"511"
342,"595"
343,"619"
344,"644"
345,"779"
346,"868"
347,"1063"
348,"1206"
349,"1295"
350,"1509"
351,"1469"
352,"1433"
353,"1348"
354,"1169"
355,"1059"
356,"917"
357,"866"
358,"745"
359,"773"
360,"779"
361,"768"
362,"780"
363,"849"
364,"926"
365,"939"
366,"974"
367,"1024"
368,"1088"
369,"1143"
370,"1265"
371,"1302"
372,"1157"
373,"1137"
374,"1026"
375,"940"
376,"699"
377,"638"
378,"494"
379,"479"
380,"470"
381,"436"
382,"423"
383,"438"
384,"411"
385,"432"
386,"424"
387,"457"
388,"467"
389,"434"
390,"439"
391,"507"
392,"490"
393,"472"
394,"521"
395,"548"
396,"617"
397,"676"
398,"710"
399,"704"
400,"696"
401,"753"
402,"707"
403,"649"
404,"643"
405,"620"
406,"649"
407,"596"
408,"593"
409,"678"
410,"620"
411,"635"
412,"647"
413,"599"
414,"614"
415,"578"
416,"566"
417,"485"
418,"469"
419,"514"
420,"556"
421,"467"
422,"491"
423,"461"
424,"500"
425,"542"
426,"496"
427,"483"
428,"561"
429,"530"
430,"506"
431,"516"
432,"493"
433,"491"
434,"528"
435,"483"
436,"465"
437,"500"
438,"516"
439,"498"
440,"513"
441,"474"
442,"489"
443,"486"
444,"516"
445,"428"
446,"477"
447,"469"
448,"452"
449,"488"
450,"439"
451,"479"
452,"443"
453,"501"
454,"485"
455,"502"
456,"490"
457,"520"
458,"501"
459,"493"
460,"510"
461,"514"
462,"512"
463,"488"
464,"489"
465,"493"
466,"467"
467,"492"
468,"509"
469,"490"
470,"496"
471,"475"
472,"480"
473,"520"
474,"519"
475,"503"
476,"556"
477,"492"
478,"541"
479,"535"
480,"484"
481,"493"
482,"557"
483,"516"
484,"499"
485,"518"
486,"489"
487,"499"
488,"463"
489,"523"
490,"534"
491,"496"
492,"496"
493,"508"
494,"488"
495,"497"
496,"536"
497,"481"
498,"489"
499,"489"
500,"456"
501,"451"
502,"468"
503,"478"
504,"489"
505,"463"
506,"475"
507,"497"
508,"482"
509,"479"
510,"462"
511,"517"
512,"468"
513,"501"
514,"480"
515,"477"
516,"479"
517,"444"
518,"473"
519,"497"
520,"501"
521,"472"
522,"429"
523,"489"
524,"505"
525,"452"
526,"455"
527,"475"
528,"466"
529,"457"
530,"510"
531,"504"
532,"484"
533,"474"
534,"474"
535,"468"
536,"463"
537,"453"
538,"472"
539,"496"
540,"471"
541,"448"
542,"472"
543,"479"
544,"472"
545,"455"
546,"521"
547,"496"
548,"478"
549,"474"
550,"488"
551,"498"
552,"490"
553,"475"
554,"479"
555,"496"
556,"464"
557,"514"
558,"497"
559,"443"
560,"500"
561,"480"
562,"451"
563,"521"
564,"506"
565,"495"
566,"477"
567,"487"
568,"483"
569,"495"
570,"465"
571,"482"
572,"478"
573,"461"
574,"518"
575,"478"
576,"506"
577,"459"
578,"454"
579,"480"
580,"474"
581,"452"
582,"452"
583,"469"
584,"462"
585,"446"
586,"449"
587,"481"
588,"435"
589,"453"
590,"473"
591,"471"
592,"466"
593,"480"
594,"476"
595,"452"
596,"451"
597,"457"
598,"469"
599,"442"
600,"468"
601,"471"
602,"465"
603,"486"
604,"440"
605,"465"
606,"464"
607,"455"
608,"412"
609,"456"
610,"417"
611,"491"
612,"456"
613,"472"
614,"472"
615,"437"
616,"462"
617,"466"
618,"502"
619,"458"
620,"499"
621,"463"
622,"482"
623,"467"
624,"514"
625,"496"
626,"506"
627,"540"
628,"488"
629,"482"
630,"538"
631,"510"
632,"481"
633,"506"
634,"484"
635,"468"
636,"464"
637,"473"
638,"495"
639,"469"
640,"476"
641,"500"
642,"501"
643,"455"
644,"489"
645,"448"
646,"486"
647,"437"
648,"480"
649,"513"
650,"455"
651,"466"
652,"520"
653,"490"
654,"526"
655,"508"
656,"556"
657,"566"
658,"578"
659,"688"
660,"694"
661,"785"
662,"825"
663,"922"
664,"961"
665,"911"
666,"961"
667,"917"
668,"899"
669,"849"
670,"750"
671,"703"
672,"583"
673,"542"
674,"582"
675,"507"
676,"508"
677,"491"
678,"454"
679,"500"
680,"401"
681,"414"
682,"411"
683,"428"
684,"482"
685,"489"
686,"469"
687,"453"
688,"489"
689,"468"
690,"474"
691,"456"
692,"499"
693,"521"
694,"442"
695,"514"
696,"531"
697,"562"
698,"637"
699,"615"
700,"626"
701,"671"
702,"698"
703,"721"
704,"694"
705,"666"
706,"643"
707,"603"
708,"576"
709,"544"
710,"514"
711,"490"
712,"479"
713,"461"
714,"453"
715,"503"
716,"433"
717,"455"
718,"432"
719,"423"
720,"438"
721,"435"
722,"424"
723,"456"
724,"412"
725,"432"
726,"406"
727,"424"
728,"408"
729,"413"
730,"390"
731,"409"
732,"454"
733,"441"
734,"437"
735,"442"
736,"426"
737,"475"
738,"472"
739,"489"
740,"479"
741,"521"
742,"499"
743,"515"
744,"536"
745,"470"
746,"527"
747,"480"
748,"483"
749,"463"
750,"480"
751,"448"
752,"445"
753,"438"
754,"388"
755,"429"
756,"396"
757,"423"
758,"423"
759,"460"
760,"434"
761,"437"
762,"383"
763,"416"
764,"437"
765,"418"
766,"391"
767,"439"
768,"421"
769,"417"
770,"402"
771,"408"
772,"418"
773,"421"
774,"421"
775,"452"
776,"474"
777,"466"
778,"481"
779,"477"
780,"515"
781,"523"
782,"535"
783,"553"
784,"544"
785,"580"
786,"567"
787,"536"
788,"499"
789,"519"
790,"504"
791,"500"
792,"459"
793,"497"
794,"403"
795,"441"
796,"395"
797,"381"
798,"408"
799,"393"
800,"426"
801,"412"
802,"414"
803,"386"
804,"409"
805,"368"
806,"364"
807,"380"
808,"390"
809,"389"
810,"359"
811,"389"
812,"353"
813,"372"
814,"380"
815,"402"
816,"399"
817,"413"
818,"406"
819,"402"
820,"400"
821,"396"
822,"389"
823,"397"
824,"395"
825,"358"
826,"422"
827,"428"
828,"398"
829,"392"
830,"384"
831,"389"
832,"403"
833,"405"
834,"377"
835,"387"
836,"403"
837,"399"
838,"419"
839,"387"
840,"384"
841,"411"
842,"379"
843,"355"
844,"432"
845,"368"
846,"367"
847,"382"
848,"358"
849,"382"
850,"413"
851,"351"
852,"425"
853,"364"
854,"386"
855,"382"
856,"401"
857,"351"
858,"393"
859,"402"
860,"390"
861,"391"
862,"394"
863,"367"
864,"402"
865,"376"
866,"395"
867,"409"
868,"407"
869,"402"
870,"366"
871,"386"
872,"371"
873,"412"
874,"419"
875,"407"
876,"459"
877,"412"
878,"433"
879,"420"
880,"393"
881,"449"
882,"441"
883,"433"
884,"436"
885,"461"
886,"440"
887,"388"
888,"442"
889,"448"
890,"432"
891,"420"
892,"421"
893,"444"
894,"457"
895,"457"
896,"472"
897,"472"
898,"483"
899,"470"
900,"502"
901,"479"
902,"504"
903,"508"
904,"506"
905,"478"
906,"518"
907,"532"
908,"553"
909,"583"
910,"537"
911,"599"
912,"595"
913,"630"
914,"626"
915,"634"
916,"643"
917,"713"
918,"687"
919,"755"
920,"762"
921,"822"
922,"840"
923,"825"
924,"890"
925,"964"
926,"1021"
927,"1050"
928,"1027"
929,"1128"
930,"1143"
931,"1260"
932,"1291"
933,"1237"
934,"1282"
935,"1339"
936,"1264"
937,"1388"
938,"1367"
939,"1304"
940,"1322"
941,"1373"
942,"1395"
943,"1309"
944,"1328"
945,"1300"
946,"1263"
947,"1241"
948,"1197"
949,"1158"
950,"1160"
951,"1070"
952,"1092"
953,"1026"
954,"944"
955,"982"
956,"909"
957,"876"
958,"777"
959,"769"
960,"786"
961,"735"
962,"722"
963,"678"
964,"638"
965,"639"
966,"617"
967,"560"
968,"529"
969,"559"
970,"567"
971,"501"
972,"453"
973,"451"
974,"510"
975,"491"
976,"421"
977,"452"
978,"463"
979,"436"
980,"429"
981,"413"
982,"388"
983,"398"
984,"395"
985,"376"
986,"404"
987,"385"
988,"389"
989,"434"
990,"418"
991,"440"
992,"464"
993,"482"
994,"554"
995,"578"
996,"621"
997,"705"
998,"670"
999,"743"
1000,"787"
1001,"819"
1002,"812"
1003,"869"
1004,"824"
1005,"808"
1006,"809"
1007,"808"
1008,"740"
1009,"667"
1010,"604"
1011,"549"
1012,"525"
1013,"471"
1014,"428"
1015,"408"
1016,"390"
1017,"322"
1018,"360"
1019,"356"
1020,"356"
1021,"339"
1022,"329"
1023,"314"
1024,"317"
1025,"293"
1026,"360"
1027,"345"
1028,"353"
1029,"357"
1030,"361"
1031,"362"
1032,"408"
1033,"403"
1034,"396"
1035,"383"
1036,"417"
1037,"369"
1038,"440"
1039,"474"
1040,"428"
1041,"483"
1042,"471"
1043,"504"
1044,"538"
1045,"592"
1046,"530"
1047,"600"
1048,"584"
1049,"578"
1050,"604"
1051,"604"
1052,"591"
1053,"593"
1054,"574"
1055,"587"
1056,"551"
1057,"564"
1058,"545"
1059,"492"
1060,"479"
1061,"476"
1062,"433"
1063,"422"
1064,"384"
1065,"354"
1066,"419"
1067,"394"
1068,"324"
1069,"376"
1070,"355"
1071,"353"
1072,"308"
1073,"350"
1074,"315"
1075,"326"
1076,"336"
1077,"319"
1078,"310"
1079,"300"
1080,"274"
1081,"284"
1082,"293"
1083,"287"
1084,"276"
1085,"279"
1086,"284"
1087,"271"
1088,"276"
1089,"261"
1090,"267"
1091,"269"
1092,"274"
1093,"240"
1094,"247"
1095,"279"
1096,"275"
1097,"269"
1098,"262"
1099,"241"
1100,"225"
1101,"229"
1102,"243"
1103,"245"
1104,"230"
1105,"208"
1106,"273"
1107,"227"
1108,"213"
1109,"232"
1110,"223"
1111,"218"
1112,"238"
1113,"217"
1114,"246"
1115,"243"
1116,"253"
1117,"226"
1118,"232"
1119,"239"
1120,"275"
1121,"227"
1122,"253"
1123,"231"
1124,"253"
1125,"254"
1126,"276"
1127,"262"
1128,"269"
1129,"286"
1130,"269"
1131,"278"
1132,"282"
1133,"308"
1134,"268"
1135,"233"
1136,"249"
1137,"226"
1138,"203"
1139,"225"
1140,"230"
1141,"208"
1142,"225"
1143,"207"
1144,"199"
1145,"233"
1146,"216"
1147,"213"
1148,"211"
1149,"196"
1150,"241"
1151,"203"
1152,"227"
1153,"212"
1154,"210"
1155,"232"
1156,"197"
1157,"196"
1158,"214"
1159,"192"
1160,"190"
1161,"166"
1162,"168"
1163,"175"
1164,"181"
1165,"187"
1166,"183"
1167,"174"
1168,"191"
1169,"178"
1170,"200"
1171,"208"
1172,"197"
1173,"199"
1174,"194"
1175,"200"
1176,"187"
1177,"202"
1178,"217"
1179,"192"
1180,"187"
1181,"217"
1182,"207"
1183,"220"
1184,"224"
1185,"178"
1186,"205"
1187,"204"
1188,"211"
1189,"207"
1190,"183"
1191,"218"
1192,"185"
1193,"185"
1194,"199"
1195,"170"
1196,"171"
1197,"186"
1198,"177"
1199,"170"
1200,"165"
1201,"182"
1202,"161"
1203,"192"
1204,"187"
1205,"161"
1206,"188"
1207,"159"
1208,"190"
