Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-5B 0phi 0"
Duration Time,60.052
Ambient Temperature,"101.7"
Detector Temperature,"-15.5"
Valid Accumulated Counts,"673368"
Raw Accumulated Counts,"697267"
Valid Count Last Packet,"10518"
Raw Count Last Packet,"10900"
Live Time,58.400005
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.087
Number of Channels,2048
Vacuum,762
Channel#,Intensity
0,"1756"
1,"1462"
2,"936"
3,"484"
4,"218"
5,"92"
6,"20"
7,"2"
8,"1"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"1"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"1"
21,"5"
22,"30"
23,"96"
24,"168"
25,"185"
26,"188"
27,"188"
28,"176"
29,"173"
30,"196"
31,"180"
32,"169"
33,"146"
34,"164"
35,"141"
36,"152"
37,"150"
38,"167"
39,"150"
40,"148"
41,"146"
42,"161"
43,"174"
44,"162"
45,"156"
46,"168"
47,"182"
48,"184"
49,"162"
50,"161"
51,"146"
52,"159"
53,"158"
54,"160"
55,"134"
56,"142"
57,"177"
58,"161"
59,"165"
60,"168"
61,"160"
62,"137"
63,"133"
64,"166"
65,"118"
66,"107"
67,"127"
68,"105"
69,"145"
70,"171"
71,"174"
72,"198"
73,"214"
74,"219"
75,"214"
76,"259"
77,"219"
78,"210"
79,"193"
80,"234"
81,"325"
82,"530"
83,"854"
84,"1192"
85,"1593"
86,"1783"
87,"1759"
88,"1478"
89,"1116"
90,"758"
91,"498"
92,"367"
93,"206"
94,"149"
95,"147"
96,"126"
97,"138"
98,"125"
99,"141"
100,"137"
101,"129"
102,"160"
103,"121"
104,"129"
105,"132"
106,"105"
107,"137"
108,"126"
109,"146"
110,"160"
111,"162"
112,"171"
113,"197"
114,"231"
115,"257"
116,"212"
117,"231"
118,"234"
119,"213"
120,"178"
121,"189"
122,"171"
123,"206"
124,"217"
125,"219"
126,"277"
127,"354"
128,"514"
129,"690"
130,"955"
131,"1275"
132,"1566"
133,"1904"
134,"2080"
135,"1903"
136,"1675"
137,"1428"
138,"1382"
139,"1330"
140,"1343"
141,"1391"
142,"1456"
143,"1523"
144,"1624"
145,"1606"
146,"1777"
147,"1788"
148,"1631"
149,"1363"
150,"1033"
151,"815"
152,"508"
153,"392"
154,"324"
155,"311"
156,"338"
157,"409"
158,"590"
159,"817"
160,"1251"
161,"1885"
162,"2730"
163,"3620"
164,"4181"
165,"4186"
166,"3788"
167,"3238"
168,"2228"
169,"1442"
170,"898"
171,"548"
172,"352"
173,"332"
174,"387"
175,"462"
176,"598"
177,"703"
178,"849"
179,"804"
180,"796"
181,"781"
182,"698"
183,"649"
184,"622"
185,"507"
186,"432"
187,"325"
188,"269"
189,"221"
190,"176"
191,"182"
192,"166"
193,"213"
194,"198"
195,"232"
196,"202"
197,"203"
198,"219"
199,"249"
200,"257"
201,"216"
202,"214"
203,"204"
204,"231"
205,"189"
206,"210"
207,"175"
208,"197"
209,"186"
210,"210"
211,"229"
212,"219"
213,"213"
214,"221"
215,"219"
216,"254"
217,"266"
218,"309"
219,"320"
220,"397"
221,"428"
222,"506"
223,"442"
224,"444"
225,"446"
226,"382"
227,"395"
228,"320"
229,"247"
230,"234"
231,"230"
232,"255"
233,"262"
234,"256"
235,"223"
236,"262"
237,"286"
238,"306"
239,"329"
240,"323"
241,"270"
242,"342"
243,"324"
244,"349"
245,"326"
246,"331"
247,"317"
248,"336"
249,"339"
250,"330"
251,"315"
252,"301"
253,"280"
254,"291"
255,"342"
256,"313"
257,"312"
258,"303"
259,"343"
260,"301"
261,"300"
262,"260"
263,"307"
264,"338"
265,"302"
266,"314"
267,"328"
268,"322"
269,"338"
270,"336"
271,"338"
272,"355"
273,"363"
274,"325"
275,"328"
276,"338"
277,"340"
278,"317"
279,"375"
280,"368"
281,"381"
282,"377"
283,"386"
284,"378"
285,"406"
286,"397"
287,"424"
288,"353"
289,"473"
290,"407"
291,"441"
292,"399"
293,"464"
294,"446"
295,"497"
296,"475"
297,"481"
298,"527"
299,"484"
300,"476"
301,"431"
302,"475"
303,"462"
304,"426"
305,"466"
306,"426"
307,"425"
308,"428"
309,"437"
310,"488"
311,"517"
312,"626"
313,"749"
314,"850"
315,"1111"
316,"1225"
317,"1451"
318,"1484"
319,"1423"
320,"1320"
321,"1212"
322,"1053"
323,"793"
324,"705"
325,"591"
326,"499"
327,"480"
328,"449"
329,"434"
330,"463"
331,"435"
332,"455"
333,"461"
334,"427"
335,"441"
336,"476"
337,"470"
338,"473"
339,"522"
340,"512"
341,"551"
342,"518"
343,"544"
344,"558"
345,"544"
346,"574"
347,"589"
348,"632"
349,"640"
350,"647"
351,"654"
352,"635"
353,"616"
354,"584"
355,"644"
356,"616"
357,"651"
358,"643"
359,"680"
360,"692"
361,"745"
362,"735"
363,"801"
364,"887"
365,"873"
366,"924"
367,"1042"
368,"1090"
369,"1163"
370,"1147"
371,"1217"
372,"1266"
373,"1106"
374,"1001"
375,"937"
376,"747"
377,"652"
378,"605"
379,"514"
380,"508"
381,"558"
382,"485"
383,"550"
384,"542"
385,"516"
386,"456"
387,"487"
388,"435"
389,"462"
390,"459"
391,"403"
392,"411"
393,"489"
394,"537"
395,"530"
396,"565"
397,"578"
398,"643"
399,"623"
400,"694"
401,"675"
402,"644"
403,"614"
404,"584"
405,"541"
406,"504"
407,"508"
408,"558"
409,"503"
410,"534"
411,"544"
412,"562"
413,"500"
414,"558"
415,"516"
416,"510"
417,"464"
418,"457"
419,"471"
420,"454"
421,"387"
422,"456"
423,"424"
424,"473"
425,"491"
426,"462"
427,"496"
428,"480"
429,"493"
430,"498"
431,"480"
432,"528"
433,"524"
434,"475"
435,"543"
436,"425"
437,"491"
438,"485"
439,"489"
440,"486"
441,"489"
442,"511"
443,"485"
444,"479"
445,"452"
446,"470"
447,"485"
448,"465"
449,"488"
450,"441"
451,"476"
452,"434"
453,"448"
454,"450"
455,"462"
456,"469"
457,"480"
458,"445"
459,"456"
460,"475"
461,"484"
462,"505"
463,"438"
464,"465"
465,"460"
466,"480"
467,"486"
468,"509"
469,"492"
470,"531"
471,"519"
472,"504"
473,"549"
474,"520"
475,"534"
476,"537"
477,"575"
478,"586"
479,"540"
480,"579"
481,"516"
482,"557"
483,"578"
484,"587"
485,"572"
486,"571"
487,"600"
488,"553"
489,"546"
490,"551"
491,"578"
492,"517"
493,"505"
494,"513"
495,"524"
496,"526"
497,"496"
498,"551"
499,"532"
500,"515"
501,"507"
502,"525"
503,"512"
504,"472"
505,"506"
506,"518"
507,"504"
508,"474"
509,"501"
510,"484"
511,"455"
512,"487"
513,"479"
514,"481"
515,"493"
516,"487"
517,"471"
518,"515"
519,"528"
520,"516"
521,"520"
522,"534"
523,"551"
524,"542"
525,"533"
526,"517"
527,"589"
528,"549"
529,"580"
530,"527"
531,"513"
532,"502"
533,"485"
534,"504"
535,"516"
536,"498"
537,"479"
538,"527"
539,"488"
540,"502"
541,"501"
542,"500"
543,"503"
544,"508"
545,"489"
546,"453"
547,"485"
548,"456"
549,"489"
550,"494"
551,"488"
552,"494"
553,"494"
554,"474"
555,"438"
556,"501"
557,"470"
558,"517"
559,"497"
560,"504"
561,"513"
562,"480"
563,"470"
564,"492"
565,"498"
566,"490"
567,"544"
568,"494"
569,"518"
570,"497"
571,"508"
572,"523"
573,"503"
574,"521"
575,"466"
576,"465"
577,"466"
578,"456"
579,"496"
580,"481"
581,"459"
582,"521"
583,"452"
584,"445"
585,"503"
586,"470"
587,"511"
588,"467"
589,"465"
590,"493"
591,"486"
592,"486"
593,"530"
594,"510"
595,"490"
596,"482"
597,"546"
598,"503"
599,"487"
600,"448"
601,"480"
602,"512"
603,"485"
604,"527"
605,"492"
606,"526"
607,"474"
608,"463"
609,"470"
610,"496"
611,"441"
612,"485"
613,"442"
614,"500"
615,"556"
616,"535"
617,"491"
618,"468"
619,"462"
620,"508"
621,"528"
622,"508"
623,"537"
624,"484"
625,"581"
626,"489"
627,"541"
628,"563"
629,"599"
630,"509"
631,"551"
632,"521"
633,"568"
634,"503"
635,"517"
636,"494"
637,"560"
638,"509"
639,"496"
640,"518"
641,"479"
642,"519"
643,"481"
644,"501"
645,"505"
646,"484"
647,"510"
648,"486"
649,"529"
650,"497"
651,"527"
652,"489"
653,"498"
654,"512"
655,"507"
656,"552"
657,"624"
658,"578"
659,"637"
660,"739"
661,"748"
662,"826"
663,"814"
664,"854"
665,"865"
666,"927"
667,"927"
668,"841"
669,"787"
670,"788"
671,"691"
672,"618"
673,"587"
674,"570"
675,"503"
676,"523"
677,"535"
678,"512"
679,"491"
680,"487"
681,"451"
682,"508"
683,"461"
684,"490"
685,"492"
686,"503"
687,"461"
688,"508"
689,"466"
690,"489"
691,"478"
692,"493"
693,"497"
694,"543"
695,"614"
696,"609"
697,"620"
698,"713"
699,"767"
700,"784"
701,"872"
702,"839"
703,"894"
704,"874"
705,"895"
706,"782"
707,"831"
708,"688"
709,"665"
710,"627"
711,"541"
712,"497"
713,"531"
714,"505"
715,"502"
716,"507"
717,"497"
718,"521"
719,"427"
720,"454"
721,"451"
722,"445"
723,"464"
724,"452"
725,"507"
726,"495"
727,"449"
728,"469"
729,"462"
730,"484"
731,"470"
732,"482"
733,"497"
734,"478"
735,"460"
736,"472"
737,"509"
738,"510"
739,"511"
740,"516"
741,"481"
742,"531"
743,"520"
744,"514"
745,"527"
746,"508"
747,"493"
748,"531"
749,"464"
750,"499"
751,"488"
752,"457"
753,"451"
754,"457"
755,"441"
756,"480"
757,"426"
758,"471"
759,"508"
760,"412"
761,"439"
762,"437"
763,"471"
764,"472"
765,"454"
766,"461"
767,"432"
768,"404"
769,"412"
770,"415"
771,"478"
772,"436"
773,"462"
774,"443"
775,"429"
776,"451"
777,"482"
778,"473"
779,"479"
780,"445"
781,"529"
782,"556"
783,"549"
784,"529"
785,"531"
786,"535"
787,"556"
788,"502"
789,"538"
790,"487"
791,"504"
792,"456"
793,"493"
794,"487"
795,"496"
796,"442"
797,"427"
798,"461"
799,"415"
800,"427"
801,"402"
802,"430"
803,"464"
804,"444"
805,"416"
806,"444"
807,"422"
808,"461"
809,"446"
810,"428"
811,"431"
812,"464"
813,"445"
814,"425"
815,"450"
816,"454"
817,"439"
818,"436"
819,"423"
820,"397"
821,"420"
822,"444"
823,"417"
824,"432"
825,"409"
826,"424"
827,"400"
828,"408"
829,"420"
830,"426"
831,"366"
832,"424"
833,"427"
834,"410"
835,"430"
836,"424"
837,"387"
838,"417"
839,"445"
840,"412"
841,"446"
842,"429"
843,"435"
844,"403"
845,"462"
846,"432"
847,"387"
848,"398"
849,"430"
850,"432"
851,"421"
852,"431"
853,"432"
854,"407"
855,"422"
856,"417"
857,"423"
858,"442"
859,"409"
860,"417"
861,"430"
862,"455"
863,"448"
864,"444"
865,"452"
866,"472"
867,"410"
868,"427"
869,"417"
870,"427"
871,"411"
872,"444"
873,"447"
874,"451"
875,"442"
876,"466"
877,"459"
878,"452"
879,"435"
880,"444"
881,"427"
882,"419"
883,"470"
884,"453"
885,"461"
886,"498"
887,"456"
888,"465"
889,"494"
890,"464"
891,"456"
892,"497"
893,"490"
894,"504"
895,"473"
896,"526"
897,"486"
898,"506"
899,"499"
900,"557"
901,"533"
902,"539"
903,"539"
904,"538"
905,"557"
906,"532"
907,"550"
908,"606"
909,"608"
910,"631"
911,"615"
912,"615"
913,"620"
914,"719"
915,"670"
916,"695"
917,"778"
918,"799"
919,"771"
920,"841"
921,"866"
922,"900"
923,"935"
924,"1007"
925,"972"
926,"1016"
927,"1095"
928,"1147"
929,"1154"
930,"1223"
931,"1294"
932,"1241"
933,"1357"
934,"1369"
935,"1289"
936,"1376"
937,"1361"
938,"1436"
939,"1510"
940,"1459"
941,"1414"
942,"1498"
943,"1502"
944,"1447"
945,"1415"
946,"1429"
947,"1424"
948,"1377"
949,"1325"
950,"1270"
951,"1279"
952,"1224"
953,"1190"
954,"1143"
955,"1143"
956,"1002"
957,"923"
958,"1005"
959,"871"
960,"822"
961,"870"
962,"816"
963,"834"
964,"783"
965,"707"
966,"722"
967,"655"
968,"651"
969,"671"
970,"586"
971,"543"
972,"541"
973,"522"
974,"512"
975,"533"
976,"562"
977,"505"
978,"494"
979,"462"
980,"480"
981,"494"
982,"435"
983,"449"
984,"438"
985,"433"
986,"452"
987,"464"
988,"465"
989,"452"
990,"485"
991,"489"
992,"538"
993,"589"
994,"645"
995,"649"
996,"723"
997,"720"
998,"781"
999,"830"
1000,"930"
1001,"922"
1002,"917"
1003,"931"
1004,"896"
1005,"863"
1006,"909"
1007,"869"
1008,"858"
1009,"769"
1010,"656"
1011,"639"
1012,"584"
1013,"521"
1014,"492"
1015,"437"
1016,"438"
1017,"409"
1018,"370"
1019,"374"
1020,"373"
1021,"391"
1022,"351"
1023,"358"
1024,"363"
1025,"358"
1026,"376"
1027,"366"
1028,"415"
1029,"394"
1030,"392"
1031,"400"
1032,"361"
1033,"426"
1034,"403"
1035,"446"
1036,"453"
1037,"424"
1038,"464"
1039,"438"
1040,"483"
1041,"500"
1042,"571"
1043,"560"
1044,"515"
1045,"649"
1046,"641"
1047,"644"
1048,"656"
1049,"729"
1050,"679"
1051,"724"
1052,"717"
1053,"725"
1054,"666"
1055,"662"
1056,"656"
1057,"626"
1058,"565"
1059,"554"
1060,"522"
1061,"527"
1062,"497"
1063,"446"
1064,"466"
1065,"410"
1066,"427"
1067,"421"
1068,"380"
1069,"431"
1070,"386"
1071,"364"
1072,"359"
1073,"345"
1074,"352"
1075,"354"
1076,"376"
1077,"395"
1078,"304"
1079,"366"
1080,"321"
1081,"323"
1082,"310"
1083,"336"
1084,"299"
1085,"312"
1086,"289"
1087,"290"
1088,"321"
1089,"337"
1090,"323"
1091,"312"
1092,"290"
1093,"288"
1094,"270"
1095,"264"
1096,"278"
1097,"264"
1098,"250"
1099,"294"
1100,"258"
1101,"268"
1102,"283"
1103,"279"
1104,"265"
1105,"259"
1106,"258"
1107,"260"
1108,"246"
1109,"233"
1110,"276"
1111,"274"
1112,"277"
1113,"271"
1114,"258"
1115,"235"
1116,"251"
1117,"262"
1118,"260"
1119,"255"
1120,"265"
1121,"283"
1122,"287"
1123,"315"
1124,"292"
1125,"315"
1126,"307"
1127,"333"
1128,"330"
1129,"312"
1130,"373"
1131,"356"
1132,"322"
1133,"312"
1134,"297"
1135,"293"
1136,"292"
1137,"284"
1138,"272"
1139,"232"
1140,"272"
1141,"274"
1142,"252"
1143,"244"
1144,"244"
1145,"267"
1146,"217"
1147,"248"
1148,"259"
1149,"225"
1150,"214"
1151,"246"
1152,"231"
1153,"230"
1154,"228"
1155,"237"
1156,"221"
1157,"252"
1158,"225"
1159,"223"
1160,"225"
1161,"215"
1162,"220"
1163,"216"
1164,"211"
1165,"207"
1166,"218"
1167,"225"
1168,"173"
1169,"199"
1170,"220"
1171,"190"
1172,"194"
1173,"233"
1174,"210"
1175,"243"
1176,"217"
1177,"239"
1178,"251"
1179,"228"
1180,"217"
1181,"228"
1182,"240"
1183,"218"
1184,"250"
1185,"259"
1186,"245"
1187,"225"
1188,"215"
1189,"248"
1190,"225"
1191,"230"
1192,"235"
1193,"250"
1194,"204"
1195,"204"
1196,"203"
1197,"202"
1198,"190"
1199,"219"
1200,"197"
1201,"202"
1202,"211"
1203,"182"
1204,"184"
1205,"181"
1206,"211"
1207,"193"
1208,"197"
1209,"191"
1210,"210"
1211,"187"
1212,"217"
1213,"192"
1214,"184"
1215,"199"
1216,"195"
1217,"198"
1218,"180"
1219,"189"
1220,"188"
1221,"191"
1222,"180"
1223,"174"
1224,"211"
1225,"209"
1226,"196"
1227,"182"
1228,"164"
1229,"204"
1230,"170"
1231,"190"
1232,"169"
1233,"174"
1234,"167"
1235,"192"
1236,"184"
1237,"188"
1238,"197"
1239,"182"
1240,"200"
1241,"160"
1242,"192"
1243,"188"
1244,"194"
1245,"190"
1246,"180"
