Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-4C -1phi 4"
Duration Time,60.098
Ambient Temperature,"100.3"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"611145"
Raw Accumulated Counts,"631579"
Valid Count Last Packet,"9707"
Raw Count Last Packet,"9994"
Live Time,58.608006
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.085
Number of Channels,2048
Vacuum,754
Channel#,Intensity
0,"1730"
1,"1522"
2,"973"
3,"544"
4,"185"
5,"74"
6,"25"
7,"13"
8,"4"
9,"0"
10,"2"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"5"
22,"29"
23,"86"
24,"125"
25,"163"
26,"174"
27,"159"
28,"164"
29,"180"
30,"150"
31,"188"
32,"136"
33,"139"
34,"140"
35,"151"
36,"142"
37,"150"
38,"149"
39,"134"
40,"107"
41,"129"
42,"130"
43,"159"
44,"152"
45,"151"
46,"157"
47,"146"
48,"175"
49,"168"
50,"136"
51,"157"
52,"137"
53,"150"
54,"150"
55,"145"
56,"134"
57,"124"
58,"150"
59,"150"
60,"138"
61,"135"
62,"107"
63,"135"
64,"140"
65,"131"
66,"109"
67,"113"
68,"131"
69,"130"
70,"132"
71,"139"
72,"151"
73,"174"
74,"200"
75,"212"
76,"195"
77,"203"
78,"196"
79,"202"
80,"211"
81,"287"
82,"398"
83,"606"
84,"965"
85,"1174"
86,"1344"
87,"1307"
88,"1162"
89,"803"
90,"521"
91,"372"
92,"259"
93,"169"
94,"145"
95,"131"
96,"119"
97,"103"
98,"114"
99,"120"
100,"115"
101,"117"
102,"119"
103,"102"
104,"135"
105,"118"
106,"105"
107,"119"
108,"116"
109,"132"
110,"139"
111,"137"
112,"186"
113,"193"
114,"225"
115,"225"
116,"215"
117,"238"
118,"220"
119,"192"
120,"177"
121,"190"
122,"173"
123,"214"
124,"186"
125,"225"
126,"273"
127,"458"
128,"509"
129,"751"
130,"1056"
131,"1361"
132,"1642"
133,"1982"
134,"2016"
135,"1882"
136,"1637"
137,"1426"
138,"1348"
139,"1353"
140,"1381"
141,"1369"
142,"1436"
143,"1501"
144,"1563"
145,"1740"
146,"1754"
147,"1751"
148,"1626"
149,"1427"
150,"1003"
151,"683"
152,"511"
153,"355"
154,"304"
155,"334"
156,"342"
157,"398"
158,"494"
159,"732"
160,"1057"
161,"1500"
162,"2097"
163,"2610"
164,"2999"
165,"2941"
166,"2760"
167,"2111"
168,"1449"
169,"966"
170,"664"
171,"384"
172,"294"
173,"319"
174,"356"
175,"424"
176,"488"
177,"550"
178,"660"
179,"662"
180,"680"
181,"664"
182,"670"
183,"608"
184,"550"
185,"468"
186,"355"
187,"297"
188,"244"
189,"222"
190,"169"
191,"174"
192,"174"
193,"193"
194,"201"
195,"209"
196,"215"
197,"222"
198,"224"
199,"224"
200,"217"
201,"231"
202,"199"
203,"215"
204,"192"
205,"220"
206,"169"
207,"230"
208,"209"
209,"190"
210,"196"
211,"189"
212,"182"
213,"209"
214,"252"
215,"213"
216,"253"
217,"281"
218,"341"
219,"341"
220,"433"
221,"408"
222,"392"
223,"430"
224,"398"
225,"334"
226,"350"
227,"339"
228,"298"
229,"331"
230,"296"
231,"271"
232,"242"
233,"273"
234,"278"
235,"269"
236,"290"
237,"330"
238,"343"
239,"399"
240,"353"
241,"343"
242,"354"
243,"372"
244,"349"
245,"350"
246,"312"
247,"298"
248,"282"
249,"299"
250,"262"
251,"287"
252,"287"
253,"279"
254,"280"
255,"290"
256,"317"
257,"333"
258,"370"
259,"357"
260,"349"
261,"375"
262,"358"
263,"362"
264,"377"
265,"341"
266,"329"
267,"330"
268,"323"
269,"362"
270,"327"
271,"339"
272,"342"
273,"372"
274,"341"
275,"381"
276,"346"
277,"316"
278,"332"
279,"319"
280,"309"
281,"340"
282,"334"
283,"321"
284,"356"
285,"356"
286,"398"
287,"388"
288,"395"
289,"432"
290,"449"
291,"464"
292,"494"
293,"484"
294,"476"
295,"501"
296,"497"
297,"444"
298,"450"
299,"446"
300,"462"
301,"414"
302,"411"
303,"399"
304,"448"
305,"402"
306,"412"
307,"475"
308,"403"
309,"456"
310,"551"
311,"630"
312,"681"
313,"833"
314,"1080"
315,"1250"
316,"1351"
317,"1457"
318,"1513"
319,"1388"
320,"1258"
321,"1119"
322,"854"
323,"780"
324,"617"
325,"552"
326,"510"
327,"497"
328,"421"
329,"441"
330,"437"
331,"463"
332,"437"
333,"443"
334,"458"
335,"458"
336,"450"
337,"463"
338,"476"
339,"547"
340,"593"
341,"570"
342,"580"
343,"589"
344,"614"
345,"623"
346,"600"
347,"592"
348,"606"
349,"569"
350,"599"
351,"575"
352,"558"
353,"583"
354,"585"
355,"569"
356,"666"
357,"634"
358,"677"
359,"767"
360,"758"
361,"809"
362,"827"
363,"893"
364,"897"
365,"906"
366,"979"
367,"965"
368,"1011"
369,"982"
370,"1104"
371,"1112"
372,"1023"
373,"992"
374,"891"
375,"688"
376,"667"
377,"562"
378,"558"
379,"439"
380,"445"
381,"471"
382,"448"
383,"428"
384,"456"
385,"416"
386,"432"
387,"433"
388,"417"
389,"447"
390,"454"
391,"457"
392,"451"
393,"540"
394,"522"
395,"574"
396,"618"
397,"632"
398,"676"
399,"744"
400,"767"
401,"739"
402,"652"
403,"672"
404,"587"
405,"595"
406,"609"
407,"600"
408,"612"
409,"595"
410,"505"
411,"561"
412,"550"
413,"532"
414,"519"
415,"499"
416,"472"
417,"447"
418,"445"
419,"406"
420,"422"
421,"444"
422,"430"
423,"445"
424,"472"
425,"479"
426,"508"
427,"500"
428,"478"
429,"472"
430,"473"
431,"494"
432,"477"
433,"483"
434,"536"
435,"495"
436,"521"
437,"482"
438,"522"
439,"488"
440,"514"
441,"496"
442,"506"
443,"520"
444,"474"
445,"510"
446,"480"
447,"476"
448,"461"
449,"465"
450,"449"
451,"397"
452,"409"
453,"490"
454,"486"
455,"443"
456,"454"
457,"421"
458,"429"
459,"480"
460,"525"
461,"541"
462,"490"
463,"507"
464,"488"
465,"519"
466,"455"
467,"486"
468,"495"
469,"495"
470,"457"
471,"513"
472,"494"
473,"460"
474,"493"
475,"486"
