Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-2B -1phi 0"
Duration Time,60.161
Ambient Temperature,"99.9"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"545289"
Raw Accumulated Counts,"562129"
Valid Count Last Packet,"8608"
Raw Count Last Packet,"8896"
Live Time,58.848980
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.0896
Number of Channels,2048
Vacuum,764
Channel#,Intensity
0,"1771"
1,"1457"
2,"978"
3,"518"
4,"213"
5,"68"
6,"19"
7,"5"
8,"0"
9,"0"
10,"1"
11,"0"
12,"0"
13,"0"
14,"1"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"1"
21,"3"
22,"23"
23,"94"
24,"131"
25,"132"
26,"151"
27,"135"
28,"157"
29,"162"
30,"134"
31,"157"
32,"135"
33,"140"
34,"128"
35,"135"
36,"162"
37,"116"
38,"127"
39,"123"
40,"152"
41,"130"
42,"139"
43,"146"
44,"135"
45,"147"
46,"148"
47,"143"
48,"159"
49,"131"
50,"121"
51,"124"
52,"130"
53,"125"
54,"139"
55,"125"
56,"139"
57,"122"
58,"133"
59,"126"
60,"120"
61,"127"
62,"129"
63,"108"
64,"117"
65,"103"
66,"95"
67,"116"
68,"110"
69,"100"
70,"135"
71,"144"
72,"130"
73,"147"
74,"155"
75,"143"
76,"184"
77,"163"
78,"130"
79,"150"
80,"133"
81,"223"
82,"296"
83,"472"
84,"675"
85,"865"
86,"924"
87,"951"
88,"801"
89,"619"
90,"398"
91,"293"
92,"194"
93,"182"
94,"123"
95,"105"
96,"122"
97,"118"
98,"118"
99,"112"
100,"123"
101,"122"
102,"109"
103,"130"
104,"103"
105,"91"
106,"91"
107,"102"
108,"110"
109,"126"
110,"124"
111,"167"
112,"149"
113,"188"
114,"240"
115,"195"
116,"225"
117,"191"
118,"192"
119,"183"
120,"176"
121,"156"
122,"181"
123,"174"
124,"191"
125,"225"
126,"277"
127,"354"
128,"518"
129,"679"
130,"968"
131,"1341"
132,"1741"
133,"1931"
134,"2169"
135,"1929"
136,"1729"
137,"1485"
138,"1353"
139,"1293"
140,"1386"
141,"1380"
142,"1478"
143,"1466"
144,"1644"
145,"1682"
146,"1841"
147,"1848"
148,"1574"
149,"1406"
150,"1031"
151,"706"
152,"515"
153,"368"
154,"328"
155,"300"
156,"345"
157,"386"
158,"437"
159,"531"
160,"676"
161,"872"
162,"1220"
163,"1541"
164,"1668"
165,"1677"
166,"1580"
167,"1216"
168,"923"
169,"559"
170,"397"
171,"274"
172,"206"
173,"211"
174,"214"
175,"294"
176,"307"
177,"357"
178,"459"
179,"514"
180,"543"
181,"529"
182,"537"
183,"559"
184,"530"
185,"449"
186,"382"
187,"329"
188,"265"
189,"226"
190,"174"
191,"145"
192,"192"
193,"171"
194,"178"
195,"183"
196,"179"
197,"205"
198,"240"
199,"217"
200,"219"
201,"229"
202,"248"
203,"221"
204,"197"
205,"209"
206,"181"
207,"186"
208,"182"
209,"198"
210,"199"
211,"182"
212,"185"
213,"200"
214,"195"
215,"197"
216,"234"
217,"237"
218,"247"
219,"301"
220,"317"
221,"326"
222,"409"
223,"416"
224,"388"
225,"403"
226,"374"
227,"351"
228,"350"
229,"292"
230,"330"
231,"244"
232,"269"
233,"273"
234,"260"
235,"276"
236,"265"
237,"248"
238,"264"
239,"286"
240,"285"
241,"319"
242,"312"
243,"334"
244,"349"
245,"340"
246,"379"
247,"372"
