Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L1-4D 0phi 0"
Duration Time,60.118
Ambient Temperature,"103.0"
Detector Temperature,"-15.5"
Valid Accumulated Counts,"609057"
Raw Accumulated Counts,"629369"
Valid Count Last Packet,"9683"
Raw Count Last Packet,"10028"
Live Time,58.631004
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.085
Number of Channels,2048
Vacuum,764
Channel#,Intensity
0,"1790"
1,"1492"
2,"998"
3,"465"
4,"214"
5,"88"
6,"16"
7,"4"
8,"0"
9,"1"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"1"
19,"0"
20,"0"
21,"3"
22,"33"
23,"118"
24,"174"
25,"171"
26,"166"
27,"168"
28,"165"
29,"179"
30,"155"
31,"147"
32,"164"
33,"152"
34,"142"
35,"124"
36,"137"
37,"128"
38,"149"
39,"131"
40,"142"
41,"121"
42,"142"
43,"145"
44,"144"
45,"141"
46,"138"
47,"149"
48,"172"
49,"146"
50,"156"
51,"141"
52,"160"
53,"133"
54,"134"
55,"138"
56,"121"
57,"121"
58,"137"
59,"123"
60,"135"
61,"135"
62,"143"
63,"129"
64,"131"
65,"125"
66,"129"
67,"126"
68,"134"
69,"128"
70,"113"
71,"180"
72,"182"
73,"191"
74,"205"
75,"195"
76,"208"
77,"220"
78,"178"
79,"183"
80,"201"
81,"268"
82,"381"
83,"554"
84,"792"
85,"1030"
86,"1096"
87,"1163"
88,"938"
89,"686"
90,"493"
91,"377"
92,"254"
93,"163"
94,"164"
95,"131"
96,"122"
97,"118"
98,"125"
99,"134"
100,"144"
101,"116"
102,"140"
103,"133"
104,"123"
105,"123"
106,"107"
107,"125"
108,"114"
109,"140"
110,"140"
111,"158"
112,"155"
113,"192"
114,"232"
115,"219"
116,"241"
117,"244"
118,"194"
119,"225"
120,"176"
121,"194"
122,"185"
123,"184"
124,"206"
125,"238"
126,"258"
127,"355"
128,"507"
129,"680"
130,"949"
131,"1275"
132,"1671"
133,"1910"
134,"1982"
135,"1910"
136,"1691"
137,"1428"
138,"1344"
139,"1370"
140,"1379"
141,"1430"
142,"1519"
143,"1591"
144,"1664"
145,"1708"
146,"1793"
147,"1750"
148,"1645"
149,"1347"
150,"1049"
151,"763"
152,"561"
153,"386"
154,"356"
155,"352"
156,"397"
157,"512"
158,"610"
159,"956"
160,"1471"
161,"2280"
162,"3038"
163,"3944"
164,"4551"
165,"4617"
166,"4228"
167,"3379"
168,"2434"
169,"1457"
170,"880"
171,"534"
172,"375"
173,"332"
174,"379"
175,"530"
176,"649"
177,"792"
178,"874"
179,"974"
180,"970"
181,"844"
182,"837"
183,"775"
184,"752"
185,"618"
186,"487"
187,"413"
188,"299"
189,"254"
190,"195"
191,"194"
192,"175"
193,"179"
194,"179"
195,"219"
196,"204"
197,"238"
198,"246"
199,"239"
200,"238"
201,"278"
202,"253"
203,"212"
204,"211"
205,"185"
206,"198"
207,"205"
208,"195"
209,"183"
210,"202"
211,"219"
212,"199"
213,"213"
214,"182"
215,"208"
216,"211"
217,"257"
218,"258"
219,"325"
220,"363"
221,"359"
222,"386"
223,"373"
224,"391"
225,"347"
226,"368"
227,"314"
228,"282"
229,"253"
230,"249"
231,"240"
232,"259"
233,"256"
234,"270"
235,"293"
236,"313"
237,"302"
238,"319"
