Area (µm^2);Equivalent circular diameter (µm);Class;;3-D diameter (µm);;;;;;;;;
1907246,599;1558,3266;K-feldspar;;2526,263929;;;;;;;;;
8934491,706;3372,795303;K-feldspar;;5467,769796;;;;;;;;;
2111990,14;1639,838213;K-feldspar;;2658,40558;;;;;;;;;
7517978,53;3093,895208;K-feldspar;;5015,633993;;;;;;;;;
2412922,99;1752,777501;K-feldspar;;2841,495857;;;;;;;;;
6244059,419;2819,606953;K-feldspar;;4570,974623;;;;;;;;;
5565363,919;2661,96195;K-feldspar;;4315,410169;;;;;;;;;
190878,7895;492,9852158;K-feldspar;;799,1975294;;;;;;;;;
441218,4265;749,5176772;K-feldspar;;1215,072292;;;;;;;;;
119813,2967;390,5778122;K-feldspar;;633,1808998;;;;;;;;;
164040,8875;457,0156944;K-feldspar;;740,8859376;;;;;;;;;
425079,7448;735,6822281;K-feldspar;;1192,643106;;;;;;;;;
712438,131;952,4202862;K-feldspar;;1544,005612;;;;;;;;;
243732,1082;557,0721304;K-feldspar;;903,0913221;;;;;;;;;
1355497,21;1313,724724;K-feldspar;;2129,730304;;;;;;;;;
824876,7068;1024,824689;K-feldspar;;1661,383208;;;;;;;;;
820785,0153;1022,279775;K-feldspar;;1657,25755;;;;;;;;;
1320441,366;1296,625684;K-feldspar;;2102,010385;;;;;;;;;
257845,6791;572,9740964;K-feldspar;;928,8706183;;;;;;;;;
209837,4208;516,8880943;K-feldspar;;837,9474165;;;;;;;;;
185971,5244;486,6069246;K-feldspar;;788,8574331;;;;;;;;;
540828,9966;829,822189;K-feldspar;;1345,257062;;;;;;;;;
391102,1176;705,6675437;K-feldspar;;1143,985133;;;;;;;;;
1358856,267;1315,351487;K-feldspar;;2132,367513;;;;;;;;;
811184,746;1016,283669;K-feldspar;;1647,537029;;;;;;;;;
613359,7573;883,7159601;K-feldspar;;1432,626353;;;;;;;;;
478257,9106;780,3440808;K-feldspar;;1265,046175;;;;;;;;;
196055,6086;499,6256137;K-feldspar;;809,9625369;;;;;;;;;
179792,5173;478,4547449;K-feldspar;;775,6416172;;;;;;;;;
1275591,728;1274,415094;K-feldspar;;2066,003932;;;;;;;;;
331274,9531;649,4554415;K-feldspar;;1052,857505;;;;;;;;;
263063,9681;578,7429887;K-feldspar;;938,2227943;;;;;;;;;
206208,8092;512,3994637;K-feldspar;;830,6707225;;;;;;;;;
1153020,687;1211,640018;K-feldspar;;1964,236813;;;;;;;;;
533786,0344;824,4012903;K-feldspar;;1336,469032;;;;;;;;;
298617,4494;616,6129623;K-feldspar;;999,6152831;;;;;;;;;
255751,4519;570,6424995;K-feldspar;;925,0907757;;;;;;;;;
1012652,169;1135,494953;K-feldspar;;1840,795082;;;;;;;;;
826729,0266;1025,974702;K-feldspar;;1663,247539;;;;;;;;;
1437807,942;1353,023995;K-feldspar;;2193,439882;;;;;;;;;
1460588,711;1363,700592;K-feldspar;;2210,74813;;;;;;;;;
878863,5346;1057,829763;K-feldspar;;1714,889018;;;;;;;;;
187098,1219;488,0786079;K-feldspar;;791,2432362;;;;;;;;;
228906,6383;539,8638568;K-feldspar;;875,1943197;;;;;;;;;
264460,1196;580,276729;K-feldspar;;940,7092004;;;;;;;;;
1158439,413;1214,483788;K-feldspar;;1968,846958;;;;;;;;;
435910,2862;744,9954459;K-feldspar;;1207,741126;;;;;;;;;
807874,0699;1014,207677;K-feldspar;;1644,171557;;;;;;;;;
1621768,179;1436,975775;K-feldspar;;2329,537382;;;;;;;;;
9599059,812;3495,983774;K-feldspar;;5667,475423;;;;;;;;;
4171486,367;2304,626088;K-feldspar;;3736,119089;;;;;;;;;
1856888,383;1537,616246;K-feldspar;;2492,689568;;;;;;;;;
67982,90088;294,2082898;K-feldspar;;476,9525145;;;;;;;;;
240566,5766;553,4427509;K-feldspar;;897,2075936;;;;;;;;;
130360,4609;407,4065462;Others;;660,4626158;;;;;;;;;
579762,2704;859,1718391;Others;;1392,836923;;;;;;;;;
323865,674;642,1515267;Others;;1041,016844;;;;;;;;;
254348,3888;569,0750625;Others;;922,5497426;;;;;;;;;
228989,578;539,9616523;Others;;875,3528598;;;;;;;;;
1463927,034;1365,25814;Others;;2213,273132;;;;;;;;;
1209198,505;1240,805929;Others;;2011,518806;;;;;;;;;
237953,9763;550,4292984;Others;;892,3223684;;;;;;;;;
74438,37357;307,8601645;Others;;499,0841002;;;;;;;;;
526832,9236;819,0143538;Others;;1327,73606;;;;;;;;;
440409,7645;748,8305069;Others;;1213,958293;;;;;;;;;
1231225,904;1252,056512;Others;;2029,757565;;;;;;;;;
951014,155;1100,394852;Others;;1783,892942;;;;;;;;;
1290119,997;1281,65198;Others;;2077,73593;;;;;;;;;
1054585,095;1158,766347;Others;;1878,521245;;;;;;;;;
508468,6934;804,6132287;Others;;1304,389835;;;;;;;;;
935449,1395;1091,352755;Others;;1769,234447;;;;;;;;;
932304,3428;1089,516754;Others;;1766,258034;;;;;;;;;
295210,0104;613,0848711;Others;;993,8957571;;;;;;;;;
1161770,824;1216,228825;Others;;1971,675906;;;;;;;;;
446457,4504;753,9544289;Others;;1222,264882;;;;;;;;;
229964,1194;541,1094257;Others;;877,2135599;;;;;;;;;
259145,0677;574,416006;Others;;931,2081541;;;;;;;;;
359737,0908;676,7802374;Others;;1097,154795;;;;;;;;;
332767,8676;650,9172054;Others;;1055,227227;;;;;;;;;
3209786,815;2021,59034;Others;;3277,278818;;;;;;;;;
1858664,674;1538,351509;Others;;2493,881531;;;;;;;;;
263872,6301;579,6318378;Others;;939,6637422;;;;;;;;;
29284,62292;193,0967114;Others;;313,0365977;;;;;;;;;
51740,54453;256,6673087;Others;;416,0933683;;;;;;;;;
46936,95403;244,4626474;Others;;396,3079167;;;;;;;;;
172072,2143;468,0695972;Others;;758,8058499;;;;;;;;;
79663,57417;318,4820449;Others;;516,3036441;;;;;;;;;
104704,4495;365,1216861;Others;;591,9129825;;;;;;;;;
89720,01182;337,9867853;Others;;547,9235382;;;;;;;;;
89450,45782;337,4786811;Others;;547,0998308;;;;;;;;;
259359,3285;574,6534202;Others;;931,5930355;;;;;;;;;
138246,6433;419,5486779;Others;;680,1466983;;;;;;;;;
85987,72568;330,882113;Others;;536,4058774;;;;;;;;;
33168,96516;205,5043506;Others;;333,1511047;;;;;;;;;
352334,7233;669,7809363;Others;;1085,807956;;;;;;;;;
883169,487;1060,417991;Others;;1719,084896;;;;;;;;;
581158,4218;860,2057222;Others;;1394,512991;;;;;;;;;
537891,5492;827,5655812;Others;;1341,598788;;;;;;;;;
361934,9926;678,8445663;Others;;1100,501359;;;;;;;;;
238251,1769;550,7729296;Others;;892,8794424;;;;;;;;;
196525,6002;500,2241155;Others;;810,9327915;;;;;;;;;
48996,62305;249,7687691;Others;;404,9098772;;;;;;;;;
424886,2188;735,5147421;Others;;1192,371588;;;;;;;;;
243400,3495;556,6928688;Others;;902,4764862;;;;;;;;;
695221,2333;940,841733;Others;;1525,235168;;;;;;;;;
62923,57966;283,0490945;Others;;458,8619086;;;;;;;;;
1155432,849;1212,906754;Others;;1966,290368;;;;;;;;;
53440,80821;260,8504367;Others;;422,8748;;;;;;;;;
559829,0977;844,2727909;Others;;1368,683496;;;;;;;;;
132157,4876;410,2049967;Others;;664,9992928;;;;;;;;;
120462,991;391,6353454;Others;;634,8953081;;;;;;;;;
455131,5599;761,2433908;Others;;1234,081302;;;;;;;;;
266395,3791;582,396026;Others;;944,1448753;;;;;;;;;
172037,6561;468,0225924;Others;;758,7296485;;;;;;;;;
837794,5638;1032,818072;Others;;1674,341592;;;;;;;;;
363980,8383;680,7604549;Others;;1103,607281;;;;;;;;;
268067,9962;584,2215106;Others;;947,1042394;;;;;;;;;
896073,5207;1068,136808;Others;;1731,598172;;;;;;;;;
548314,3038;835,5450045;Others;;1354,534541;;;;;;;;;
81446,77754;322,026797;Others;;522,0501797;;;;;;;;;
35670,9792;213,1142917;Others;;345,4878765;;;;;;;;;
214184,8429;522,2151012;Others;;846,5832347;;;;;;;;;
156051,0305;445,7469495;Others;;722,6177365;;;;;;;;;
1556916,252;1407,951469;Others;;2282,48495;;;;;;;;;
180048,2481;478,7948928;Others;;776,1930442;;;;;;;;;
51782,01437;256,770147;Others;;416,2600835;;;;;;;;;
192357,8807;494,8915643;Others;;802,2879851;;;;;;;;;
59605,99198;275,4863084;Others;;446,6015815;;;;;;;;;
93832,43822;345,6460197;Others;;560,3402214;;;;;;;;;
700052,4703;944,1051258;Others;;1530,525581;;;;;;;;;
27929,94128;188,5775854;Others;;305,7104666;;;;;;;;;
1205162,106;1238,733245;Others;;2008,158697;;;;;;;;;
1876489,797;1545,710521;Others;;2505,811513;;;;;;;;;
27072,8978;185,6617464;Others;;300,9834864;;;;;;;;;
57587,79281;270,782302;Others;;438,9757336;;;;;;;;;
146768,6966;432,2866046;Others;;700,7966472;;;;;;;;;
392843,8512;707,2371075;Others;;1146,529614;;;;;;;;;
32000,89783;201,8534334;Others;;327,2324607;;;;;;;;;
22379,89356;168,8045186;Others;;273,655578;;;;;;;;;
72199,00189;303,1940374;Others;;491,5196598;;;;;;;;;
252689,595;567,2163475;Others;;919,5365073;;;;;;;;;
24563,97211;176,8497121;Others;;286,6979545;;;;;;;;;
22352,24699;168,7002217;Others;;273,4864982;;;;;;;;;
40315,60195;226,5643809;Others;;367,2923398;;;;;;;;;
23153,99735;171,699112;Others;;278,3481161;;;;;;;;;
84674,51389;328,3457621;Others;;532,2941002;;;;;;;;;
96258,42421;350,0857498;Others;;567,5376407;;;;;;;;;
123566,3178;396,6478567;Others;;643,0212853;;;;;;;;;
14327,83179;135,0657693;Others;;218,9603778;;;;;;;;;
120221,0836;391,2419171;Others;;634,2575061;;;;;;;;;
62667,84895;282,4733323;Others;;457,928518;;;;;;;;;
323955,5253;642,2405979;Others;;1041,161241;;;;;;;;;
1474094,058;1369,99082;Plagioclase;;2220,945463;;;;;;;;;
1096310,672;1181,467774;Plagioclase;;1915,323413;;;;;;;;;
665280,0045;920,3590658;Plagioclase;;1492,029919;;;;;;;;;
564107,4035;847,4926865;Plagioclase;;1373,903394;;;;;;;;;
269595,4688;585,8836164;Plagioclase;;949,7987439;;;;;;;;;
253961,3369;568,6419058;Plagioclase;;921,8475354;;;;;;;;;
1246901,506;1260,001709;Plagioclase;;2042,637832;;;;;;;;;
803409,1498;1011,401157;Plagioclase;;1639,621798;;;;;;;;;
334737,6853;652,8409132;Plagioclase;;1058,345825;;;;;;;;;
871516,4603;1053,39889;Plagioclase;;1707,705958;;;;;;;;;
1318305,669;1295,576671;Plagioclase;;2100,309789;;;;;;;;;
743581,9853;973,0148963;Plagioclase;;1577,392336;;;;;;;;;
510832,4747;806,4813125;Plagioclase;;1307,418259;;;;;;;;;
215615,5526;523,9563418;Plagioclase;;849,4060276;;;;;;;;;
814944,6787;1018,636241;Plagioclase;;1651,350874;;;;;;;;;
779045,6153;995,9476314;Plagioclase;;1614,569486;;;;;;;;;
586729,2045;864,3187058;Plagioclase;;1401,180709;;;;;;;;;
436822,6228;745,7746559;Plagioclase;;1209,004334;;;;;;;;;
658478,9497;915,6426367;Plagioclase;;1484,383932;;;;;;;;;
391191,969;705,7485986;Plagioclase;;1144,116534;;;;;;;;;
487090,9878;787,5173062;Plagioclase;;1276,67497;;;;;;;;;
141591,8775;424,5943684;Plagioclase;;688,3264636;;;;;;;;;
408063,2846;720,8067083;Plagioclase;;1168,527822;;;;;;;;;
482190,6344;783,5459041;Plagioclase;;1270,236775;;;;;;;;;
3117523,32;1992,323762;Plagioclase;;3229,833628;;;;;;;;;
1784364,534;1507,290114;Plagioclase;;2443,526694;;;;;;;;;
2513687,804;1789,001597;Plagioclase;;2900,22015;;;;;;;;;
1816510,576;1520,806726;Plagioclase;;2465,439002;;;;;;;;;
1790080,461;1509,702365;Plagioclase;;2447,437289;;;;;;;;;
466715,4702;770,8700233;Plagioclase;;1249,687411;;;;;;;;;
276382,7003;593,2127641;Plagioclase;;961,6803106;;;;;;;;;
332104,3501;650,2679382;Plagioclase;;1054,174675;;;;;;;;;
433615,6214;743,0320023;Plagioclase;;1204,558111;;;;;;;;;
453037,3326;759,4899915;Plagioclase;;1231,238798;;;;;;;;;
240552,7534;553,4268499;Plagioclase;;897,1818158;;;;;;;;;
368494,1399;684,9681094;Plagioclase;;1110,428474;;;;;;;;;
1149475,015;1209,775617;Plagioclase;;1961,21436;;;;;;;;;
569595,2465;851,6050683;Plagioclase;;1380,570136;;;;;;;;;
95532,7019;348,7635501;Plagioclase;;565,3941713;;;;;;;;;
669496,1055;923,270771;Plagioclase;;1496,750197;;;;;;;;;
498889,159;796,9977451;Plagioclase;;1292,044078;;;;;;;;;
859656,0843;1046,206539;Plagioclase;;1696,046157;;;;;;;;;
401393,5511;714,8916997;Plagioclase;;1158,938771;;;;;;;;;
317071,5309;635,3802103;Plagioclase;;1030,0396;;;;;;;;;
1618498,973;1435,526696;Plagioclase;;2327,188224;;;;;;;;;
379960,5523;695,543529;Plagioclase;;1127,572698;;;;;;;;;
1074787,822;1169,812958;Plagioclase;;1896,429337;;;;;;;;;
426842,2132;737,2057957;Plagioclase;;1195,113021;;;;;;;;;
465934,4547;770,2247549;Plagioclase;;1248,641341;;;;;;;;;
132537,6278;410,7945337;Plagioclase;;665,9550142;;;;;;;;;
1372707,196;1322,038231;Plagioclase;;2143,207655;;;;;;;;;
311217,3709;629,4873023;Plagioclase;;1020,486377;;;;;;;;;
475327,3749;777,9496194;Plagioclase;;1261,16442;;;;;;;;;
815241,8792;1018,821966;Plagioclase;;1651,651961;;;;;;;;;
1275266,881;1274,25281;Plagioclase;;2065,740847;;;;;;;;;
876589,6047;1056,460387;Plagioclase;;1712,66907;;;;;;;;;
238652,0521;551,2360929;Plagioclase;;893,6302944;;;;;;;;;
198301,8919;502,4796619;Plagioclase;;814,5893456;;;;;;;;;
917527,2544;1080,847808;Plagioclase;;1752,204468;;;;;;;;;
658665,564;915,772375;Plagioclase;;1484,594256;;;;;;;;;
830924,3927;1028,574643;Plagioclase;;1667,462404;;;;;;;;;
4210696,107;2315,431881;Plagioclase;;3753,636781;;;;;;;;;
1985451,817;1589,954643;Plagioclase;;2577,537382;;;;;;;;;
1844654,778;1532,542792;Plagioclase;;2484,464795;;;;;;;;;
2047456,148;1614,590392;Plagioclase;;2617,475354;;;;;;;;;
2440500,437;1762,765346;Plagioclase;;2857,687542;;;;;;;;;
2840249,018;1901,661738;Plagioclase;;3082,857891;;;;;;;;;
1737220,23;1487,244935;Plagioclase;;2411,030674;;;;;;;;;
4394248,557;2365,360656;Plagioclase;;3834,578262;;;;;;;;;
3310634,569;2053,102738;Plagioclase;;3328,364792;;;;;;;;;
1790854,565;1510,028758;Plagioclase;;2447,966418;;;;;;;;;
2531208,814;1795,225656;Plagioclase;;2910,310215;;;;;;;;;
5840447,231;2726,95588;Plagioclase;;4420,774361;;;;;;;;;
2,32E+07;5435,635082;Plagioclase;;8811,919686;;;;;;;;;
56018,85031;267,068185;Plagioclase;;432,9546339;;;;;;;;;
271986,8966;588,4763992;Plagioclase;;954,002005;;;;;;;;;
298057,6065;616,0346834;Plagioclase;;998,6778126;;;;;;;;;
204010,9074;509,661412;Plagioclase;;826,2319603;;;;;;;;;
236723,7043;549,0045368;Plagioclase;;890,0126319;;;;;;;;;
151883,311;439,7542924;Plagioclase;;712,9028067;;;;;;;;;
427519,5541;737,7904868;Quartz;;1196,060886;;;;;;;;;
717912,1507;956,0722462;Quartz;;1549,925946;;;;;;;;;
279105,8869;596,1280503;Quartz;;966,4063945;;;;;;;;;
920312,6457;1082,487161;Quartz;;1754,862087;;;;;;;;;
1556957,722;1407,97022;Quartz;;2282,515348;;;;;;;;;
249213,0395;563,3008938;Quartz;;913,189013;;;;;;;;;
261142,5319;576,625527;Quartz;;934,7900947;;;;;;;;;
404918,488;718,0238376;Quartz;;1164,016402;;;;;;;;;
269920,316;586,2364883;Quartz;;950,3707982;;;;;;;;;
551548,9518;838,0059286;Quartz;;1358,524041;;;;;;;;;
472058,1687;775,2697129;Quartz;;1256,819919;;;;;;;;;
1356506,309;1314,213634;Quartz;;2130,522895;;;;;;;;;
746865,0148;975,1605362;Quartz;;1580,870716;;;;;;;;;
429288,9342;739,3156613;Quartz;;1198,533406;;;;;;;;;
199684,2201;504,2279698;Quartz;;817,4235956;;;;;;;;;
751468,1677;978,1610234;Quartz;;1585,734923;;;;;;;;;
270093,107;586,4240996;Quartz;;950,6749422;;;;;;;;;
1031120,074;1145,802275;Quartz;;1857,504684;;;;;;;;;
695359,4661;940,9352635;Quartz;;1525,386794;;;;;;;;;
255516,4561;570,3802734;Quartz;;924,6656708;;;;;;;;;
597442,248;872,1737762;Quartz;;1413,91487;;;;;;;;;
80195,77052;319,5440914;Quartz;;518,0253691;;;;;;;;;
401220,7601;714,7378106;Quartz;;1158,689295;;;;;;;;;
972440,2421;1112,721605;Quartz;;1803,876322;;;;;;;;;
384536,0587;699,7188838;Quartz;;1134,341528;;;;;;;;;
435060,1544;744,2686295;Quartz;;1206,562856;;;;;;;;;
686816,6778;935,1375055;Quartz;;1515,987823;;;;;;;;;
607519,4206;879,498579;Quartz;;1425,789393;;;;;;;;;
42050,42384;231,3876888;Quartz;;375,1115921;;;;;;;;;
617541,3001;886,7231833;Quartz;;1437,50148;;;;;;;;;
662515,3481;918,4447398;Quartz;;1488,92653;;;;;;;;;
481858,8756;783,2763085;Quartz;;1269,799723;;;;;;;;;
336278,9812;654,3421864;Quartz;;1060,779597;;;;;;;;;
952251,3388;1101,110376;Quartz;;1785,052907;;;;;;;;;
591995,8749;868,1892411;Quartz;;1407,455384;;;;;;;;;
1966341,13;1582,284198;Quartz;;2565,102526;;;;;;;;;
2891961,916;1918,895587;Quartz;;3110,796354;;;;;;;;;
574744,419;855,4456864;Quartz;;1386,796312;;;;;;;;;
343418,7064;661,2520528;Quartz;;1071,981451;;;;;;;;;
94813,89124;347,4489829;Quartz;;563,2630752;;;;;;;;;
187630,3182;488,7722792;Quartz;;792,3677738;;;;;;;;;
362854,2409;679,7060897;Quartz;;1101,898009;;;;;;;;;
138889,4259;420,5229;Quartz;;681,7260476;;;;;;;;;
183545,5384;483,4226285;Quartz;;783,6952467;;;;;;;;;
366068,1539;682,7096379;Quartz;;1106,767177;;;;;;;;;
200361,5609;505,0824315;Quartz;;818,8087968;;;;;;;;;
221262,3633;530,7730125;Quartz;;860,4567979;;;;;;;;;
218214,3297;527,1044619;Quartz;;854,5095677;;;;;;;;;
346515,1215;664,226434;Quartz;;1076,803336;;;;;;;;;
140147,3446;422,4229411;Quartz;;684,8062783;;;;;;;;;
1193253,349;1232,597806;Quartz;;1998,212298;;;;;;;;;
1240881,467;1256,956385;Quartz;;2037,70094;;;;;;;;;
146084,4442;431,2777425;Quartz;;699,1611416;;;;;;;;;
131874,1103;409,7649718;Quartz;;664,2859514;;;;;;;;;
134002,8957;413,0590586;Quartz;;669,6261238;;;;;;;;;
197126,913;500,9888032;Quartz;;812,1724565;;;;;;;;;
171132,2312;466,7893787;Quartz;;756,7304378;;;;;;;;;
291546,8407;609,2692071;Quartz;;987,7100355;;;;;;;;;
276050,9415;592,8566227;Quartz;;961,1029559;;;;;;;;;
209775,216;516,8114748;Quartz;;837,8232056;;;;;;;;;
424277,9944;734,9881091;Quartz;;1191,517843;;;;;;;;;
168125,6673;462,6707773;Quartz;;750,0536126;;;;;;;;;
712769,8898;952,6420156;Quartz;;1544,365066;;;;;;;;;
75578,79434;310,209461;Quartz;;502,8926362;;;;;;;;;
889728,6343;1064,348477;Quartz;;1725,456761;;;;;;;;;
736055,2083;968,0777853;Quartz;;1569,388593;;;;;;;;;
190367,3281;492,3242936;Quartz;;798,1260827;;;;;;;;;
1129223,907;1199,071529;Quartz;;1943,861546;;;;;;;;;
381653,9044;697,0917038;Quartz;;1130,082505;;;;;;;;;
935767,075;1091,538201;Quartz;;1769,53508;;;;;;;;;
638877,5358;901,911383;Quartz;;1462,123662;;;;;;;;;
1029723,923;1145,026296;Quartz;;1856,246714;;;;;;;;;
629097,5638;894,9815058;Quartz;;1450,889368;;;;;;;;;
1028244,832;1144,203645;Quartz;;1854,913082;;;;;;;;;
941952,9937;1095,140083;Quartz;;1775,374231;;;;;;;;;
1656347,119;1452,214396;Quartz;;2354,241304;;;;;;;;;
59923,92747;276,2200466;Quartz;;447,791073;;;;;;;;;
355362,022;672,6521977;Quartz;;1090,46267;;;;;;;;;
359702,5326;676,7477291;Quartz;;1097,102095;;;;;;;;;
557389,2884;842,4310558;Quartz;;1365,697787;;;;;;;;;
154468,2647;443,4806682;Quartz;;718,9437795;;;;;;;;;
282845,0846;600,107946;Quartz;;972,8583584;;;;;;;;;
701317,3006;944,957629;Quartz;;1531,907607;;;;;;;;;
124900,2645;398,7830938;Quartz;;646,4828013;;;;;;;;;
794016,2297;1005,471463;Quartz;;1630,00894;;;;;;;;;
245536,0465;559,1298634;Quartz;;906,427193;;;;;;;;;
1236713,747;1254,843755;Quartz;;2034,276072;;;;;;;;;
353896,7541;671,2639884;Quartz;;1088,212189;;;;;;;;;
2347891,359;1728,996277;Quartz;;2802,943189;;;;;;;;;
1918173,903;1562,784332;Quartz;;2533,490532;;;;;;;;;
8252437,149;3241,50109;Quartz;;5254,923636;;;;;;;;;
3826346,662;2207,228099;Quartz;;3578,223417;;;;;;;;;
1918353,606;1562,857534;Quartz;;2533,609204;;;;;;;;;
50261,45335;252,9720735;Quartz;;410,1028787;;;;;;;;;
416744,3057;728,4334768;Quartz;;1180,891873;;;;;;;;;
114304,7189;381,4934969;Quartz;;618,4539626;;;;;;;;;
68971,26554;296,3392359;Quartz;;480,4070743;;;;;;;;;
316670,6557;634,978426;Quartz;;1029,388251;;;;;;;;;
57553,23461;270,7010422;Quartz;;438,8440001;;;;;;;;;
136387,4119;416,7179456;Quartz;;675,5576879;;;;;;;;;
76892,00613;312,8928617;Quartz;;507,2428015;;;;;;;;;
469728,9456;773,3546851;Quartz;;1253,715393;;;;;;;;;
87936,80844;334,6111504;Quartz;;542,451165;;;;;;;;;
