Area (µm^2);Equivalent circular diameter (µm);Class;;3-D diameter (µm);;;;;;;;;
851092,5611;1040,982567;Quartz;;1687,577374;;;;;;;;;
635698,181;899,6644166;Quartz;;1458,481017;;;;;;;;;
534290,5842;824,7908221;Quartz;;1337,100518;;;;;;;;;
625551,892;892,4558287;Quartz;;1446,794895;;;;;;;;;
357732,7149;674,8921684;Quartz;;1094,093973;;;;;;;;;
1347320,738;1309,756483;Quartz;;2123,297233;;;;;;;;;
1188560,345;1230,171546;Quartz;;1994,278994;;;;;;;;;
575670,5789;856,134654;Quartz;;1387,913224;;;;;;;;;
976338,4077;1114,949627;Quartz;;1807,488254;;;;;;;;;
897269,2346;1068,849228;Quartz;;1732,753102;;;;;;;;;
690313,9682;937,5153559;Quartz;;1519,842649;;;;;;;;;
102852,1297;361,877602;Quartz;;586,6538715;;;;;;;;;
147135,0136;432,825736;Quartz;;701,6706541;;;;;;;;;
427263,8233;737,5697905;Quartz;;1195,703107;;;;;;;;;
928343,9726;1087,200192;Quartz;;1762,502565;;;;;;;;;
1120093,629;1194,214178;Quartz;;1935,987104;;;;;;;;;
1425325,519;1347,138009;Quartz;;2183,897881;;;;;;;;;
957041,106;1103,876162;Quartz;;1789,53663;;;;;;;;;
308680,7987;626,9167406;Quartz;;1016,319139;;;;;;;;;
604609,6198;877,389809;Quartz;;1422,370783;;;;;;;;;
213030,5989;520,8060894;Quartz;;844,2990308;;;;;;;;;
738149,4355;969,4539964;Quartz;;1571,619623;;;;;;;;;
476923,9639;779,2550614;Quartz;;1263,280723;;;;;;;;;
390867,1218;705,4555098;Quartz;;1143,641396;;;;;;;;;
263368,0803;579,0774168;Quartz;;938,7649487;;;;;;;;;
442973,9833;751,0073188;Quartz;;1217,487207;;;;;;;;;
1058732,08;1161,042442;Quartz;;1882,211111;;;;;;;;;
581794,2928;860,676188;Quartz;;1395,275682;;;;;;;;;
1028383,064;1144,280553;Quartz;;1855,037761;;;;;;;;;
514578,5841;809,4330128;Quartz;;1312,203375;;;;;;;;;
872124,6847;1053,766405;Quartz;;1708,301751;;;;;;;;;
575145,2942;855,7439643;Quartz;;1387,279862;;;;;;;;;
1175780,72;1223,540154;Quartz;;1983,528587;;;;;;;;;
180421,4767;479,2908916;Quartz;;776,9971272;;;;;;;;;
704026,6639;946,7811727;Quartz;;1534,863825;;;;;;;;;
1827506,997;1525,402955;Quartz;;2472,890128;;;;;;;;;
3036809,176;1966,36353;Quartz;;3187,748486;;;;;;;;;
2325476,908;1720,723441;Quartz;;2789,531772;;;;;;;;;
2449326,603;1765,950024;Quartz;;2862,850348;;;;;;;;;
5411109,916;2624,812208;Quartz;;4255,185276;;;;;;;;;
7430318,187;3075,804764;Quartz;;4986,306869;;;;;;;;;
283729,7747;601,0457297;Quartz;;974,3786361;;;;;;;;;
397516,1205;711,4304212;Quartz;;1153,327558;;;;;;;;;
88945,90803;336,5255524;Quartz;;545,5546768;;;;;;;;;
66566,01447;291,1262303;Quartz;;471,9560679;;;;;;;;;
148655,5746;435,0564977;Quartz;;705,2870287;;;;;;;;;
489973,1421;789,8437696;Quartz;;1280,44649;;;;;;;;;
