Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-2C 1phi 3"
Duration Time,60.097
Ambient Temperature,"89.7"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"625878"
Raw Accumulated Counts,"647358"
Valid Count Last Packet,"9833"
Raw Count Last Packet,"10164"
Live Time,58.550014
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.0886
Number of Channels,2048
Vacuum,766
Channel#,Intensity
0,"1823"
1,"1451"
2,"931"
3,"487"
4,"218"
5,"64"
6,"20"
7,"5"
8,"1"
9,"1"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"1"
18,"0"
19,"0"
20,"1"
21,"5"
22,"28"
23,"107"
24,"155"
25,"163"
26,"193"
27,"213"
28,"163"
29,"166"
30,"152"
31,"183"
32,"176"
33,"148"
34,"157"
35,"175"
36,"171"
37,"130"
38,"151"
39,"175"
40,"162"
41,"124"
42,"139"
43,"142"
44,"138"
45,"158"
46,"165"
47,"170"
48,"150"
49,"149"
50,"153"
51,"144"
52,"150"
53,"142"
54,"141"
55,"146"
56,"171"
57,"146"
58,"147"
59,"122"
60,"124"
61,"129"
62,"127"
63,"112"
64,"151"
65,"135"
66,"152"
67,"131"
68,"117"
69,"136"
70,"160"
71,"168"
72,"176"
73,"179"
74,"185"
75,"202"
76,"177"
77,"169"
78,"176"
79,"173"
80,"210"
81,"283"
82,"374"
83,"595"
84,"855"
85,"1026"
86,"1154"
87,"1097"
88,"941"
89,"673"
90,"476"
91,"329"
92,"197"
93,"176"
94,"136"
95,"149"
96,"128"
97,"128"
98,"124"
99,"124"
100,"128"
101,"134"
102,"112"
103,"133"
104,"133"
105,"131"
106,"112"
107,"130"
108,"112"
109,"144"
110,"137"
111,"169"
112,"192"
113,"206"
114,"220"
115,"219"
116,"203"
117,"215"
118,"199"
119,"195"
120,"193"
121,"189"
122,"175"
123,"179"
124,"199"
125,"207"
126,"270"
127,"390"
128,"513"
129,"725"
130,"1047"
131,"1306"
132,"1715"
133,"1834"
134,"1948"
135,"1740"
136,"1555"
137,"1424"
138,"1265"
139,"1348"
140,"1339"
141,"1386"
142,"1433"
143,"1531"
144,"1605"
145,"1790"
146,"1839"
147,"1723"
148,"1570"
149,"1209"
150,"905"
151,"675"
152,"459"
153,"347"
154,"323"
155,"328"
156,"371"
157,"398"
158,"569"
159,"836"
160,"1161"
161,"1675"
162,"2358"
163,"2899"
164,"3165"
165,"3083"
166,"2700"
167,"1959"
168,"1390"
169,"881"
170,"550"
171,"387"
172,"289"
173,"298"
174,"321"
175,"437"
176,"520"
177,"630"
178,"668"
179,"728"
180,"723"
181,"657"
182,"614"
183,"589"
184,"497"
185,"444"
186,"371"
187,"317"
188,"250"
189,"202"
190,"192"
191,"193"
192,"181"
193,"187"
194,"200"
195,"209"
196,"218"
197,"210"
198,"222"
199,"250"
200,"223"
201,"208"
202,"210"
203,"220"
204,"214"
205,"186"
206,"197"
207,"230"
208,"207"
209,"226"
210,"205"
211,"210"
212,"202"
213,"195"
214,"208"
215,"212"
216,"232"
217,"238"
218,"252"
219,"297"
220,"371"
221,"397"
222,"461"
223,"484"
224,"496"
225,"495"
226,"420"
227,"378"
228,"326"
229,"262"
230,"272"
231,"213"
232,"260"
233,"236"
234,"247"
235,"240"
236,"246"
237,"271"
238,"253"
239,"284"
240,"282"
241,"272"
242,"342"
243,"327"
244,"284"
245,"327"
246,"335"
247,"331"
248,"368"
249,"320"
250,"332"
251,"339"
252,"341"
253,"319"
254,"317"
255,"320"
256,"330"
257,"354"
258,"375"
259,"320"
260,"370"
261,"378"
262,"374"
263,"321"
264,"339"
265,"308"
266,"340"
267,"320"
268,"336"
269,"312"
270,"316"
271,"317"
272,"340"
273,"366"
274,"347"
275,"348"
276,"386"
277,"403"
278,"414"
279,"393"
280,"424"
281,"411"
282,"393"
283,"369"
284,"373"
285,"414"
286,"358"
287,"405"
288,"408"
289,"366"
290,"397"
291,"382"
292,"410"
293,"376"
294,"405"
295,"395"
296,"376"
297,"391"
298,"413"
299,"416"
300,"363"
301,"386"
302,"363"
303,"379"
304,"379"
305,"427"
306,"418"
307,"459"
308,"475"
309,"594"
310,"627"
311,"797"
312,"1013"
313,"1318"
314,"1645"
315,"2121"
316,"2297"
317,"2450"
318,"2467"
319,"2203"
