Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-2C 1phi 2"
Duration Time,60.034
Ambient Temperature,"90.4"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"699563"
Raw Accumulated Counts,"724534"
Valid Count Last Packet,"10993"
Raw Count Last Packet,"11371"
Live Time,58.327984
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.0886
Number of Channels,2048
Vacuum,767
Channel#,Intensity
0,"1837"
1,"1469"
2,"902"
3,"488"
4,"234"
5,"77"
6,"25"
7,"5"
8,"2"
9,"0"
10,"0"
11,"2"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"7"
22,"41"
23,"129"
24,"177"
25,"203"
26,"200"
27,"201"
28,"210"
29,"173"
30,"174"
31,"172"
32,"151"
33,"164"
34,"157"
35,"157"
36,"167"
37,"156"
38,"175"
39,"148"
40,"161"
41,"162"
42,"159"
43,"152"
44,"181"
45,"155"
46,"184"
47,"157"
48,"160"
49,"161"
50,"158"
51,"153"
52,"154"
53,"132"
54,"130"
55,"146"
56,"145"
57,"175"
58,"148"
59,"133"
60,"152"
61,"148"
62,"145"
63,"135"
64,"142"
65,"140"
66,"122"
67,"153"
68,"132"
69,"186"
70,"174"
71,"200"
72,"207"
73,"245"
74,"253"
75,"218"
76,"224"
77,"240"
78,"187"
79,"217"
80,"211"
81,"325"
82,"458"
83,"697"
84,"960"
85,"1240"
86,"1374"
87,"1286"
88,"1123"
89,"806"
90,"589"
91,"362"
92,"242"
93,"182"
94,"151"
95,"117"
96,"130"
97,"132"
98,"144"
99,"134"
100,"142"
101,"110"
102,"115"
103,"122"
104,"117"
105,"102"
106,"141"
107,"129"
108,"129"
109,"136"
110,"128"
111,"157"
112,"189"
113,"196"
114,"223"
115,"219"
116,"201"
117,"243"
118,"221"
119,"218"
120,"195"
121,"183"
122,"176"
123,"208"
124,"239"
125,"228"
126,"277"
127,"375"
128,"521"
129,"744"
130,"1052"
131,"1303"
132,"1678"
133,"1918"
134,"1995"
135,"1734"
136,"1609"
137,"1399"
138,"1337"
139,"1280"
140,"1371"
141,"1367"
142,"1507"
143,"1557"
144,"1640"
145,"1778"
146,"1812"
147,"1735"
148,"1553"
149,"1221"
150,"998"
151,"708"
152,"466"
153,"363"
154,"308"
155,"319"
156,"383"
157,"442"
158,"631"
159,"902"
160,"1367"
161,"1880"
162,"2636"
163,"3301"
164,"3586"
165,"3419"
166,"3081"
167,"2230"
168,"1567"
169,"998"
170,"593"
171,"396"
172,"303"
173,"304"
174,"383"
175,"517"
176,"563"
177,"677"
178,"757"
179,"789"
180,"812"
181,"749"
182,"733"
183,"668"
184,"600"
185,"495"
186,"407"
187,"341"
188,"261"
189,"230"
190,"203"
191,"195"
192,"177"
193,"196"
194,"216"
195,"204"
196,"213"
197,"229"
198,"267"
199,"246"
200,"245"
201,"255"
202,"240"
203,"200"
204,"204"
205,"192"
206,"217"
207,"218"
208,"210"
209,"175"
210,"212"
211,"231"
212,"214"
213,"214"
214,"221"
215,"238"
216,"272"
217,"273"
218,"349"
219,"421"
220,"501"
221,"569"
222,"658"
223,"660"
224,"735"
225,"637"
226,"625"
227,"505"
228,"413"
229,"372"
230,"341"
231,"312"
232,"291"
233,"286"
234,"273"
235,"279"
236,"290"
237,"310"
238,"333"
239,"365"
240,"379"
241,"399"
242,"379"
243,"375"
244,"391"
245,"362"
246,"366"
247,"370"
248,"333"
249,"318"
250,"318"
251,"290"
252,"296"
253,"316"
254,"326"
255,"329"
256,"315"
257,"286"
258,"333"
259,"297"
260,"270"
261,"313"
262,"347"
263,"307"
264,"330"
265,"306"
266,"313"
267,"359"
268,"348"
269,"326"
270,"338"
271,"337"
272,"373"
273,"348"
274,"333"
275,"334"
276,"401"
277,"322"
278,"389"
279,"330"
280,"374"
281,"428"
282,"394"
283,"386"
284,"388"
285,"474"
286,"432"
287,"423"
288,"452"
289,"455"
290,"477"
291,"461"
292,"478"
293,"482"
294,"443"
295,"439"
296,"452"
297,"435"
298,"440"
299,"400"
300,"444"
301,"451"
302,"418"
303,"442"
304,"463"
305,"444"
306,"482"
307,"511"
308,"517"
309,"673"
310,"914"
311,"1160"
312,"1593"
313,"2262"
314,"2959"
315,"3657"
316,"4180"
317,"4505"
318,"4481"
319,"4136"
320,"3356"
321,"2692"
322,"2046"
323,"1402"
324,"1074"
325,"789"
326,"552"
327,"529"
328,"422"
329,"459"
330,"478"
331,"443"
332,"480"
333,"472"
334,"513"
335,"456"
336,"464"
337,"501"
338,"534"
339,"511"
340,"530"
341,"527"
342,"600"
343,"611"
344,"671"
345,"783"
346,"874"
347,"930"
348,"1025"
349,"1129"
350,"1080"
351,"1150"
352,"1056"
353,"948"
354,"830"
355,"819"
356,"727"
357,"722"
358,"755"
359,"786"
360,"820"
361,"853"
362,"955"
363,"855"
364,"1003"
365,"1064"
366,"1131"
367,"1292"
368,"1308"
369,"1452"
370,"1444"
371,"1465"
372,"1375"
373,"1267"
374,"1082"
375,"883"
376,"753"
377,"672"
378,"572"
379,"576"
380,"489"
381,"410"
382,"463"
383,"469"
384,"495"
385,"456"
386,"458"
387,"448"
388,"463"
389,"498"
390,"475"
391,"510"
392,"537"
393,"540"
394,"582"
395,"621"
396,"667"
397,"666"
398,"772"
399,"770"
400,"755"
401,"742"
402,"679"
403,"666"
404,"651"
405,"608"
406,"618"
407,"600"
408,"651"
409,"593"
410,"643"
411,"621"
412,"621"
413,"601"
414,"544"
415,"548"
416,"534"
417,"514"
418,"505"
419,"510"
420,"496"
421,"526"
422,"507"
423,"509"
424,"513"
425,"540"
426,"533"
427,"565"
428,"581"
429,"570"
430,"557"
431,"563"
432,"564"
433,"533"
434,"570"
435,"527"
436,"519"
437,"584"
438,"551"
439,"551"
440,"545"
441,"541"
442,"567"
443,"547"
444,"529"
445,"506"
446,"545"
447,"544"
448,"499"
449,"519"
450,"484"
451,"528"
452,"551"
453,"549"
454,"509"
455,"536"
456,"535"
457,"527"
458,"576"
459,"560"
460,"526"
461,"562"
462,"557"
463,"523"
464,"535"
465,"522"
466,"500"
467,"503"
468,"531"
469,"533"
